date,NG,Abia,Adamawa,Akwa Ibom,Anambra,Bauchi,Bayelsa,Benue,Borno,Cross River,Delta,Ebonyi,Edo,Ekiti,Enugu,Federal Capital Territory,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nasarawa,Niger,Ogun State,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
2020-03-26,-27,7,0,-16,2,1,1,0,-29,2,-7,0,-29,0,-23,-31,0,-38,0,-20,-8,0,0,0,0,-50,0,0,-1,0,-2,-4,0,-6,0,0,0,-20
2020-03-27,-30,11,0,-15,-11,6,1,-59,-30,2,5,0,-22,0,-20,-42,0,-18,0,-29,-18,0,0,0,0,-53,0,0,-2,-31,-7,-12,0,-6,0,0,0,-11
2020-03-28,-31,7,0,-19,-11,6,3,-49,-25,-12,-10,0,-17,0,-27,-48,0,-11,0,-25,-10,0,0,0,0,-51,0,0,-11,-30,-6,-11,-11,-14,0,0,0,-8
2020-03-29,-24,6,0,-16,-3,-1,7,0,-28,0,-8,0,-21,0,-20,-43,0,0,0,-28,-13,-4,0,0,-21,-38,0,0,-11,0,-4,-21,-24,-10,0,0,0,-9
2020-03-30,-27,8,0,-30,-30,5,-2,-56,-33,6,0,0,-29,0,-17,-24,0,-40,0,-32,-17,0,0,0,0,-44,0,0,0,0,5,-22,0,-15,0,0,0,-16
2020-03-31,-45,7,0,-28,-36,2,-8,-53,-37,4,-16,0,-23,0,-25,-71,0,-44,0,-33,-21,0,0,0,0,-73,0,0,-10,-34,-3,-20,0,-20,0,0,0,-7
2020-04-01,-47,5,0,-45,-34,16,-7,-53,-35,-10,-38,0,-33,0,-45,-70,0,-50,0,-36,-17,0,0,0,0,-74,0,0,-12,-31,-14,-21,0,-24,0,0,0,-10
2020-04-02,-42,3,0,-36,-31,24,-1,0,-31,-2,-31,0,-29,0,-39,-66,0,-45,0,-21,-3,0,0,0,0,-70,0,0,-5,0,-13,-21,0,-12,0,0,0,-10
2020-04-03,-45,7,0,-51,-35,6,4,-49,-29,-6,-37,0,-28,0,-41,-69,0,-36,0,-33,-18,-7,0,0,0,-71,0,0,-7,-19,-17,-24,0,-16,0,0,0,-6
2020-04-04,-43,-3,0,-59,-29,5,-3,-43,-28,-9,-37,0,-25,0,-40,-63,0,-27,0,-28,-15,-7,0,0,0,-67,0,0,-31,-18,-15,-23,-14,-13,0,0,0,-7
2020-04-05,-34,2,0,-50,-25,6,4,0,-27,-8,-27,0,-23,0,-32,-56,0,0,0,-32,-10,2,0,0,-14,-53,0,0,-25,0,-19,-21,-14,-12,0,0,0,-14
2020-04-06,-45,2,0,-66,-35,7,2,0,-30,0,-32,0,-33,0,-40,-63,0,-38,0,-35,-18,0,0,0,0,-70,0,0,-27,0,-12,-22,0,-11,0,0,0,-10
2020-04-07,-44,-5,0,-63,-31,-9,-13,-53,-31,0,-31,0,-26,0,-28,-63,0,-38,0,-32,-18,0,0,0,0,-69,0,-26,-15,0,-13,-17,0,-14,0,0,0,-15
2020-04-08,-46,6,0,-65,-30,-1,-1,-47,-36,-12,-31,0,-27,0,-41,-61,0,-42,0,-26,-14,0,0,0,0,-72,0,-28,-26,-26,-17,-21,0,-15,0,0,0,-18
2020-04-09,-45,6,0,-66,-25,5,-4,0,-32,0,-29,0,-22,0,-38,-66,0,-42,0,-40,-7,0,0,0,0,-69,0,-28,-20,-20,-16,-27,0,-12,0,0,0,-19
2020-04-10,-46,8,0,-54,-37,-7,-6,-51,-31,-13,-31,0,-24,0,-41,-65,0,-29,0,-32,-17,0,0,0,0,-69,0,0,-27,-26,-11,-29,0,-15,0,0,0,-20
2020-04-11,-41,-1,0,-51,-27,-9,1,-46,-25,-18,-29,0,-15,0,-40,-56,0,-14,0,-30,-7,-9,0,0,-32,-64,0,0,-23,-27,-17,-25,-25,-14,0,0,0,-13
