date,LV,Ādaži Municipality,Aizkraukle Municipality,Aloja Municipality,Alūksne Municipality,Babīte Municipality,Baldone Municipality,Balvi Municipality,Bauska Municipality,Burtnieki Municipality,Carnikava Municipality,Cēsis Municipality,City of Liepāja,Daugavpils,Daugavpils Municipality,Dobele Municipality,Engure Municipality,Garkalne Municipality,Grobiņa Municipality,Gulbene Municipality,Iecava Municipality,Ikšķile Municipality,Inčukalns Municipality,Jēkabpils,Jēkabpils Municipality,Jelgava,Jelgava Municipality,Jūrmala,Ķegums Municipality,Ķekava Municipality,Kocēni Municipality,Krāslava Municipality,Krimulda Municipality,Kuldīga Municipality,Lielvārde Municipality,Limbaži Municipality,Madona Municipality,Mārupe Municipality,Ogre Municipality,Olaine Municipality,Ozolnieki Municipality,Preiļi Municipality,Priekuļi Municipality,Rēzekne,Rēzekne Municipality,Riga,Ropaži Municipality,Salacgrīva Municipality,Salaspils Municipality,Saldus Municipality,Saulkrasti Municipality,Sigulda Municipality,Smiltene Municipality,Stopiņi Municipality,Talsi Municipality,Tukums Municipality,Valmiera,Ventspils,Ventspils Municipality
2020-02-27,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,3,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-9,0,-1,NA,0,NA,NA,NA,0,NA,0,0,3,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-02-28,0,0,0,0,0,0,NA,NA,0,NA,0,0,7,-2,NA,0,0,0,NA,0,NA,0,NA,0,NA,-4,0,8,NA,0,0,NA,NA,0,NA,0,0,-3,0,0,0,NA,NA,0,0,-2,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-02-29,8,0,0,NA,NA,NA,NA,NA,0,0,NA,0,17,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,33,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,NA,NA,NA,0,NA,6,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-01,9,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,21,NA,NA,NA,0,NA,NA,NA,NA,NA,-2,0,NA,NA,NA,NA,0,NA,7,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-02,2,0,0,NA,0,0,NA,NA,0,NA,0,0,6,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-6,0,11,NA,0,NA,NA,NA,0,NA,0,0,-1,0,0,0,NA,NA,0,0,1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-03,-1,0,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-4,0,0,NA,0,NA,NA,NA,0,NA,0,0,-3,0,0,0,NA,NA,0,0,-1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-04,-1,0,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-11,0,-8,NA,0,NA,NA,NA,0,NA,0,0,3,0,0,0,NA,NA,0,0,-1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-05,2,0,0,NA,NA,0,NA,NA,0,NA,0,0,5,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-2,0,7,NA,0,NA,NA,NA,0,NA,0,0,-3,0,0,0,NA,NA,0,0,2,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-06,5,0,0,0,0,0,NA,NA,0,NA,0,0,10,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-4,0,27,NA,0,0,NA,NA,0,NA,0,0,-8,0,0,0,NA,NA,0,0,4,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-07,8,0,0,NA,NA,NA,NA,NA,0,0,NA,0,6,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,10,NA,NA,NA,NA,NA,0,NA,0,0,-4,0,0,NA,NA,NA,0,NA,7,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-08,26,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,NA,NA,NA,NA,0,NA,24,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA
2020-03-09,3,0,NA,NA,0,0,NA,NA,0,NA,0,0,5,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-2,0,15,NA,0,NA,NA,NA,0,NA,0,0,-9,0,0,0,NA,NA,0,0,2,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-10,0,0,0,NA,0,0,NA,NA,0,NA,0,0,-1,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-4,0,6,NA,0,NA,NA,NA,0,NA,0,0,-4,0,0,0,NA,NA,0,0,-1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-11,-1,0,NA,NA,0,0,NA,NA,0,NA,0,0,10,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-7,0,-8,NA,0,NA,NA,NA,0,NA,0,0,-3,0,0,0,NA,NA,0,0,-1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-12,-3,0,0,NA,NA,0,NA,NA,0,NA,0,0,2,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,-6,0,1,NA,0,NA,NA,NA,0,NA,0,0,-12,0,0,0,NA,NA,0,0,-3,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-13,-18,0,0,0,0,0,NA,NA,0,NA,0,0,-11,-13,0,0,0,0,NA,0,NA,0,NA,0,NA,-18,0,-8,NA,0,0,NA,NA,0,NA,0,0,-33,0,0,0,NA,NA,0,0,-21,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-14,-21,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-6,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-35,NA,-25,NA,NA,0,NA,NA,0,NA,0,0,-24,0,0,NA,NA,NA,0,NA,-30,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-15,-6,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,27,NA,NA,NA,NA,NA,0,NA,NA,NA,-17,0,NA,NA,NA,NA,0,NA,-17,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-16,-27,0,0,NA,0,0,NA,NA,0,NA,0,0,-17,-31,0,0,0,0,NA,0,NA,0,NA,0,NA,-42,0,-28,NA,0,0,NA,NA,0,NA,0,0,-4,0,0,0,NA,NA,0,0,-37,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-17,-33,0,0,NA,0,0,NA,NA,0,NA,0,0,-21,-31,0,0,0,0,NA,0,NA,0,0,0,NA,-41,0,-14,NA,0,0,NA,NA,0,NA,0,0,-78,0,0,0,NA,NA,0,0,-38,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-18,-42,0,0,NA,0,0,NA,NA,0,NA,0,0,-26,0,0,0,0,0,NA,0,NA,0,0,0,NA,-47,0,-35,NA,0,0,NA,NA,0,NA,0,0,-81,0,0,0,NA,NA,0,0,-46,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-19,-36,0,0,NA,0,0,NA,NA,0,NA,0,0,-12,-37,0,0,0,0,NA,0,0,0,0,0,NA,-45,0,-12,NA,0,0,NA,NA,0,NA,0,0,-84,0,0,0,NA,NA,0,0,-42,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-03-20,-40,0,0,0,0,0,NA,NA,0,0,0,0,-26,-42,0,0,0,0,NA,0,0,0,NA,0,NA,-46,0,-18,NA,0,0,NA,NA,0,0,0,0,-85,0,0,0,0,NA,0,0,-45,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-21,-32,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-19,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-49,NA,1,0,NA,0,NA,NA,0,0,0,0,-88,0,0,NA,NA,NA,0,NA,-39,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-22,-31,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,12,NA,NA,NA,0,NA,0,NA,NA,0,-91,0,NA,NA,NA,NA,0,NA,-37,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-23,-40,0,0,NA,0,0,NA,NA,0,NA,0,0,-23,-44,0,0,0,0,NA,0,NA,0,NA,0,NA,-48,0,-21,NA,0,0,NA,NA,0,NA,0,0,-86,0,0,0,NA,NA,0,0,-44,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,-39,0,0,NA,0,0,NA,NA,0,NA,0,0,-30,-38,0,0,0,0,NA,0,NA,0,0,0,NA,-43,0,-24,NA,0,0,NA,NA,0,0,0,0,-82,0,0,0,NA,NA,0,0,-45,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,-36,0,0,NA,0,0,NA,NA,0,NA,0,0,-19,0,0,0,0,0,NA,0,0,0,0,0,NA,-49,0,-21,NA,0,0,NA,NA,0,NA,0,0,-80,0,0,0,NA,NA,0,0,-43,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-03-26,-36,0,0,NA,0,0,NA,NA,0,NA,0,0,-18,-44,0,0,0,0,NA,0,0,0,0,0,NA,-47,0,-18,NA,0,0,NA,NA,0,0,0,0,-84,0,0,0,NA,NA,0,0,-42,NA,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-03-27,-36,0,0,0,0,0,NA,NA,0,NA,0,0,-19,-47,0,0,0,0,NA,0,0,0,NA,0,NA,-44,0,-7,NA,0,0,NA,NA,0,NA,0,0,-82,0,0,0,0,NA,0,0,-43,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-03-28,-23,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-13,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-43,NA,18,0,NA,0,NA,NA,0,NA,0,0,-91,0,0,NA,NA,NA,0,NA,-37,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-29,-48,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-33,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,-41,0,NA,0,0,NA,0,NA,NA,0,-95,0,NA,NA,NA,NA,0,NA,-53,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-30,-46,0,0,NA,0,0,NA,NA,0,NA,0,0,-41,-46,0,0,0,0,NA,0,0,0,NA,0,NA,-54,0,-38,NA,0,0,NA,NA,0,0,0,0,-86,0,0,0,NA,NA,0,0,-51,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,-45,0,0,NA,0,0,NA,NA,0,NA,0,0,-33,-46,0,0,0,0,NA,0,0,0,0,0,NA,-57,0,-37,NA,0,0,NA,NA,0,0,0,0,-86,0,0,0,NA,NA,0,0,-51,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,-47,0,0,NA,0,0,NA,NA,0,NA,0,0,-34,-49,0,0,0,0,NA,0,0,0,0,0,NA,-60,0,-43,NA,0,0,NA,NA,0,NA,0,0,-87,0,0,0,NA,NA,0,0,-53,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-04-02,-50,0,0,NA,0,0,NA,NA,0,NA,0,0,-37,-56,0,0,0,0,NA,0,0,0,0,0,NA,-66,0,-44,NA,0,0,NA,NA,0,NA,0,0,-90,0,0,0,NA,NA,0,0,-55,0,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-04-03,-48,0,0,0,0,0,NA,NA,0,0,0,0,-36,-53,0,0,0,0,NA,0,0,0,NA,0,NA,-62,0,-32,NA,0,0,NA,NA,0,0,0,0,-91,0,0,0,0,NA,0,0,-54,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-04-04,-37,0,0,NA,NA,0,NA,NA,0,0,NA,0,-19,-50,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-57,NA,-27,0,NA,0,NA,NA,0,0,0,0,-91,0,0,NA,NA,NA,0,NA,-47,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA
2020-04-05,-26,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,-17,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,-93,0,NA,NA,NA,NA,0,NA,-34,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-04-06,-37,0,NA,NA,0,0,NA,NA,0,NA,0,0,-17,-46,0,0,0,0,NA,0,NA,0,NA,0,NA,-52,0,-20,NA,0,0,NA,NA,0,NA,0,0,-86,0,0,0,NA,NA,0,0,-44,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,-34,0,NA,NA,0,0,NA,NA,0,NA,0,0,-33,-38,0,0,0,0,NA,0,0,0,0,0,NA,-43,0,-4,NA,0,0,NA,NA,0,0,0,0,-85,0,0,0,NA,NA,0,0,-44,0,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-08,-35,0,NA,NA,0,0,NA,NA,0,NA,0,0,-23,-35,0,0,0,0,NA,0,0,0,NA,0,NA,-47,0,-17,NA,0,0,NA,NA,0,NA,0,0,-87,0,0,0,NA,NA,0,0,-44,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-04-09,-40,0,NA,NA,0,0,NA,NA,0,NA,0,0,-20,-49,0,0,0,0,0,0,0,0,NA,0,NA,-51,0,-30,NA,0,0,NA,NA,0,0,0,0,-87,0,0,0,NA,NA,0,0,-49,0,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-04-10,-47,0,0,0,0,0,0,0,0,0,0,0,-33,-51,0,0,0,0,0,0,0,0,0,0,NA,-62,0,-21,NA,0,0,NA,NA,0,0,0,0,-93,0,0,0,NA,0,0,0,-59,NA,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-11,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93,NA,NA,NA,NA,NA,NA,NA,-47,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
