date,ID,Aceh,Bali,Bangka Belitung Islands,Banten,Bengkulu,Central Java,Central Kalimantan,Central Sulawesi,East Java,East Kalimantan,East Nusa Tenggara,Gorontalo,Jakarta,Jambi,Lampung,Maluku,North Kalimantan,North Maluku,North Sulawesi,North Sumatra,Papua,Riau,Riau Islands,South East Sulawesi,South Kalimantan,South Sulawesi,South Sumatra,Special Region of Yogyakarta,West Java,West Kalimantan,West Nusa Tenggara,West Papua,West Sulawesi,West Sumatra
2020-03-04,0,4,1,-2,-1,5,-4,5,-3,5,2,-1,-6,-2,2,-2,-3,-5,1,2,0,2,3,-1,-5,11,-2,0,-4,-1,-2,1,5,-2,6
2020-03-05,4,4,-1,-2,6,3,5,1,4,3,1,1,6,3,2,4,5,4,1,2,-1,1,-6,2,3,-3,-4,5,2,7,-5,2,3,4,-2
2020-03-06,2,2,-4,-4,8,8,2,7,0,-4,3,-2,-12,10,4,3,-1,6,-3,6,-3,4,4,2,2,8,-4,3,6,4,-4,-1,2,3,5
2020-03-07,3,6,-8,-1,8,2,-2,2,6,-3,0,3,4,4,3,2,-14,5,1,5,0,1,2,1,4,1,4,2,3,8,2,-1,-6,2,4
2020-03-08,1,5,-4,-3,3,-2,-1,9,5,3,1,-4,2,0,4,-3,7,2,3,5,-2,-3,1,1,2,6,0,-2,4,1,-3,-2,9,4,-1
2020-03-09,2,7,-9,0,4,2,4,5,4,1,-1,0,-3,3,1,4,5,0,-1,2,-1,-2,2,2,3,-1,3,2,-7,4,-2,-1,0,4,3
2020-03-10,3,0,-1,1,4,5,6,5,3,5,2,2,0,1,3,4,-2,-3,2,2,-3,1,4,3,5,4,3,1,9,3,1,2,7,3,3
2020-03-11,3,4,0,-1,2,8,5,7,5,6,3,0,2,1,3,-3,3,3,3,1,-1,2,2,0,5,3,2,1,-1,6,-2,5,8,0,6
2020-03-12,2,3,-7,0,1,-2,6,6,4,4,5,1,4,-3,4,1,5,4,0,0,-1,1,2,1,4,6,2,4,6,3,-1,3,3,0,1
2020-03-13,2,2,-7,-3,6,9,2,-2,0,-4,3,-2,2,8,3,6,5,4,0,6,-3,2,3,0,0,-2,2,4,6,6,-15,0,0,4,5
2020-03-14,-2,2,-2,-3,-6,-2,1,6,3,1,0,6,2,-12,0,1,-2,4,2,2,-2,1,2,-1,-7,1,0,1,0,-7,0,2,1,-4,4
2020-03-15,-7,0,-9,-5,-8,0,-10,2,5,0,-3,-1,-2,-20,-1,-2,1,-1,4,-5,-6,-3,-3,-5,-3,-3,-1,-1,-6,-10,-15,-6,0,4,-2
2020-03-16,-7,-1,-8,-3,-14,-6,-4,2,1,-1,-2,-6,0,-18,-3,0,0,-4,-3,-8,-5,-1,-3,-4,-9,-2,-3,-6,-5,-11,-14,-8,4,1,-1
2020-03-17,-9,-4,-12,-7,-6,-7,-9,-1,-2,-6,-7,-4,-5,-16,-8,-6,-6,-4,-3,-12,-9,-6,-3,-8,-5,-2,-5,-2,-10,-9,-12,-12,2,-5,-6
2020-03-18,-11,-4,-14,-11,-12,-17,-9,-2,-4,-6,-9,-5,-5,-22,-8,-13,-7,-5,-6,-16,-10,-7,-7,-13,-6,-3,-8,-5,-16,-10,-20,-11,1,-4,-6
2020-03-19,-16,-5,-17,-13,-15,-14,-14,-4,-9,-11,-11,-5,-6,-28,-13,-14,-6,-8,-9,-21,-13,-12,-11,-14,-9,-4,-12,-8,-27,-18,-23,-13,-4,-8,-13
2020-03-20,-19,-9,-19,-21,-23,-7,-16,-13,-13,-13,-19,-11,-10,-30,-11,-15,-13,-10,-9,-22,-19,-13,-12,-19,-20,-15,-20,-9,-26,-23,-32,-14,-8,-4,-9
2020-03-21,-23,-11,-24,-23,-24,-19,-17,-20,-16,-16,-32,-13,-10,-35,-23,-19,-15,-16,-16,-25,-26,-17,-21,-31,-28,-16,-28,-16,-29,-25,-31,-18,-16,-21,-18
2020-03-22,-32,-14,-32,-31,-37,-29,-28,-26,-20,-24,-35,-25,-19,-49,-20,-24,-30,-25,-23,-39,-33,-24,-26,-35,-33,-22,-34,-21,-40,-36,-43,-25,-23,-14,-32
2020-03-23,-27,-14,-28,-22,-27,-22,-22,-25,-20,-24,-30,-26,-13,-40,-20,-19,-25,-26,-20,-32,-26,-20,-21,-31,-31,-24,-30,-18,-36,-27,-38,-22,-17,-15,-18
2020-03-24,-29,-21,-44,-23,-26,-22,-21,-22,-21,-24,-34,-29,-19,-43,-22,-22,-32,-32,-32,-34,-29,-26,-24,-29,-35,-21,-33,-19,-40,-31,-37,-24,-19,-19,-22
2020-03-25,-38,-28,-89,-34,-34,-24,-29,-32,-35,-30,-43,-39,-31,-54,-30,-29,-45,-40,-42,-48,-40,-44,-30,-37,-45,-32,-43,-28,-43,-34,-49,-45,-36,-29,-25
2020-03-26,-34,-31,-80,-29,-31,-26,-27,-31,-27,-26,-36,-34,-22,-47,-28,-24,-37,-29,-35,-38,-36,-43,-27,-34,-37,-28,-37,-28,-40,-32,-44,-29,-27,-24,-33
2020-03-27,-36,-29,-43,-38,-32,-25,-31,-34,-32,-33,-41,-36,-28,-46,-32,-28,-39,-34,-38,-39,-39,-43,-29,-37,-42,-36,-42,-29,-46,-33,-47,-38,-34,-27,-33
2020-03-28,-42,-36,-42,-39,-40,-34,-38,-39,-38,-37,-44,-34,-32,-54,-37,-34,-41,-43,-40,-39,-47,-48,-34,-42,-44,-37,-46,-35,-57,-42,-51,-38,-43,-37,-43
2020-03-29,-47,-39,-46,-43,-45,-43,-44,-44,-40,-42,-49,-38,-34,-59,-39,-35,-44,-48,-40,-47,-50,-52,-36,-47,-45,-41,-49,-39,-59,-50,-56,-45,-41,-36,-48
2020-03-30,-36,-40,-38,-33,-36,-31,-30,-32,-34,-28,-38,-30,-28,-51,-31,-27,-35,-38,-35,-43,-38,-45,-26,-35,-38,-33,-44,-29,-46,-37,-45,-34,-35,-32,-34
2020-03-31,-35,-41,-38,-34,-30,-35,-29,-32,-33,-28,-41,-31,-23,-50,-28,-23,-38,-38,-32,-39,-36,-39,-26,-32,-36,-31,-41,-31,-52,-34,-44,-36,-35,-33,-35
2020-04-01,-31,-39,-39,-34,-28,-27,-22,-27,-30,-24,-35,-31,-32,-47,-28,-27,-33,-32,-42,-41,-35,-38,-25,-31,-40,-23,-41,-25,-43,-28,-44,-33,-36,-33,-31
2020-04-02,-33,-36,-40,-34,-28,-31,-25,-29,-30,-27,-36,-30,-20,-48,-28,-26,-31,-33,-25,-38,-36,-37,-28,-32,-32,-27,-39,-28,-45,-30,-45,-33,-32,-27,-33
2020-04-03,-35,-37,-41,-38,-31,-32,-29,-31,-31,-32,-37,-31,-25,-47,-29,-25,-30,-34,-29,-38,-37,-38,-27,-34,-39,-33,-41,-28,-49,-33,-47,-38,-34,-30,-34
2020-04-04,-40,-34,-44,-44,-38,-40,-32,-37,-34,-34,-43,-29,-27,-53,-33,-30,-32,-38,-31,-43,-42,-42,-32,-38,-43,-32,-46,-36,-55,-43,-50,-39,-40,-35,-39
2020-04-05,-43,-28,-47,-46,-42,-37,-39,-39,-37,-35,-45,-36,-30,-57,-43,-34,-37,-41,-30,-46,-47,-46,-37,-42,-41,-36,-46,-44,-54,-46,-57,-42,-40,-29,-45
2020-04-06,-34,-27,-41,-31,-34,-35,-25,-34,-31,-28,-34,-28,-21,-50,-25,-24,-30,-38,-26,-39,-39,-40,-32,-32,-33,-29,-39,-27,-44,-34,-43,-34,-32,-27,-35
2020-04-07,-33,-21,-42,-32,-29,-29,-25,-35,-29,-30,-35,-27,-22,-47,-26,-22,-34,-36,-27,-40,-38,-40,-26,-31,-36,-29,-41,-29,-43,-32,-42,-35,-32,-29,-31
2020-04-08,-34,-26,-42,-35,-32,-25,-25,-32,-32,-26,-39,-29,-27,-48,-27,-26,-35,-38,-29,-44,-36,-41,-32,-35,-34,-30,-46,-30,-44,-31,-43,-36,-30,-31,-30
2020-04-09,-31,-23,-41,-34,-30,-25,-23,-33,-29,-24,-34,-29,-20,-47,-28,-23,-31,-35,-25,-38,-36,-37,-26,-32,-24,-33,-37,-29,-44,-30,-42,-33,-27,-23,-30
2020-04-10,-43,-26,-47,-42,-44,-33,-32,-35,-49,-34,-44,-58,-54,-68,-34,-30,-52,-44,-40,-67,-46,-54,-34,-39,-66,-37,-57,-37,-51,-41,-52,-43,-53,-40,-41
2020-04-11,-43,-24,-46,-44,-44,-36,-33,-42,-42,-34,-46,-45,-48,-63,-34,-32,-41,-43,-37,-55,-43,-47,-35,-43,-63,-42,-55,-41,-52,-43,-52,-40,-44,-46,-39
