date,LV,Ādaži Municipality,Aizkraukle Municipality,Aloja Municipality,Alūksne Municipality,Babīte Municipality,Baldone Municipality,Balvi Municipality,Bauska Municipality,Burtnieki Municipality,Carnikava Municipality,Cēsis Municipality,City of Liepāja,Daugavpils,Daugavpils Municipality,Dobele Municipality,Engure Municipality,Garkalne Municipality,Grobiņa Municipality,Gulbene Municipality,Iecava Municipality,Ikšķile Municipality,Inčukalns Municipality,Jēkabpils,Jēkabpils Municipality,Jelgava,Jelgava Municipality,Jūrmala,Ķegums Municipality,Ķekava Municipality,Kocēni Municipality,Krāslava Municipality,Krimulda Municipality,Kuldīga Municipality,Lielvārde Municipality,Limbaži Municipality,Madona Municipality,Mārupe Municipality,Ogre Municipality,Olaine Municipality,Ozolnieki Municipality,Preiļi Municipality,Priekuļi Municipality,Rēzekne,Rēzekne Municipality,Riga,Ropaži Municipality,Salacgrīva Municipality,Salaspils Municipality,Saldus Municipality,Saulkrasti Municipality,Sigulda Municipality,Smiltene Municipality,Stopiņi Municipality,Talsi Municipality,Tukums Municipality,Valmiera,Ventspils,Ventspils Municipality
2020-02-25,-1,0,2,NA,0,0,NA,NA,-7,NA,0,0,-1,-1,NA,-5,0,0,NA,0,NA,-1,NA,-4,NA,-2,0,-1,NA,0,NA,NA,NA,6,NA,0,0,-1,-1,0,0,NA,NA,1,0,-2,NA,NA,-1,10,NA,6,31,0,4,-1,-1,1,NA
2020-02-26,3,14,20,NA,0,0,NA,NA,-2,NA,0,0,-1,-8,NA,6,0,0,NA,0,NA,-3,NA,-4,NA,5,0,12,NA,0,NA,NA,NA,-1,NA,0,-3,5,-1,0,0,NA,NA,3,0,5,NA,NA,-4,-13,NA,-1,-10,0,0,-3,5,-4,NA
2020-02-27,-2,-3,6,NA,NA,0,NA,NA,-19,NA,0,2,-2,1,NA,-8,0,0,NA,0,NA,0,NA,-3,NA,-4,0,-5,NA,0,NA,NA,NA,0,NA,0,-5,0,0,0,0,NA,NA,-2,0,-3,NA,NA,-1,2,NA,-2,16,0,-1,-3,-7,-2,NA
2020-02-28,2,0,-6,-100,0,0,NA,NA,0,NA,0,5,0,3,NA,5,0,0,NA,-4,NA,3,NA,-6,NA,0,0,0,NA,0,-6,NA,NA,-7,NA,-18,-5,2,4,-9,0,NA,NA,-1,0,3,NA,NA,8,1,NA,-2,0,0,2,3,-5,-6,NA
2020-02-29,1,6,-10,NA,NA,NA,NA,NA,-29,4,NA,-2,0,19,NA,6,NA,NA,NA,0,NA,2,NA,0,NA,4,NA,13,NA,NA,NA,NA,NA,15,NA,5,2,-4,-8,-2,NA,NA,NA,5,NA,-2,NA,NA,0,-1,NA,0,13,NA,2,2,1,-8,NA
2020-03-01,4,10,NA,NA,NA,NA,NA,NA,-9,NA,NA,3,7,1,NA,-3,NA,NA,NA,NA,NA,14,NA,3,NA,12,NA,23,NA,NA,NA,-100,NA,NA,NA,NA,NA,-2,1,NA,NA,NA,NA,5,NA,-3,NA,NA,11,2,NA,-6,NA,NA,10,3,-3,2,NA
2020-03-02,-2,7,-2,NA,0,0,NA,NA,-7,NA,0,3,0,2,NA,2,0,0,NA,-30,NA,0,NA,-5,NA,1,0,1,NA,0,NA,NA,NA,-5,NA,0,0,0,4,0,0,NA,NA,-3,0,-3,NA,NA,-7,0,NA,-7,22,0,2,-4,-5,-5,NA
2020-03-03,-1,3,-10,NA,0,0,NA,NA,-14,NA,0,-1,3,6,NA,-6,0,0,NA,0,NA,-5,NA,-7,NA,1,0,2,NA,0,NA,NA,NA,-9,NA,0,4,-2,0,0,0,NA,NA,-2,0,0,NA,NA,0,0,NA,0,-12,0,1,1,-5,1,NA
2020-03-04,-1,0,-6,NA,0,0,NA,NA,-6,NA,0,-2,-1,1,NA,0,0,0,NA,0,NA,11,NA,1,NA,0,0,0,NA,0,NA,NA,NA,4,NA,-11,-9,-2,-5,0,0,NA,NA,2,0,-2,NA,NA,-5,6,NA,-6,-17,0,4,0,-1,-6,NA
2020-03-05,2,0,11,NA,NA,0,NA,NA,-19,NA,0,1,2,12,NA,1,0,0,NA,0,NA,9,NA,4,NA,-1,0,4,NA,0,NA,NA,NA,-6,NA,0,8,5,-1,0,0,NA,NA,6,0,-1,NA,NA,4,8,NA,-1,19,0,8,0,3,0,NA
2020-03-06,7,1,12,-100,0,0,NA,NA,-11,NA,0,10,7,14,NA,11,0,0,NA,18,NA,19,NA,9,NA,8,0,21,NA,0,16,NA,NA,14,NA,-11,6,3,5,0,0,NA,NA,8,0,4,NA,NA,15,13,NA,2,19,0,10,4,3,12,NA
2020-03-07,8,16,15,NA,NA,NA,NA,NA,-25,33,NA,14,4,17,NA,24,NA,NA,NA,0,NA,11,NA,13,NA,13,NA,0,NA,NA,NA,NA,NA,8,NA,-5,17,7,5,2,NA,NA,NA,21,NA,4,NA,NA,16,11,NA,9,14,NA,18,14,11,6,NA
2020-03-08,25,44,NA,NA,NA,NA,NA,NA,0,NA,NA,44,34,27,NA,52,NA,NA,NA,NA,NA,34,NA,28,NA,24,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,33,NA,NA,NA,NA,30,NA,13,NA,NA,32,NA,NA,26,NA,NA,38,31,30,42,NA
2020-03-09,2,13,NA,NA,0,0,NA,NA,-7,NA,0,2,0,5,NA,5,0,0,NA,-15,NA,0,NA,5,NA,2,0,10,NA,0,NA,NA,NA,-8,NA,0,0,0,6,0,0,NA,NA,2,0,1,NA,NA,-1,2,NA,4,20,0,11,1,-1,-4,NA
2020-03-10,4,9,11,NA,0,0,NA,NA,-5,NA,0,2,7,13,NA,-1,0,0,NA,-10,NA,7,NA,8,NA,6,0,5,NA,0,NA,NA,NA,5,NA,0,4,3,10,0,0,NA,NA,6,0,2,NA,NA,4,8,NA,13,11,0,6,10,6,5,NA
2020-03-11,2,10,NA,NA,0,0,NA,NA,-4,NA,0,0,9,6,NA,2,0,0,NA,0,NA,14,NA,7,NA,7,0,-3,NA,0,NA,NA,NA,-4,NA,-7,-9,6,8,0,0,NA,NA,6,0,-1,NA,NA,2,8,NA,-1,14,0,11,6,11,1,NA
2020-03-12,3,17,1,NA,NA,0,NA,NA,-14,NA,0,12,6,7,NA,10,0,0,NA,0,NA,10,NA,12,NA,3,0,1,NA,0,NA,NA,NA,0,NA,0,-7,9,2,-33,0,NA,NA,11,0,-1,NA,NA,9,11,NA,14,16,0,13,8,4,2,NA
2020-03-13,-8,9,-27,-100,0,0,NA,NA,-12,NA,0,-4,-6,6,0,4,0,0,NA,-6,NA,-5,NA,2,NA,-9,0,-2,NA,0,8,NA,NA,-7,NA,-16,-11,-7,-2,-22,0,NA,NA,1,0,-13,NA,NA,10,7,NA,-5,-11,0,-6,-4,-8,-10,NA
2020-03-14,-25,-11,-19,NA,NA,NA,NA,NA,-33,-9,NA,-25,-19,-15,NA,-10,NA,NA,NA,-45,NA,-22,NA,-8,NA,-17,NA,-29,NA,NA,-11,NA,NA,-25,NA,-25,-22,-30,-15,-24,NA,NA,NA,-11,NA,-32,NA,NA,-15,-18,NA,-22,-8,NA,-18,-11,-24,-23,NA
2020-03-15,-17,1,NA,NA,NA,NA,NA,NA,-26,NA,NA,-20,-8,-15,NA,-11,NA,NA,NA,NA,NA,-10,NA,-11,NA,-15,NA,29,NA,NA,NA,NA,NA,-2,NA,NA,NA,-32,-22,NA,NA,NA,NA,-12,NA,-30,NA,NA,-1,-4,NA,-16,NA,NA,-17,-10,-21,-14,NA
2020-03-16,-24,-6,1,NA,0,0,NA,NA,-23,NA,0,-34,-18,-11,0,-21,0,0,NA,-34,NA,-33,NA,-14,NA,-23,0,-20,NA,0,0,NA,NA,-30,NA,0,-19,-23,-11,0,0,NA,NA,-20,0,-30,NA,NA,-18,-22,NA,-26,-23,0,-23,-20,-31,-27,NA
2020-03-17,-25,-17,-23,NA,0,0,NA,NA,-27,NA,0,-33,-21,-15,0,-37,0,0,NA,-29,NA,-30,0,-14,NA,-26,0,18,NA,0,0,NA,NA,-26,NA,0,-16,-34,-28,0,0,NA,NA,-22,0,-32,0,NA,-11,-16,NA,-29,-13,0,-15,-16,-31,-25,NA
2020-03-18,-33,-15,-20,NA,0,0,NA,NA,-35,NA,0,-35,-29,-26,0,-39,0,0,NA,-21,NA,-44,0,-25,NA,-30,0,-18,NA,0,0,NA,NA,-32,NA,-32,-38,-38,-27,0,0,NA,NA,-25,0,-39,NA,NA,-25,-29,NA,-33,-38,0,-35,-32,-34,-33,NA
2020-03-19,-30,-6,-4,NA,0,0,NA,NA,-38,NA,0,-35,-28,-23,0,-40,0,0,NA,0,0,-36,0,-20,NA,-31,0,17,NA,0,0,NA,NA,-30,NA,-19,-44,-35,-27,0,0,NA,NA,-26,0,-38,NA,NA,-19,-27,0,-27,-20,0,-29,-26,-36,-28,NA
2020-03-20,-34,-11,-34,-100,0,-23,NA,NA,-38,-12,0,-40,-30,-25,0,-34,0,0,NA,-34,0,-43,NA,-21,NA,-31,0,-14,NA,0,-12,NA,NA,-32,-35,-21,-41,-41,-29,-15,0,-34,NA,-31,0,-42,NA,NA,-13,-30,NA,-35,-27,0,-34,-29,-38,-33,NA
2020-03-21,-39,-5,-25,NA,NA,NA,NA,NA,-46,-20,NA,-40,-39,-38,NA,-30,NA,NA,NA,-45,NA,-35,NA,-31,NA,-32,NA,-19,-19,NA,-7,NA,NA,-33,-35,-15,-47,-54,-31,-7,NA,NA,NA,-35,NA,-49,NA,-68,-18,-34,NA,-30,-16,NA,-32,-27,-44,-46,NA
2020-03-22,-35,-18,-22,NA,NA,NA,NA,NA,-37,NA,NA,-40,-33,-39,NA,-35,NA,NA,NA,NA,NA,-30,NA,-28,-100,-32,NA,-11,NA,NA,NA,-100,NA,-17,NA,NA,0,-53,-40,NA,NA,NA,NA,-34,NA,-47,NA,NA,-12,-25,NA,-34,NA,NA,-44,-29,-46,-26,NA
2020-03-23,-34,-6,-23,NA,0,0,NA,NA,-32,NA,0,-41,-30,-28,0,-35,0,0,NA,-30,NA,-40,NA,-26,NA,-32,0,-14,NA,0,0,NA,NA,-41,NA,-20,-44,-39,-24,0,0,NA,NA,-31,0,-41,0,NA,-21,-31,0,-27,-35,0,-40,-29,-39,-34,0
2020-03-24,-34,-16,-26,NA,0,0,NA,NA,-34,NA,0,-44,-32,-26,0,-35,0,0,NA,-50,NA,-47,0,-27,NA,-32,0,-5,NA,0,0,NA,NA,-33,0,0,-46,-40,-26,0,0,NA,NA,-32,0,-41,0,NA,-19,-21,0,-32,-39,0,-31,-23,-40,-37,0
2020-03-25,-31,-7,-18,NA,0,0,NA,NA,-31,NA,0,-34,-32,-27,0,-35,0,0,NA,-33,0,-34,0,-23,NA,-32,0,3,NA,0,-19,NA,NA,-29,NA,-27,-47,-37,-24,0,0,NA,NA,-30,0,-39,NA,NA,-15,-16,0,-37,-26,0,-20,-25,-32,-32,NA
2020-03-26,-33,-10,-20,NA,0,0,NA,NA,-38,NA,0,-41,-33,-28,0,-41,0,0,NA,-42,0,-46,0,-25,NA,-33,0,4,NA,0,0,NA,NA,-25,0,-24,-40,-35,-28,0,0,NA,NA,-34,0,-41,NA,NA,-13,-32,0,-28,-34,0,-25,-27,-37,-32,NA
2020-03-27,-32,-8,-25,-100,0,-19,NA,NA,-15,NA,0,-34,-30,-26,0,-23,0,0,NA,-34,0,-40,NA,-21,NA,-32,0,4,NA,0,-14,NA,NA,-24,NA,-32,-30,-36,-15,-30,0,-24,NA,-32,0,-41,0,NA,-8,-19,NA,-27,-22,0,-30,-27,-35,-33,NA
2020-03-28,-40,-9,-40,NA,NA,NA,NA,NA,-29,-29,NA,-43,-42,-45,NA,-19,NA,NA,NA,-45,NA,-45,NA,-31,NA,-40,NA,-8,-23,NA,-20,NA,NA,-26,NA,-5,-47,-62,-29,-18,NA,NA,NA,-42,NA,-53,NA,NA,-11,-29,NA,-36,-2,NA,-38,-26,-49,-43,NA
2020-03-29,-50,-39,-39,NA,NA,NA,NA,NA,-63,-39,NA,-50,-45,-53,NA,-41,NA,NA,NA,NA,NA,-57,NA,-37,NA,-48,NA,-56,-39,NA,-38,-100,NA,-45,NA,NA,0,-66,-49,NA,NA,NA,NA,-43,NA,-60,NA,NA,-36,-34,NA,-52,NA,NA,-52,-33,-66,-43,NA
2020-03-30,-38,-28,-26,NA,0,0,NA,NA,-27,NA,0,-44,-37,-34,0,-42,0,0,NA,-53,0,-59,NA,-26,NA,-40,0,-32,NA,0,0,NA,NA,-43,0,-27,-50,-39,-35,0,0,NA,NA,-39,0,-45,0,NA,-21,-37,0,-32,-37,0,-37,-42,-48,-40,0
2020-03-31,-38,-24,-35,NA,0,0,NA,NA,-32,NA,0,-40,-34,-28,0,-45,0,0,NA,-50,0,-49,0,-30,NA,-37,0,-16,NA,0,0,NA,NA,-37,0,0,-52,-43,-26,0,0,NA,NA,-42,0,-44,0,NA,-17,-34,0,-32,-35,0,-35,-37,-44,-36,0
2020-04-01,-40,-15,-22,NA,0,-42,NA,NA,-42,NA,0,-46,-39,-38,0,-34,0,0,NA,-50,0,-60,0,-41,NA,-40,0,-25,NA,0,-17,NA,NA,-33,NA,-34,-48,-43,-31,0,0,NA,NA,-42,0,-45,NA,NA,-21,-37,NA,-39,-40,0,-48,-34,-44,-41,NA
2020-04-02,-42,-24,-19,NA,0,-53,NA,NA,-29,NA,0,-48,-39,-37,0,-36,0,0,NA,-42,0,-59,0,-38,NA,-42,0,-38,NA,0,-20,NA,NA,-47,NA,-26,-54,-43,-30,-44,0,NA,NA,-43,0,-48,0,NA,-24,-38,0,-38,-40,0,-37,-42,-48,-39,NA
2020-04-03,-38,-21,-33,-100,0,-26,NA,NA,-22,-14,0,-42,-35,-34,0,-36,0,0,NA,-54,0,-40,NA,-33,NA,-35,0,-35,NA,0,-22,NA,NA,-36,-35,-32,-36,-38,-29,-46,0,-31,NA,-38,0,-45,0,NA,-17,-35,NA,-39,-37,0,-31,-31,-51,-34,NA
2020-04-04,-44,-22,-38,NA,NA,-26,NA,NA,-43,-18,NA,-46,-44,-44,NA,-31,NA,NA,NA,-48,NA,-52,NA,-38,NA,-36,NA,-43,-16,NA,-11,NA,NA,-27,-35,-36,-45,-58,-35,-7,NA,NA,NA,-43,NA,-53,NA,-71,-18,-40,NA,-39,-22,NA,-41,-31,-52,-43,NA
2020-04-05,-36,-21,-27,NA,NA,NA,NA,NA,-44,NA,NA,-49,-38,-41,NA,-38,NA,NA,NA,NA,NA,-25,NA,-25,NA,-36,NA,-19,NA,NA,NA,-100,NA,-15,NA,NA,0,-56,-35,NA,NA,NA,NA,-36,NA,-47,NA,NA,0,-20,NA,-29,NA,NA,-47,-25,-52,-35,NA
2020-04-06,-29,0,NA,NA,0,0,NA,NA,0,NA,0,0,-27,-26,0,0,0,0,NA,0,NA,0,NA,0,NA,-28,0,0,NA,0,0,NA,NA,0,NA,0,0,-31,0,0,0,NA,NA,0,0,-35,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,-25,0,NA,NA,0,0,NA,NA,0,NA,0,0,-27,-19,0,0,0,0,NA,0,0,0,0,0,NA,-25,0,0,NA,0,0,NA,NA,0,0,0,0,-29,0,0,0,NA,NA,0,0,-33,0,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-08,-25,0,NA,NA,0,0,NA,NA,0,NA,0,0,-26,-21,0,0,0,0,NA,0,0,0,NA,0,NA,-24,0,0,NA,0,0,NA,NA,0,NA,0,0,-28,0,0,-100,NA,NA,0,0,-32,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-04-09,-21,0,NA,NA,0,0,NA,NA,0,NA,0,0,-16,-12,0,0,0,0,0,0,0,0,NA,0,NA,-16,0,0,NA,0,0,NA,NA,0,0,0,0,-15,0,0,0,NA,NA,0,0,-32,0,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-04-10,-37,0,0,-100,0,0,0,0,0,0,0,0,-33,-32,0,0,0,0,0,0,0,0,0,0,NA,-32,0,0,NA,0,0,NA,NA,0,0,0,0,-45,0,0,-100,NA,0,0,0,-48,NA,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-11,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36,-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31,NA,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA,NA,NA,NA,-52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
