date,JP,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi
2020-03-07,-4,-3,1,-1,-4,-2,-2,-3,0,-3,-1,-2,-5,-5,-2,-2,0,-2,-2,-6,-3,-2,-5,0,-2,-3,0,-3,-5,-1,-3,-2,1,-5,-2,-4,-4,3,-3,-1,-1,-6,1,0,-1,-1,-2,-3
2020-03-08,-5,-8,0,-2,-7,-4,-3,-2,-3,-6,-3,-3,-8,-6,-3,-3,-2,-3,2,-9,-4,-2,-6,-5,-4,-1,-3,0,-7,-3,-2,-2,-2,-7,-2,-7,-5,2,-8,-3,-4,-8,-2,-1,-4,-2,-2,-7
2020-03-09,-3,-3,-3,-2,-5,-1,-1,-1,0,-3,-2,0,-5,-1,-2,-3,-2,0,0,-5,-1,-2,-3,-1,-3,0,-2,1,-2,-3,-1,0,-2,-2,-1,-4,-3,0,-2,-2,-1,-6,-1,-1,-1,-2,-2,-3
2020-03-10,-5,-5,-2,-3,-7,-2,-1,-4,-2,-5,-3,-3,-6,-6,-3,-5,-2,-3,-2,-9,-4,-4,-7,-4,-5,-2,-3,-3,-6,-3,-3,-3,-3,-6,-2,-6,-5,-1,-3,-5,-4,-10,-4,-2,-5,-3,-5,-5
2020-03-11,-4,-3,-2,-3,-6,-3,-1,-3,-2,-4,-3,-2,-6,-4,-2,-4,-3,-3,-1,-7,-4,-3,-5,-3,-4,-2,-3,-1,-5,-4,-3,-2,-4,-4,-2,-4,-4,0,-2,-3,-4,-8,-1,-2,-3,-2,-2,-5
2020-03-12,-4,-3,-1,-3,-6,-2,-3,-3,-1,-3,-2,-3,-5,-4,-4,-4,-1,-2,-3,-7,-4,-3,-5,-3,-3,-2,-2,-1,-5,-3,-3,-2,-4,-4,-2,-4,-4,0,-3,-2,-2,-8,-1,-2,-3,-3,-3,-3
2020-03-13,-4,-4,-2,-4,-6,-2,-3,-3,-3,-4,-4,-2,-6,-3,-3,-5,-3,-3,-1,-7,-4,-4,-6,-3,-4,-1,-2,-1,-5,-3,-3,-3,-3,-5,-3,-5,-4,0,-3,-3,-3,-8,-2,-3,-2,-3,-3,-3
2020-03-14,-7,-6,-5,-4,-9,-7,-6,-6,-5,-7,-6,-5,-7,-7,-7,-7,-4,-6,-4,-10,-6,-4,-8,-6,-5,-6,-6,-3,-9,-8,-5,-5,-2,-8,-4,-8,-7,-5,-7,-6,-7,-11,-6,-6,-6,-7,-6,-9
2020-03-15,-3,-3,-1,-2,-2,-3,-4,-3,0,-3,-1,-3,-7,-3,-1,-3,-1,-2,0,-3,-4,-2,-4,-2,-2,-2,-1,-2,-3,-3,-2,-2,-1,-4,-2,-2,-2,0,-2,0,-1,-3,0,-1,-2,-3,-3,-2
2020-03-16,-3,-3,-3,-3,-4,-1,-1,-1,-2,-3,-2,-1,-5,-2,-2,-4,-2,-1,0,-5,-1,-1,-3,-2,-3,-1,-2,1,-3,-3,-1,-1,0,-3,0,-3,-4,0,-1,-2,-2,-5,-2,-2,-1,-4,-1,-3
2020-03-17,-4,-3,-2,-2,-5,-3,-2,-4,-1,-3,-1,-1,-6,-3,-2,-4,-1,-4,-1,-6,-3,-3,-4,-2,-4,-1,-3,-2,-4,-3,-2,-3,-1,-4,-2,-4,-4,0,-2,-2,-3,-7,-1,-3,-2,-3,-2,-3
2020-03-18,-4,-2,-1,-1,-5,-2,-1,-3,-1,-4,-3,-2,-5,-3,-2,-3,0,-2,-1,-6,-4,-2,-4,-3,-2,-1,-4,-2,-4,-2,-1,-2,-1,-4,-2,-4,-3,0,-3,-2,-4,-7,0,-1,-2,-3,-1,-2
2020-03-19,-4,-5,-1,-4,-6,-2,-3,-3,-2,-3,-2,-3,-5,-3,-4,-3,-3,-3,-1,-7,-3,-3,-4,-3,-4,-1,-3,-1,-5,-3,-1,-2,-3,-4,-3,-4,-5,-1,-5,-3,-2,-8,-2,-1,-3,-3,-4,-4
2020-03-20,-54,-43,-52,-50,-58,-48,-55,-52,-55,-48,-48,-50,-52,-55,-54,-54,-49,-53,-44,-59,-47,-47,-54,-44,-56,-48,-51,-46,-55,-56,-46,-50,-40,-58,-50,-57,-53,-49,-43,-48,-50,-66,-54,-54,-49,-55,-50,-52
2020-03-21,-7,-6,-6,-4,-7,-6,-10,-7,-9,-7,-6,-6,-8,-8,-6,-5,-7,-8,-5,-8,-6,-5,-8,-4,-7,-7,-6,-5,-8,-5,-6,-8,-1,-9,-7,-7,-8,-2,-7,-6,-4,-10,-3,-5,-5,-8,-6,-7
2020-03-22,-3,-4,-2,-2,-4,-2,-4,-3,1,-3,-2,-2,-7,-4,-2,-1,-1,-3,0,-4,-1,-2,-3,-2,-2,-2,0,-2,-4,-3,-2,-1,-1,-5,-4,-4,-3,2,-2,-1,-1,-5,1,-1,-1,-3,-2,-2
2020-03-23,-3,-4,-3,-2,-4,-1,-1,-2,-4,-3,-3,-1,-6,-2,-3,-3,-1,-1,0,-6,-2,-2,-4,-1,-4,0,-2,0,-3,-3,-1,-1,-1,-2,-1,-4,-3,1,-2,-2,-2,-6,-1,-1,-3,-3,-2,-3
2020-03-24,-4,-4,-2,-3,-5,-3,-1,-4,-2,-4,-4,-2,-5,-3,-3,-3,-1,-2,-4,-7,-3,-4,-4,-2,-3,-2,-3,-1,-4,-5,-5,-3,-2,-4,-1,-6,-4,0,-2,-3,-2,-9,0,-2,-2,-3,-3,-4
2020-03-25,-4,-4,-2,-3,-6,-2,-2,-4,-2,-5,-3,-3,-5,-3,-3,-3,-2,-3,-1,-6,-4,-4,-5,-3,-3,-5,-4,-2,-5,-3,-3,-3,-3,-4,-2,-5,-4,-1,-3,-4,-4,-8,-1,-3,-3,-3,-3,-3
2020-03-26,-5,-5,-2,-4,-7,-2,-3,-5,-3,-4,-4,-3,-5,-4,-4,-3,-3,-3,-3,-8,-5,-4,-5,-3,-4,-3,-4,-3,-6,-4,-4,-3,-4,-5,-2,-6,-5,-2,-4,-4,-4,-10,-2,-3,-4,-3,-4,-3
2020-03-27,-7,-7,-2,-4,-9,-4,-3,-6,-3,-6,-5,-5,-6,-6,-5,-4,-2,-4,-4,-11,-6,-5,-7,-4,-4,-3,-5,-5,-7,-5,-5,-5,-4,-7,-5,-9,-6,-3,-5,-5,-5,-15,-4,-3,-5,-4,-6,-5
2020-03-28,-8,-5,-3,-3,-10,-4,-5,-6,-3,-7,-3,-5,-5,-6,-5,-4,-2,-5,-4,-16,-5,-5,-6,-4,-2,-4,-3,-4,-8,-7,-6,-5,-1,-8,-4,-11,-4,-2,-6,-4,-5,-19,-1,-3,-3,-5,-4,-5
2020-03-29,-9,-5,0,0,-15,0,-2,-3,-4,-4,-8,-1,-5,-4,-10,-1,1,-1,4,-23,0,-1,-3,-1,-2,2,-4,3,-5,-3,-1,0,1,-7,0,-20,-2,5,-6,-9,0,-27,2,0,-2,-1,1,-9
2020-03-30,-8,-6,-5,-5,-10,-3,-5,-5,-4,-7,-6,-4,-6,-4,-6,-5,-5,-3,-6,-13,-3,-6,-7,-4,-5,-3,-6,-2,-6,-5,-3,-4,-6,-6,-2,-10,-6,-3,-5,-6,-4,-16,-3,-4,-3,-5,-5,-6
2020-03-31,-7,-6,-4,-5,-9,-3,-4,-5,-3,-7,-5,-3,-6,-5,-5,-5,-3,-4,-6,-12,-4,-5,-7,-5,-4,-3,-4,-2,-6,-5,-4,-4,-7,-6,-2,-9,-7,-4,-5,-5,-5,-16,-3,-4,-4,-4,-5,-5
2020-04-01,-10,-6,-5,-5,-13,-7,-6,-7,-5,-7,-7,-7,-7,-8,-7,-6,-4,-6,-5,-16,-9,-8,-10,-6,-6,-4,-6,-5,-9,-6,-7,-7,-8,-9,-6,-12,-8,-5,-8,-7,-9,-20,-5,-5,-8,-4,-7,-9
2020-04-02,-10,-7,-6,-8,-14,-6,-7,-9,-6,-8,-7,-7,-8,-7,-8,-7,-7,-6,-6,-17,-9,-8,-10,-6,-9,-5,-7,-6,-9,-8,-7,-7,-8,-9,-6,-13,-8,-5,-8,-7,-7,-21,-6,-6,-7,-7,-8,-7
2020-04-03,-11,-8,-6,-7,-14,-7,-8,-9,-6,-8,-7,-7,-8,-7,-8,-8,-6,-6,-6,-17,-8,-8,-10,-6,-9,-5,-6,-6,-8,-7,-8,-7,-8,-10,-7,-13,-7,-6,-8,-7,-7,-22,-6,-7,-6,-7,-7,-8
2020-04-04,-12,-10,-6,-6,-16,-6,-13,-13,-7,-10,-8,-8,-6,-11,-10,-8,-6,-5,-5,-19,-4,-8,-12,-8,-13,-7,-7,-7,-10,-7,-9,-10,-6,-14,-7,-16,-10,-4,-10,-8,-6,-25,-4,-8,-6,-8,-5,-8
2020-04-05,-13,-10,-6,-8,-18,-6,-17,-14,-8,-10,-9,-9,-11,-11,-11,-10,-7,-6,-4,-20,-7,-10,-12,-8,-16,-6,-7,-7,-9,-9,-10,-8,-8,-14,-8,-18,-8,-3,-10,-8,-5,-27,-5,-9,-5,-10,-6,-8
2020-04-06,-11,-10,-6,-8,-13,-5,-10,-8,-9,-9,-7,-6,-9,-6,-8,-9,-7,-4,-8,-18,-5,-8,-9,-6,-9,-5,-9,-4,-7,-8,-6,-6,-9,-9,-5,-12,-8,-5,-6,-7,-6,-22,-5,-6,-5,-9,-6,-9
2020-04-07,-13,-10,-10,-12,-18,-7,-11,-12,-6,-11,-10,-9,-9,-9,-12,-11,-7,-8,-7,-21,-11,-9,-12,-7,-11,-6,-6,-8,-11,-9,-8,-7,-13,-13,-7,-15,-9,-5,-10,-9,-7,-27,-6,-10,-7,-10,-8,-10
2020-04-08,-16,-10,-8,-7,-23,-9,-12,-15,-7,-11,-10,-9,-8,-15,-10,-10,-8,-7,-6,-27,-9,-10,-15,-8,-12,-7,-6,-10,-13,-8,-8,-8,-14,-18,-10,-23,-12,-4,-8,-9,-8,-35,-8,-10,-10,-10,-11,-11
2020-04-09,-17,-10,-6,-7,-26,-8,-11,-18,-8,-10,-10,-8,-8,-17,-11,-10,-6,-6,-7,-30,-8,-12,-14,-7,-12,-9,-6,-7,-15,-7,-10,-9,-15,-20,-9,-23,-10,-10,-8,-11,-10,-38,-5,-7,-11,-10,-10,-10
2020-04-10,-18,-12,-7,-6,-26,-7,-12,-19,-7,-11,-11,-8,-7,-17,-12,-11,-5,-5,-5,-31,-8,-9,-15,-7,-12,-9,-8,-7,-14,-7,-10,-8,-14,-21,-10,-24,-11,-5,-9,-11,-6,-39,-6,-8,-9,-11,-9,-11
2020-04-11,-22,-20,-14,-13,-26,-13,-23,-26,-17,-21,-17,-18,-12,-24,-17,-20,-13,-15,-9,-30,-18,-14,-22,-14,-20,-13,-16,-13,-19,-18,-16,-16,-16,-28,-14,-26,-17,-16,-18,-16,-11,-37,-14,-19,-14,-23,-15,-17
