date,LV,Ādaži Municipality,Aizkraukle Municipality,Aloja Municipality,Alūksne Municipality,Babīte Municipality,Baldone Municipality,Balvi Municipality,Bauska Municipality,Burtnieki Municipality,Carnikava Municipality,Cēsis Municipality,City of Liepāja,Daugavpils,Daugavpils Municipality,Dobele Municipality,Engure Municipality,Garkalne Municipality,Grobiņa Municipality,Gulbene Municipality,Iecava Municipality,Ikšķile Municipality,Inčukalns Municipality,Jēkabpils,Jēkabpils Municipality,Jelgava,Jelgava Municipality,Jūrmala,Ķegums Municipality,Ķekava Municipality,Kocēni Municipality,Krāslava Municipality,Krimulda Municipality,Kuldīga Municipality,Lielvārde Municipality,Limbaži Municipality,Madona Municipality,Mārupe Municipality,Ogre Municipality,Olaine Municipality,Ozolnieki Municipality,Preiļi Municipality,Priekuļi Municipality,Rēzekne,Rēzekne Municipality,Riga,Ropaži Municipality,Salacgrīva Municipality,Salaspils Municipality,Saldus Municipality,Saulkrasti Municipality,Sigulda Municipality,Smiltene Municipality,Stopiņi Municipality,Talsi Municipality,Tukums Municipality,Valmiera,Ventspils,Ventspils Municipality
2020-02-25,3,0,0,NA,4,3,NA,NA,0,NA,-2,0,3,6,NA,5,-2,2,NA,0,NA,-1,NA,5,NA,4,6,4,NA,2,NA,NA,NA,3,NA,6,-1,1,0,5,6,NA,NA,5,3,2,NA,NA,2,4,NA,5,-2,2,7,4,1,5,NA
2020-02-26,2,5,0,NA,4,3,NA,NA,3,NA,0,6,2,3,NA,3,-6,0,NA,3,NA,2,NA,3,NA,5,6,4,NA,4,NA,NA,NA,3,NA,6,3,1,1,3,-4,NA,NA,1,5,2,NA,NA,2,4,NA,5,2,0,6,1,-2,3,NA
2020-02-27,2,9,0,NA,NA,6,NA,NA,3,NA,0,0,1,2,NA,1,-2,3,NA,0,NA,0,NA,5,NA,4,5,0,NA,5,NA,NA,NA,6,NA,2,-1,0,0,5,-4,NA,NA,0,0,2,NA,NA,0,4,NA,1,0,-1,1,3,0,1,NA
2020-02-28,1,6,0,0,-2,2,NA,NA,1,NA,-2,0,-1,2,NA,4,-2,-2,NA,-3,NA,0,NA,1,NA,4,1,-1,NA,1,0,NA,NA,5,NA,0,-2,2,-2,4,4,NA,NA,-1,-2,1,NA,NA,1,4,NA,-4,-4,-3,4,-1,4,3,NA
2020-02-29,4,0,0,NA,NA,NA,NA,NA,0,0,NA,0,6,1,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,3,NA,6,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,3,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-01,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,11,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-02,2,8,0,NA,-6,3,NA,NA,1,NA,-2,2,2,4,NA,1,-2,-2,NA,0,NA,3,NA,4,NA,2,4,3,NA,2,NA,NA,NA,4,NA,4,3,2,3,6,2,NA,NA,2,2,2,NA,NA,1,5,NA,6,0,-1,3,1,3,1,NA
2020-03-03,2,7,0,NA,-2,2,NA,NA,4,NA,2,0,1,4,NA,1,-2,5,NA,5,NA,3,NA,1,NA,3,6,4,NA,2,NA,NA,NA,0,NA,2,3,1,3,6,0,NA,NA,0,-3,2,NA,NA,1,4,NA,4,-2,1,3,1,6,4,NA
2020-03-04,1,4,0,NA,-2,5,NA,NA,3,NA,-6,0,1,0,NA,5,-4,2,NA,-2,NA,0,NA,1,NA,3,4,4,NA,0,NA,NA,NA,1,NA,-2,0,-1,2,4,0,NA,NA,1,3,1,NA,NA,0,1,NA,2,-2,-2,5,1,1,5,NA
2020-03-05,2,5,0,NA,NA,5,NA,NA,1,NA,-2,0,2,3,NA,0,0,2,NA,5,NA,3,NA,4,NA,3,5,3,NA,2,NA,NA,NA,0,NA,0,-3,0,0,3,0,NA,NA,-4,2,2,NA,NA,-1,0,NA,2,-2,-3,-1,0,5,1,NA
2020-03-06,2,3,0,0,-7,3,NA,NA,1,NA,0,3,2,6,NA,4,-2,5,NA,10,NA,1,NA,4,NA,3,0,3,NA,-1,0,NA,NA,3,NA,2,2,0,-3,2,0,NA,NA,-4,4,2,NA,NA,0,4,NA,1,0,-2,5,2,5,3,NA
2020-03-07,3,0,0,NA,NA,NA,NA,NA,0,0,NA,0,1,2,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-3,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,3,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA
2020-03-08,7,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,5,8,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,6,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA
2020-03-09,1,4,NA,NA,0,6,NA,NA,1,NA,-6,3,2,0,NA,1,-4,0,NA,3,NA,2,NA,4,NA,1,5,2,NA,2,NA,NA,NA,1,NA,0,0,2,3,3,0,NA,NA,2,2,1,NA,NA,-3,7,NA,2,-4,0,1,2,0,3,NA
2020-03-10,2,1,0,NA,0,5,NA,NA,3,NA,-4,-1,3,3,NA,3,0,7,NA,6,NA,4,NA,4,NA,1,5,5,NA,2,NA,NA,NA,1,NA,0,0,1,1,3,0,NA,NA,0,0,1,NA,NA,-1,4,NA,1,-2,1,4,-1,5,4,NA
2020-03-11,0,1,NA,NA,0,3,NA,NA,0,NA,-4,3,1,1,NA,0,-2,2,NA,2,NA,1,NA,5,NA,0,3,1,NA,-2,NA,NA,NA,-4,NA,0,0,1,-1,3,-2,NA,NA,-2,0,0,NA,NA,-1,1,NA,1,-4,-2,3,-3,-1,4,NA
2020-03-12,0,1,0,NA,NA,3,NA,NA,-1,NA,-6,3,1,0,NA,-3,6,-2,NA,3,NA,-4,NA,1,NA,0,3,3,NA,0,NA,NA,NA,-1,NA,4,-4,2,-2,3,-4,NA,NA,-3,-3,0,NA,NA,-2,-4,NA,2,-4,-3,1,-4,1,1,NA
2020-03-13,-19,-22,0,0,-16,-27,NA,NA,-21,NA,-29,-17,-19,-16,-14,-21,-16,-25,NA,-19,NA,-22,NA,-15,NA,-17,-23,-19,NA,-25,0,NA,NA,-23,NA,-23,-22,-23,-25,-17,-28,NA,NA,-19,-22,-16,NA,NA,-19,-21,NA,-21,-24,-29,-22,-20,-13,-18,NA
2020-03-14,-9,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-8,-14,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-8,NA,-6,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,-9,NA,NA,0,0,NA,0,0,NA,0,0,0,-12,NA
2020-03-15,-8,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,-17,-6,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,-7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,-6,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-16,-30,-33,0,NA,-26,-36,NA,NA,-33,NA,-36,-26,-27,-22,-25,-31,-31,-39,NA,-28,NA,-35,NA,-28,NA,-28,-30,-29,NA,-36,-37,NA,NA,-33,NA,-33,-30,-38,-35,-26,-33,NA,NA,-25,-30,-29,NA,NA,-29,-25,NA,-32,-33,-35,-26,-31,-26,-27,NA
2020-03-17,-34,-41,0,NA,-30,-40,NA,NA,-36,NA,-45,-28,-29,-27,-33,-27,-35,-43,NA,-32,NA,-41,-38,-26,NA,-32,-34,-33,NA,-42,-35,NA,NA,-37,NA,-32,-28,-44,-38,-30,-37,NA,NA,-32,-34,-35,-38,NA,-36,-28,NA,-37,-35,-42,-29,-35,-25,-26,NA
2020-03-18,-37,-43,0,NA,-26,-42,NA,NA,-36,NA,-50,-30,-32,-29,-29,-29,-38,-47,NA,-33,NA,-43,-42,-25,NA,-34,-35,-39,NA,-47,-38,NA,NA,-38,NA,-37,-31,-48,-39,-34,-40,NA,NA,-32,-34,-38,NA,NA,-37,-31,NA,-43,-46,-45,-29,-38,-32,-35,NA
2020-03-19,-38,-47,0,NA,-23,-48,NA,NA,-38,NA,-53,-33,-33,-27,-30,-32,-37,-52,NA,-35,-42,-44,-39,-30,NA,-36,-36,-40,NA,-48,-42,NA,NA,-39,NA,-36,-35,-49,-39,-34,-44,NA,NA,-31,-43,-40,NA,NA,-41,-32,-49,-39,-39,-46,-31,-41,-33,-35,NA
2020-03-20,-38,-44,0,0,-32,-48,NA,NA,-38,0,-51,-31,-33,-29,-33,-30,-34,-48,NA,-34,-41,-43,NA,-28,NA,-35,-38,-41,NA,-50,0,NA,NA,-37,0,-40,-31,-48,-41,-36,-46,0,NA,-30,-33,-40,NA,NA,-41,-30,NA,-41,-36,-45,-31,-36,-29,-34,NA
2020-03-21,-18,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-17,-16,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-11,NA,-22,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,-22,NA,0,0,0,NA,0,0,NA,0,0,0,-19,NA
2020-03-22,-20,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,-17,-14,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,-6,NA,-25,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,-23,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-23,-39,-43,0,NA,-32,-47,NA,NA,-37,NA,-53,-35,-35,-31,-32,-33,-35,-48,NA,-34,NA,-44,NA,-31,NA,-34,-34,-42,NA,-48,-37,NA,NA,-41,NA,-35,-36,-48,-38,-37,-41,NA,NA,-30,-39,-41,-39,NA,-41,-36,-49,-37,-39,-46,-33,-38,-31,-37,-39
2020-03-24,-40,-49,0,NA,-35,-46,NA,NA,-39,NA,-49,-36,-37,-32,-35,-33,-37,-52,NA,-31,NA,-48,-41,-30,NA,-37,-38,-44,NA,-50,-38,NA,NA,-42,-42,-34,-35,-52,-41,-39,-49,NA,NA,-35,-39,-43,-43,NA,-43,-34,-53,-41,-39,-47,-34,-38,-32,-35,-44
2020-03-25,-41,-47,0,NA,-33,-48,NA,NA,-39,NA,-52,-35,-36,-33,-33,-34,-42,-50,NA,-38,-35,-48,-39,-29,NA,-38,-38,-43,NA,-49,-41,NA,NA,-39,NA,-37,-39,-52,-40,-37,-46,NA,NA,-34,-41,-43,NA,NA,-41,-34,-50,-42,-39,-52,-32,-40,-32,-35,NA
2020-03-26,-41,-47,0,NA,-32,-43,NA,NA,-39,NA,-53,-35,-38,-33,-30,-36,-40,-52,NA,-35,-42,-49,-39,-30,NA,-38,-38,-44,NA,-50,-37,NA,NA,-41,-46,-34,-39,-49,-40,-39,-44,NA,NA,-34,-41,-43,NA,NA,-44,-36,-49,-43,-37,-50,-29,-39,-31,-37,NA
2020-03-27,-40,-44,0,0,-32,-48,NA,NA,-36,NA,-51,-34,-36,-31,-33,-31,-42,-52,NA,-31,-38,-47,NA,-28,NA,-37,-42,-44,NA,-52,0,NA,NA,-36,NA,-36,-37,-51,-41,-40,-44,0,NA,-33,-37,-43,-46,NA,-43,-31,NA,-38,-36,-48,-32,-36,-30,-34,NA
2020-03-28,-23,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-23,-23,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-14,NA,-26,0,NA,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,-30,NA,NA,-34,0,NA,0,0,NA,0,0,0,-16,NA
2020-03-29,-25,0,0,NA,NA,NA,NA,NA,0,0,NA,0,-28,-17,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,-19,NA,-34,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,-30,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-03-30,-41,-45,0,NA,-36,-48,NA,NA,-37,NA,-53,-36,-36,-31,-39,-32,-40,-49,NA,-38,-38,-45,NA,-29,NA,-38,-37,-42,NA,-53,-42,NA,NA,-40,-46,-37,-36,-50,-42,-38,-43,NA,NA,-34,-40,-44,-42,NA,-43,-33,-49,-41,-39,-48,-31,-39,-31,-36,-42
2020-03-31,-42,-43,0,NA,-37,-48,NA,NA,-40,NA,-51,-36,-38,-32,-37,-31,-38,-52,NA,-35,-43,-47,-38,-30,NA,-38,-34,-45,NA,-50,-38,NA,NA,-42,-44,-38,-38,-53,-42,-41,-45,NA,NA,-35,-44,-45,-49,NA,-43,-32,-53,-41,-39,-48,-34,-40,-29,-35,-42
2020-04-01,-43,-47,0,NA,-43,-47,NA,NA,-43,NA,-56,-36,-38,-35,-40,-37,-38,-55,NA,-40,-35,-46,-39,-31,NA,-42,-40,-46,NA,-52,-38,NA,NA,-42,NA,-35,-34,-52,-43,-41,-52,NA,NA,-39,-43,-46,NA,NA,-45,-34,NA,-45,-43,-51,-34,-40,-34,-38,NA
2020-04-02,-44,-49,0,NA,-34,-51,NA,NA,-43,NA,-53,-33,-39,-36,-40,-34,-40,-53,NA,-37,-39,-46,-39,-29,NA,-42,-41,-47,NA,-51,-39,NA,NA,-44,NA,-36,-41,-55,-45,-41,-44,NA,NA,-38,-41,-47,-49,NA,-47,-37,-51,-44,-37,-55,-34,-41,-33,-39,NA
2020-04-03,-43,-49,0,0,-34,-49,NA,NA,-35,0,-45,-34,-38,-33,-38,-32,-40,-52,NA,-37,-43,-46,NA,-31,NA,-40,-40,-47,NA,-53,-39,NA,NA,-41,0,-34,-38,-53,-46,-43,-50,0,NA,-39,-39,-46,-51,NA,-45,-30,NA,-45,-38,-48,-32,-40,-33,-37,NA
2020-04-04,-26,0,0,NA,NA,0,NA,NA,0,0,NA,0,-26,-31,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,-22,NA,-30,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,-32,NA,0,0,0,NA,0,0,NA,0,0,0,-21,NA
2020-04-05,-24,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,-31,-20,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,-26,NA,-30,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,-30,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA
2020-04-06,-42,-42,NA,NA,-36,-48,NA,NA,-39,NA,-51,-38,-38,-33,-39,-32,-40,-51,NA,-38,NA,-45,NA,-31,NA,-40,-40,-44,NA,-49,-39,NA,NA,-37,NA,-35,-38,-53,-42,-38,-45,NA,NA,-35,-40,-45,-44,NA,-42,-32,-51,-37,-39,-52,-31,-38,-32,-40,-39
2020-04-07,-42,-46,NA,NA,-37,-49,NA,NA,-39,NA,-55,-37,-40,-32,-30,-29,-38,-57,NA,-35,-38,-44,-38,-31,NA,-39,-39,-45,NA,-50,-38,NA,NA,-41,-42,-38,-38,-53,-44,-40,-55,NA,NA,-37,-42,-46,-46,NA,-43,-38,NA,-41,-41,-48,-33,-40,-32,-39,-42
2020-04-08,-42,-47,NA,NA,-39,-47,NA,NA,-38,NA,-52,-35,-40,-34,-33,-36,-38,-55,NA,-40,-35,-46,NA,-31,NA,-40,-39,-44,NA,-49,-38,NA,NA,-41,NA,-31,-39,-52,-43,-39,-48,NA,NA,-37,-40,-45,-46,NA,-44,-34,NA,-41,-37,-51,-33,-39,-31,-38,NA
2020-04-09,-43,-45,NA,NA,-34,-51,NA,NA,-42,NA,-55,-35,-41,-35,-40,-39,-42,-52,-50,-37,-39,-47,NA,-29,NA,-40,-40,-45,NA,-49,-39,NA,NA,-42,-46,-34,-39,-54,-43,-42,-42,NA,NA,-42,-47,-47,-46,NA,-45,-37,-51,-43,-37,-53,-37,-41,-35,-40,NA
2020-04-10,-77,-76,-71,0,-75,-81,-82,-72,-71,-77,-82,-77,-75,-71,-69,-73,-82,-86,-75,-69,-70,-82,-76,-68,NA,-77,-76,-74,NA,-85,-78,NA,NA,-71,-73,-81,-69,-84,-78,-78,-84,NA,-74,-71,-70,-79,NA,NA,-80,-77,NA,-80,-76,-87,-71,-76,-72,-70,-71
2020-04-11,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,NA,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-38,NA,NA,-34,NA,NA,NA,NA,NA,NA,NA,NA,-33,NA
