date,SI,Administrative unit Maribor,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Metlika,Mozirje,Municipality of Hrastnik,Murska Sobota,Nova Gorica,Novo Mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2020-03-03,-3,-3,-6,-7,4,0,0,14,0,0,10,0,0,-4,-13,-7,0,-1,-5,-12,0,-2,-2,0,-2,-9,0,NA,0,0,1,-8,-3,0,0,3,4,-4,0,-7,-2,0,0,0,0,-4,-1,-3,2,0,0,0,-4,-12,0,-17,-2,0,-1
2020-03-04,-1,3,0,-4,-2,0,0,7,0,0,10,0,0,-4,-7,-8,0,-3,-2,-2,0,2,2,-7,-1,-7,0,NA,0,0,0,-4,-9,0,0,6,8,-5,0,-2,8,0,0,0,0,-1,3,-6,0,-1,3,0,0,0,0,-8,0,0,-8
2020-03-05,3,6,4,-3,7,0,0,14,0,0,7,0,0,19,-14,4,0,8,0,3,0,6,0,2,3,-4,0,NA,0,0,13,-1,-2,0,0,17,0,-1,0,2,0,0,0,0,0,5,12,1,4,-1,9,-2,0,-4,0,-7,-1,0,1
2020-03-06,-2,-2,0,-10,4,0,0,26,0,4,8,0,0,8,-17,-6,0,-3,-5,1,2,12,5,2,-2,-2,0,NA,0,0,8,-4,1,0,0,-6,0,2,0,-7,-5,0,0,-9,-14,-4,-2,-2,6,1,4,-8,6,-2,-11,-4,0,0,-6
2020-03-07,6,1,7,0,6,0,0,28,NA,2,14,NA,NA,17,-4,1,0,6,8,10,NA,12,5,8,5,-2,0,NA,0,NA,16,7,-1,NA,0,14,25,5,NA,3,5,NA,NA,2,0,-1,7,6,7,8,8,0,6,0,-7,2,11,0,10
2020-03-08,22,23,NA,0,23,NA,NA,56,NA,NA,24,NA,NA,0,0,13,NA,22,21,0,NA,NA,0,NA,16,NA,NA,NA,NA,NA,0,12,18,NA,0,0,0,25,NA,32,25,NA,NA,NA,NA,0,0,NA,24,0,0,NA,NA,NA,NA,19,0,NA,23
2020-03-09,-1,-1,-4,-4,-3,0,0,17,0,0,6,0,0,20,-22,3,0,5,-7,9,0,2,-2,4,1,-17,0,NA,0,0,0,0,-3,0,0,5,-3,0,0,-2,-7,0,0,0,0,4,3,-7,2,-5,3,0,-2,-11,0,-7,1,0,-3
2020-03-10,5,2,10,-1,12,0,0,24,0,0,23,0,0,2,-9,9,0,10,9,7,0,6,-6,0,5,0,0,NA,0,0,5,4,4,0,0,15,13,3,0,3,8,0,0,0,0,12,13,-3,6,4,9,0,2,0,0,-7,14,0,3
2020-03-11,5,8,2,-4,0,0,0,20,0,0,17,0,0,0,-6,11,0,8,5,12,0,8,8,0,6,7,0,NA,0,0,7,-6,-3,0,0,11,20,-1,0,3,15,0,0,0,0,-10,12,-11,-1,-4,14,0,0,2,0,-4,2,0,4
2020-03-12,29,30,30,26,27,0,0,53,0,0,52,0,0,0,12,41,0,23,37,43,0,0,11,0,27,15,0,NA,0,0,39,7,33,0,0,36,19,29,0,35,30,0,0,0,0,-1,54,23,30,35,29,0,35,0,0,21,41,0,38
2020-03-13,18,20,25,14,7,0,0,50,0,0,31,0,0,29,0,26,0,12,25,33,0,36,3,26,17,24,0,NA,0,0,52,-2,23,0,0,15,12,20,0,19,30,0,0,0,16,-3,22,8,22,27,13,16,20,12,0,8,22,0,22
2020-03-14,-22,-20,-27,-32,-34,0,0,-5,NA,-7,-16,0,0,-10,-35,-32,0,-24,-16,-21,-16,-8,-34,-23,-21,-21,-24,NA,-25,NA,-6,-34,-20,0,0,-5,-25,-24,0,-31,-16,NA,NA,-40,-24,-37,-23,-26,-25,-18,-30,-36,-16,-33,-28,-31,-25,-20,-17
2020-03-15,-35,-35,0,0,-42,0,NA,-18,NA,0,-42,0,NA,0,-42,-35,0,-40,-33,0,NA,0,0,0,-34,0,0,NA,0,NA,-24,-45,-35,NA,0,-24,0,-32,NA,-38,-35,NA,NA,0,0,-41,-33,-49,-31,-32,-50,NA,NA,0,0,-45,0,0,-36
2020-03-16,-29,-35,-29,-35,-35,0,-46,-15,0,0,-19,0,0,-25,-25,-18,0,-27,-28,-23,-26,-22,-28,-23,-33,-29,0,NA,0,0,-8,-36,-24,0,0,-20,-44,-33,0,-28,-18,0,0,-43,-36,-38,-19,-49,-24,-26,-51,-16,-26,-43,-37,-36,-23,0,-23
2020-03-17,-42,-47,-39,-49,-46,0,0,-36,0,0,-44,0,0,-42,-46,-27,0,-38,-35,-49,-46,-41,-51,-31,-45,-40,-39,NA,0,0,-25,-48,-40,0,0,-25,-52,-41,0,-38,-37,0,0,-57,-44,-49,-28,-61,-48,-41,-53,-38,-39,-53,0,-56,-38,0,-40
2020-03-18,-41,-42,-44,-51,-46,0,0,-37,0,-26,-38,0,0,-45,-35,-29,0,-46,-40,-42,-50,-31,-40,-33,-47,-39,-40,NA,0,0,-32,-43,-42,0,0,-28,-47,-42,0,-43,-42,0,0,-50,-45,-51,-28,-60,-41,-29,-64,-37,-40,-58,0,-50,-36,0,-41
2020-03-19,-43,-44,-46,-54,-50,0,0,-36,0,-26,-38,0,0,-39,-41,-22,-46,-45,-43,-61,-50,-39,-47,-37,-46,-35,-48,NA,0,0,-33,-44,-40,0,0,-27,-50,-45,0,-40,-44,0,0,-52,-43,-46,-34,-60,-49,-38,-65,-41,-45,-54,0,-58,-37,-39,-44
2020-03-20,-41,-42,-39,-51,-47,0,-42,-27,0,-27,-34,-43,0,-40,-59,-35,-43,-45,-40,-47,-50,-30,-46,-36,-43,-44,-33,NA,-34,0,-27,-44,-40,-38,0,-31,-50,-43,-39,-44,-40,0,0,-51,-47,-52,-46,-60,-42,-40,-67,-35,-44,-51,-34,-45,-39,-33,-45
2020-03-21,-48,-48,-48,-60,-55,0,-50,-42,NA,-42,-47,NA,NA,-42,-55,-49,-49,-53,-43,-61,-53,-41,-56,-42,-45,-46,-49,NA,-43,NA,-44,-52,-47,NA,0,-35,-53,-56,-50,-56,-46,NA,NA,-56,-50,-56,-46,-62,-51,-49,-64,-53,-51,-57,-44,-59,-46,-48,-45
2020-03-22,-92,-95,NA,NA,-100,NA,NA,-89,NA,NA,0,NA,NA,NA,0,0,NA,0,-100,NA,NA,NA,NA,NA,-92,NA,NA,NA,NA,NA,0,0,0,NA,NA,-83,NA,-100,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
2020-03-23,-39,-44,-35,-44,-51,0,-37,-28,0,0,-35,0,0,-31,-41,-30,0,-45,-42,-41,-41,-26,-35,-28,-45,-35,-35,NA,0,0,-28,-43,-39,0,0,-26,-47,-38,0,-38,-37,0,0,-38,-40,-40,-40,-53,-32,-39,-54,-33,-41,-40,-32,-44,-33,-41,-37
2020-03-24,-47,-51,-37,-55,-51,0,0,-38,0,0,-37,0,0,-46,-56,-44,0,-49,-42,-58,-46,-41,-51,-38,-53,-40,-39,NA,0,0,-31,-50,-49,0,0,-33,-50,-47,0,-47,-44,0,0,-52,-44,-50,-46,-60,-48,-41,-63,-30,-50,-49,0,-57,-42,0,-45
2020-03-25,-45,-46,-40,-44,-52,0,0,-41,0,-26,-45,0,0,-45,-53,-41,0,-52,-39,-57,-50,-37,-44,-36,-52,-41,-43,0,0,0,-40,-51,-47,0,0,-35,-47,-45,0,-43,-40,0,0,-48,-45,-54,-38,-59,-43,-39,-57,-37,-46,-53,0,-47,-42,-42,-44
2020-03-26,-50,-51,-50,-53,-55,0,0,-43,0,-40,-51,-49,0,-49,-65,-44,-54,-52,-46,-66,-55,-45,-49,-47,-56,-44,-48,0,0,0,-36,-58,-53,0,0,-41,-57,-50,0,-57,-53,0,0,-59,-48,-51,-46,-60,-56,-47,-66,-41,-53,-54,-45,-53,-46,-50,-47
2020-03-27,-44,-46,-41,-52,-47,0,-42,-29,0,-29,-36,-45,0,-37,-51,-36,-38,-51,-40,-46,-50,-41,-49,-38,-47,-43,-40,NA,-39,0,-36,-46,-49,-46,0,-29,-53,-45,-42,-48,-44,0,0,-45,-49,-49,-43,-53,-44,-42,-65,-35,-41,-54,-39,-49,-30,-37,-47
2020-03-28,-44,-43,-41,-55,-50,0,-47,-38,NA,-33,-43,NA,NA,-33,-53,-47,-51,-56,-38,-54,-51,-41,-55,-35,-42,-48,-47,NA,-45,NA,-39,-49,-45,-50,0,-30,-46,-51,-45,-50,-41,NA,NA,-44,-40,-57,-43,-57,-49,-36,-60,-49,-41,-49,-44,-58,-42,-45,-42
2020-03-29,-92,-95,0,NA,-94,NA,NA,-89,NA,NA,0,NA,NA,NA,0,0,NA,-85,-91,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,0,0,0,NA,NA,-81,NA,-92,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0
2020-03-30,-49,-52,-53,-50,-57,0,-51,-42,0,-36,-39,-50,0,-43,-60,-49,0,-49,-51,-46,-49,-30,-46,-43,-54,-46,-43,NA,0,0,-35,-51,-45,0,0,-39,-53,-45,0,-55,-51,0,0,-45,-50,-52,-52,-64,-48,-42,-59,-47,-48,-51,-34,-52,-46,-44,-49
2020-03-31,-49,-52,-47,-57,-50,0,0,-40,0,0,-50,0,0,-48,-56,-49,0,-50,-42,-49,-49,-45,-51,-45,-54,-56,-50,NA,0,0,-36,-54,-50,0,0,-41,-58,-48,0,-49,-48,0,0,-48,-49,-50,-46,-68,-52,-46,-61,-45,-48,-56,-46,-58,-47,0,-47
2020-04-01,-51,-52,-46,-57,-55,0,-61,-45,0,-38,-55,-58,0,-47,-58,-50,0,-53,-47,-55,-58,-45,-50,-42,-56,-57,-48,0,-46,0,-52,-55,-53,0,0,-40,-55,-52,0,-52,-52,0,0,-55,-57,-55,-50,-68,-51,-50,-68,-46,-54,-58,-42,-57,-53,-53,-53
2020-04-02,-47,-51,-46,-53,-53,0,0,-41,0,-30,-52,-51,0,-45,-59,-40,0,-47,-43,-50,-55,-39,-45,-41,-53,-50,-50,0,0,0,-35,-56,-43,0,0,-33,-50,-50,0,-54,-52,0,0,-43,-45,-48,-46,-63,-51,-41,-62,-43,-52,-54,-37,-52,-41,-42,-45
2020-04-03,-42,-45,-41,-48,-48,0,-42,-28,0,-27,-41,-45,0,-38,-50,-37,-38,-47,-38,-38,-52,-39,-43,-36,-44,-48,-40,NA,-27,0,-33,-50,-40,-46,0,-35,-53,-45,-42,-46,-47,0,0,-55,-49,-53,-39,-55,-42,-44,-59,-41,-44,-54,-30,-45,-34,-37,-43
2020-04-04,-45,-45,-45,-53,-51,0,-50,-38,NA,-42,-48,NA,NA,-42,-55,-50,-49,-56,-39,-51,-51,-45,-58,-44,-40,-48,-44,NA,-45,NA,-47,-49,-46,NA,0,-32,-51,-50,-61,-60,-42,NA,NA,-60,-45,-54,-49,-59,-49,-42,-58,-51,-48,-57,-35,-59,-39,-40,-45
2020-04-05,-91,-93,0,NA,-93,NA,NA,-89,NA,NA,0,NA,NA,NA,0,0,NA,-82,-89,NA,NA,NA,NA,NA,-91,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,-100,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
2020-04-06,-40,-46,0,0,-49,0,0,-36,0,0,0,0,0,0,0,0,0,-41,-40,0,0,0,0,0,-45,0,0,NA,0,0,0,-44,-41,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,-36
2020-04-07,-41,-46,0,0,-47,0,0,-32,0,0,0,0,0,0,0,0,0,-40,-39,0,0,0,0,0,-46,0,0,NA,0,0,0,-44,-42,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,0,0,0
2020-04-08,-39,-41,0,0,-48,0,0,-34,0,0,0,0,0,0,0,0,0,-45,-37,0,0,0,0,0,-45,0,0,NA,0,0,0,-43,-43,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40
2020-04-09,-32,-37,0,0,-40,0,0,-24,0,0,0,0,0,0,0,0,0,-31,-30,0,0,0,0,0,-40,0,0,NA,0,0,0,-35,-28,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,-32
2020-04-10,-29,-33,0,0,-38,0,0,-9,0,0,0,0,0,0,0,0,0,-33,-27,0,0,0,0,0,-32,0,0,NA,0,0,0,-38,-28,0,0,0,0,-28,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,-26
2020-04-11,-39,-39,NA,0,-47,NA,NA,-28,NA,NA,0,NA,NA,NA,0,0,NA,-42,-38,0,NA,NA,NA,NA,-33,NA,NA,NA,NA,NA,0,-44,0,NA,NA,NA,NA,-45,NA,-56,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,-42,NA,NA,0
