date,IE,County Carlow,County Cavan,County Clare,County Cork,County Donegal,County Dublin,County Galway,County Kerry,County Kildare,County Kilkenny,County Laois,County Leitrim,County Limerick,County Longford,County Louth,County Mayo,County Meath,County Monaghan,County Offaly,County Roscommon,County Sligo,County Tipperary,County Waterford,County Westmeath,County Wexford,County Wicklow
2020-03-21,-39,-33,-26,-37,-37,-35,-44,-42,-42,-36,-36,-32,-34,-37,-26,-37,-36,-35,-30,-30,-30,-35,-35,-36,-40,-34,-39
2020-03-22,-39,-33,-32,-37,-38,-37,-44,-41,-45,-38,-38,-31,-37,-37,-35,-34,-37,-35,-35,-36,-35,-37,-33,-34,-41,-36,-39
2020-03-23,-51,-42,-36,-44,-49,-44,-60,-49,-45,-50,-45,-43,-43,-49,-36,-46,-42,-46,-36,-38,-43,-45,-40,-47,-46,-44,-53
2020-03-24,-53,-43,-38,-47,-52,-45,-62,-51,-47,-52,-46,-45,-46,-50,-39,-49,-42,-49,-39,-43,-44,-46,-42,-46,-48,-46,-55
2020-03-25,-55,-46,-40,-50,-54,-50,-64,-53,-49,-53,-48,-47,-48,-53,-39,-52,-46,-51,-42,-43,-48,-48,-44,-50,-50,-48,-57
2020-03-26,-56,-47,-42,-51,-55,-50,-65,-55,-51,-54,-51,-47,-49,-54,-42,-52,-47,-52,-42,-45,-49,-50,-45,-50,-52,-50,-58
2020-03-27,-56,-47,-43,-51,-55,-51,-65,-54,-50,-54,-49,-48,-50,-53,-43,-53,-46,-51,-43,-45,-47,-48,-46,-50,-52,-50,-57
2020-03-28,-53,-46,-42,-50,-51,-49,-59,-53,-53,-52,-48,-48,-51,-50,-45,-52,-45,-48,-46,-45,-46,-45,-46,-46,-52,-49,-51
2020-03-29,-52,-48,-45,-49,-51,-47,-58,-51,-53,-51,-47,-48,-50,-46,-45,-49,-47,-49,-49,-47,-43,-44,-46,-46,-52,-52,-53
2020-03-30,-68,-64,-56,-62,-66,-62,-76,-64,-63,-68,-61,-62,-60,-64,-57,-65,-57,-66,-60,-59,-59,-58,-57,-60,-62,-62,-70
2020-03-31,-70,-67,-59,-65,-69,-64,-77,-66,-65,-71,-64,-64,-61,-66,-57,-68,-59,-69,-63,-61,-62,-61,-61,-61,-65,-65,-72
2020-04-01,-70,-66,-59,-65,-69,-65,-77,-66,-65,-71,-65,-65,-63,-66,-58,-68,-60,-68,-63,-62,-62,-61,-61,-63,-65,-65,-72
2020-04-02,-70,-67,-61,-65,-69,-65,-77,-67,-65,-71,-64,-64,-65,-66,-59,-68,-60,-69,-64,-62,-62,-61,-62,-62,-66,-66,-72
2020-04-03,-69,-66,-59,-64,-68,-64,-76,-66,-65,-70,-64,-63,-65,-65,-57,-67,-58,-68,-62,-61,-60,-60,-60,-62,-65,-65,-71
2020-04-04,-56,-53,-46,-52,-54,-50,-62,-54,-53,-55,-51,-51,-53,-52,-46,-53,-49,-54,-51,-50,-49,-53,-48,-52,-55,-53,-57
2020-04-05,-52,-47,-45,-51,-51,-48,-57,-52,-54,-52,-47,-44,-50,-50,-45,-49,-48,-47,-43,-47,-47,-49,-46,-48,-52,-49,-53
2020-04-06,-69,-64,-60,-63,-67,-64,-76,-65,-63,-70,-63,-64,-60,-65,-56,-65,-59,-67,-62,-59,-61,-60,-59,-61,-64,-63,-71
2020-04-07,-69,-64,-58,-62,-68,-63,-76,-65,-64,-70,-63,-63,-62,-65,-56,-66,-58,-68,-62,-60,-60,-59,-59,-60,-64,-62,-72
2020-04-08,-69,-65,-60,-63,-68,-64,-76,-65,-66,-70,-63,-62,-62,-65,-55,-66,-60,-68,-61,-60,-62,-59,-61,-62,-64,-63,-71
2020-04-09,-69,-65,-60,-63,-68,-63,-76,-66,-65,-70,-63,-62,-61,-64,-57,-67,-60,-68,-61,-61,-61,-61,-61,-62,-65,-63,-71
2020-04-10,-74,-71,-66,-69,-73,-69,-81,-71,-70,-75,-69,-68,-70,-70,-62,-70,-65,-73,-66,-66,-67,-68,-67,-67,-71,-69,-76
2020-04-11,-54,-49,-46,-51,-53,-49,-60,-55,-54,-53,-47,-48,-49,-50,-46,-51,-50,-52,-48,-48,-48,-54,-47,-49,-54,-51,-56
