date,KE,Baringo County,Bomet County,Bungoma County,Busia County,Embu County,Garissa County,Homa Bay County,Kajiado County,Kakamega County,Kericho County,Kiambu County,Kilifi County,Kirinyaga County,Kisii County,Kisumu County,Kitui County,Kwale County,Laikipia County,Machakos County,Makueni County,Meru County,Migori County,Mombasa County,Muranga County,Nairobi County,Nakuru County,Nandi County,Narok County,Nyandarua County,Nyeri County,Siaya,Taita-Taveta County,Tharaka-Nithi County,Trans-Nzoia County,Turkana County,Uasin Gishu County,Vihiga County,Wajir County
2020-02-25,-4,0,-9,-3,-20,-11,0,0,4,-3,-8,-4,-5,-7,12,4,0,14,6,-3,0,1,-19,-6,-12,-6,1,0,0,0,1,-2,0,0,-5,0,-1,0,NA
2020-02-26,-6,0,-17,4,-22,-12,0,-4,5,-2,-7,-8,-5,-11,-4,0,0,11,1,-4,0,-3,4,-5,-13,-7,1,0,0,0,-3,-6,0,0,-2,0,-3,0,NA
2020-02-27,-2,0,0,5,-18,-2,0,-2,8,10,-4,-8,-1,0,-13,27,0,8,11,-2,0,3,-6,-5,-5,-3,3,0,0,0,-3,-4,0,0,-3,0,1,0,NA
2020-02-28,2,NA,-8,8,-25,-7,0,-18,17,18,-8,-2,2,0,-12,32,4,9,13,-2,-7,6,12,0,-2,-1,4,0,0,0,-3,-8,0,0,3,0,7,0,NA
2020-02-29,2,NA,-6,0,-13,-3,0,-18,14,10,0,2,0,-7,-7,32,8,4,12,-2,0,5,4,1,13,2,4,0,0,NA,-1,4,0,0,-2,0,1,0,NA
2020-03-01,1,NA,12,2,-17,0,0,-17,13,15,-3,-4,-3,-2,-12,23,0,8,14,-3,0,2,0,-6,-6,0,1,0,0,NA,-1,0,0,0,-5,0,3,0,NA
2020-03-02,-2,0,-5,7,-18,-11,0,-12,6,8,-1,-8,-1,-7,-15,27,2,0,9,-3,0,1,2,-6,-8,-2,4,0,0,0,-4,-8,0,0,-3,0,-3,0,NA
2020-03-03,3,0,4,5,-8,-14,0,-4,7,7,-2,-2,0,-4,6,32,0,11,20,69,0,1,13,-1,-7,2,4,0,0,0,1,0,0,0,-6,0,2,0,NA
2020-03-04,2,0,3,0,-17,-7,0,-14,8,3,0,-3,-5,0,-4,27,0,15,27,76,0,1,4,0,-9,1,4,0,0,0,3,-14,0,0,-2,0,4,0,NA
2020-03-05,6,0,16,15,-7,-2,0,2,8,24,9,0,2,3,4,31,4,9,33,86,0,2,0,3,-4,4,9,0,0,0,8,4,0,0,-2,0,6,0,NA
2020-03-06,7,NA,7,5,-17,-7,0,-10,19,27,0,4,4,-3,3,35,0,6,40,81,4,9,4,-1,-8,2,7,0,0,0,3,-9,0,0,-3,0,17,0,NA
2020-03-07,7,NA,3,4,-13,-6,0,-8,18,15,5,6,3,-6,0,35,6,7,33,80,0,11,2,1,8,5,4,0,0,NA,7,4,0,0,-2,0,8,0,NA
2020-03-08,5,NA,13,4,-20,3,0,-27,15,16,-1,3,-1,0,-8,29,0,11,31,63,0,7,0,-1,4,3,0,0,0,NA,5,0,0,0,1,0,4,0,NA
2020-03-09,2,0,5,1,-16,-12,0,-16,9,9,-1,-2,-3,0,-8,31,4,0,33,84,0,0,0,-4,-1,-1,1,0,0,0,-1,-10,0,0,-2,0,5,0,NA
2020-03-10,3,0,9,5,-7,-11,0,-2,6,6,2,1,-3,-10,-2,33,0,10,34,84,0,5,-4,-2,-6,-1,6,0,0,0,4,-6,0,0,-4,0,7,0,NA
2020-03-11,2,0,11,3,-7,-8,0,-2,11,11,3,-1,-7,3,-5,30,0,6,31,74,0,6,15,-2,-2,-2,7,0,0,NA,8,0,0,0,0,0,7,0,NA
2020-03-12,2,0,7,10,-5,-8,0,-4,11,10,-2,3,-4,10,-2,26,0,0,21,8,0,6,6,-4,-1,0,6,0,0,0,12,-4,0,0,-1,0,6,0,NA
2020-03-13,6,NA,5,-1,-20,-5,0,-15,22,17,-8,5,-2,7,3,28,0,4,27,16,2,5,10,-3,1,5,6,0,0,0,7,-8,0,0,-2,0,7,0,NA
2020-03-14,3,NA,-5,-6,-14,-5,0,-14,14,14,-2,6,1,6,4,27,0,1,19,4,-5,2,-4,-3,15,3,1,0,0,NA,3,-4,0,0,-5,0,1,0,NA
2020-03-15,3,NA,15,0,-20,-3,0,-17,10,15,1,4,1,-4,2,22,0,8,19,6,0,6,0,-4,7,2,3,0,0,NA,4,0,0,0,-1,0,1,0,NA
2020-03-16,6,0,3,11,-18,-1,0,-4,15,15,4,10,2,1,3,31,0,19,27,16,0,9,9,6,-8,4,10,0,0,0,4,-6,0,0,-5,0,-1,0,NA
2020-03-17,1,0,4,7,-7,7,0,-10,11,10,2,6,-6,0,2,28,0,-3,19,13,0,9,0,-2,-6,-2,7,0,0,0,4,-8,0,0,2,0,0,0,NA
2020-03-18,-1,0,-3,11,-5,-1,0,-2,10,11,0,3,-7,-2,5,29,0,5,25,12,0,6,10,-3,-3,-6,12,0,0,0,11,2,0,0,9,0,-5,0,NA
2020-03-19,-2,0,16,19,-11,1,0,6,5,16,0,1,-4,-6,1,28,4,8,20,-1,0,8,0,-5,-6,-8,11,0,0,0,6,-27,0,0,-1,0,-7,0,NA
2020-03-20,-4,0,-12,6,-23,-13,0,0,6,11,-13,-6,-5,-3,-1,17,-16,6,19,68,7,0,16,-1,-7,-12,6,0,0,0,-6,-13,0,0,2,0,-12,0,NA
2020-03-21,-10,NA,-12,-5,-19,-15,0,-10,1,-3,-7,-8,-10,-12,-7,7,-10,1,7,52,-11,-4,4,-10,-11,-15,-6,0,0,NA,-11,-8,0,0,-5,0,-22,0,NA
2020-03-22,-15,NA,-19,-5,-25,-15,0,-13,-9,-2,-12,-16,-19,-19,-22,-2,-12,-10,6,42,0,-6,0,-19,-15,-22,-11,0,0,NA,-17,0,0,0,-14,0,-27,0,NA
2020-03-23,-12,0,-7,10,-16,-13,0,-2,-6,1,-14,-10,-18,-15,-14,5,-4,-5,15,65,0,-3,4,-16,1,-20,2,0,0,0,-13,2,0,0,-6,0,-29,0,NA
2020-03-24,-15,0,-16,-2,-17,-12,0,-2,-8,-10,-19,-9,-20,-16,-6,7,0,-5,7,49,0,-9,4,-15,-2,-22,-3,0,0,0,-18,-10,0,0,-13,0,-37,0,NA
2020-03-25,-13,0,-16,1,-15,-9,0,0,-4,-10,-20,-2,-19,-11,-19,4,0,2,13,59,0,-4,10,-14,-2,-21,-1,0,0,0,-16,-18,0,0,-13,0,-38,0,NA
2020-03-26,-22,0,-13,-2,-23,-12,0,-6,-15,-1,-19,-20,-22,-15,-20,1,-2,-12,-2,46,0,-11,0,-24,-16,-31,-18,0,0,0,-22,-24,0,0,-23,0,-36,0,NA
2020-03-27,-29,0,-26,-12,-39,-27,0,-15,-14,-11,-30,-28,-38,-22,-28,-7,-28,-33,-6,20,-17,-22,-2,-41,-24,-36,-27,0,-35,0,-34,-25,0,0,-39,0,-44,0,NA
2020-03-28,-30,NA,-25,-23,-41,-30,0,-20,-18,-25,-30,-27,-36,-28,-29,-13,-27,-31,-7,19,-18,-20,-9,-35,-27,-34,-31,0,0,NA,-35,-27,0,0,-39,0,-47,0,NA
2020-03-29,-33,NA,-25,-22,-37,-27,0,-25,-23,-18,-30,-36,-41,-25,-30,-19,-16,-31,-19,9,0,-27,0,-40,-19,-39,-32,0,0,NA,-42,0,0,0,-38,0,-47,0,NA
2020-03-30,-29,0,-8,-8,-34,-23,0,-18,-22,-12,-25,-30,-35,-26,-29,-8,-19,-24,-2,32,0,-20,2,-35,-6,-38,-24,0,0,0,-29,-21,0,0,-30,0,-43,0,NA
2020-03-31,-27,0,-19,-2,-25,-23,0,-8,-19,-16,-27,-25,-35,-25,-17,0,0,-22,-5,37,0,-19,0,-33,-13,-35,-26,0,0,0,-25,-22,0,0,-31,0,-43,0,NA
2020-04-01,-28,0,-23,1,-20,-17,0,-12,-18,-15,-24,-29,-35,-22,-20,-7,-16,-24,-7,32,0,-17,-4,-29,-7,-36,-21,0,0,0,-31,-10,0,0,-28,0,-42,0,NA
2020-04-02,-26,0,-10,2,-28,-16,0,-6,-18,-12,-23,-26,-38,-15,-18,-4,-20,-20,-4,31,0,-14,11,-31,-6,-34,-23,0,0,0,-25,-12,0,0,-27,0,-41,0,0
2020-04-03,-24,0,-26,0,-23,-15,0,-17,-11,-5,-28,-24,-30,-16,-23,-1,-24,-16,-5,36,-13,-18,4,-31,-15,-33,-21,0,-32,0,-30,-25,0,0,-26,0,-39,0,NA
2020-04-04,-23,NA,-18,-15,-22,-21,0,-16,-8,-8,-13,-21,-29,-21,-16,-4,-22,-18,-7,29,-18,-17,4,-30,-20,-28,-26,0,0,NA,-29,-10,0,0,-26,0,-38,0,NA
2020-04-05,-29,NA,-17,-7,-27,-14,0,-19,-21,-11,-28,-32,-39,-31,-24,-12,-26,-21,-20,23,0,-23,0,-36,-21,-35,-27,0,0,NA,-37,0,0,0,-32,0,-43,0,NA
2020-04-06,-24,0,0,0,0,0,0,0,-14,0,0,-22,-34,0,0,-5,0,0,0,0,0,-15,0,-35,0,-32,-21,0,0,0,-29,0,0,0,0,0,-41,0,NA
2020-04-07,-27,0,0,0,0,0,0,0,-14,0,0,-28,-30,0,0,-4,0,0,0,37,0,-18,0,-25,0,-38,-23,0,0,0,-28,0,0,0,0,0,-40,0,NA
2020-04-08,-30,0,0,0,0,0,0,0,-16,0,0,-30,-34,0,0,-6,0,0,0,30,0,-22,0,-36,0,-39,-27,0,0,0,-31,0,0,0,0,0,-41,0,NA
2020-04-09,-29,0,0,0,0,0,0,0,-17,0,0,-28,-39,0,0,-4,0,0,0,32,0,-18,0,-40,0,-38,-26,0,0,0,-26,0,0,0,0,0,-41,0,NA
2020-04-10,-36,0,0,0,0,0,0,0,-13,0,0,-33,-50,0,-35,-12,0,0,0,23,0,-30,0,-54,0,-43,-37,0,0,0,-45,0,0,0,0,0,-47,0,NA
2020-04-11,-33,NA,0,0,0,0,0,0,-18,-19,0,-31,-47,0,0,-13,0,0,0,13,0,-22,0,-47,0,-39,-35,0,0,NA,-41,0,0,0,0,0,-45,0,NA
