date,RO,Alba County,Arad County,Argeș County,Bacău County,Bihor County,Bistrița-Năsăud County,Botoșani County,Brăila County,Brașov County,Bucharest,Buzău County,Călărași County,Caraș-Severin County,Cluj County,Constanța County,Covasna County,Dâmbovița County,Dolj County,Galați,Giurgiu County,Gorj County,Harghita County,Hunedoara County,Ialomița County,Iași County,Ilfov County,Maramureș County,Mehedinți County,Mureș County,Neamț County,Olt County,Prahova,Sălaj,Satu Mare County,Sibiu,Suceava County,Teleorman County,Timiș County,Tulcea County,Vâlcea County,Vaslui County,Vrancea County
2020-03-14,-29,-14,-18,-27,-22,-21,-19,-14,-17,-38,-48,-18,-5,-29,-34,-30,-20,-17,-29,-27,-10,-23,-18,-25,-1,-31,-28,-27,-31,-18,-23,-16,-33,-14,-17,-28,-26,3,-30,-12,-29,-16,-23
2020-03-15,-38,-24,-24,-34,-35,-30,-18,-23,-28,-43,-55,-29,-11,-29,-42,-42,-35,-23,-35,-40,-20,-20,-14,-38,-2,-43,-41,-28,-40,-24,-34,-21,-37,-16,-27,-34,-30,4,-38,-18,-37,-24,-34
2020-03-16,-31,-18,-17,-22,-21,-24,-23,-20,-18,-30,-46,-21,-11,-22,-39,-30,-18,-22,-28,-24,-11,-20,-10,-30,-5,-37,-27,-27,-26,-22,-29,-17,-26,-17,-20,-29,-25,-1,-32,-10,-22,-17,-21
2020-03-17,-35,-22,-20,-26,-27,-30,-34,-29,-24,-35,-50,-26,-15,-27,-44,-35,-30,-27,-30,-29,-13,-23,-23,-35,-13,-43,-28,-32,-32,-28,-33,-21,-29,-25,-26,-32,-31,-9,-34,-17,-26,-24,-25
2020-03-18,-40,-33,-32,-30,-36,-34,-42,-32,-25,-42,-52,-32,-16,-37,-49,-37,-36,-28,-35,-35,-16,-32,-37,-40,-14,-47,-30,-37,-34,-37,-37,-27,-34,-30,-32,-38,-38,-9,-39,-29,-32,-32,-33
2020-03-19,-44,-41,-43,-37,-39,-40,-46,-41,-31,-50,-56,-36,-23,-42,-54,-42,-44,-33,-40,-38,-21,-38,-43,-45,-21,-51,-33,-45,-40,-42,-43,-34,-40,-39,-41,-45,-46,-18,-45,-31,-40,-39,-36
2020-03-20,-46,-40,-42,-41,-43,-42,-49,-45,-37,-55,-57,-37,-25,-47,-55,-46,-47,-37,-43,-42,-19,-39,-48,-50,-23,-53,-36,-47,-43,-43,-46,-35,-47,-41,-46,-48,-50,-22,-45,-36,-46,-44,-43
2020-03-21,-56,-50,-53,-50,-51,-55,-53,-52,-47,-65,-66,-46,-29,-54,-63,-55,-62,-43,-53,-52,-23,-52,-55,-56,-35,-60,-50,-58,-54,-53,-54,-42,-57,-52,-54,-57,-60,-27,-55,-46,-58,-49,-54
2020-03-22,-62,-67,-60,-55,-62,-59,-62,-58,-55,-71,-69,-52,-39,-62,-68,-61,-74,-50,-51,-61,-35,-47,-64,-63,-37,-67,-56,-67,-57,-61,-64,-44,-60,-57,-59,-60,-67,-27,-60,-50,-61,-58,-59
2020-03-23,-63,-59,-54,-61,-55,-58,-59,-58,-54,-65,-72,-56,-51,-57,-71,-62,-59,-60,-67,-58,-48,-61,-55,-65,-48,-65,-59,-59,-62,-59,-61,-61,-59,-55,-56,-64,-63,-49,-61,-52,-61,-54,-56
2020-03-24,-62,-57,-54,-57,-55,-55,-62,-57,-53,-63,-71,-52,-50,-59,-68,-59,-62,-59,-68,-57,-48,-57,-53,-62,-47,-64,-57,-56,-62,-56,-57,-63,-57,-51,-54,-60,-63,-53,-60,-52,-58,-55,-55
2020-03-25,-71,-68,-68,-69,-68,-67,-71,-69,-64,-73,-78,-64,-58,-67,-78,-68,-73,-65,-73,-68,-52,-67,-68,-71,-55,-75,-64,-71,-70,-68,-69,-65,-67,-67,-68,-72,-75,-51,-71,-67,-68,-68,-68
2020-03-26,-73,-71,-70,-72,-69,-69,-73,-74,-68,-76,-79,-67,-61,-71,-79,-70,-76,-69,-73,-71,-53,-71,-71,-73,-59,-76,-68,-72,-71,-72,-72,-69,-71,-70,-70,-73,-78,-59,-73,-68,-69,-70,-70
2020-03-27,-71,-66,-68,-69,-69,-65,-72,-71,-66,-77,-78,-64,-57,-70,-77,-70,-75,-67,-72,-69,-54,-66,-70,-71,-56,-74,-66,-71,-68,-69,-70,-66,-72,-68,-70,-72,-78,-55,-71,-67,-70,-70,-70
2020-03-28,-77,-73,-74,-76,-74,-73,-75,-72,-73,-83,-83,-71,-63,-74,-81,-76,-81,-71,-77,-77,-59,-73,-77,-75,-64,-78,-76,-74,-74,-75,-74,-71,-80,-72,-75,-78,-80,-58,-77,-73,-74,-74,-77
2020-03-29,-81,-83,-81,-79,-80,-80,-82,-77,-78,-85,-85,-76,-65,-77,-85,-80,-85,-76,-78,-80,-63,-73,-79,-82,-62,-82,-78,-81,-78,-81,-80,-70,-81,-82,-82,-83,-85,-56,-83,-79,-78,-76,-81
2020-03-30,-67,-63,-64,-63,-61,-64,-66,-67,-59,-69,-74,-60,-49,-63,-74,-62,-66,-61,-67,-64,-47,-62,-63,-66,-47,-71,-57,-67,-63,-66,-65,-61,-63,-63,-67,-68,-71,-50,-69,-57,-61,-63,-64
2020-03-31,-69,-66,-63,-68,-64,-64,-67,-67,-61,-72,-77,-60,-55,-64,-75,-65,-72,-67,-69,-67,-53,-63,-66,-69,-53,-72,-61,-67,-68,-68,-65,-64,-66,-62,-65,-70,-75,-58,-69,-63,-66,-65,-64
2020-04-01,-68,-64,-66,-66,-62,-63,-66,-64,-59,-70,-75,-58,-50,-64,-74,-64,-70,-62,-70,-65,-48,-64,-66,-68,-49,-71,-60,-65,-66,-68,-64,-62,-66,-61,-65,-69,-74,-56,-69,-60,-63,-63,-62
2020-04-02,-67,-65,-67,-65,-62,-63,-67,-65,-59,-72,-75,-57,-51,-65,-75,-63,-68,-61,-67,-64,-45,-62,-66,-67,-47,-71,-58,-66,-65,-67,-65,-60,-65,-61,-65,-70,-75,-57,-69,-62,-65,-64,-63
2020-04-03,-67,-64,-65,-65,-63,-62,-67,-65,-61,-74,-75,-58,-48,-66,-74,-64,-66,-61,-66,-65,-46,-59,-67,-66,-47,-71,-63,-64,-63,-66,-65,-58,-69,-62,-66,-70,-75,-55,-68,-60,-65,-66,-65
2020-04-04,-74,-69,-72,-72,-70,-71,-70,-67,-71,-81,-81,-67,-58,-71,-79,-74,-76,-69,-74,-72,-58,-68,-71,-73,-59,-75,-77,-69,-72,-72,-69,-65,-78,-68,-71,-75,-78,-64,-74,-68,-73,-68,-72
2020-04-05,-79,-81,-79,-77,-77,-78,-78,-73,-75,-84,-84,-73,-62,-77,-83,-78,-83,-75,-76,-76,-64,-69,-78,-80,-59,-80,-82,-74,-77,-79,-77,-68,-81,-75,-79,-80,-83,-63,-81,-74,-74,-72,-80
2020-04-06,-64,-60,-61,-59,-57,-61,-62,-60,-56,-67,-72,-55,-47,-60,-72,-60,-63,-59,-64,-62,-46,-56,-60,-64,-47,-67,-59,-60,-61,-64,-60,-55,-63,-54,-60,-65,-69,-52,-65,-53,-58,-59,-57
2020-04-07,-63,-58,-59,-59,-58,-60,-62,-59,-55,-66,-72,-52,-45,-57,-70,-59,-65,-57,-62,-60,-42,-55,-60,-62,-42,-67,-56,-60,-59,-62,-59,-54,-59,-55,-59,-64,-69,-51,-63,-50,-58,-58,-57
2020-04-08,-62,-59,-60,-57,-58,-59,-62,-59,-51,-65,-71,-52,-40,-58,-70,-57,-61,-52,-61,-60,-39,-54,-59,-61,-41,-67,-55,-57,-57,-62,-58,-52,-59,-51,-58,-64,-68,-46,-62,-53,-56,-59,-55
2020-04-09,-62,-60,-61,-58,-56,-56,-62,-59,-53,-66,-71,-52,-42,-59,-71,-57,-60,-54,-60,-59,-41,-53,-57,-61,-43,-67,-55,-58,-59,-61,-59,-53,-60,-54,-57,-65,-69,-47,-64,-53,-58,-61,-56
2020-04-10,-60,-56,-58,-56,-57,-55,-62,-59,-52,-69,-70,-49,-37,-58,-69,-57,-61,-53,-59,-59,-34,-51,-64,-61,-36,-65,-54,-57,-54,-60,-59,-49,-62,-55,-58,-63,-68,-45,-61,-52,-59,-58,-57
2020-04-11,-67,-65,-64,-63,-64,-65,-64,-60,-60,-75,-75,-55,-39,-66,-73,-65,-70,-59,-66,-64,-46,-56,-73,-65,-46,-68,-68,-63,-65,-67,-64,-56,-70,-61,-65,-68,-71,-46,-67,-57,-63,-59,-63
