date,ID,Aceh,Bali,Bangka Belitung Islands,Banten,Bengkulu,Central Java,Central Kalimantan,Central Sulawesi,East Java,East Kalimantan,East Nusa Tenggara,Gorontalo,Jakarta,Jambi,Lampung,Maluku,North Kalimantan,North Maluku,North Sulawesi,North Sumatra,Papua,Riau,Riau Islands,South East Sulawesi,South Kalimantan,South Sulawesi,South Sumatra,Special Region of Yogyakarta,West Java,West Kalimantan,West Nusa Tenggara,West Papua,West Sulawesi,West Sumatra
2020-03-09,1,12,-14,3,-2,6,1,-4,-3,-1,-1,12,0,3,4,-5,10,0,-2,19,-1,0,-3,-3,-1,1,-4,4,-23,5,-14,2,2,7,0
2020-03-10,1,6,-12,0,-4,1,1,5,1,-1,-2,14,0,3,8,-3,0,3,-10,6,-2,5,2,-7,-7,5,1,5,-18,4,-9,2,-3,16,3
2020-03-11,1,9,-12,5,-4,9,1,-1,0,0,3,7,-32,2,7,-5,1,0,-16,6,-2,0,0,-4,-5,0,-6,8,-19,6,-13,5,-1,16,-3
2020-03-12,1,2,-16,-4,-4,-4,3,3,-1,-2,2,9,0,1,1,-3,-8,2,-14,9,-3,0,-3,-15,2,4,-5,-1,-18,6,-9,4,3,26,-2
2020-03-13,1,5,-20,-5,-1,3,5,-1,0,-1,4,12,-28,2,8,1,-4,-4,-11,10,-2,-1,0,-12,-3,6,1,1,-17,3,-14,4,-8,17,4
2020-03-14,-5,6,-18,-5,-8,-6,-3,3,-2,0,-2,12,0,-8,3,-4,0,1,-18,4,-2,2,-5,-20,-5,2,-3,0,-9,-5,-12,-4,0,12,-5
2020-03-15,-12,-2,-24,-8,-13,1,-8,0,3,-3,4,4,-44,-19,0,-7,2,4,-7,0,-7,3,-12,-20,4,-1,-3,-4,-6,-10,-15,-7,-3,3,-5
2020-03-16,-12,3,-21,-1,-19,-3,-6,-6,-2,-6,-1,-1,0,-18,-1,-6,9,0,-3,3,-4,-8,-9,-15,-3,-4,-7,-8,-11,-11,-14,-6,-5,14,-2
2020-03-17,-16,10,-23,-3,-24,-6,-11,1,-4,-9,-4,6,-29,-27,-7,-5,-3,-3,-5,0,-6,-3,-4,-28,-10,-5,-4,-8,-12,-16,-11,-2,-6,-9,-2
2020-03-18,-21,-3,-26,-5,-30,-12,-14,-6,-7,-13,-10,2,0,-32,-6,-10,-6,-6,-18,-10,-6,-7,-11,-26,-10,-13,-9,-7,-21,-20,-17,-10,-11,10,-9
2020-03-19,-26,-6,-33,-18,-35,-13,-21,-8,-11,-20,-14,-3,-20,-38,-23,-16,-16,-10,-25,-14,-12,-5,-18,-31,-10,-18,-14,-13,-30,-26,-22,-15,-10,2,-13
2020-03-20,-31,-16,-41,-28,-39,-11,-25,-12,-12,-23,-21,-2,-30,-42,-14,-17,-7,-12,-23,-17,-19,-8,-20,-34,-12,-20,-16,-15,-35,-34,-28,-20,-18,7,-14
2020-03-21,-33,-23,-41,-27,-41,-23,-31,-12,-23,-28,-29,-7,0,-40,-26,-25,-17,-22,-27,-18,-25,-14,-27,-44,-18,-27,-18,-18,-40,-37,-29,-25,-21,-22,-26
2020-03-22,-42,-32,-49,-42,-49,-34,-41,-24,-26,-37,-35,-18,-28,-49,-25,-32,-22,-21,-32,-33,-35,-20,-38,-49,-26,-33,-29,-24,-49,-44,-38,-34,-30,-21,-34
2020-03-23,-41,-25,-43,-32,-50,-27,-35,-32,-29,-35,-33,-13,0,-53,-30,-29,-18,-27,-22,-31,-30,-22,-34,-44,-25,-33,-33,-25,-45,-41,-41,-30,-27,-9,-25
2020-03-24,-42,-27,-49,-30,-50,-32,-31,-21,-29,-32,-34,-22,-15,-56,-29,-28,-22,-30,-35,-30,-31,-18,-32,-48,-29,-32,-32,-25,-41,-43,-36,-29,-33,-36,-24
2020-03-25,-52,-35,-95,-39,-61,-26,-36,-34,-34,-40,-41,-35,0,-69,-29,-31,-27,-41,-44,-41,-39,-14,-38,-50,-39,-37,-37,-30,-45,-50,-44,-45,-35,-26,-33
2020-03-26,-46,-38,-75,-31,-55,-28,-38,-28,-32,-38,-38,-27,-41,-60,-35,-34,-33,-32,-44,-36,-38,-47,-36,-48,-40,-41,-40,-34,-46,-45,-42,-32,-36,-26,-35
2020-03-27,-49,-30,-61,-38,-56,-27,-44,-31,-34,-45,-40,-30,-19,-61,-31,-46,-35,-30,-43,-40,-42,-50,-37,-49,-39,-43,-37,-35,-52,-50,-43,-37,-43,-35,-37
2020-03-28,-50,-31,-62,-41,-56,-27,-49,-34,-35,-48,-44,-35,-33,-58,-32,-46,-28,-38,-44,-35,-45,-54,-39,-56,-41,-45,-38,-35,-54,-52,-48,-36,-47,-38,-45
2020-03-29,-54,-43,-63,-51,-58,-37,-54,-34,-43,-53,-45,-32,-28,-60,-40,-48,-42,-37,-47,-42,-50,-58,-46,-56,-40,-44,-42,-40,-65,-55,-49,-41,-49,-43,-50
2020-03-30,-51,-40,-58,-47,-58,-31,-45,-33,-39,-42,-41,-27,0,-63,-33,-43,-24,-33,-37,-40,-42,-53,-37,-47,-36,-39,-45,-37,-58,-50,-42,-40,-51,-46,-36
2020-03-31,-49,-41,-58,-51,-57,-34,-42,-33,-42,-41,-42,-32,-17,-62,-31,-39,-24,-32,-43,-36,-39,-49,-36,-52,-44,-37,-44,-38,-57,-49,-39,-41,-45,-52,-37
2020-04-01,-49,-43,-62,-52,-59,-39,-41,-26,-48,-40,-43,-38,-52,-62,-36,-43,-32,-33,-48,-45,-41,-49,-40,-48,-43,-39,-49,-33,-57,-47,-44,-43,-71,-52,-43
2020-04-02,-50,-45,-64,-60,-60,-47,-45,-35,-50,-44,-49,-39,-17,-63,-43,-45,-33,-42,-44,-44,-43,-47,-40,-55,-45,-45,-51,-39,-60,-49,-46,-46,-68,-46,-43
2020-04-03,-53,-50,-69,-65,-62,-46,-50,-36,-49,-50,-51,-34,-47,-63,-39,-43,-33,-41,-34,-47,-46,-47,-42,-56,-40,-47,-49,-40,-64,-54,-48,-52,-71,-45,-48
2020-04-04,-54,-51,-69,-65,-62,-52,-54,-39,-51,-53,-57,-35,0,-60,-44,-44,-31,-48,-40,-50,-48,-53,-44,-61,-52,-46,-53,-41,-68,-58,-50,-53,-72,-52,-52
2020-04-05,-58,-53,-71,-70,-63,-53,-60,-42,-54,-56,-55,-38,-52,-62,-56,-48,-35,-50,-44,-50,-54,-58,-54,-62,-49,-48,-54,-48,-72,-58,-56,-54,-73,-52,-58
2020-04-06,-54,-49,-67,-61,-63,-51,-50,-43,-52,-49,-49,-36,0,-63,-42,-41,-31,-43,-34,-48,-47,-52,-48,-58,-44,-47,-54,-42,-66,-53,-47,-51,-69,-50,-49
2020-04-07,-51,-42,-67,-56,-61,-54,-46,-44,-51,-46,-49,-34,-35,-62,-48,-38,-32,-43,-43,-49,-47,-50,-43,-61,-47,-47,-53,-42,-63,-50,-44,-52,-70,-53,-46
2020-04-08,-52,-45,-67,-64,-62,-48,-45,-42,-50,-45,-52,-40,-30,-63,-43,-39,-36,-43,-43,-52,-46,-51,-46,-59,-46,-48,-58,-41,-64,-49,-44,-53,-71,-52,-47
2020-04-09,-50,-47,-67,-61,-60,-51,-42,-43,-51,-42,-51,-41,-34,-61,-48,-38,-38,-45,-41,-46,-45,-51,-43,-58,-47,-50,-53,-45,-64,-46,-44,-50,-64,-50,-45
2020-04-10,-64,-51,-73,-69,-72,-52,-54,-43,-57,-55,-58,-51,-49,-79,-48,-45,-45,-57,-48,-64,-55,-53,-49,-63,-56,-51,-61,-49,-72,-64,-55,-58,-78,-57,-55
2020-04-11,-59,-50,-73,-64,-66,-55,-56,-47,-58,-56,-60,-53,-49,-69,-49,-47,-39,-55,-50,-59,-53,-54,-48,-67,-60,-57,-61,-50,-73,-60,-55,-58,-73,-62,-54
