date,JP,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi
2020-03-25,2,3,1,1,3,1,2,2,1,3,3,2,3,3,2,1,1,2,1,4,2,2,2,2,2,2,2,1,2,3,2,2,2,3,1,3,2,0,2,2,2,4,1,2,2,2,2,2
2020-03-26,3,3,2,3,4,2,2,3,2,3,3,2,4,3,3,2,2,3,2,4,3,3,2,2,3,3,2,3,2,2,4,2,3,3,3,4,2,1,2,3,2,6,1,1,2,2,3,2
2020-03-27,6,7,3,4,7,5,5,6,3,7,4,6,5,7,5,4,3,5,4,8,6,6,6,5,4,4,5,5,5,4,6,5,3,6,6,6,5,4,5,4,4,10,4,4,5,3,6,5
2020-03-28,7,6,3,3,9,6,6,6,4,6,5,6,5,6,7,4,3,5,5,11,5,7,6,5,4,6,5,5,6,5,7,5,5,7,6,9,5,3,5,6,6,13,3,4,5,3,5,6
2020-03-29,7,6,3,3,11,3,6,4,7,6,9,3,3,5,10,4,3,3,2,13,2,4,4,5,5,3,8,2,4,5,3,3,3,6,3,12,4,1,7,10,3,14,2,4,4,3,3,8
2020-03-30,5,5,3,3,7,3,4,4,3,4,5,4,3,4,5,3,3,4,5,8,4,5,4,4,4,4,4,3,5,3,5,3,3,5,4,7,4,2,4,5,3,10,2,2,4,3,4,5
2020-03-31,5,5,3,3,7,3,3,4,3,5,5,4,4,4,4,3,3,4,3,8,4,4,4,5,4,4,4,2,4,3,4,3,5,4,3,7,4,2,5,4,4,10,2,3,3,2,4,5
2020-04-01,7,6,3,3,9,5,5,6,3,6,6,6,4,6,6,4,2,6,4,11,5,6,7,6,5,3,5,4,6,4,5,6,5,7,5,9,6,4,6,6,6,13,4,5,6,4,5,6
2020-04-02,6,5,5,5,9,3,6,5,4,5,5,4,6,5,6,4,5,4,3,10,4,4,5,5,7,3,5,3,5,5,5,4,5,6,3,8,5,2,5,5,4,12,3,5,4,5,3,5
2020-04-03,7,6,5,5,9,5,6,6,5,6,6,5,5,6,7,5,5,4,4,11,5,6,6,5,6,4,5,5,5,4,6,5,5,7,5,9,5,3,6,5,4,14,3,5,4,5,5,6
2020-04-04,8,7,5,5,10,6,9,8,6,7,7,6,6,7,8,6,5,4,5,11,5,7,7,6,9,5,6,6,6,5,7,5,9,8,7,9,6,3,7,6,5,13,3,7,5,6,5,7
2020-04-05,8,7,7,6,10,6,10,8,7,8,7,5,5,6,9,7,6,5,5,10,5,6,7,7,9,5,6,6,6,7,6,5,6,7,7,9,6,3,7,7,5,12,4,8,5,7,5,7
2020-04-06,7,6,5,5,8,4,7,6,5,6,6,4,5,5,6,5,5,3,4,10,4,5,6,5,6,3,5,4,5,5,5,4,5,6,4,8,5,3,5,5,4,12,3,5,4,6,4,6
2020-04-07,8,6,4,4,10,4,7,7,4,7,6,5,5,6,7,5,4,4,4,12,5,5,6,5,7,4,4,4,6,4,5,4,9,7,4,9,5,3,6,5,4,15,3,5,4,6,5,6
2020-04-08,9,7,3,3,13,5,8,9,4,7,6,5,5,8,7,6,3,4,3,15,5,5,7,5,7,4,4,4,6,4,5,5,9,10,5,12,6,2,5,6,4,18,3,5,5,6,5,6
2020-04-09,10,7,4,5,15,5,8,10,5,7,7,5,6,10,8,6,4,5,4,17,5,6,8,6,8,5,5,5,7,4,6,5,11,11,5,14,6,4,6,8,5,21,3,5,6,7,5,7
2020-04-10,12,9,5,5,16,5,10,12,7,9,8,6,5,11,9,8,5,5,4,18,7,7,10,6,9,6,7,5,9,6,7,6,9,13,7,15,8,5,7,9,5,23,4,8,6,9,6,9
2020-04-11,12,12,7,7,13,8,12,13,9,12,10,11,7,12,10,10,7,7,6,15,10,9,11,9,10,8,10,8,9,8,9,8,12,13,10,13,9,8,10,10,7,17,7,10,8,11,8,11
