date,total,Burgenland,Carinthia,Lower Austria,Salzburg,Styria,Tyrol,Upper Austria,Vienna,Vorarlberg
2020-03-29,-42.27508470813592,18.998050129741042,-44.712959999999995,7.471362466947592,-72.68861565839124,-41.18257900740857,-81.24641071459968,-18.890524758422547,-42.80777025354335,-67.37448710546259
2020-03-30,-56.65802416709305,-27.43565111768954,-72.08352,-16.699347704397717,-80.89729330182627,-55.45305382621696,-82.08232228424662,-37.58285006180613,-51.50599337785242,-72.4656577588922
2020-03-31,-46.560578042550084,11.67374371659131,-45.68543999999999,-6.507315697018871,-70.86754856169541,-44.892198403270555,-72.97975045969913,-26.26816272560112,-46.489828741892104,-38.248321214002
2020-04-01,-33.727862327668475,10.4538264517126,-38.288639999999994,18.490264628771232,-61.18421805645889,-33.587325958635496,-68.07675260991147,-5.726617264038453,-32.53524601575824,-42.45489622071341
2020-04-02,-35.87853042432919,22.071857411325198,-40.22975999999999,21.571975400233104,-61.45311971393211,-34.719525774248666,-71.27837970505858,-11.301217470328575,-26.421446245091673,-47.02973636790408
2020-04-03,-45.48643220863777,5.336897892650483,-42.75071999999999,2.5844455403326303,-70.39768837016747,-41.19970471890524,-74.26650145060376,-23.744487140323418,-42.87200844208849,-55.03096094068776
2020-04-04,-35.8032768445197,14.82343561543957,-42.500159999999994,20.307854783933287,-59.69329712285295,-42.50030736423567,-74.98422255886388,-13.036905901834855,-25.801408077395017,-38.921259318640615
2020-04-05,-11.211991248668786,44.33006438909643,-25.0752,57.08642957979108,-45.5180649087934,-11.216389601902266,-67.61638169983226,32.270912240106476,-17.175802035789157,-23.920149665871218
2020-04-06,-22.031871739382858,20.979695261587327,-31.666559999999993,27.61727263537902,-51.593711255047644,-25.484961563877697,-63.427292362776114,11.812110240356198,-17.54074942578479,-39.3227442527198
2020-04-07,-6.3830878537355575,51.69663565236795,-9.645119999999999,57.58655265707623,-46.98506220739282,-12.511283676733804,-48.37039947142779,39.20019610025516,1.4849262424567027,-21.649814057555844
2020-04-08,-9.928719677180625,35.8415534680467,-17.567999999999998,49.615067112843484,-49.03866703635197,-13.008880738553712,-49.741027563961744,27.91918342874124,-2.9288890023628755,-30.823222775937136
2020-04-09,-19.37106358590833,33.843578735017,-24.904319999999995,51.19736126783519,-58.165055318636846,-16.413091612725086,-60.377215939891094,8.02996432890876,-1.2866257473825473,-45.425694905507356
2020-04-10,-22.221986046269993,14.675508640013332,-24.535679999999996,37.211062180786286,-55.46455539910157,-29.617966605074017,-54.7898571927186,3.8648893732598237,-9.617108516976637,-37.77565100792295
2020-04-11,-20.0000250845266,20.99986712187272,-40.000319999999995,51.00016988307704,-51.0004051068861,-30.00044082849964,-58.99991580518208,22.000139509325148,-10.999626053057016,-33.99998418105066
