date,BG,Blagoevgrad Province,Burgas,Dobrich Province,Gabrovo,Haskovo Province,Jambol,Kardzhali Province,Kyustendil Province,Lovec,Montana Province,Pazardzhik,Pernik,Pleven Province,Plovdiv Province,Razgrad,Ruse,Shumen Province,Silistra,Sliven Province,Smoljan,Sofia City Province,Sofia Province,Stara Zagora,Targovishte Province,Varna,Veliko Tarnovo Province,Vidin,Vraca
2020-03-01,16,7,17,0,0,22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,0,0,0,-1,13,0,0
2020-03-02,5,22,7,0,0,15,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,2,0,27,0,1,9,0,0
2020-03-03,-18,-10,-17,0,0,-17,0,0,0,0,0,0,0,0,-12,0,0,-12,0,0,0,-20,0,5,0,-17,-12,0,0
2020-03-04,7,7,11,0,0,2,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,6,0,7,0,6,3,0,0
2020-03-05,8,6,7,0,0,4,0,0,0,0,0,0,0,0,16,0,0,-2,0,0,0,6,0,0,0,-7,1,0,0
2020-03-06,5,-2,12,0,0,7,0,0,0,0,0,0,0,0,12,0,0,-6,0,0,0,4,0,12,0,-1,11,0,31
2020-03-07,4,-2,11,0,0,25,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,-2,0,10,0,-4,21,0,0
2020-03-08,0,-23,17,0,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,-6,0,20,0,-11,4,0,0
2020-03-09,-8,-13,2,0,0,-1,0,0,0,0,0,0,0,0,-3,0,0,-14,0,0,0,-11,0,14,0,-4,-3,0,9
2020-03-10,-10,-8,-1,0,0,6,0,0,0,0,0,0,0,0,-8,0,0,-21,0,0,0,-11,0,7,0,-13,-5,0,17
2020-03-11,-6,-1,5,0,0,-1,0,0,0,0,0,0,0,0,-4,0,0,-7,0,0,0,-10,0,11,0,-7,0,0,0
2020-03-12,-2,8,7,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-8,0,15,0,-10,3,0,0
2020-03-13,-9,0,2,0,0,11,0,2,0,0,0,0,0,0,-3,0,-12,-2,0,0,0,-15,0,17,0,-19,-5,0,-13
2020-03-14,-28,-12,-15,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,-22,0,0,0,-37,0,4,0,-29,-15,0,-25
2020-03-15,-47,-46,-36,0,0,-27,0,0,0,0,0,-59,0,0,-46,0,0,-54,0,0,0,-51,0,-20,0,-48,-44,0,-44
2020-03-16,-42,-39,-32,0,0,-30,0,-42,0,0,0,0,0,0,-33,0,0,-37,0,0,0,-49,0,4,0,-38,-30,0,-36
2020-03-17,-48,-42,-36,0,0,-38,0,-50,0,0,0,0,0,0,-38,0,0,-44,0,0,0,-55,0,-9,0,-48,-28,0,-48
2020-03-18,-51,-45,-37,0,0,-42,0,-53,0,0,0,-44,0,0,-44,0,-35,-39,0,0,0,-58,0,-7,0,-50,-35,0,-41
2020-03-19,-50,-53,-37,0,0,-44,0,-62,0,0,0,0,0,0,-45,0,-35,-36,0,0,0,-58,0,6,0,-55,-35,0,-41
2020-03-20,-50,-51,-42,0,0,-54,0,-62,0,0,0,-51,0,0,-44,0,-33,-47,0,0,0,-56,0,7,0,-57,-36,0,-37
2020-03-21,-54,-52,-52,0,0,-56,0,-73,0,0,0,0,0,0,-51,0,0,-55,0,0,0,-59,0,-19,0,-61,-48,0,-35
2020-03-22,-62,-64,-53,0,0,-69,0,0,0,0,0,-69,0,0,-60,0,0,-76,0,0,0,-65,0,-27,0,-71,-56,0,-54
2020-03-23,-62,-62,-54,0,0,-63,0,-70,0,0,0,-53,0,0,-56,0,-51,-61,0,0,0,-67,0,-29,0,-62,-48,0,-45
2020-03-24,-65,-55,-58,0,0,-67,0,-75,-58,0,-79,-58,0,0,-58,0,-53,-69,0,-62,0,-69,0,-38,0,-66,-55,0,-56
2020-03-25,-63,-52,-57,0,0,-67,0,-71,0,0,0,-50,0,0,-57,0,-54,-65,0,0,0,-68,0,-34,0,-64,-51,0,-48
2020-03-26,-61,-56,-51,0,0,-63,0,-78,0,0,0,-50,0,0,-54,0,-49,-57,0,0,0,-67,0,-25,0,-65,-45,0,-50
2020-03-27,-59,-57,-52,0,0,-60,0,-79,-46,0,-58,-39,0,0,-53,0,-43,-58,0,-51,0,-63,0,-20,0,-65,-48,0,-54
2020-03-28,-57,-55,-51,0,0,-62,0,-76,0,0,0,0,0,0,-54,0,0,-50,0,0,0,-62,0,-24,0,-68,-44,0,-50
2020-03-29,-58,-55,-51,0,0,-67,0,0,0,0,0,-69,0,0,-54,0,0,-70,0,0,0,-62,0,-10,0,-76,-56,0,-49
2020-03-30,-55,-48,-46,0,0,-57,0,-72,0,0,0,0,0,0,-49,0,-46,-49,0,0,0,-61,0,-2,0,-59,-36,0,-47
2020-03-31,-59,-52,-48,0,0,-62,0,-75,0,0,0,0,0,0,-51,0,-50,-56,0,0,0,-64,0,-29,0,-63,-44,0,-50
2020-04-01,-64,-54,-51,0,0,-66,0,-71,0,0,-72,-50,0,0,-54,0,-54,-52,0,0,0,-70,0,-38,0,-62,-51,0,-54
2020-04-02,-60,-54,-51,0,0,-65,0,-75,0,0,0,-50,0,0,-54,0,-49,-50,0,0,0,-66,0,-27,0,-63,-43,0,-41
2020-04-03,-56,-51,-45,0,0,-64,0,-72,0,0,-58,-46,0,0,-50,0,-50,-55,0,0,0,-62,0,-15,0,-65,-43,0,-44
2020-04-04,-64,-58,-53,0,0,-71,0,-81,0,0,0,0,0,0,-63,0,-59,-65,0,0,0,-69,0,-39,0,-71,-49,0,-50
2020-04-05,-65,-71,-60,0,0,-75,0,0,0,0,0,-69,0,0,-65,0,0,-65,0,0,0,-69,0,-37,0,-77,-54,0,-54
2020-04-06,-56,-48,-51,0,0,-56,0,-72,0,0,0,-39,0,0,-47,0,-44,-53,0,0,0,-62,0,-16,0,-64,-39,0,-40
2020-04-07,-53,-45,-40,0,0,-59,0,-75,0,0,0,0,0,0,-43,0,-45,-52,0,0,0,-60,0,-10,0,-62,-32,0,-44
2020-04-08,-51,-48,-45,0,0,-58,0,-61,0,0,0,0,0,0,-43,0,-46,-50,0,0,0,-58,0,2,0,-57,-35,0,-30
2020-04-09,-48,-46,-39,0,0,-55,0,-60,0,0,0,0,0,0,-42,0,-43,-41,0,0,0,-56,0,13,0,-61,-35,0,-30
2020-04-10,-48,-43,-38,0,0,-56,0,-66,0,0,0,-39,0,0,-43,0,-45,-43,0,0,0,-54,0,10,0,-59,-35,0,-35
2020-04-11,-46,-43,-38,0,0,-50,0,-65,0,0,0,0,0,0,-46,0,-59,-48,0,0,0,-53,0,10,0,-63,-41,0,-38
