date,MX,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico City,Michoacán,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,State of Mexico,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
2020-03-11,-1,-1,-1,-2,-1,-1,-3,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-1,-2,-1,-2,-1,-1,-2,-3,-2,-2,-2,-2,-2
2020-03-12,-2,-2,2,-1,-1,-2,-3,-2,-1,-3,-2,-2,-2,-1,-1,-3,-2,-2,-1,-2,-1,-2,0,-2,-2,2,-2,-3,-3,-2,-3,-1,-2
2020-03-13,-1,-1,1,-1,-2,-3,-2,-2,-1,-2,-1,-1,-1,-1,0,-2,-1,-1,-2,-2,1,0,-1,-1,-1,-1,-1,-3,-3,-2,-2,-2,-2
2020-03-14,-1,-2,1,-2,-1,-1,-3,-3,-1,-2,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-1,-2,-1,-2,-1,-2,-1,-2,-3,-2,-3,-1,-1
2020-03-15,-1,-2,1,-1,0,0,-2,-2,0,-1,-1,0,-1,-1,-1,-1,-1,-2,0,0,0,-2,1,-3,-1,-2,-2,-2,-2,-1,-1,2,-1
2020-03-16,13,15,13,9,10,7,12,13,10,11,13,6,9,13,15,8,10,8,19,7,12,16,11,13,10,10,14,8,10,12,8,15,8
2020-03-17,2,3,0,-1,0,-2,-1,0,5,0,4,-1,-2,4,3,2,0,1,7,-2,1,2,2,2,1,6,1,-3,4,4,0,9,-1
2020-03-18,6,7,10,3,4,1,3,3,8,3,6,1,1,8,8,4,5,6,10,0,4,8,4,5,4,13,4,0,7,7,2,12,1
2020-03-19,7,8,10,4,7,2,4,7,12,7,7,3,2,10,9,5,7,8,12,1,5,10,7,6,6,10,5,2,8,8,3,14,1
2020-03-20,9,11,10,7,8,4,6,10,14,9,9,6,4,12,11,7,8,10,15,3,7,13,9,9,7,12,8,5,9,9,5,15,7
2020-03-21,9,10,10,8,10,6,7,10,14,8,8,5,7,12,10,6,7,10,14,5,7,10,11,8,8,10,7,8,8,5,6,15,8
2020-03-22,8,9,9,10,11,7,7,9,14,8,7,6,7,13,8,6,7,10,13,5,7,9,12,7,9,10,5,9,8,6,7,16,10
2020-03-23,12,13,12,13,14,9,10,12,14,12,9,8,11,18,15,9,10,13,15,9,11,14,16,12,12,13,11,10,10,10,9,17,12
2020-03-24,14,15,13,14,15,10,11,14,15,13,12,9,13,20,17,10,11,14,17,10,13,16,17,14,14,14,13,13,12,12,10,19,14
2020-03-25,16,17,15,15,17,12,13,16,15,14,13,10,15,19,19,11,13,14,18,11,14,16,19,15,15,15,15,14,14,13,11,19,15
2020-03-26,16,18,16,17,19,13,15,16,16,14,14,12,15,17,20,11,14,15,19,12,16,18,21,16,15,15,16,16,14,14,12,21,16
2020-03-27,17,20,16,18,18,13,17,17,17,15,15,12,16,18,22,13,15,16,19,13,16,19,22,17,17,17,17,16,15,14,13,22,16
2020-03-28,12,14,14,16,14,10,13,12,14,11,12,9,11,12,14,10,12,13,13,9,11,13,19,12,12,12,12,13,11,9,10,17,12
2020-03-29,11,12,13,15,14,11,13,12,13,10,10,9,11,12,12,9,11,12,13,9,11,11,19,10,13,13,9,12,11,10,10,18,12
2020-03-30,15,18,14,17,17,12,15,16,14,14,13,11,14,14,19,11,14,14,17,12,15,17,22,16,15,17,15,14,13,14,12,20,15
2020-03-31,16,19,17,17,17,13,16,17,14,13,16,11,15,15,21,11,14,14,18,12,16,18,22,16,16,17,16,16,14,14,12,20,15
2020-04-01,18,21,18,19,19,14,16,18,14,14,17,12,17,16,22,12,16,15,19,13,17,19,24,18,17,19,17,16,15,15,13,23,16
2020-04-02,19,22,18,21,21,16,18,20,17,16,18,14,17,19,24,13,17,16,21,14,19,21,27,19,18,19,19,19,16,17,14,27,18
2020-04-03,21,24,19,22,22,16,20,21,18,17,19,16,19,20,26,14,18,18,21,16,20,23,28,21,20,22,20,20,17,18,16,28,19
2020-04-04,16,16,17,20,16,13,15,16,15,12,15,12,14,15,18,12,15,15,17,13,14,16,24,14,15,16,14,16,14,12,12,23,14
2020-04-05,13,14,15,17,15,13,13,13,15,11,12,12,12,14,14,11,13,14,15,11,12,13,22,11,15,14,11,14,13,10,12,22,13
2020-04-06,19,21,19,24,20,16,19,20,16,16,18,14,17,19,24,14,17,18,22,15,18,22,28,20,19,20,18,18,17,16,14,27,17
2020-04-07,20,22,21,24,20,15,20,21,16,16,20,14,17,19,25,13,17,17,23,15,18,22,28,20,20,20,19,20,19,17,14,27,17
2020-04-08,20,22,22,25,21,16,19,21,15,16,19,14,17,19,25,13,17,17,23,15,18,22,28,20,20,20,19,19,19,17,14,27,16
2020-04-09,23,25,24,29,25,19,24,24,20,19,23,18,19,24,29,16,20,21,27,18,21,26,32,24,24,23,23,23,23,19,17,30,19
2020-04-10,30,31,34,32,29,23,31,30,26,25,29,23,26,30,35,23,27,26,32,24,28,34,35,29,29,28,29,27,28,27,23,36,23
2020-04-11,20,19,22,26,20,17,20,20,20,17,19,16,17,19,22,16,19,21,21,17,18,21,28,19,22,21,18,20,18,15,16,26,16
