date,LV,Ādaži Municipality,Aizkraukle Municipality,Aloja Municipality,Alūksne Municipality,Babīte Municipality,Baldone Municipality,Balvi Municipality,Bauska Municipality,Burtnieki Municipality,Carnikava Municipality,Cēsis Municipality,City of Liepāja,Daugavpils,Daugavpils Municipality,Dobele Municipality,Engure Municipality,Garkalne Municipality,Grobiņa Municipality,Gulbene Municipality,Iecava Municipality,Ikšķile Municipality,Inčukalns Municipality,Jēkabpils,Jēkabpils Municipality,Jelgava,Jelgava Municipality,Jūrmala,Ķegums Municipality,Ķekava Municipality,Kocēni Municipality,Krāslava Municipality,Krimulda Municipality,Kuldīga Municipality,Lielvārde Municipality,Limbaži Municipality,Madona Municipality,Mārupe Municipality,Ogre Municipality,Olaine Municipality,Ozolnieki Municipality,Preiļi Municipality,Priekuļi Municipality,Rēzekne,Rēzekne Municipality,Riga,Ropaži Municipality,Salacgrīva Municipality,Salaspils Municipality,Saldus Municipality,Saulkrasti Municipality,Sigulda Municipality,Smiltene Municipality,Stopiņi Municipality,Talsi Municipality,Tukums Municipality,Valmiera,Ventspils,Ventspils Municipality
2020-02-25,0,-2,0,NA,0,0,NA,NA,-1,NA,0,11,-3,13,NA,0,0,0,NA,0,NA,-2,NA,5,NA,-7,0,-5,NA,0,NA,NA,NA,0,NA,0,-2,-4,0,0,0,NA,NA,-12,0,-1,NA,NA,7,0,NA,0,0,0,-4,0,1,7,NA
2020-02-26,2,-2,0,NA,0,0,NA,NA,4,NA,0,5,-5,11,NA,0,0,0,NA,0,NA,4,NA,-5,NA,-2,0,1,NA,0,NA,NA,NA,0,NA,0,-2,0,0,0,0,NA,NA,-4,0,5,NA,NA,2,9,NA,0,0,0,0,0,0,-4,NA
2020-02-27,0,4,0,NA,NA,0,NA,NA,4,NA,0,-2,-1,-15,NA,0,0,0,NA,-2,NA,0,NA,-6,NA,-7,0,2,NA,0,NA,NA,NA,2,NA,0,-2,-11,0,0,0,NA,NA,-7,0,2,NA,NA,1,0,NA,0,0,0,-8,-6,-2,11,NA
2020-02-28,2,-2,0,0,0,0,NA,NA,6,NA,0,-4,-2,-18,NA,0,0,0,NA,-4,NA,7,NA,-1,NA,3,0,4,NA,0,0,NA,NA,13,NA,0,-6,-2,-4,0,0,NA,NA,-26,0,4,NA,NA,-6,5,NA,0,0,-12,-8,9,9,16,NA
2020-02-29,4,6,0,NA,NA,NA,NA,NA,-5,0,NA,-1,0,-16,NA,0,NA,NA,NA,0,NA,5,NA,7,NA,4,NA,2,NA,NA,NA,NA,NA,18,NA,0,0,2,0,0,NA,NA,NA,-8,NA,6,NA,NA,7,9,NA,0,0,NA,-7,-5,2,1,NA
2020-03-01,8,0,NA,NA,NA,NA,NA,NA,3,NA,NA,0,18,-19,NA,0,NA,NA,NA,NA,NA,9,NA,-4,NA,6,NA,7,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,-13,NA,9,NA,NA,8,0,NA,0,NA,NA,0,0,6,10,NA
2020-03-02,0,9,0,NA,0,0,NA,NA,-3,NA,0,0,2,-14,NA,0,0,0,NA,-9,NA,6,NA,0,NA,-5,0,0,NA,0,NA,NA,NA,0,NA,0,-2,0,0,0,0,NA,NA,-16,0,1,NA,NA,-6,0,NA,0,0,0,-2,0,-2,2,NA
2020-03-03,2,4,0,NA,0,0,NA,NA,-4,NA,0,7,-1,-17,NA,0,0,0,NA,-4,NA,0,NA,-8,NA,2,0,2,NA,0,NA,NA,NA,0,NA,0,-2,0,0,0,0,NA,NA,-19,0,4,NA,NA,3,0,NA,0,0,0,-4,2,7,0,NA
2020-03-04,-1,4,0,NA,0,0,NA,NA,-6,NA,0,-2,1,-15,NA,0,0,0,NA,0,NA,-2,NA,0,NA,1,0,1,NA,0,NA,NA,NA,0,NA,0,-11,-2,0,0,0,NA,NA,-4,0,0,NA,NA,8,0,NA,0,0,0,-2,0,-6,4,NA
2020-03-05,4,-2,0,NA,NA,0,NA,NA,7,NA,0,-7,1,-8,NA,0,0,0,NA,4,NA,8,NA,2,NA,2,0,7,NA,0,NA,NA,NA,0,NA,0,-2,-4,0,0,0,NA,NA,-5,0,6,NA,NA,-1,0,NA,0,0,0,2,2,3,6,NA
2020-03-06,7,4,0,0,0,0,NA,NA,11,NA,0,13,9,-6,NA,0,0,0,NA,13,NA,17,NA,5,NA,12,0,9,NA,0,0,NA,NA,15,NA,0,3,4,0,0,0,NA,NA,-16,0,7,NA,NA,-1,14,NA,0,0,0,0,11,6,21,NA
2020-03-07,11,7,0,NA,NA,NA,NA,NA,2,0,NA,7,16,-1,NA,0,NA,NA,NA,15,NA,2,NA,16,NA,11,NA,7,NA,NA,NA,NA,NA,21,NA,0,7,7,0,0,NA,NA,NA,5,NA,12,NA,NA,19,25,NA,0,0,NA,10,4,15,15,NA
2020-03-08,31,0,NA,NA,NA,NA,NA,NA,23,NA,NA,0,51,13,NA,0,NA,NA,NA,NA,NA,0,NA,28,NA,26,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,NA,31,NA,NA,36,NA,NA,0,NA,NA,0,0,19,45,NA
2020-03-09,2,-4,NA,NA,0,0,NA,NA,-3,NA,0,-9,-1,-5,NA,0,0,0,NA,4,NA,2,NA,2,NA,5,0,5,NA,0,NA,NA,NA,0,NA,0,-4,-5,0,0,0,NA,NA,-17,0,4,NA,NA,-5,0,NA,0,0,0,9,0,4,-5,NA
2020-03-10,5,2,0,NA,0,0,NA,NA,4,NA,0,5,9,-12,NA,0,0,0,NA,0,NA,-4,NA,3,NA,2,0,9,NA,0,NA,NA,NA,0,NA,0,5,0,0,0,0,NA,NA,-12,0,5,NA,NA,5,0,NA,0,0,0,2,-9,8,8,NA
2020-03-11,3,-7,NA,NA,0,0,NA,NA,3,NA,0,12,4,-12,NA,0,0,0,NA,0,NA,6,NA,10,NA,12,0,1,NA,0,NA,NA,NA,0,NA,0,-4,2,0,0,0,NA,NA,0,0,3,NA,NA,5,9,NA,0,0,0,6,0,9,10,NA
2020-03-12,14,0,0,NA,NA,0,NA,NA,4,NA,0,33,16,-3,NA,0,0,0,NA,10,NA,17,NA,11,NA,18,0,17,NA,0,NA,NA,NA,0,NA,0,3,0,0,0,0,NA,NA,-3,0,16,NA,NA,15,0,NA,0,0,0,12,0,16,12,NA
2020-03-13,12,4,0,0,0,0,NA,NA,4,NA,0,27,17,0,0,0,0,0,NA,19,NA,24,NA,14,NA,27,0,16,NA,0,0,NA,NA,19,NA,0,7,-2,0,0,0,NA,NA,-9,0,10,NA,NA,2,12,NA,0,0,0,10,0,13,16,NA
2020-03-14,1,-13,0,NA,NA,NA,NA,NA,-16,0,NA,0,17,-19,NA,0,NA,NA,NA,8,NA,7,NA,4,NA,11,NA,-3,NA,NA,0,NA,NA,7,NA,0,1,-13,0,0,NA,NA,NA,-2,NA,-2,NA,NA,0,11,NA,0,0,NA,-2,0,-9,3,NA
2020-03-15,12,-11,NA,NA,NA,NA,NA,NA,-3,NA,NA,0,35,-16,NA,0,NA,NA,NA,NA,NA,9,NA,2,NA,15,NA,21,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,-10,NA,7,NA,NA,7,0,NA,0,NA,NA,0,0,-9,18,NA
2020-03-16,-7,-11,0,NA,0,0,NA,NA,-12,NA,0,-16,-1,-12,0,0,0,0,NA,-7,NA,-12,NA,-10,NA,-5,0,-4,NA,0,0,NA,NA,0,NA,0,-4,-7,0,0,0,NA,NA,-27,0,-9,NA,NA,-13,-7,NA,0,0,0,0,0,-16,-14,NA
2020-03-17,-5,-15,0,NA,0,0,NA,NA,-16,NA,0,2,-3,-19,0,0,0,0,NA,-9,NA,-4,0,-13,NA,0,0,7,NA,0,0,NA,NA,0,NA,0,-12,-11,0,0,0,NA,NA,-23,0,-9,0,NA,-4,0,NA,0,0,0,-15,4,-20,-7,NA
2020-03-18,-13,-20,0,NA,0,0,NA,NA,-18,NA,0,-17,3,-23,0,0,0,0,NA,-9,NA,-16,0,-19,NA,-2,0,-10,NA,0,0,NA,NA,0,NA,0,-23,-16,0,0,0,NA,NA,-11,0,-16,NA,NA,-15,-15,NA,0,0,0,-12,0,-28,-12,NA
2020-03-19,-11,-30,0,NA,0,0,NA,NA,-21,NA,0,-19,-2,-27,0,0,0,0,NA,-4,0,-11,0,-21,NA,-7,0,2,NA,0,0,NA,NA,0,NA,0,-22,-13,0,0,0,NA,NA,-14,0,-15,NA,NA,-15,-18,0,-26,0,0,-4,-6,-22,-6,NA
2020-03-20,-14,-34,0,0,0,0,NA,NA,-27,0,0,-21,-3,-25,0,0,0,0,NA,-6,0,-10,NA,-16,NA,-2,0,-12,NA,0,0,NA,NA,-9,0,0,-20,-21,-4,0,0,0,NA,-32,0,-18,NA,NA,-21,-20,NA,0,0,0,-12,-6,-26,-8,NA
2020-03-21,-13,-28,0,NA,NA,NA,NA,NA,-29,0,NA,-19,0,-26,NA,0,NA,NA,NA,-4,NA,-9,NA,-20,NA,-7,NA,-12,0,NA,0,NA,NA,-12,0,0,-24,-24,0,0,NA,NA,NA,-27,NA,-18,NA,0,-14,-13,NA,-13,0,NA,-7,-11,-31,-14,NA
2020-03-22,-9,-39,0,NA,NA,NA,NA,NA,-20,NA,NA,0,14,-27,NA,0,NA,NA,NA,NA,NA,-7,NA,-13,0,-2,NA,-12,NA,NA,NA,0,NA,0,NA,NA,-16,0,0,NA,NA,NA,NA,-27,NA,-16,NA,NA,-13,0,NA,0,NA,NA,0,0,-25,4,NA
2020-03-23,-17,-36,0,NA,0,0,NA,NA,-21,NA,0,-21,-6,-27,0,0,0,0,NA,-9,NA,-17,NA,-23,NA,-15,0,-13,NA,0,0,NA,NA,0,NA,0,-21,-16,0,0,0,NA,NA,-38,0,-22,0,NA,-22,-9,0,-41,0,0,-13,0,-25,-21,0
2020-03-24,-15,-35,0,NA,0,0,NA,NA,-22,NA,0,-20,-12,-27,0,0,0,0,NA,-11,NA,-13,0,-21,NA,-7,0,-8,NA,0,0,NA,NA,0,0,0,-18,-18,0,0,0,NA,NA,-27,0,-20,0,NA,-14,-12,0,0,0,0,-17,-6,-29,-15,0
2020-03-25,-13,-30,0,NA,0,0,NA,NA,-24,NA,0,-17,-1,-23,0,0,0,0,NA,0,0,-14,0,-22,NA,-5,0,-8,NA,0,0,NA,NA,0,NA,0,-19,-16,0,0,0,NA,NA,-20,0,-19,NA,NA,-14,-20,0,0,0,0,-2,0,-22,-6,NA
2020-03-26,-14,-33,0,NA,0,0,NA,NA,-23,NA,0,-14,-8,-27,0,0,0,0,NA,-4,0,-9,0,-16,NA,-7,0,-5,NA,0,0,NA,NA,-17,0,0,-19,-11,0,0,0,NA,NA,-19,0,-19,NA,NA,-18,-13,0,-26,0,0,-6,-8,-23,-14,NA
2020-03-27,-11,-30,0,0,0,0,NA,NA,-19,NA,0,-20,-1,-27,0,0,0,0,NA,0,0,-5,NA,-20,NA,-4,0,-2,NA,0,0,NA,NA,-6,NA,0,-16,-10,0,0,0,0,NA,-30,0,-17,0,NA,-16,-12,NA,0,0,0,-8,6,-21,-5,NA
2020-03-28,-10,-20,0,NA,NA,NA,NA,NA,-22,0,NA,-16,3,-22,NA,0,NA,NA,NA,8,NA,-7,NA,-19,NA,3,NA,-8,0,NA,0,NA,NA,-11,NA,0,-24,-20,0,0,NA,NA,NA,-17,NA,-20,NA,NA,-1,-11,NA,-18,0,NA,-10,4,-25,-8,NA
2020-03-29,-22,-48,0,NA,NA,NA,NA,NA,-36,0,NA,0,-8,-37,NA,0,NA,NA,NA,NA,NA,-22,NA,-30,NA,-23,NA,-31,0,NA,0,0,NA,0,NA,NA,-23,0,0,NA,NA,NA,NA,-40,NA,-28,NA,NA,-24,0,NA,0,NA,NA,0,0,-35,-10,NA
2020-03-30,-22,-45,0,NA,0,0,NA,NA,-21,NA,0,-30,-12,-27,0,0,0,0,NA,-11,0,-23,NA,-32,NA,-24,0,-21,NA,0,0,NA,NA,0,0,0,-27,-9,0,0,0,NA,NA,-38,0,-27,0,NA,-28,-19,0,-41,0,0,-21,0,-31,-24,0
2020-03-31,-19,-28,0,NA,0,0,NA,NA,-22,NA,0,-20,-8,-31,0,0,0,0,NA,-9,0,-24,0,-23,NA,-15,0,-12,NA,0,0,NA,NA,0,0,0,-21,-16,0,0,0,NA,NA,-34,0,-24,0,NA,-19,-21,0,-34,0,0,-10,-4,-20,-19,0
2020-04-01,-22,-39,0,NA,0,0,NA,NA,-28,NA,0,-24,-14,-32,0,0,0,0,NA,-7,0,-16,0,-27,NA,-20,0,-20,NA,0,0,NA,NA,0,NA,0,-25,-16,0,0,0,NA,NA,-25,0,-27,NA,NA,-20,-30,NA,0,0,0,-19,-19,-33,-15,NA
2020-04-02,-24,-35,0,NA,0,0,NA,NA,-30,NA,0,-31,-19,-37,0,0,0,0,NA,-15,0,-19,0,-30,NA,-20,0,-20,NA,0,0,NA,NA,-11,NA,0,-24,-22,0,0,0,NA,NA,-31,0,-28,0,NA,-20,-18,0,-33,0,0,-10,-14,-34,-19,NA
2020-04-03,-19,-25,0,0,0,0,NA,NA,-25,0,0,-25,-9,-32,0,0,0,0,NA,-10,0,-16,NA,-23,NA,-16,0,-17,NA,0,0,NA,NA,-9,0,0,-22,-17,-16,0,0,0,NA,-40,0,-23,0,NA,-22,-21,NA,-22,0,-9,-10,-15,-29,-15,NA
2020-04-04,-15,-35,0,NA,NA,0,NA,NA,-28,0,NA,-14,2,-27,NA,0,NA,NA,NA,-8,NA,-11,NA,-22,NA,-5,NA,-23,0,NA,0,NA,NA,-9,0,0,-24,-15,0,0,NA,NA,NA,-30,NA,-21,NA,0,-6,-21,NA,-29,0,NA,-10,-4,-33,-7,NA
2020-04-05,-6,-30,0,NA,NA,NA,NA,NA,-14,NA,NA,0,6,-27,NA,0,NA,NA,NA,NA,NA,-2,NA,-20,NA,-8,NA,-8,NA,NA,NA,0,NA,0,NA,NA,-18,0,0,NA,NA,NA,NA,-27,NA,-14,NA,NA,-4,0,NA,0,NA,NA,0,0,-23,-4,NA
2020-04-06,-14,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,-20,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,-20,0,NA,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,-7,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,-16,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,-16,0,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-08,-8,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,-17,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,-16,0,NA,0,0,NA,0,0,0,0,0,0,0,NA
2020-04-09,0,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,-12,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,-11,0,NA,0,0,0,0,0,0,0,0,0,0,NA
2020-04-10,-11,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,-22,NA,NA,0,0,NA,0,0,0,0,0,0,0,0
2020-04-11,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
