date,CO,Amazonas Department,Antioquia,Arauca,Atlantico,Bogota,Bolivar,Boyaca,Caldas,Caquetá,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guaviare,Huila,La Guajira,Magdalena,Meta,Narino,North Santander,Putumayo,Quindio,Risaralda,San Andrés and Providencia,Santander,Sucre,Tolima,Valle del Cauca,Vichada
2020-02-27,-5,-12,-3,0,-1,-2,-5,-6,-5,0,-5,-8,-8,-16,-2,-8,-9,-4,-9,-6,-6,-6,0,-8,-8,-12,-10,-9,-8,-7,-4,0
2020-02-28,3,11,3,-2,8,7,-3,-1,-3,9,-1,-4,-5,-19,1,-7,0,0,-3,-7,-5,-3,3,-5,-10,-5,-9,-2,-15,-5,2,0
2020-02-29,8,22,7,1,9,12,2,0,-1,8,0,4,-2,-10,5,-1,1,4,4,-3,4,1,8,1,-4,-3,-8,5,-4,0,11,0
2020-03-01,5,12,1,-5,8,11,-1,-1,-1,4,1,-4,-4,-7,3,0,4,7,-2,-7,5,2,7,-5,-7,12,-10,4,-9,-1,7,0
2020-03-02,2,4,1,-3,9,5,-2,-6,-4,-3,-3,-4,-2,-8,-1,-6,-10,0,2,-3,0,-3,2,-8,-5,-3,-6,-2,-5,-4,2,NA
2020-03-03,0,-2,-1,-5,5,6,1,-4,-1,-8,-2,-5,-3,-14,-3,-8,-18,-1,-5,-4,-1,-3,2,-4,-12,-2,-2,-2,-12,-3,2,0
2020-03-04,-1,15,-4,-3,7,2,0,-1,-1,-5,-3,-4,-1,-10,-2,-7,-5,-2,-10,-6,-2,-1,3,-7,-5,-1,-5,-1,-6,-2,-2,0
2020-03-05,-1,14,-1,-1,2,5,-2,0,-4,-3,0,-5,-6,-10,0,-5,-7,-2,-7,-8,-1,-2,3,-6,-5,-6,-1,-5,-3,-3,-2,0
2020-03-06,1,13,0,-5,4,4,-3,0,-9,-1,1,-6,-8,-20,-3,-7,-3,-3,-8,-11,-5,-1,5,0,-10,-5,-10,-2,-15,-4,1,0
2020-03-07,3,22,2,-2,5,4,-2,2,-5,6,2,1,-5,-14,-1,-4,-1,2,-2,-7,3,5,8,3,-9,-6,-6,3,-9,-5,3,0
2020-03-08,6,21,5,6,10,4,3,8,-3,17,13,5,1,5,5,1,-18,18,2,-1,10,12,17,14,3,8,-2,10,6,7,11,0
2020-03-09,-5,15,-8,-7,-2,-1,-8,-7,-11,-9,-5,-6,-9,-12,-9,-13,-13,-6,-8,-10,-7,-7,-2,-6,-10,-8,-6,-8,-10,-10,-5,NA
2020-03-10,-7,-20,-8,-12,-2,-4,-5,-7,-11,-11,-5,-12,-8,-15,-8,-13,-13,-7,-9,-11,-4,-6,-2,-7,-15,-6,-4,-5,-14,-8,-8,0
2020-03-11,-8,-4,-11,-7,-5,-5,-5,-6,-8,-8,-4,-8,-7,-16,-9,-9,-4,-8,-9,-10,-6,-4,-3,-7,-14,-7,-13,-5,-11,-7,-7,0
2020-03-12,-9,3,-10,-10,-4,-6,-10,-4,-10,-6,-5,-10,-7,-16,-6,-8,-2,-9,-11,-10,-7,-4,-3,-3,-11,-13,-10,-9,-8,-10,-8,0
2020-03-13,-6,-5,-8,-5,1,-6,-12,-7,-12,-6,-8,-13,-9,-27,-10,-11,-8,-8,-9,-16,-15,-5,-2,-4,-16,-9,-13,-8,-20,-10,-5,0
2020-03-14,-5,3,-3,-7,1,-6,-10,-11,-15,-4,-2,-5,-9,-16,-8,-9,-2,-7,-7,-16,-7,-3,-5,1,-14,-9,-10,-7,-14,-16,-2,0
2020-03-15,-14,6,-14,-15,-7,-16,-24,-15,-21,-3,-6,-14,-13,-13,-11,-15,-14,-15,-12,-24,-17,-8,-13,0,-23,-15,-17,-12,-21,-19,-10,0
2020-03-16,-15,6,-15,-13,-10,-15,-25,-15,-25,-11,-8,-13,-14,-20,-22,-12,-15,-16,-15,-23,-16,-15,-14,-12,-23,-17,-17,-15,-15,-24,-13,NA
2020-03-17,-23,-2,-26,-17,-24,-19,-41,-18,-35,-22,-19,-22,-16,-24,-26,-16,-19,-27,-25,-33,-26,-17,-30,-20,-31,-23,-22,-20,-30,-28,-21,0
2020-03-18,-29,0,-34,-16,-34,-24,-45,-25,-51,-27,-19,-24,-19,-17,-27,-19,-13,-34,-29,-39,-28,-20,-46,-22,-37,-36,-33,-27,-32,-37,-28,0
2020-03-19,-31,-12,-38,-11,-40,-22,-53,-31,-54,-27,-23,-28,-25,-20,-29,-12,-23,-37,-32,-42,-21,-24,-51,-18,-43,-45,-42,-33,-34,-40,-31,0
2020-03-20,-62,-11,-44,-30,-47,-90,-57,-66,-59,-22,-30,-46,-38,-40,-40,-80,-17,-41,-41,-53,-86,-39,-56,-26,-58,-46,-53,-44,-51,-49,-37,0
2020-03-21,-83,-31,-88,-30,-58,-87,-88,-83,-90,-83,-70,-61,-54,-63,-45,-80,-85,-87,-44,-60,-84,-79,-91,-57,-71,-90,-88,-89,-54,-91,-88,0
2020-03-22,-85,-52,-87,-49,-72,-88,-87,-82,-90,-77,-73,-84,-78,-64,-59,-85,-83,-87,-57,-78,-82,-80,-90,-75,-92,-89,-91,-88,-68,-89,-87,0
2020-03-23,-86,-55,-89,-51,-76,-89,-88,-82,-89,-81,-76,-85,-81,-68,-60,-81,-82,-87,-59,-81,-78,-80,-89,-76,-92,-89,-93,-88,-67,-89,-88,0
2020-03-24,-71,-27,-74,-45,-54,-75,-72,-66,-78,-63,-62,-72,-65,-48,-39,-64,-61,-69,-55,-73,-72,-55,-75,-63,-82,-74,-81,-73,-51,-77,-68,0
2020-03-25,-83,-69,-86,-82,-84,-84,-83,-78,-83,-73,-83,-81,-84,-70,-81,-76,-85,-82,-80,-82,-80,-84,-85,-77,-87,-84,-89,-82,-84,-83,-82,0
2020-03-26,-82,-67,-85,-79,-83,-83,-83,-78,-82,-74,-82,-82,-83,-68,-79,-74,-75,-81,-80,-81,-80,-83,-84,-75,-87,-84,-88,-82,-81,-83,-81,0
2020-03-27,-82,-74,-85,-78,-82,-84,-83,-78,-83,-79,-82,-82,-83,-71,-79,-77,-78,-83,-78,-82,-80,-84,-84,-74,-87,-84,-86,-83,-83,-83,-81,-70
2020-03-28,-84,-83,-86,-78,-84,-85,-84,-81,-85,-78,-83,-80,-84,-68,-81,-80,-71,-82,-77,-82,-81,-82,-85,-76,-89,-86,-91,-83,-84,-85,-83,0
2020-03-29,-86,-71,-87,-76,-86,-87,-85,-83,-88,-78,-82,-84,-84,-85,-81,-86,-84,-84,-78,-85,-82,-84,-86,-79,-91,-88,-91,-85,-84,-86,-85,0
2020-03-30,-79,-72,-82,-84,-79,-81,-82,-75,-81,-75,-78,-78,-79,-58,-76,-74,-82,-77,-71,-76,-77,-80,-80,-75,-84,-81,-85,-79,-79,-82,-77,0
2020-03-31,-78,-69,-81,-70,-78,-79,-81,-73,-79,-75,-76,-77,-77,-65,-74,-71,-80,-75,-73,-76,-75,-80,-80,-74,-84,-79,-84,-77,-79,-79,-76,0
2020-04-01,-78,-83,-80,-68,-78,-79,-80,-74,-78,-73,-76,-78,-77,-61,-75,-72,-80,-74,-74,-76,-75,-78,-80,-71,-82,-78,-82,-76,-78,-78,-75,0
2020-04-02,-78,-67,-81,-68,-80,-78,-80,-73,-81,-74,-76,-76,-78,-61,-74,-70,-80,-75,-74,-76,-74,-80,-79,-71,-85,-79,-85,-77,-77,-79,-74,0
2020-04-03,-79,-73,-82,-73,-79,-80,-81,-76,-83,-73,-79,-77,-81,-66,-78,-74,-79,-81,-73,-79,-80,-83,-80,-72,-87,-80,-86,-80,-81,-81,-77,-67
2020-04-04,-82,-72,-84,-75,-83,-83,-84,-79,-84,-76,-79,-79,-82,-84,-80,-79,-78,-88,-77,-80,-81,-82,-82,-73,-87,-85,-92,-86,-83,-84,-80,0
2020-04-05,-85,-87,-86,-81,-85,-85,-85,-81,-86,-75,-80,-82,-83,-84,-81,-85,-84,-89,-78,-84,-84,-82,-85,-77,-89,-88,-93,-87,-83,-85,-83,0
2020-04-06,-77,0,-80,0,-79,-78,-80,-75,-79,-72,-75,-76,-80,0,-75,-71,0,-77,-70,-79,-76,-79,-82,-69,-82,-79,-81,-78,-78,-79,-77,0
2020-04-07,-76,0,-79,-71,-77,-77,-79,-72,-78,-73,-72,-75,-77,0,-72,-69,0,-73,-69,-76,-75,-78,-81,-70,-82,-78,-84,-76,-77,-77,-75,0
2020-04-08,-76,0,-79,0,-76,-77,-78,-70,-76,-71,-72,-73,-74,0,-72,-68,0,-73,-69,-75,-75,-75,-79,-68,-80,-78,-80,-75,-72,-77,-73,0
2020-04-09,-85,0,-86,0,-85,-87,-85,-87,-85,-77,-81,-81,-83,0,-80,-79,0,-82,-77,-82,-83,-83,-86,-76,-87,-87,-88,-84,-79,-85,-85,0
2020-04-10,-90,0,-90,-81,-89,-92,-89,-91,-90,-84,-88,-84,-88,-82,-86,-87,0,-87,-81,-88,-87,-88,-91,-81,-91,-90,-92,-89,-87,-90,-89,0
2020-04-11,-84,0,-85,-86,-84,-85,-86,-86,-86,-75,-80,-80,-84,-79,-83,-83,0,-87,-77,-79,-81,-84,-90,-72,-87,-86,-91,-90,-92,-86,-83,0
