date,total,Maldonado Department,Montevideo Department,Salto Department,San José Department,Soriano Department,Tacuarembó Department
2020-03-25,-62.69638736326267,-77.54701906632621,-62.08902941015017,-56.87494590869119,-42.30005620710841,-62.607672593599105,-52.662797046156676
2020-03-26,-65.00118858275727,-79.35063923419682,-63.242905611386284,-59.38877707256496,-50.74506606458832,-76.18192749071635,-55.34111860199138
2020-03-27,-63.61943449970133,-79.41694173370831,-62.33410890082594,-56.29103212139693,-46.729310978635674,-72.17443381409794,-51.829115560082904
2020-03-28,-68.77304728239803,-83.48157322549984,-66.26014883511442,-58.087317486953886,-54.40694234986314,-61.9485453441553,-60.69201218617063
2020-03-29,-75.17160681319461,-87.19547410393348,-72.08674684300914,-71.34109527583692,-59.67569764582447,-101.41520182013834,-66.69068586757501
2020-03-30,-60.35215344133958,-77.73920022433055,-60.81404388861903,-51.81339140423501,-42.97223360296111,-46.99953932676953,-47.083838871534255
2020-03-31,-61.966479993820776,-78.97972959924847,-61.98794604045511,-50.930258113998924,-45.38110967822725,-46.513668382893805,-48.31040473610257
2020-04-01,-62.36885450839735,-78.45987956684677,-63.885643263975645,-45.57916758566053,-42.59431412288942,-45.911037754830886,-47.15570796516131
2020-04-02,-57.37136303735635,-78.79043115861421,-56.84413758634969,-40.201931663861195,-35.944662202543995,-13.331319425179368,-42.44013716864518
2020-04-03,-53.12228816342778,-75.00061872276888,-53.11358907458469,-38.634176404110946,-29.578690299046276,-24.058144604699315,-36.15207060356921
2020-04-04,-58.52456839613281,-80.64882295651607,-55.51193506310437,-43.8264578758718,-35.59366828339344,6.193912924059181,-45.90422748146896
2020-04-05,-71.76027567861446,-88.06893746706315,-67.82598744869267,-62.12823329852757,-56.47828728643928,-56.999441311188576,-63.639603279461355
2020-04-06,-54.982063169800696,-77.4182576904633,-57.377209318986864,-34.87117644154797,-30.228750269856615,NA,-36.53728894541019
2020-04-07,-56.80240547374509,-78.62323355115045,-57.60989179262456,-36.265597426131265,-35.69560076402346,NA,-39.784813722771126
2020-04-08,-55.322472009132476,-76.34492592300914,-56.159440799169914,-36.06708610540934,-33.48770476849012,NA,-44.05767090254463
2020-04-09,-63.13738983123859,-80.3000141547382,-63.81984371200434,-47.87608881859913,-48.63140953227895,NA,-52.62542511747061
2020-04-10,-76.84226579771654,-86.20285842284112,-76.15296843149737,-77.09405018514899,-71.83355002889421,NA,-72.30414120713841
2020-04-11,-67.99968346538185,-86.00010730114656,-65.00042118070706,-55.99955940170278,-59.99976600405388,NA,-60.999611906894394
