date,SI,Administrative unit Maribor,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Metlika,Mozirje,Municipality of Hrastnik,Murska Sobota,Nova Gorica,Novo Mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2020-02-25,0,-2,10,-2,-8,0,0,4,0,0,1,0,0,9,10,10,15,3,0,-2,0,-15,9,0,-1,-2,6,NA,0,0,-1,-6,-9,0,12,24,17,-3,0,7,2,0,0,4,9,-1,10,-5,6,-5,7,0,0,3,0,5,2,0,-1
2020-02-26,-11,-16,4,-10,-19,-8,-4,-8,0,-9,-10,0,0,-11,-11,-8,2,-3,-11,-16,0,-7,-17,-2,-13,-17,-11,NA,-12,0,-8,-12,-14,0,-14,7,-7,-11,0,-12,-28,0,0,-17,-10,-1,-12,-26,-25,-19,-16,0,0,-3,0,-14,-10,-21,-18
2020-02-27,-1,-4,11,-10,-9,2,-8,1,0,4,1,0,0,-5,-6,2,11,-4,0,-2,0,-9,-8,-2,0,-7,-2,NA,-4,0,-7,-6,-8,0,-12,15,5,-3,0,3,2,0,0,-6,0,-1,3,-7,7,-8,3,0,0,0,0,1,-5,0,-9
2020-02-28,-1,-5,20,-6,-10,-3,-4,3,0,5,9,0,0,16,1,6,25,-4,0,3,0,1,-1,3,3,-1,0,NA,-4,0,-5,-5,-8,0,-4,26,-3,-5,2,7,-11,0,0,4,-4,1,3,-9,12,-1,7,-4,0,-3,11,0,8,14,-5
2020-02-29,-1,-6,21,-2,-11,8,-2,5,NA,0,3,NA,NA,22,-10,4,5,-9,5,2,NA,8,-4,2,-1,-2,0,NA,-7,NA,-4,-6,-4,NA,-15,28,-7,-14,NA,6,10,NA,NA,11,-3,2,8,-4,1,2,15,-20,0,7,0,-4,13,-13,-10
2020-03-01,-14,-9,-20,-20,-10,-24,NA,-12,NA,NA,-10,NA,NA,-45,-35,-16,NA,-23,-18,5,NA,-7,-3,NA,-14,NA,NA,NA,NA,NA,-2,-30,-6,NA,-4,-42,-18,-6,NA,-29,-4,NA,NA,NA,NA,-25,-19,0,-24,-37,-4,NA,NA,NA,NA,-17,-7,NA,-16
2020-03-02,-1,-6,5,7,-1,-4,0,4,0,-2,3,0,0,-4,-14,-1,3,-7,1,12,0,-4,-5,8,-1,2,4,NA,0,0,-2,-8,-2,0,6,4,-11,-1,0,-4,2,0,0,13,5,-7,-1,-4,-2,-6,3,0,0,-4,0,3,7,0,3
2020-03-03,-2,-6,2,1,-5,-4,2,-1,0,0,7,0,0,3,-9,1,5,-5,-1,-2,0,0,8,4,-1,0,-8,NA,0,0,1,-2,-2,0,4,10,-9,-1,0,-6,9,0,0,19,-4,-7,-1,-6,-2,-19,3,0,0,12,0,6,-7,-5,0
2020-03-04,0,-2,11,2,0,-18,-6,3,0,0,3,0,0,2,-11,-2,-2,-2,-1,3,0,9,-3,5,0,8,-4,NA,0,0,-3,-4,-3,0,3,9,-5,-1,0,0,1,0,0,10,-3,-4,6,-11,-11,-11,7,0,0,0,0,0,3,3,-6
2020-03-05,0,-1,10,-5,-3,-7,-8,2,0,4,-3,0,0,5,-7,0,5,-4,1,8,0,16,-10,24,0,-2,4,NA,0,0,-1,-3,1,0,4,3,2,-1,0,1,-4,0,0,7,2,-1,0,-7,-4,-14,6,0,0,7,0,4,12,6,-3
2020-03-06,-5,-7,14,-3,-9,-20,2,-2,0,5,1,-27,0,-1,-16,0,-1,-6,-6,16,0,5,-9,-2,-5,0,-5,NA,-11,0,-2,-10,-3,0,0,5,-1,-2,-2,-9,-7,0,0,5,-8,-3,-3,-6,-6,-3,5,4,0,3,7,2,10,11,-5
2020-03-07,3,-4,25,-4,-9,15,6,11,NA,4,64,NA,NA,28,-11,8,5,-5,4,14,NA,18,19,0,-1,17,-2,NA,6,NA,4,-8,-4,NA,-3,37,6,-3,NA,8,18,NA,NA,27,3,-4,6,6,-3,-1,26,0,0,0,0,3,16,13,-3
2020-03-08,17,5,NA,-3,4,NA,NA,33,NA,NA,20,NA,NA,40,29,32,NA,9,16,64,NA,NA,25,NA,11,NA,NA,NA,NA,NA,25,8,19,NA,8,62,16,19,NA,52,35,NA,NA,NA,NA,8,25,NA,20,16,27,NA,NA,NA,NA,19,32,NA,25
2020-03-09,-4,-9,7,-1,-8,-4,0,2,0,0,2,0,0,10,-8,-6,2,-10,-2,6,0,13,6,-2,-4,-6,4,NA,0,0,-6,-9,-9,0,15,14,-8,-6,0,-5,-6,0,0,3,0,-2,4,-4,-8,-15,-2,0,0,-4,0,0,20,0,2
2020-03-10,-3,-6,12,2,-5,0,-2,2,0,0,1,0,0,21,-5,4,5,-12,0,4,0,-4,2,12,-5,6,2,NA,0,0,1,-12,-8,0,10,11,-5,-3,0,-1,2,0,0,10,5,-15,-5,-5,0,-8,2,0,0,9,0,3,4,0,0
2020-03-11,-5,-5,13,-1,-9,-6,-9,2,0,0,6,0,0,-10,0,-3,11,-14,-3,0,0,-4,-3,-2,-9,2,0,NA,0,0,-3,-21,-9,0,2,11,-6,-1,0,8,5,0,0,4,-2,-25,1,-7,-6,-8,8,0,0,1,0,2,-4,-6,-1
2020-03-12,-7,-8,7,-7,-10,-9,-8,-4,0,0,14,0,0,-8,-3,2,9,-16,-4,3,0,-4,-1,-2,-14,-2,-7,NA,0,0,0,-29,-8,0,4,-3,6,-3,0,-5,10,0,0,18,-2,-24,1,2,-7,-13,0,0,0,7,-10,7,1,0,1
2020-03-13,-29,-29,-16,-35,-35,-23,-16,-23,0,-19,-14,-33,0,-21,-29,-18,-9,-38,-29,-9,0,-26,-17,-18,-37,-19,-27,NA,-7,0,-17,-47,-28,0,-7,-28,-23,-23,-2,-28,-24,0,0,-6,-11,-45,-22,-18,-34,-42,-25,-34,-18,-14,-30,-18,-21,-22,-28
2020-03-14,-50,-50,-45,-51,-57,-47,-32,-46,NA,-32,-39,-53,-43,-34,-58,-47,-46,-62,-54,-44,0,-48,-33,-43,-55,-42,-49,NA,-41,NA,-48,-70,-49,-61,-29,-36,-51,-45,-33,-57,-38,NA,NA,-27,-28,-68,-52,-41,-56,-55,-52,-68,-44,-43,-66,-43,-41,-45,-50
2020-03-15,-61,-68,-73,-64,-63,-76,NA,-58,NA,-59,-58,-66,NA,-59,-63,-60,-78,-67,-65,-52,NA,-75,-52,-78,-61,-59,-65,NA,-59,NA,-58,-72,-59,NA,-59,-63,-65,-66,NA,-62,-52,NA,NA,-77,-45,-80,-63,-53,-64,-78,-72,NA,NA,-60,-68,-51,-62,-76,-68
2020-03-16,-67,-71,-63,-71,-68,-73,-58,-70,-73,-70,-68,0,-78,-56,-63,-65,-73,-67,-69,-57,0,0,-52,-65,-72,-80,-86,NA,-59,0,-62,-73,-69,0,-58,-67,-70,-71,-58,-66,-68,0,0,-59,-74,-67,-61,-72,-72,-75,-66,0,-80,-62,-84,-56,-73,-73,-75
2020-03-17,-73,-75,-68,-76,-72,-80,-67,-77,0,-82,-75,0,0,-65,-68,-69,-74,-73,-72,-72,0,0,-66,-75,-78,-80,0,NA,-66,0,-72,-76,-77,0,-60,-61,-78,-76,0,-72,-74,0,0,-72,-81,-74,-70,-85,-75,-88,-79,0,-83,-88,0,-65,-76,-80,-80
2020-03-18,-74,-75,-72,-78,-74,-80,-68,-76,0,0,-75,0,-80,-70,-69,-70,-77,-75,-73,-71,0,-87,-64,-75,-78,-83,0,NA,-81,0,-74,-76,-77,0,-76,-68,-78,-75,-62,-76,-75,0,0,-72,-66,-78,-69,-86,-78,-89,-73,0,-82,-87,0,-65,-77,-79,-80
2020-03-19,-74,-75,-68,-77,-75,-79,-81,-77,0,-85,-74,0,0,-71,-68,-70,-75,-73,-74,-77,-78,-89,-79,-72,-78,-85,0,NA,-84,0,-73,-78,-76,0,-77,-78,-77,-77,-83,-77,-73,0,-78,-72,-78,-77,-72,-85,-78,-80,-71,0,-82,-86,0,-64,-77,-78,-80
2020-03-20,-76,-76,-69,-80,-78,-80,-82,-80,0,-86,-76,0,0,-79,-73,-73,-79,-78,-77,-71,-80,0,-75,-77,-79,-84,-87,NA,-84,0,-76,-80,-80,0,-61,-79,-79,-79,-81,-77,-79,0,0,-75,-85,-80,-74,-86,-80,-84,-83,0,-86,-77,0,-66,-71,-83,-81
2020-03-21,-80,-81,-69,-87,-82,-83,-87,-82,NA,0,-75,NA,NA,-75,-83,-79,-78,-81,-79,-82,0,0,-88,-79,-82,0,0,NA,-87,NA,-81,-85,-83,NA,-85,-86,-82,-83,0,-86,-80,NA,NA,-76,-87,-86,-83,-88,-88,-90,-83,0,0,0,0,-76,-74,-89,-85
2020-03-22,-90,-90,NA,NA,-91,NA,NA,-94,NA,NA,-91,NA,NA,NA,-92,-94,NA,-94,-92,NA,NA,NA,NA,NA,-90,NA,NA,NA,NA,NA,-95,-94,-95,NA,NA,-92,NA,-94,NA,-96,NA,NA,NA,NA,NA,-100,-100,NA,-100,NA,0,NA,NA,NA,NA,-92,NA,NA,-100
2020-03-23,-75,-77,-69,-86,-74,-76,-74,-78,-70,0,-76,0,0,-68,-71,-72,-71,-72,-74,-73,0,0,-77,-75,-79,0,-86,NA,-75,0,-70,-76,-79,0,-57,-78,-73,-74,0,-76,-73,0,0,-72,-79,-76,-72,-84,-78,-89,-70,0,0,-87,0,-68,-79,-80,-83
2020-03-24,-78,-79,-69,-89,-77,0,-84,-81,0,0,-77,0,0,-81,-72,-74,-79,-77,-78,-79,0,0,-82,-78,-81,-84,0,NA,0,0,-74,-79,-81,0,-74,-89,-78,-78,0,-80,-73,0,0,-76,-84,-79,-76,-86,-79,0,-83,0,0,-84,0,-73,-83,-82,-84
2020-03-25,-79,-79,-74,-88,-80,-87,-85,-82,0,0,-78,0,0,-77,-73,-74,-78,-79,-78,-79,0,0,-71,-84,-83,-87,0,0,0,0,-72,-80,-82,0,-78,-84,-81,-77,0,-79,-79,0,0,-82,-83,-81,-75,-87,-84,-85,-83,0,0,-87,0,-73,-79,-85,-83
2020-03-26,-80,-80,-84,-89,-81,-86,-85,-83,0,0,-78,0,0,-84,-78,-75,-78,-77,-80,-80,0,0,-83,-78,-83,0,0,0,-84,0,-75,-83,-82,0,-79,-85,-79,-79,0,-82,-88,0,0,-79,-85,-80,-78,-85,-82,-91,-86,0,0,-89,0,-75,-87,-84,-85
2020-03-27,-77,-77,-67,-89,-78,-81,-70,-80,0,-88,-75,0,0,-76,-74,-75,-76,-77,-76,-71,0,0,-77,-80,-79,-79,-88,NA,-80,0,-75,-80,-79,0,-79,-80,-79,-77,0,-80,-79,0,0,-78,-87,-80,-77,-84,-80,-84,-84,0,0,-88,0,-67,-74,-80,-82
2020-03-28,-77,-78,-72,-91,-79,-83,0,-79,NA,0,-72,NA,NA,-84,-78,-73,-73,-80,-75,-71,0,0,-78,-77,-78,-88,0,NA,0,NA,-78,-83,-79,0,-83,-87,-73,-81,0,-83,-76,NA,NA,-74,-85,-85,-79,-86,-85,-91,-82,0,0,-92,0,-75,-71,-76,-82
2020-03-29,-88,-90,-86,NA,-88,NA,NA,-89,NA,NA,-90,NA,NA,NA,-90,-95,NA,-92,-90,NA,NA,NA,NA,NA,-87,NA,NA,NA,NA,NA,-90,-89,-90,NA,NA,-90,NA,-95,NA,-94,NA,NA,NA,NA,NA,-95,-90,NA,-100,NA,0,NA,NA,NA,NA,-93,-88,NA,-100
2020-03-30,-78,-79,-76,-80,-80,-82,-79,-81,0,0,-76,0,0,-79,-76,-77,-78,-77,-80,-71,0,0,-70,-81,-82,-86,0,NA,-84,0,-74,-80,-80,0,-75,-78,-75,-77,0,-82,-86,0,0,-74,-88,-78,-77,-89,-85,-91,-77,0,0,-86,0,-76,-73,-80,-84
2020-03-31,-77,-78,-74,-86,-78,0,-80,-80,0,0,-77,0,0,-72,-73,-74,-77,-77,-78,-76,0,-88,-82,-80,-81,0,0,NA,-83,0,-73,-79,-80,0,-70,-79,-79,-78,0,-80,-87,0,0,-76,-82,-79,-76,-84,-80,-82,-80,0,-83,-86,0,-74,-75,-80,-82
2020-04-01,-77,-78,-71,-82,-79,-82,-81,-79,0,-86,-76,0,0,-73,-70,-74,-73,-77,-77,-75,0,0,-81,-77,-81,0,0,0,0,0,-78,-79,-81,0,-69,-88,-80,-78,0,-79,-77,0,0,-75,-87,-82,-75,-86,-79,-90,-81,0,0,-86,0,-71,-76,-87,-81
2020-04-02,-75,-76,-71,-88,-77,-82,-87,-77,0,-85,-72,0,0,-72,-73,-72,-74,-75,-76,-72,-76,-75,-73,-72,-79,0,0,0,-84,0,-73,-80,-79,0,-75,-82,-77,-76,-83,-77,-78,0,0,-72,-83,-80,-71,-86,-77,-84,-78,0,0,-82,0,-67,-70,-80,-81
2020-04-03,-75,-76,-71,-79,-76,-80,-70,-77,0,0,-74,0,0,-74,-73,-72,-75,-76,-77,-74,-80,0,-85,-73,-78,0,-76,NA,-84,0,-75,-78,-79,0,-66,-76,-79,-77,-85,-78,-80,0,-76,-73,-83,-77,-75,-87,-79,-84,-74,0,-80,-76,0,-72,-70,-86,-81
2020-04-04,-78,-78,-74,-89,-81,-87,-83,-82,NA,0,-78,NA,NA,-75,-77,-78,-73,-81,-79,-84,0,0,-89,-75,-79,0,0,NA,-87,NA,-80,-84,-80,NA,-83,-90,-80,-82,-81,-84,-77,NA,NA,-70,-75,-87,-80,-87,-85,-93,-83,0,-83,-81,0,-75,-77,-85,-85
2020-04-05,-86,-87,-88,NA,-86,NA,NA,-93,NA,NA,-92,NA,NA,NA,-90,-92,NA,-93,-88,NA,NA,NA,NA,NA,-85,NA,NA,NA,NA,NA,-95,-90,-89,NA,-87,-88,NA,-94,NA,-93,NA,NA,NA,NA,NA,-95,-90,NA,-100,NA,0,NA,NA,NA,NA,-80,NA,NA,-100
2020-04-06,-71,-73,0,0,-72,0,0,-73,0,0,0,0,0,0,0,0,0,-73,-72,0,0,0,0,0,-75,0,0,NA,0,0,-70,-75,-75,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,-71,-72,0,0,-72,0,0,-74,0,0,0,0,0,0,0,0,0,-73,-71,0,0,0,0,0,-76,0,0,NA,0,0,-69,-71,-75,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,-71,-72,0,0,-72,0,0,-73,0,0,0,0,0,0,0,0,0,-73,-70,0,0,0,0,0,-76,0,0,NA,0,0,-70,-74,-75,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,-68,-69,0,0,-69,0,0,-71,0,0,0,0,0,0,0,0,0,-69,-68,0,0,0,0,0,-74,0,0,NA,0,0,-65,-72,-72,0,0,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,-70,-70,0,0,-71,0,0,-73,0,0,0,0,0,0,0,0,0,-69,-69,0,0,0,0,0,-73,0,0,NA,0,0,-72,-76,-72,0,0,0,0,-72,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0
2020-04-11,-76,-75,NA,0,-79,NA,NA,-80,NA,NA,0,NA,NA,NA,-74,0,NA,-75,-77,0,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,-80,-81,-81,NA,NA,NA,NA,-81,NA,-83,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,-68,NA,NA,0
