date,NG,Abia,Adamawa,Akwa Ibom,Anambra,Bauchi,Bayelsa,Benue,Borno,Cross River,Delta,Ebonyi,Edo,Ekiti,Enugu,Federal Capital Territory,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nasarawa,Niger,Ogun State,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
2020-03-07,4,-8,7,0,-8,25,-11,10,6,31,-2,17,-8,7,-6,10,-9,-4,0,9,0,3,8,-9,-12,5,5,6,0,18,5,0,13,2,28,2,4,12
2020-03-08,2,-17,5,1,-16,22,-4,1,-7,30,-3,-10,-7,6,-2,7,-17,-5,-5,-1,0,11,8,-10,-14,2,-5,-2,-1,14,11,2,0,6,34,0,0,14
2020-03-09,1,-5,6,-5,-13,9,-16,5,-10,25,-6,5,-15,-12,-12,5,-14,-6,-25,-3,-2,10,5,-20,-16,1,1,0,-4,14,2,-3,13,0,32,-4,0,17
2020-03-10,1,-8,4,-3,-12,8,-10,5,-7,21,-3,-11,-13,-10,-13,3,-18,-2,-19,-3,-6,9,3,-10,-19,3,-1,-4,-8,12,3,-6,6,3,27,-6,7,6
2020-03-11,-1,-10,4,-3,-10,11,-10,3,-7,11,-4,-6,-21,-24,-12,3,-25,-2,-28,-5,-3,2,-8,-15,-22,1,-9,-4,-7,3,0,-10,9,4,18,0,2,13
2020-03-12,0,-11,6,-6,-7,15,-10,1,-4,16,-6,-6,-15,-23,-16,5,-11,-2,-25,-5,-4,3,-3,-7,-20,2,-6,2,-7,10,7,-5,14,3,20,-5,9,19
2020-03-13,0,-15,8,-9,-6,24,-13,-3,-3,29,-5,-3,-13,-11,-10,8,-18,-4,-24,-6,-5,11,3,-6,-20,1,0,2,-13,6,6,-8,12,4,27,18,0,28
2020-03-14,1,-11,7,-7,-11,15,-12,-10,13,26,-6,11,-8,12,-13,7,-11,-3,-18,1,-4,4,8,-3,-19,1,-1,-1,-6,13,11,-2,1,6,23,20,-11,14
2020-03-15,0,-23,12,-10,-13,17,-7,-8,-3,25,-4,-3,-9,6,-6,5,-15,-14,-20,-6,-1,9,3,-12,-16,1,-15,-2,-9,3,15,-4,-7,8,21,0,0,18
2020-03-16,-2,-8,10,-15,-14,22,-15,7,-13,15,-6,-3,-13,-21,-14,4,-17,-9,-25,-5,-2,4,8,-21,-22,-2,-9,0,-8,4,10,-7,6,1,23,13,0,19
2020-03-17,-1,-5,0,-13,-15,18,1,-8,-13,28,-7,2,-16,-26,-17,3,-19,-4,-29,-7,-1,8,3,-21,-17,0,-6,-5,-9,-1,11,-5,10,-2,24,13,2,36
2020-03-18,-3,-18,-1,-14,-13,28,-5,-4,-9,11,-7,-9,-19,-32,-15,3,-11,-5,-9,-8,2,7,2,-3,-14,-4,-8,-2,-11,1,8,-9,9,2,12,5,-4,34
2020-03-19,-1,-6,-5,-14,-10,14,0,-3,1,20,-7,-13,-16,-31,-18,7,-16,-6,9,-7,-1,5,0,-7,-17,0,1,-2,-6,-8,8,-8,15,4,22,-15,-2,60
2020-03-20,-3,-6,-13,-18,-15,27,-10,-10,1,15,-8,-7,-17,-10,-17,8,-3,-11,11,-5,-8,9,2,-9,-16,-3,-2,-2,-8,-14,2,-12,11,1,9,11,-2,55
2020-03-21,-6,-5,-12,-9,-15,18,-10,-4,7,18,-9,-6,-15,4,-19,2,-11,-12,0,-6,-7,-4,-5,-9,-10,-11,-4,-5,-7,-6,4,-10,4,1,20,7,-4,40
2020-03-22,-15,-21,-16,-16,-20,8,-6,-9,6,6,-11,-25,-19,-9,-19,-12,-11,-16,-16,-11,-6,1,2,-9,-17,-24,-11,-8,-15,-11,0,-7,-10,-1,6,2,-11,58
2020-03-23,-12,-11,-13,-20,-20,10,-10,-6,-2,2,-12,-13,-28,-42,-24,-7,-17,-18,-36,-13,-10,-2,-10,-17,-24,-16,-10,-2,-13,-19,-19,-15,5,-3,-3,-9,0,60
2020-03-24,-19,-11,-19,-25,-20,5,-5,-9,-12,1,-12,-19,-30,-46,-25,-14,-28,-18,-41,-26,-10,-6,-3,-25,-27,-26,-6,-12,-19,-18,-23,-18,-1,-10,-2,-6,-20,49
2020-03-25,-18,-8,-16,-20,-22,-2,-12,-13,-19,-8,-12,-8,-36,-42,-27,-20,-27,-21,-43,-36,-11,0,-8,-26,-28,-18,-8,-41,-16,-23,-21,-21,-9,-8,-2,4,-9,34
2020-03-26,-30,-11,-10,-24,-20,1,-9,-13,-17,-11,-13,-17,-33,-49,-28,-31,-14,-22,-41,-30,-12,-4,8,-26,-24,-46,-4,-33,-14,-29,-26,-22,-11,-14,-7,20,2,56
2020-03-27,-38,-11,-16,-23,-21,11,-10,-12,-10,-6,-15,-16,-44,-42,-28,-42,-19,-26,-27,-65,-19,3,0,-34,-55,-53,-11,-34,-20,-38,-35,-30,-16,-13,-3,16,9,62
2020-03-28,-40,-17,-12,-29,-24,16,-15,-14,-2,3,-20,-6,-43,-35,-34,-49,-12,-31,-26,-57,-19,-2,3,-34,-51,-54,-24,-33,-18,-32,-34,-29,-18,-32,2,13,4,47
2020-03-29,-39,-17,-16,-30,-28,3,-23,-21,-9,-15,-28,-13,-47,-27,-36,-45,-17,-38,-24,-54,-16,-10,5,-40,-43,-51,-27,-23,-22,-33,-25,-38,-27,-34,2,0,13,50
2020-03-30,-25,-11,-15,-37,-39,13,-19,-24,-6,-17,-17,-8,-47,-55,-29,-16,-16,-44,-42,-55,-15,7,-1,-40,-52,-29,-20,-34,-4,-35,-22,-39,-14,-27,-2,11,0,55
2020-03-31,-54,-27,-8,-37,-42,8,-18,-29,3,-24,-14,-24,-46,-69,-38,-76,-25,-48,-36,-54,-11,7,5,-40,-50,-76,-26,-31,-25,-39,-32,-39,-10,-40,-2,11,-7,44
2020-04-01,-56,-59,-43,-47,-42,20,-27,-35,-5,-31,-64,-25,-48,-68,-58,-74,-27,-53,-46,-43,-10,5,0,-46,-50,-74,-32,-25,-21,-43,-57,-42,-12,-45,-4,18,-2,52
2020-04-02,-53,-54,-35,-48,-38,12,-13,-33,-2,-10,-60,-20,-45,-69,-54,-71,-13,-48,-45,-10,-13,10,3,-36,-51,-72,-28,-26,-12,-41,-58,-40,-10,-35,6,0,-7,56
2020-04-03,-56,-52,-40,-53,-37,18,-25,-24,-4,-15,-63,-12,-48,-63,-54,-72,-15,-52,-38,-63,-18,7,0,-33,-51,-72,-40,-31,-21,-41,-61,-43,-20,-35,6,7,-7,55
2020-04-04,-54,-44,-38,-59,-37,17,-24,-23,4,-6,-60,-8,-46,-46,-51,-65,-16,-48,-39,-56,-16,-6,0,-36,-48,-70,-39,-25,-48,-38,-53,-43,-17,-32,7,-33,-6,39
2020-04-05,-49,-37,-32,-57,-31,3,-23,-25,2,-23,-52,-26,-44,-50,-45,-60,-14,-46,-35,-49,-12,-2,-12,-37,-38,-65,-36,-22,-41,-39,-48,-39,-18,-31,10,-20,-9,51
2020-04-06,-53,-54,0,-63,-42,0,0,0,0,0,-59,0,-50,0,-54,-65,0,-50,0,-58,-15,0,0,0,-47,-68,0,0,-47,-40,-54,-37,0,-28,0,0,0,0
2020-04-07,-50,-51,0,-59,-41,0,0,0,0,0,-58,0,-47,0,-51,-67,0,-50,0,-12,-15,0,0,0,-49,-68,0,0,-30,-34,-52,-37,0,-24,0,0,0,0
2020-04-08,-54,-57,0,-57,-40,0,0,0,0,0,-59,0,-51,0,-51,-65,0,-52,0,-15,-15,0,0,0,-53,-71,0,0,-48,-39,-53,-40,0,-31,0,0,0,0
2020-04-09,-54,-58,0,-58,-37,0,0,0,0,0,-58,0,-47,0,-47,-69,0,-48,0,-62,-15,0,0,0,-51,-70,0,0,-30,-39,-55,-37,0,-29,0,0,0,0
2020-04-10,-57,-42,0,-54,-40,0,0,0,0,0,-61,0,-50,0,-51,-70,0,-47,0,-62,-22,0,0,0,-44,-71,0,0,-50,-41,-55,-44,-61,-34,0,0,0,0
2020-04-11,-52,0,0,-55,-41,0,0,0,0,0,-57,0,-47,0,-49,-58,0,-46,0,-59,-17,0,0,0,-71,-67,0,0,-31,-32,-50,-39,-59,-29,0,0,0,0
