date,CH,Aargau,Appenzell Ausserrhoden,Appenzell Innerrhoden,Basel City,Basel-Landschaft,Canton of Bern,Canton of Zug,Fribourg,Geneva,Glarus,Grisons,Jura,Lucerne,Neuchâtel,Nidwalden,Obwalden,Schaffhausen,Schwyz,Solothurn,St. Gallen,Thurgau,Ticino,Uri,Valais,Vaud,Zurich
2020-03-10,-26,-15,0,0,-58,0,-32,0,-15,-17,0,-25,0,-28,0,0,0,0,0,0,-10,-26,0,0,-24,-37,-22
2020-03-11,10,27,0,0,-18,0,8,0,12,12,0,-6,0,7,0,0,0,0,0,0,27,41,25,0,12,1,26
2020-03-12,-1,8,0,0,-44,0,-2,0,11,-4,0,-1,0,-5,0,0,0,0,0,0,11,11,-7,0,5,-6,9
2020-03-13,1,29,0,0,-24,0,-1,0,1,-3,0,-25,0,-20,0,0,0,0,0,0,8,6,-1,0,-9,10,27
2020-03-14,-6,25,0,NA,-8,0,-10,0,6,32,0,-46,0,-14,0,-34,0,0,-4,21,19,12,-35,0,-36,9,23
2020-03-15,66,118,0,NA,67,0,75,0,47,83,0,-18,0,47,0,-20,0,0,51,121,94,131,-40,0,-12,56,101
2020-03-16,14,69,0,0,-15,0,30,0,0,-4,0,-15,0,1,0,0,0,0,0,0,58,0,-18,0,-18,19,55
2020-03-17,21,66,0,0,-30,0,18,0,0,14,0,-16,0,10,0,0,0,0,0,0,0,0,-16,0,-14,12,61
2020-03-18,22,85,0,0,-22,0,26,0,44,-5,0,-13,0,24,0,0,0,0,0,0,99,0,-16,0,-25,9,70
2020-03-19,19,67,0,0,-36,0,21,0,43,-12,0,-19,0,2,0,0,0,0,0,0,66,43,-2,0,-14,16,47
2020-03-20,-11,39,0,0,-45,0,-15,0,-8,-28,0,-44,0,-28,0,0,0,0,0,0,48,13,-33,0,-43,-12,28
2020-03-21,-29,1,0,NA,-71,-6,-21,0,-2,-22,0,-57,0,-42,0,-66,0,0,-10,6,-6,-40,-26,0,-52,-16,-17
2020-03-22,-40,7,0,NA,-41,13,-45,0,-53,-56,0,-70,0,-52,-25,-77,-62,0,-51,-11,-22,-1,-71,0,-57,-57,-22
2020-03-23,-19,42,0,0,-54,0,-1,0,20,-54,0,-40,0,-24,0,0,0,0,0,0,30,19,-56,0,-39,-26,7
2020-03-24,-5,42,0,0,-55,0,0,0,25,-36,0,-35,0,-10,0,0,0,0,0,0,0,28,-38,0,-36,-18,17
2020-03-25,-20,40,0,0,-56,0,-10,0,3,-49,0,-44,0,-22,0,0,0,0,0,0,32,15,-55,0,-45,-28,2
2020-03-26,-23,24,0,0,-68,0,-8,0,3,-47,0,-52,0,-25,0,0,0,0,0,0,-2,-15,-51,0,-45,-19,-20
2020-03-27,-3,66,0,0,-48,0,9,0,15,-42,0,-47,0,-14,0,0,0,0,0,0,52,27,-43,0,-44,-3,33
2020-03-28,18,125,0,0,-20,0,16,0,36,-11,0,-47,0,12,0,-18,0,0,0,0,103,69,-24,0,-47,3,97
2020-03-29,-41,-14,0,NA,-65,-25,-36,0,-41,-40,0,-59,0,-50,-18,-73,-49,0,-45,-12,-29,-44,-51,0,-61,-42,-53
2020-03-30,-46,2,0,0,-63,0,-36,0,-24,-68,0,-69,0,-53,0,0,0,0,0,0,-28,-8,-64,0,-56,-48,-29
2020-03-31,1,58,0,0,-39,0,0,0,32,-26,0,-42,0,-2,0,0,0,0,0,0,69,0,-55,0,-34,-11,50
2020-04-01,7,79,0,0,-36,0,18,0,33,-25,0,-34,0,12,0,0,0,0,0,0,76,0,-52,0,-36,-6,46
2020-04-02,8,63,0,0,-43,0,16,0,35,-19,0,-38,0,1,0,0,0,0,0,0,49,53,-41,0,-33,9,41
2020-04-03,8,62,0,0,-38,0,17,0,34,-15,0,-43,0,-7,0,0,0,0,0,0,61,45,-37,0,-34,17,53
2020-04-04,15,99,0,NA,-9,0,12,0,30,1,0,-43,0,-2,0,-30,0,0,0,0,93,58,-24,0,-42,6,87
2020-04-05,42,108,0,NA,11,110,46,0,29,41,0,-35,0,25,0,-36,0,0,55,100,70,105,-41,0,-26,25,65
2020-04-06,21,92,0,0,-27,0,46,0,0,-6,0,-25,0,5,0,0,0,0,0,0,86,0,-36,0,-26,24,67
2020-04-07,42,0,0,0,-14,0,49,0,0,17,0,-19,0,30,0,0,0,0,0,0,0,0,-30,0,-16,30,100
2020-04-08,26,92,0,0,-23,0,39,0,65,-1,0,-23,0,26,0,0,0,0,0,0,121,0,-32,0,-26,13,67
2020-04-09,22,78,0,0,-34,0,33,0,60,-1,0,-29,0,9,0,0,0,0,0,0,67,54,-34,0,-23,25,51
2020-04-10,75,0,0,0,-16,0,101,0,125,10,0,-1,0,53,0,0,0,0,0,0,0,127,-28,0,-17,79,141
2020-04-11,27,99,0,NA,2,0,25,0,48,12,0,-35,0,13,0,-5,0,0,0,0,119,74,-18,0,-35,17,96
