date,total,Al Ahmadi Governorate,Al Asimah Governate,Al Farwaniyah Governorate,Al Jahra Governorate,Hawalli Governorate,Mubarak Al-Kabeer Governorate
2020-03-27,-61.15710403999179,-47.974627561352854,-72.15273306351558,-65.74840433334664,-35.3439800550368,-47.903728288978016,-45.4511616
2020-03-28,-50.34418773186141,-36.574252567533684,-48.2043620861444,-57.7015903945922,-15.555189688830346,-42.41176539932633,-43.999744
2020-03-29,-49.13718670562846,-37.000345523809834,-52.68545783205026,-54.60746926542684,-17.55250840840134,-40.63512408518189,-42.816819200000005
2020-03-30,-49.00917144527042,-40.22183756094704,-51.74726434718246,-54.50156502696328,-24.5003175200508,-40.27921711182723,-40.9801728
2020-03-31,-51.0295862065734,-43.06882637194018,-53.862272540342055,-57.93915936195642,-15.622927299668367,-38.31931746451914,-41.1212288
2020-04-01,-52.37016837404953,-44.41302545149298,-53.669650588903416,-59.44853328312189,-13.569160571065689,-42.55740754831428,-40.5336576
2020-04-02,-55.71605791185471,-43.709876537100044,-54.23026671622483,-63.14087024577065,-15.399957663993224,-45.77889614182265,-45.874329599999996
2020-04-03,-63.3627831221856,-54.318253636854344,-72.41147896843317,-67.99529155480344,-20.884822541571605,-50.871548768686175,-47.686656000000006
2020-04-04,-52.61586225883608,-39.12603347832653,-51.62076634922276,-60.8081147228569,-9.333678293388525,-43.64731237186651,-41.3332992
2020-04-05,-51.880370856157896,-37.85062070561651,-55.111919429277314,-59.233862529479524,-20.477456076392965,-41.08169570757542,-36.3943936
2020-04-06,-47.34258768309369,-35.24533933394594,-51.01319263174964,-54.323149778380504,-7.205588352894135,-38.921176411330286,-37.255321599999995
2020-04-07,-57.461359132264015,-40.55908153755126,-60.32612857244965,-66.48210126468433,-24.144695063151207,-42.992404960192204,-44.058112
2020-04-08,-58.04816200272509,-41.94531669350798,-59.03623232052721,-67.08699574383661,-21.107792177246743,-46.50614236921945,-44.286719999999995
2020-04-09,-60.980586103349026,-46.051477065873264,-60.792829519467645,-69.52374732073712,-29.400004704000747,-50.6400645583742,-45.189478400000006
2020-04-10,-65.74179963765926,-52.73234711797897,-74.22174198468984,-73.37446359496202,-20.884822541571605,-50.023737848418556,-43.960831999999996
2020-04-11,-55.99991783699645,-37.000345523809834,-52.00026034310187,-68.0000620159955,-14.000047040007525,-41.9999164084796,-37.9995136
