date,KE,Baringo County,Bomet County,Bungoma County,Busia County,Embu County,Garissa County,Homa Bay County,Kajiado County,Kakamega County,Kericho County,Kiambu County,Kilifi County,Kirinyaga County,Kisii County,Kisumu County,Kitui County,Kwale County,Laikipia County,Machakos County,Makueni County,Meru County,Migori County,Mombasa County,Muranga County,Nairobi County,Nakuru County,Nandi County,Narok County,Nyandarua County,Nyeri County,Siaya,Taita-Taveta County,Tharaka-Nithi County,Trans-Nzoia County,Turkana County,Uasin Gishu County,Vihiga County,Wajir County
2020-03-30,-38,-28,-18,-35,-15,-31,-2,-22,-39,-29,-28,-42,-38,-30,-35,-33,-34,-29,-24,-38,-23,-36,-18,-29,-28,-42,-32,-40,-22,-19,-33,-25,-12,-50,-30,-16,-35,-38,NA
2020-03-31,-38,-29,-31,-33,-18,-33,2,-19,-40,-31,-31,-42,-39,-25,-36,-35,-38,-28,-27,-37,-27,-36,-17,-31,-31,-43,-29,-40,-27,-19,-34,-26,-14,-51,-28,-5,-37,-35,NA
2020-04-01,-39,-32,-30,-33,-22,-28,-5,-13,-40,-30,-29,-42,-38,-28,-36,-33,-32,-29,-27,-38,-29,-36,-22,-31,-31,-43,-30,-37,-26,-12,-34,-29,-17,-52,-27,-5,-36,-34,NA
2020-04-02,-38,-26,-23,-33,-14,-33,0,-14,-40,-29,-29,-43,-37,-30,-36,-34,-33,-31,-26,-39,-26,-37,-17,-31,-28,-43,-31,-36,-26,-22,-36,-25,-15,-43,-23,-11,-37,-33,0
2020-04-03,-35,-25,-22,-26,-13,-29,-3,-8,-35,-24,-23,-39,-36,-27,-30,-27,-32,-30,-25,-35,-19,-32,-18,-28,-27,-41,-27,-30,-21,-14,-31,-23,-11,-39,-21,-2,-29,-30,NA
2020-04-04,-23,NA,-7,-13,0,-20,0,0,-19,-13,-13,-24,-25,-14,-20,-16,-7,-27,-13,-17,-6,-18,0,-23,-11,-27,-20,-22,-4,NA,-18,-8,-4,-44,-8,-2,-19,0,NA
2020-04-05,-20,NA,0,-16,0,-22,2,0,-16,-12,-13,-19,-24,-18,-18,-17,-19,-18,-21,-13,0,-22,-4,-20,-10,-23,-17,-20,0,NA,-23,0,0,-48,-13,0,-24,0,NA
2020-04-06,-38,-24,-20,-32,-14,-31,-2,-21,-40,-26,-28,-41,-37,-26,-33,-31,-31,-30,-23,-37,-24,-34,-17,-29,-26,-43,-30,-41,-19,-19,-35,-18,-12,-46,-19,-8,-35,-32,NA
2020-04-07,-39,-31,-32,-31,-16,-29,-8,-19,-42,-28,-28,-44,-37,-25,-36,-32,-33,-31,-28,-41,-23,-33,-12,-32,-36,-45,-30,-39,-23,-19,-36,-24,-17,-50,-22,-5,-37,-32,NA
2020-04-08,-39,-28,-28,-29,-22,-27,-6,-12,-40,-28,-28,-43,-39,-25,-36,-33,-31,-31,-23,-39,-26,-34,-18,-33,-33,-44,-30,-41,-23,-14,-36,-25,-15,-49,-22,0,-37,-34,NA
2020-04-09,-39,-30,-24,-29,-14,-30,0,-16,-40,-29,-28,-43,-39,-29,-34,-32,-31,-30,-28,-38,-26,-35,-20,-33,-32,-44,-31,-34,-22,-16,-36,-27,-14,-46,-19,-8,-36,-34,NA
2020-04-10,-56,-43,-36,-39,-29,-44,-13,-28,-54,-41,-42,-59,-51,-33,-40,-48,-40,-46,-36,-58,-36,-42,-29,-60,-41,-64,-43,-39,-34,-28,-49,-35,-23,-51,-34,-20,-47,-41,NA
2020-04-11,-29,NA,-13,-16,-7,-21,0,-2,-23,-13,-19,-29,-33,-11,-20,-20,-15,-33,-20,-22,-10,-19,-8,-33,-19,-35,-22,-20,-17,NA,-25,-15,-6,-51,-15,-15,-23,0,NA
