date,RO,Alba County,Arad County,Argeș County,Bacău County,Bihor County,Bistrița-Năsăud County,Botoșani County,Brăila County,Brașov County,Bucharest,Buzău County,Călărași County,Caraș-Severin County,Cluj County,Constanța County,Covasna County,Dâmbovița County,Dolj County,Galați,Giurgiu County,Gorj County,Harghita County,Hunedoara County,Ialomița County,Iași County,Ilfov County,Maramureș County,Mehedinți County,Mureș County,Neamț County,Olt County,Prahova,Sălaj,Satu Mare County,Sibiu,Suceava County,Teleorman County,Timiș County,Tulcea County,Vâlcea County,Vaslui County,Vrancea County
2020-03-07,9,1,5,6,9,1,-5,12,8,2,13,32,9,2,3,17,0,19,6,15,14,-10,-5,10,23,16,1,1,9,16,12,5,1,8,2,6,6,25,-5,14,4,11,9
2020-03-08,6,4,13,16,0,20,10,18,16,-3,5,36,18,2,8,16,0,14,2,23,0,-5,0,5,20,17,-9,12,29,17,2,8,-1,17,15,6,17,22,-2,34,5,17,15
2020-03-09,-1,-2,1,-5,-1,5,-1,-7,0,-4,-3,8,0,2,3,8,-2,-2,-7,2,3,-4,-8,2,4,6,-7,1,0,9,-2,-9,-6,-1,4,0,4,-3,-3,10,-8,1,0
2020-03-10,-2,0,6,0,-2,15,3,-11,-5,-1,-6,20,2,-1,7,3,5,2,-8,-4,14,2,-2,-1,7,1,-6,13,2,13,6,-6,-4,10,7,1,2,0,-1,8,1,-1,7
2020-03-11,-9,-2,-9,-2,-15,-3,-13,-20,-9,-8,-14,9,-5,-2,-7,-1,8,-1,-2,-9,18,-2,-9,-5,-6,-5,-11,-6,2,-4,-4,2,-11,-10,-10,-5,-7,3,-11,10,-2,-4,5
2020-03-12,-16,-4,-9,-7,-16,-2,-15,-23,-8,-10,-27,15,-7,3,-12,-9,11,-3,-2,-8,16,-6,-4,-2,-12,-9,-22,-6,6,-6,-4,-3,-16,-1,-4,-7,-6,0,-16,1,-8,3,-4
2020-03-13,-18,-3,-7,-4,-10,-6,-14,-11,2,-16,-25,14,-2,-1,-23,-7,18,-4,-8,-5,7,-9,-11,-7,-2,-20,-25,-7,-4,-4,-11,-5,-21,-2,-9,-11,-17,-5,-22,1,-10,-8,-1
2020-03-14,-22,-2,-7,-18,-14,-1,-7,-10,-8,-29,-35,12,-10,-9,-22,-18,0,-3,-16,-11,0,-18,-9,-14,2,-16,-33,-6,-11,-6,-10,-18,-30,2,-5,-17,-19,-10,-23,-10,-10,-9,-14
2020-03-15,-32,-12,-20,-30,-30,-17,-19,-9,-20,-39,-45,-13,-30,-19,-30,-35,0,-20,-31,-24,0,-16,-11,-23,-8,-23,-44,-20,-25,-16,-20,-31,-35,-6,-22,-19,-21,-20,-32,-21,-22,-17,-33
2020-03-16,-36,-13,-21,-28,-31,-16,-23,-28,-23,-32,-50,-6,-21,-13,-40,-29,-17,-23,-27,-24,-8,-23,-12,-18,-20,-37,-43,-20,-16,-20,-24,-18,-34,-16,-22,-29,-23,-15,-35,-12,-21,-18,-24
2020-03-17,-40,-16,-24,-30,-35,-17,-25,-35,-32,-36,-52,-7,-22,-18,-42,-34,-25,-24,-32,-28,-17,-25,-15,-24,-21,-41,-45,-23,-17,-24,-31,-21,-36,-22,-19,-33,-25,-20,-38,-10,-27,-21,-23
2020-03-18,-40,-17,-26,-32,-34,-22,-29,-34,-31,-38,-53,-8,-21,-25,-44,-34,-17,-34,-28,-30,-9,-24,-19,-28,-23,-42,-46,-24,-22,-27,-32,-16,-38,-19,-26,-33,-34,-19,-40,-8,-26,-20,-25
2020-03-19,-44,-24,-31,-38,-40,-28,-37,-40,-34,-41,-57,-12,-26,-27,-47,-39,-30,-25,-33,-32,-21,-33,-22,-27,-30,-47,-51,-35,-25,-30,-37,-26,-41,-26,-26,-36,-38,-26,-44,-14,-32,-23,-29
2020-03-20,-42,-22,-24,-36,-32,-26,-32,-36,-29,-43,-52,-16,-21,-28,-47,-36,-4,-28,-35,-29,-13,-37,-30,-28,-28,-48,-49,-29,-31,-29,-38,-26,-45,-27,-28,-34,-45,-26,-42,-17,-30,-30,-32
2020-03-21,-43,-17,-34,-40,-42,-30,-27,-37,-34,-52,-50,-11,-20,-35,-50,-38,-24,-20,-36,-31,-6,-42,-29,-33,-26,-47,-53,-33,-36,-35,-36,-21,-48,-28,-29,-41,-49,-25,-45,-8,-31,-29,-31
2020-03-22,-55,-46,-49,-50,-58,-43,-49,-51,-47,-68,-58,-38,-47,-47,-61,-51,0,-40,-42,-48,0,-43,-50,-50,-36,-60,-63,-45,-38,-52,-51,-41,-54,-41,-51,-55,-58,-39,-56,-38,-43,-43,-52
2020-03-23,-61,-47,-46,-60,-58,-46,-54,-61,-54,-61,-69,-42,-53,-46,-66,-57,-41,-54,-60,-49,-36,-57,-46,-48,-52,-63,-68,-47,-45,-50,-58,-50,-59,-48,-49,-57,-54,-47,-58,-39,-56,-44,-51
2020-03-24,-60,-45,-46,-61,-57,-38,-54,-62,-52,-60,-68,-32,-45,-50,-62,-55,-53,-50,-61,-47,-43,-53,-40,-50,-51,-59,-67,-42,-49,-46,-55,-53,-57,-42,-43,-55,-59,-53,-57,-40,-49,-42,-46
2020-03-25,-66,-50,-56,-67,-63,-54,-62,-69,-61,-67,-73,-44,-51,-58,-71,-61,-58,-55,-64,-56,-47,-63,-56,-57,-56,-69,-66,-59,-58,-56,-64,-53,-64,-57,-56,-63,-69,-47,-66,-50,-60,-54,-57
2020-03-26,-68,-51,-59,-70,-67,-57,-63,-76,-62,-69,-75,-46,-53,-62,-72,-63,-67,-57,-64,-59,-47,-65,-57,-54,-60,-72,-71,-63,-59,-59,-68,-56,-68,-59,-57,-65,-70,-51,-67,-58,-63,-57,-56
2020-03-27,-65,-49,-52,-66,-62,-52,-58,-69,-59,-67,-70,-47,-55,-55,-71,-60,-54,-55,-63,-57,-45,-65,-56,-53,-56,-70,-71,-58,-59,-55,-64,-56,-67,-48,-60,-62,-72,-50,-65,-56,-60,-59,-57
2020-03-28,-67,-46,-57,-69,-69,-53,-53,-65,-64,-74,-72,-51,-59,-58,-71,-63,-61,-54,-64,-65,-44,-65,-55,-58,-60,-69,-75,-62,-53,-63,-65,-59,-70,-50,-56,-67,-74,-51,-68,-64,-57,-62,-65
2020-03-29,-72,-62,-69,-73,-77,-64,-64,-67,-70,-79,-74,-59,-60,-69,-77,-69,0,-61,-67,-71,-45,-67,-60,-67,-63,-73,-78,-67,-64,-68,-79,-66,-73,-64,-72,-73,-78,-55,-74,-71,-66,-68,-74
2020-03-30,-65,-47,-55,-67,-64,-55,-59,-71,-58,-66,-71,-42,-48,-54,-71,-58,-57,-52,-62,-56,-42,-57,-50,-53,-55,-70,-69,-59,-52,-54,-58,-48,-64,-54,-65,-63,-67,-47,-66,-49,-58,-53,-58
2020-03-31,-68,-54,-54,-69,-66,-50,-58,-68,-61,-70,-73,-41,-55,-54,-70,-62,-60,-58,-64,-59,-45,-62,-55,-56,-57,-70,-71,-56,-60,-60,-64,-54,-67,-52,-57,-69,-71,-51,-66,-52,-62,-55,-58
2020-04-01,-66,-47,-55,-68,-63,-52,-59,-68,-59,-68,-72,-40,-53,-57,-70,-59,-57,-54,-62,-57,-45,-60,-50,-56,-54,-67,-70,-58,-56,-59,-60,-53,-66,-52,-58,-66,-70,-54,-66,-56,-59,-55,-53
2020-04-02,-66,-47,-55,-66,-65,-53,-57,-67,-59,-67,-72,-40,-50,-52,-70,-60,-54,-51,-59,-57,-42,-59,-47,-53,-58,-67,-71,-61,-56,-58,-59,-51,-66,-51,-52,-65,-69,-50,-66,-56,-58,-54,-52
2020-04-03,-63,-44,-53,-62,-59,-51,-53,-63,-54,-65,-68,-39,-46,-48,-70,-58,-50,-51,-59,-55,-37,-60,-51,-51,-53,-66,-69,-57,-56,-52,-62,-51,-67,-51,-56,-64,-72,-49,-64,-60,-54,-56,-57
2020-04-04,-65,-45,-57,-67,-65,-50,-49,-60,-63,-71,-71,-41,-57,-54,-68,-65,-59,-51,-60,-62,-42,-61,-49,-55,-60,-64,-75,-58,-57,-59,-60,-54,-71,-51,-52,-67,-72,-51,-65,-61,-57,-59,-61
2020-04-05,-72,-58,-69,-75,-75,-64,-62,-60,-70,-78,-75,-55,-62,-67,-74,-71,0,-59,-68,-67,-40,-65,-61,-68,-63,-71,-80,-61,-66,-66,-74,-59,-75,-61,-69,-72,-79,-57,-71,-65,-66,-64,-71
2020-04-06,-64,-44,-55,-65,-62,-50,-56,-64,-56,-63,-71,-35,-46,-51,-70,-59,-55,-51,-60,-55,-42,-57,-44,-52,-57,-66,-71,-55,-55,-55,-58,-48,-67,-50,-54,-65,-66,-48,-65,-54,-54,-54,-54
2020-04-07,-64,-44,-53,-64,-60,-45,-54,-67,-58,-64,-70,-26,-42,-44,-68,-58,-51,-50,-58,-54,-43,-58,-42,-51,-52,-64,-69,-56,-57,-55,-54,-46,-65,-49,-51,-66,-67,-44,-64,-54,-50,-49,-55
2020-04-08,-63,-43,-54,-62,-59,-47,-53,-64,-55,-64,-70,-26,-44,-49,-68,-58,-47,-48,-55,-53,-29,-53,-39,-49,-53,-63,-68,-56,-48,-54,-54,-42,-63,-46,-53,-64,-67,-43,-64,-48,-51,-49,-51
2020-04-09,-63,-41,-55,-62,-61,-47,-56,-64,-56,-64,-71,-23,-49,-47,-67,-58,-46,-48,-53,-54,-37,-54,-36,-49,-57,-63,-69,-54,-58,-57,-59,-44,-64,-44,-50,-63,-66,-42,-63,-56,-49,-48,-55
2020-04-10,-59,-37,-48,-57,-54,-45,-52,-55,-49,-62,-65,-30,-44,-42,-66,-54,-42,-39,-52,-48,-30,-49,-47,-46,-50,-60,-67,-48,-53,-50,-54,-43,-63,-41,-51,-58,-67,-42,-63,-55,-49,-52,-51
2020-04-11,-59,-37,-53,-59,-57,-47,-43,-49,-53,-68,-64,-26,-50,-42,-65,-59,-49,-33,-53,-52,-24,-56,-46,-49,-50,-55,-71,-50,-55,-54,-50,-40,-63,-42,-48,-61,-66,-37,-62,-60,-51,-52,-55
