date,IE,County Carlow,County Cavan,County Clare,County Cork,County Donegal,County Dublin,County Galway,County Kerry,County Kildare,County Kilkenny,County Laois,County Leitrim,County Limerick,County Longford,County Louth,County Mayo,County Meath,County Monaghan,County Offaly,County Roscommon,County Sligo,County Tipperary,County Waterford,County Westmeath,County Wexford,County Wicklow
2020-02-28,0,-5,0,12,-12,-2,6,7,-1,-7,4,0,0,8,0,0,4,1,0,-4,0,0,-5,-17,0,-8,-12
2020-02-29,-28,-11,-32,-57,-28,-21,-20,-51,-39,-35,-19,0,0,-28,0,-26,-28,-14,0,-28,0,-28,-27,-29,-29,-9,-40
2020-03-01,-5,-10,0,24,2,-4,-12,3,7,-17,-6,0,0,-5,0,-18,0,-2,0,-9,0,-4,-1,5,-5,1,-13
2020-03-02,12,0,0,0,4,14,13,11,18,9,5,0,0,17,0,0,0,22,0,5,0,0,-6,13,0,0,10
2020-03-03,29,0,0,0,22,21,30,26,0,22,14,0,0,20,0,0,0,35,0,7,0,0,20,19,0,0,33
2020-03-04,25,0,0,0,2,26,28,35,18,13,-2,0,0,25,0,0,0,44,0,10,0,0,25,-1,0,2,18
2020-03-05,15,0,0,0,23,18,12,13,25,10,17,0,0,16,0,0,0,37,0,13,0,0,12,30,0,0,20
2020-03-06,10,0,0,34,5,8,12,13,26,1,18,0,0,-1,0,0,0,17,0,12,0,0,3,-10,0,8,9
2020-03-07,-1,-2,0,-9,-16,-10,11,-11,7,17,-2,0,0,1,0,24,-17,21,0,-7,0,-10,-11,-39,0,0,-13
2020-03-08,0,-2,0,18,-16,2,-2,7,-8,-12,23,0,0,-1,0,-7,12,19,0,-6,0,4,-5,-6,-16,-5,2
2020-03-09,-13,0,0,-4,-15,3,-18,-11,-4,-15,4,0,0,-20,0,0,0,-7,0,-12,0,0,-14,-34,0,-27,-18
2020-03-10,15,0,0,0,11,16,8,22,0,4,25,0,0,8,0,0,0,31,0,10,0,0,11,-9,0,0,20
2020-03-11,-3,0,0,7,-7,-7,-6,-12,10,-21,6,0,0,-5,0,0,-7,15,0,-4,0,0,7,-17,0,0,-5
2020-03-12,-13,0,0,18,-2,1,-21,-8,8,-19,12,0,0,-8,0,0,0,2,0,-4,0,0,-8,-24,0,0,-10
2020-03-13,1,-9,0,20,-12,25,3,-3,15,12,0,0,0,-11,0,0,0,0,0,9,0,0,-21,-25,0,-2,6
2020-03-14,-15,-11,0,-4,-21,2,-12,-31,1,-13,-25,0,0,-29,0,-9,2,-12,0,-3,0,-16,-34,-41,-34,-3,-5
2020-03-15,20,12,0,97,21,40,3,14,64,13,0,0,0,2,0,27,0,44,0,35,0,26,4,18,0,23,44
2020-03-16,21,0,0,0,16,27,14,-15,53,33,21,0,0,-6,0,0,0,41,0,22,0,0,8,2,0,0,107
2020-03-17,67,0,0,0,35,19,84,-38,0,0,25,0,0,-8,0,0,0,0,0,28,0,0,18,25,0,0,0
2020-03-18,14,0,0,43,14,34,2,-5,41,17,-8,0,0,2,0,0,0,0,0,20,0,0,0,3,0,0,46
2020-03-19,29,0,0,0,39,43,19,7,0,41,6,0,0,6,0,0,0,0,0,43,0,0,8,15,0,0,85
2020-03-20,16,0,0,53,12,49,10,-15,69,28,-11,0,0,-12,0,0,0,31,0,31,0,0,-11,-4,0,22,60
2020-03-21,-12,0,0,-26,-17,3,-10,-63,-28,18,-31,0,0,-40,0,19,-27,15,0,-3,0,-14,-29,-20,0,16,35
2020-03-22,39,0,0,107,36,91,16,-3,81,25,4,0,0,7,0,67,0,95,0,87,0,0,33,36,0,50,73
2020-03-23,7,0,0,0,18,2,1,-22,19,24,2,0,0,-7,0,0,0,20,0,16,0,0,-2,-10,0,0,31
2020-03-24,10,0,0,0,18,-2,9,-22,21,13,-5,0,0,-23,0,0,0,30,0,10,0,0,-13,-22,0,0,34
2020-03-25,13,0,0,15,4,-27,19,-34,25,17,-3,0,0,-6,0,0,-21,0,0,13,0,0,-2,-17,0,0,52
2020-03-26,15,0,0,0,42,1,10,-18,66,13,2,0,0,3,0,0,0,46,0,36,0,0,-2,9,0,0,38
2020-03-27,0,0,0,27,25,10,-15,-18,44,-4,-3,0,0,-18,0,0,0,6,0,25,0,0,-19,-4,0,26,8
2020-03-28,-59,-36,-37,-59,-53,-52,-61,-67,-53,-63,-68,0,0,-55,0,-59,-45,-49,0,-41,0,-56,-66,-74,-51,-53,-79
2020-03-29,-59,-52,-41,-54,-54,-49,-64,-60,-54,-66,-65,0,0,-57,0,-67,-31,-54,0,-40,0,-48,-61,-75,-45,-70,-79
2020-03-30,-37,0,0,-28,-31,-38,-43,-49,-30,-41,-39,0,0,-44,0,0,0,-28,0,-18,0,0,-43,-57,0,-42,-40
2020-03-31,-22,0,0,-11,-17,-21,-23,-42,-12,-24,-32,0,0,-33,0,0,0,-17,0,-12,0,0,-44,-55,0,-23,-21
2020-04-01,-31,0,0,-30,-27,-44,-30,-51,-23,-32,-37,0,0,-41,0,-49,-26,-22,0,-18,0,-49,-42,-55,0,-33,-40
2020-04-02,-38,0,0,-37,-9,-41,-44,-57,-20,-37,-34,0,0,-42,0,0,-29,-25,0,-13,0,0,-47,-48,0,-28,-39
2020-04-03,-35,-27,0,-38,-27,-39,-33,-54,-32,-28,-39,0,0,-51,0,-28,-20,-28,0,-17,0,-40,-49,-58,0,-22,-36
2020-04-04,-46,-31,0,-54,-41,-46,-40,-64,-51,-40,-57,0,0,-48,0,-46,-40,-42,0,-36,0,-48,-62,-70,-37,-42,-67
2020-04-05,-59,-56,-46,-64,-75,-53,-51,-72,-78,-64,-75,-70,-59,-68,0,-64,-50,-50,0,-51,0,-58,-74,-85,-59,-71,-74
2020-04-06,-9,0,0,-2,1,-17,-8,-29,-9,-2,-16,0,0,-19,0,0,0,-9,0,-3,0,0,-29,-46,0,-18,-8
2020-04-07,6,0,0,0,8,-8,16,-35,8,2,-11,0,0,-17,0,0,0,15,0,7,0,0,-24,-33,0,0,6
2020-04-08,-10,0,0,-11,-6,-29,-6,-37,-5,-10,-25,0,0,-25,0,0,-14,0,0,0,0,0,-25,-46,0,-22,-19
2020-04-09,-24,0,0,-20,-11,-24,-25,-39,-7,-24,-25,0,0,-25,0,0,0,-20,0,-3,0,0,-32,-42,0,-15,-24
2020-04-10,-26,-25,0,-33,-23,-38,-15,-57,-31,-16,-36,0,0,-39,0,-36,-28,-21,0,-16,0,-40,-44,-54,0,-26,-30
2020-04-11,-31,-22,0,-50,-23,-43,-17,-57,-48,-26,-50,0,0,-32,0,-43,-32,-30,0,-29,0,-50,-54,-57,-17,-30,-60
