date,JP,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi
2020-03-04,-12,-13,-2,2,-17,-10,-4,-6,-4,-11,-6,-8,-17,-15,-8,-7,-2,-9,-5,-15,-14,-8,-14,-9,-6,-3,-6,-5,-13,-4,-9,-9,-11,-18,-2,-11,-10,-3,-8,-7,-12,-20,-3,-2,-11,0,-8,-7
2020-03-05,-9,-8,-8,-5,-10,-7,-4,-5,-5,-7,-5,-5,-30,-6,-2,-7,-6,-3,-2,-8,-7,-6,-8,-5,-6,-3,-6,-3,-6,-10,-8,-4,-10,-9,-1,-6,-6,-2,-2,-3,-7,-14,-4,-2,-5,-6,-5,-6
2020-03-06,-9,-11,-7,-7,-10,-9,-3,-8,-7,-7,-6,-6,-23,-8,-6,-7,-6,-6,-4,-10,-12,-11,-8,-6,-10,-9,-8,-6,-5,-7,-10,-5,-8,-11,-3,-7,-8,-3,-5,-9,-10,-14,-3,-2,-8,-7,-8,-7
2020-03-07,-12,-12,-5,-6,-14,-14,-4,-15,-5,-8,-8,-14,-22,-11,-5,-8,-6,-10,-9,-14,-19,-14,-11,-7,-10,-16,-10,-14,-4,-8,-16,-9,-11,-14,-9,-8,-7,-7,-8,-12,-12,-18,-6,-6,-10,-4,-12,-9
2020-03-08,-17,-23,-5,-7,-20,-11,-7,-9,-10,-15,-14,-10,-23,-15,-9,-11,-6,-11,-5,-25,-14,-10,-17,-15,-13,-11,-12,-5,-15,-8,-10,-10,-9,-21,-3,-16,-13,-5,-20,-14,-13,-26,-5,-8,-14,-5,-8,-20
2020-03-09,-7,-6,-2,-2,-10,-6,-1,-9,-3,-5,-5,-7,-14,-6,-3,-3,-3,-4,-6,-8,-8,-9,-5,-5,-6,-9,-5,-8,-5,-1,-10,-3,-11,-7,-6,-3,-6,-3,0,-6,-5,-13,-2,1,-3,-2,-8,-9
2020-03-10,-9,-12,-1,1,-12,-3,-6,-7,-4,-9,-8,-5,-17,-11,-6,-7,-6,-1,-4,-16,-6,-5,-13,-7,-10,-1,-5,-3,-10,-6,-5,-3,-3,-16,1,-10,-10,-3,-6,-9,-4,-20,0,-2,-6,1,-7,-10
2020-03-11,-3,-4,-2,4,-5,-1,1,0,3,-1,-2,-1,-15,-5,2,-3,3,0,1,-3,-4,-1,-5,-1,5,-2,-1,1,-2,-3,-3,0,-3,-6,4,-1,2,2,1,1,-1,-9,2,2,-2,4,-2,-2
2020-03-12,-3,-3,4,5,-4,-2,9,0,3,2,-1,0,-12,-3,4,2,2,1,4,-4,-3,-1,1,0,2,-3,0,0,0,2,-3,2,-5,-5,5,-1,6,4,3,1,-1,-10,4,7,-1,5,0,-3
2020-03-13,-5,-7,-5,-2,-7,-4,2,-3,0,-2,-3,-2,-14,-6,-1,-2,-2,-1,-1,-6,-5,-5,-3,-3,-4,-5,-3,-3,-1,-2,-4,0,-5,-8,2,-1,-2,2,-1,-3,-5,-10,1,2,-4,-2,-2,-7
2020-03-14,-14,-12,2,0,-23,-7,1,-5,-8,-6,-15,-5,-14,-13,-12,-3,-1,-5,-1,-24,-6,-6,-13,-8,-6,-5,-13,-4,-10,-4,-6,-2,-5,-18,-1,-17,-6,-1,-12,-14,-7,-29,-4,-3,-8,1,-2,-17
2020-03-15,-7,-10,0,-5,-7,-7,-6,-7,-4,-5,-8,-7,-17,-8,1,-11,-4,-7,-6,-7,-8,-8,-8,-6,-4,-8,-4,-5,-4,-5,-6,-4,-5,-12,-4,-6,-3,-3,-1,-6,-6,-10,-2,-6,-6,0,-6,-7
2020-03-16,-7,-8,-2,-4,-9,-1,-4,-5,1,-5,-6,-5,-13,-8,-1,-5,-1,-2,-1,-8,-2,-4,-8,-7,-2,-1,-9,-5,-9,-7,-5,-3,-8,-10,-4,-6,-10,-4,0,-3,-4,-13,-2,-1,-4,1,-5,-6
2020-03-17,-1,-5,2,5,-2,0,0,1,2,-1,-2,-1,-11,-3,2,-4,1,1,-3,-3,-2,-2,-3,1,-1,-5,3,-1,0,-3,-4,1,-3,-5,3,0,0,2,3,0,0,-9,5,1,-1,3,-2,-2
2020-03-18,-3,-4,4,7,-4,1,4,-1,5,1,-2,0,-9,-3,1,2,4,-1,0,-4,-4,-2,-2,-1,6,-4,1,2,-1,0,-4,1,-5,-4,1,-2,0,4,2,1,0,-9,5,7,0,9,-4,-3
2020-03-19,4,4,15,15,1,7,12,6,14,9,5,9,-1,5,10,9,12,6,8,3,4,5,7,5,14,3,9,7,6,11,4,9,-2,2,10,5,13,12,9,10,5,-3,14,11,5,15,8,7
2020-03-20,7,2,9,10,13,18,16,11,16,19,14,13,-2,10,18,13,9,19,19,6,15,13,16,15,12,12,17,13,25,13,13,20,3,-3,23,17,22,22,19,19,17,-15,28,15,18,20,16,19
2020-03-21,-6,-9,-1,-2,-8,-5,1,-6,0,-1,-3,-5,-11,-8,0,-2,-3,-4,-2,-6,-4,-5,-3,-4,-3,-8,-2,-3,1,-3,-6,-1,-6,-12,0,-3,-1,2,0,-2,-5,-13,3,2,-3,2,-3,3
2020-03-22,-9,-11,-5,-5,-10,-5,-7,-8,-5,-4,-7,-8,-12,-11,-4,-10,-5,-7,-7,-10,-6,-6,-8,-7,-6,-11,-6,-7,-5,-12,-11,-5,-8,-15,-5,-8,-6,-3,-3,-5,-6,-13,-2,-8,-6,-5,-8,-3
2020-03-23,-4,-5,3,1,-9,3,3,-2,4,-1,-1,-1,-8,-3,0,2,5,1,1,-8,3,-1,-1,-4,-1,-3,-1,-2,-2,2,-6,0,-6,-6,0,-3,-2,0,1,-1,1,-13,2,6,0,3,-2,-2
2020-03-24,0,-3,7,5,-3,5,1,1,2,0,1,1,-8,-2,3,0,4,2,4,-1,2,3,-2,0,2,0,1,1,1,1,-2,2,-1,-6,5,1,2,5,7,1,1,-8,4,4,0,4,0,1
2020-03-25,2,0,12,12,-1,7,10,5,8,5,2,5,0,1,5,7,13,4,6,0,6,5,3,3,11,5,4,6,5,8,1,4,-3,-2,8,2,5,9,6,5,4,-6,13,14,5,14,4,2
2020-03-26,0,1,10,4,1,2,7,-2,8,4,3,3,-3,0,6,6,6,4,3,2,3,1,4,4,6,-2,3,-3,4,6,-4,3,-2,-3,3,4,8,10,8,5,3,-10,8,11,3,10,1,4
2020-03-27,-10,-12,3,-2,-9,-5,-6,-11,1,-9,-3,-10,-7,-14,-3,-3,1,-3,-4,-9,-5,-7,-11,-5,-2,-4,-3,-9,-7,-1,-7,-5,-6,-19,-5,-5,-6,0,-5,-2,-4,-20,3,2,-7,3,-12,-5
2020-03-28,-18,-13,3,-4,-22,-11,-10,-12,-4,-11,-13,-10,-8,-15,-12,-4,-3,-10,-8,-32,-9,-14,-15,-8,-7,-11,-11,-10,-9,-6,-14,-8,-12,-24,-5,-23,-8,0,-8,-13,-9,-46,-2,-4,-12,2,-7,-12
2020-03-29,-26,-14,-1,-11,-43,-5,-13,-13,-21,-14,-33,-7,-7,-12,-31,-8,-5,-7,-5,-55,-3,-13,-10,-9,-14,-7,-31,-3,-7,-11,-8,-7,-9,-21,-4,-51,-6,1,-17,-33,-4,-63,1,-6,-6,-3,-4,-29
2020-03-30,-7,-8,8,3,-10,0,-2,-5,4,-3,-3,-2,-1,-5,-1,4,6,0,-3,-11,0,-7,-6,-5,0,-4,-4,-3,-5,3,-8,0,-9,-12,1,-6,-2,5,-1,0,0,-24,6,8,-3,9,-2,-4
2020-03-31,-4,-5,6,4,-7,0,-3,-3,5,-3,-2,-2,-4,-3,0,3,4,-1,2,-9,-1,-2,-6,-2,-2,-2,0,-1,2,4,-7,0,-6,-8,4,-4,1,4,1,-1,-2,-23,5,5,-1,8,-1,-2
2020-04-01,-20,-16,-4,-4,-25,-11,-14,-14,-6,-13,-15,-13,-7,-20,-14,-9,-4,-13,-6,-27,-12,-12,-23,-16,-9,-6,-13,-9,-18,-5,-14,-14,-11,-26,-6,-22,-14,-6,-15,-14,-15,-38,-8,-10,-16,-3,-9,-16
2020-04-02,-12,-9,-6,-7,-14,-5,-11,-8,-5,-8,-10,-5,-12,-9,-7,-5,-5,-4,-4,-13,-6,-7,-12,-8,-11,-6,-8,-7,-6,-5,-11,-5,-12,-15,-2,-10,-3,2,-5,-6,-7,-28,0,-8,-6,-6,-1,-11
2020-04-03,-14,-12,-7,-11,-15,-12,-15,-14,-8,-12,-11,-10,-10,-12,-11,-8,-6,-8,-9,-16,-11,-14,-16,-11,-13,-9,-11,-12,-8,-3,-15,-9,-14,-19,-7,-10,-8,-2,-11,-10,-11,-30,-1,-9,-11,-8,-6,-12
2020-04-04,-21,-14,-7,-15,-27,-16,-26,-22,-10,-17,-15,-13,-12,-15,-17,-13,-9,-12,-11,-26,-15,-16,-22,-13,-28,-13,-16,-16,-8,-8,-18,-11,-20,-25,-11,-18,-10,-4,-16,-15,-14,-42,-5,-17,-12,-12,-7,-15
2020-04-05,-25,-19,-14,-21,-35,-18,-35,-25,-15,-22,-20,-15,-14,-18,-25,-21,-12,-14,-10,-34,-14,-18,-25,-17,-31,-13,-18,-15,-13,-14,-18,-15,-19,-29,-15,-30,-15,-4,-18,-21,-13,-50,-5,-25,-13,-19,-10,-19
2020-04-06,-13,-9,-11,-13,-16,-9,-19,-13,-5,-15,-9,-9,-11,-10,-10,-7,-7,-6,-3,-13,-10,-10,-17,-11,-15,-7,-9,-11,-11,-6,-13,-7,-18,-16,-7,-8,-10,-2,-8,-8,-9,-29,0,-9,-7,-14,-7,-10
2020-04-07,-12,-11,1,-2,-13,-10,-21,-13,-6,-15,-8,-7,-11,-11,-7,-9,-2,-4,-9,-15,-9,-9,-17,-7,-15,-9,-9,-8,-8,-3,-12,-8,-22,-18,-6,-10,-8,1,-6,-6,-7,-32,0,-6,-9,-11,-8,-12
2020-04-08,-22,-17,-4,-9,-27,-11,-24,-23,-8,-18,-14,-12,-11,-22,-14,-13,-2,-10,-11,-30,-16,-13,-22,-12,-13,-12,-15,-9,-13,-5,-16,-10,-24,-31,-7,-23,-11,-4,-15,-13,-11,-45,-1,-8,-15,-12,-11,-17
2020-04-09,-24,-14,-9,-14,-28,-14,-23,-24,-11,-19,-14,-14,-19,-24,-17,-14,-8,-12,-12,-30,-17,-11,-22,-12,-18,-12,-16,-13,-13,-8,-14,-9,-29,-32,-9,-27,-11,1,-15,-14,-11,-47,-6,-11,-15,-17,-11,-19
2020-04-10,-26,-21,-11,-17,-30,-16,-27,-26,-16,-23,-18,-15,-16,-28,-17,-19,-10,-13,-12,-32,-20,-16,-26,-16,-22,-11,-19,-15,-16,-13,-14,-12,-26,-36,-12,-26,-17,-11,-19,-17,-14,-48,-8,-18,-19,-21,-13,-21
2020-04-11,-30,-28,-10,-19,-34,-21,-33,-33,-18,-31,-23,-29,-17,-31,-20,-25,-11,-19,-13,-37,-29,-20,-32,-20,-30,-17,-27,-18,-17,-13,-20,-16,-34,-40,-18,-29,-20,-21,-26,-26,-18,-52,-19,-25,-22,-24,-16,-26
