date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-02-25,1,2,1,0,-1,-1,-1,7,-1,0,0,2,4,0,-1,1,1,1,0,1,1,0,1,0,7,0,0,2,1,2,2,1,0,1,1,1,0,2,0,2,2,0,1,1,2,1,1,1,-1,1,1,-1,2,1,2,1,1,-1,1,1,3,2,1,1,2,1,2,1,3,0,0,1,1,1,2,1,1,3,1,1,2,0,1,0,-2,2,0,1,1,0,1,2,1,0,1,1,1,3,1,1,1,2,-1,0,2,1,2,0,2,2,-1,1,2,1,-2,0,1,2,2,1,1,2,0,0,3,2,2,2,1,2,2,1,-1,2,2,0,1,-1,0,1,1,-1,1,1,0,0,2,1,0,0
2020-02-26,1,1,2,1,1,-1,-1,4,0,0,0,1,1,1,1,0,1,0,-1,1,1,0,1,0,3,0,-1,1,2,-1,2,2,0,0,0,1,-1,2,0,1,0,1,1,3,1,1,1,1,0,1,2,0,2,-2,2,1,1,-1,-1,1,4,1,1,1,2,-1,3,0,2,0,0,0,0,1,1,2,0,0,-1,1,1,1,1,0,-4,-4,1,-1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,-2,0,0,1,-1,0,1,2,-1,4,2,-1,-1,1,0,2,1,0,1,2,0,0,1,1,0,1,1,2,1,0,1,0,2,0,0,-1,1,2,0,-1,1,1,1,0,3,-1,0,-1
2020-02-27,0,3,2,0,1,-1,-2,6,-2,0,1,-1,0,1,-1,2,0,-1,1,-1,1,0,1,-2,3,0,-1,2,3,1,2,1,0,0,0,2,0,0,0,2,1,0,1,2,2,1,0,-1,0,-1,1,-1,2,-1,1,0,0,-1,-1,0,2,1,-1,-1,3,0,1,-1,3,0,-2,0,0,0,-1,1,0,1,-1,1,1,-1,0,0,-1,1,0,0,0,-1,0,1,-1,0,1,0,0,2,0,-1,0,4,-2,-2,2,0,2,-1,1,1,0,1,1,-1,-1,-1,0,1,0,0,0,2,-1,0,2,2,1,-1,0,1,0,-1,1,0,2,1,1,-1,-1,1,-1,-1,0,1,1,0,0,-1,0,0
2020-02-28,-1,1,0,0,2,1,0,4,-3,0,0,-1,-1,2,-2,-3,0,-1,-1,-1,-2,-1,-2,-1,4,-2,-1,-3,1,0,-1,1,-1,-1,-1,-1,-2,2,-1,-1,-1,1,0,0,1,-2,-1,-1,0,0,1,1,1,0,0,0,0,-2,0,0,3,-2,-1,-1,0,1,0,-1,3,-1,-2,-1,-1,-1,1,1,-1,-2,0,2,1,0,0,-2,-1,-1,-3,-3,-1,0,-1,1,-1,-3,0,0,0,0,-1,3,0,-1,-2,-2,0,0,0,-1,-1,1,-3,3,1,-4,-1,0,-1,1,-2,0,0,0,-1,-3,1,0,-1,-1,-1,-1,-2,-1,-2,-2,1,-3,0,-3,-1,1,-1,-3,-1,0,-1,0,1,-2,-1,-1
2020-02-29,0,3,0,1,0,0,6,5,-3,0,3,0,2,3,1,1,-2,-2,0,-1,2,-3,0,-1,3,1,1,0,1,1,1,4,0,3,0,1,1,0,-1,0,1,3,-1,3,3,-2,-1,0,3,0,2,-5,2,0,1,1,0,0,8,0,3,1,-2,2,4,6,0,0,5,1,1,0,1,1,4,0,1,3,-2,1,4,0,2,0,4,0,1,-1,0,1,0,2,0,1,1,1,4,0,0,0,1,3,-1,1,0,0,-1,-2,4,0,-3,6,1,0,0,-2,1,4,0,2,0,-2,-2,0,7,3,0,-2,0,1,0,1,2,4,1,-1,4,0,2,5,-1,0,0,1,0,-2,-2,1,2,-1
2020-03-01,1,2,-1,-5,-4,0,4,5,0,0,2,2,-1,5,-3,5,0,0,2,0,2,0,3,-1,1,1,4,3,0,4,1,1,3,5,5,2,1,1,2,1,-1,3,-1,1,0,-2,0,1,3,0,-1,-1,1,1,1,2,1,0,9,2,3,0,0,1,6,4,5,1,1,3,3,2,3,-3,2,2,1,0,2,0,1,1,1,5,2,NA,2,0,1,3,0,1,3,-1,1,0,-1,2,1,NA,2,3,-1,-1,2,1,4,3,5,0,6,0,-1,NA,2,-4,1,2,3,-3,1,0,1,2,8,0,2,2,1,0,4,2,2,3,1,1,3,2,4,5,-2,1,1,2,1,1,0,0,2,-1
2020-03-02,1,2,1,-1,2,1,2,5,-2,1,2,-1,2,1,-2,1,0,1,1,0,0,1,1,1,3,0,1,0,0,1,2,0,1,1,0,3,0,0,0,1,2,2,1,3,0,0,1,1,-1,1,0,0,1,1,0,1,1,0,2,1,3,3,1,1,2,-1,3,1,3,1,0,1,1,2,2,2,0,0,2,2,1,0,1,1,-2,4,0,-1,1,0,1,1,1,0,1,1,0,2,1,-1,1,3,-3,1,2,0,1,-1,2,0,0,5,0,0,0,0,0,1,0,1,0,2,0,1,-1,2,1,2,2,1,1,2,-1,0,1,-1,1,0,1,1,0,1,0,1,1,0,1,0,0,-2
2020-03-03,1,1,2,0,1,1,1,6,-1,0,1,1,2,1,-1,2,1,1,2,1,1,1,2,1,7,0,-1,2,2,1,2,1,1,1,1,4,1,1,1,1,1,0,2,3,1,2,0,1,0,0,1,0,2,-1,1,1,1,1,3,1,5,4,1,2,1,3,3,1,5,1,1,1,1,1,3,2,0,2,1,3,2,0,1,2,-1,8,1,0,1,0,1,2,1,0,1,1,0,2,1,0,2,4,-2,-1,3,-1,2,-1,3,1,2,1,0,3,1,0,1,1,1,1,1,3,1,1,3,3,2,1,2,1,2,2,-1,2,2,0,2,1,0,1,0,2,2,1,1,0,1,0,0,0
2020-03-04,1,1,2,1,1,1,1,4,0,0,1,1,2,2,-1,1,0,0,1,1,1,1,1,0,3,0,-1,0,1,0,1,1,1,1,1,3,1,2,-1,-1,1,1,2,3,0,1,0,0,0,1,1,1,1,0,1,1,0,1,2,0,3,1,1,2,0,0,2,0,2,1,1,1,1,0,3,2,1,-1,-1,2,2,0,1,-2,-2,2,-1,1,1,0,0,2,0,0,1,1,0,2,0,1,1,0,-3,0,1,-1,0,-1,1,0,1,5,1,-3,1,0,0,-1,0,1,1,2,1,1,0,2,1,1,1,-1,1,0,-3,-1,1,0,0,1,0,3,0,1,0,1,0,-1,0,0,0,-1
2020-03-05,0,2,3,0,2,2,0,5,-1,0,2,1,3,3,-2,1,-2,0,1,0,1,1,1,-1,2,0,0,0,0,2,2,1,1,1,2,2,1,2,-1,-1,1,1,1,3,2,1,1,-2,-1,-1,0,0,2,1,1,1,-1,1,5,-1,3,3,0,1,1,-1,-1,-1,3,1,0,1,1,0,2,1,0,0,1,2,2,1,0,2,-1,2,1,2,1,-2,1,2,0,0,2,1,0,2,0,-3,1,5,-3,-1,2,-3,1,-2,3,-1,0,2,1,1,0,-1,-1,2,0,1,1,1,-1,1,3,2,1,0,0,1,2,1,-2,0,2,0,1,0,-1,1,0,1,-1,1,0,-2,-2,-1,-1,-2
2020-03-06,1,1,2,0,2,2,2,6,-2,1,3,2,2,1,-3,1,0,0,0,0,0,0,2,0,3,0,-1,0,3,0,-1,1,1,0,1,4,1,5,0,0,0,3,0,2,1,-2,0,0,-1,0,1,-1,2,-1,1,0,0,1,5,0,4,0,0,0,-1,2,1,0,3,1,1,1,1,0,3,2,2,0,2,3,2,1,0,0,-2,-4,-1,0,1,0,2,2,1,1,1,2,0,3,1,0,1,1,-3,1,1,-1,1,0,3,0,0,1,1,0,0,-1,0,1,0,0,2,2,1,1,2,1,1,1,0,1,2,1,-2,1,1,-1,1,0,-2,2,0,1,1,1,0,1,1,0,1,-2
2020-03-07,1,1,1,-1,2,2,1,8,0,0,5,4,3,3,1,2,0,1,1,2,1,2,1,0,6,1,0,1,0,3,3,2,1,4,1,3,2,0,0,1,-3,1,-2,2,4,-1,4,2,2,1,1,-3,3,1,2,3,1,1,7,2,6,1,0,1,2,9,2,1,5,1,4,2,3,3,3,1,0,-2,0,0,3,-1,2,-1,1,0,2,1,2,4,2,3,1,1,2,2,5,1,2,0,2,3,-2,4,3,0,3,1,3,1,-2,6,4,0,2,0,2,-1,0,2,2,1,0,1,5,5,1,1,2,0,2,4,4,3,1,0,2,1,0,1,1,2,2,1,1,3,2,1,2,1
2020-03-08,1,0,1,-3,0,0,4,4,0,0,6,2,-4,3,-3,1,-2,0,-2,1,2,-3,3,2,8,1,1,3,1,3,1,0,1,5,4,1,3,-1,1,-1,1,2,0,4,3,-2,1,0,5,0,1,-2,4,-3,3,3,0,2,6,0,7,1,0,4,-2,8,3,0,0,2,5,2,2,-1,3,3,1,2,1,2,5,2,1,0,1,NA,-2,1,2,1,-1,4,5,0,3,0,4,1,1,NA,1,1,-4,3,1,1,5,4,6,2,-1,0,1,NA,2,-4,2,2,2,2,1,1,-1,1,9,1,1,1,0,-1,3,2,1,3,1,0,4,2,2,4,1,1,-1,2,0,0,-1,1,0,1
2020-03-09,0,0,2,-1,2,2,0,2,-1,-1,2,0,1,1,-2,-2,0,0,0,0,-2,0,3,0,4,-1,1,1,0,0,0,0,0,-1,0,2,0,1,-1,0,0,1,1,-1,0,-1,1,1,-2,0,0,0,2,0,-1,0,-1,0,2,0,3,1,-1,0,-1,3,2,0,2,0,0,1,0,0,3,1,1,-2,1,3,2,-1,0,-1,1,6,-1,-1,1,-1,1,1,2,0,0,1,-1,1,0,0,1,2,-3,2,1,1,1,-1,2,-1,-1,5,0,-3,2,-1,-1,0,0,0,0,0,0,1,0,2,1,1,1,0,2,1,0,-1,1,-2,1,1,0,1,0,1,0,0,0,0,1,0,-2,-2
2020-03-10,0,1,2,0,1,0,-1,3,-1,-1,1,1,3,1,-2,-1,-3,-1,0,0,-1,0,2,0,7,-1,0,1,0,1,1,0,1,0,1,3,1,2,0,0,1,1,1,0,1,-1,1,0,-2,0,0,0,2,-1,0,-1,-2,0,3,0,3,3,-1,0,-1,1,2,0,3,0,0,1,2,0,3,0,0,-1,0,3,1,-2,0,-1,0,5,0,0,0,-1,0,1,1,0,0,1,-1,2,1,-1,0,3,-3,0,1,1,1,-2,2,-1,-1,3,-1,4,1,-1,0,-2,0,0,1,2,-1,0,1,1,0,1,0,0,1,1,-1,2,1,-1,1,0,-4,-1,0,1,0,0,-1,0,0,0,0,-2
2020-03-11,0,0,2,0,1,0,-1,3,-2,-2,3,1,2,1,-2,-1,-2,-1,0,-1,-2,-1,2,0,3,-1,-1,0,1,-1,1,0,0,0,1,2,1,3,-1,-1,-1,0,2,1,0,-2,0,-1,-3,0,0,0,1,-1,0,-1,-3,0,0,-1,2,0,-1,-1,0,0,2,-1,2,0,-1,0,1,-2,3,1,1,0,-1,2,1,0,0,-2,-2,-1,-1,0,1,-2,0,1,1,0,0,1,0,2,0,-1,0,1,-4,-1,1,1,1,-3,1,-1,0,2,0,3,1,-2,0,-1,0,0,1,2,-2,0,-1,1,0,0,-1,1,-3,-1,-2,0,1,0,0,0,-3,0,-2,1,0,1,-1,-1,-2,-1,-1,-2
2020-03-12,-1,0,1,-1,-1,-1,-1,3,-3,-3,2,0,3,0,-5,-2,-2,-3,-2,-2,-3,0,0,-1,2,-2,-2,-1,-2,1,1,0,-1,-1,1,1,0,1,-1,0,-1,-2,0,-2,-1,-1,0,-1,-5,-2,-2,0,0,-1,-2,-2,-5,-1,1,-1,2,0,-3,-1,0,-1,0,-2,2,0,-1,0,1,-3,2,0,-1,-2,0,0,0,-4,-1,-1,0,0,-1,-1,0,-2,-1,-1,-1,-2,0,0,-1,1,-1,0,-1,4,-4,-1,3,0,2,-4,2,-2,-1,2,-2,-4,0,-3,-1,-2,-2,-2,0,1,-4,0,-2,1,0,0,-2,-1,-4,-2,0,0,0,-2,-1,-1,-4,-2,-3,-1,-1,0,-2,-4,-4,-2,-2,-3
2020-03-13,-4,-2,-1,-2,-3,-1,-3,0,-4,-6,0,1,-2,-1,-8,-2,-7,-5,-4,-6,-6,-2,1,-3,3,-5,-5,-5,-2,-4,-1,-2,-3,-2,-5,-1,-2,1,-3,-3,-1,-1,-1,-3,-5,-4,-2,-2,-10,-4,-3,-2,-2,-4,-4,-5,-9,-3,2,-4,4,-2,-6,-2,-3,-1,-1,-4,1,-3,-3,-2,-1,-5,0,-1,-1,-4,-2,1,0,-4,-4,-3,-2,-6,-5,-4,-1,-2,-2,-2,0,-4,-2,-2,-2,-1,-2,0,-4,1,-5,-2,-1,-2,1,-8,0,-2,-4,1,-3,-8,-2,-6,-3,-4,-4,-3,-1,-3,-5,-2,-2,-2,-1,-3,-7,-1,-3,-3,-3,-2,-3,-6,-3,-5,-7,-3,-5,-2,-3,-2,-3,-7,-6,-4,-3,-7
2020-03-14,-2,-2,-3,-1,-2,-1,2,4,-4,-5,1,1,-2,-1,-3,-2,-6,-4,-1,-4,-4,-5,1,-1,-3,-3,-3,-1,2,-1,0,0,-3,-1,-2,0,-2,-4,-2,-2,-3,-4,-3,-6,1,-1,0,-2,-5,-2,0,-8,-1,-2,-2,-2,-4,-2,3,-2,2,-2,-3,-1,0,3,1,-2,2,0,0,-3,4,-3,0,-2,-1,-4,-1,-2,0,-3,-2,1,0,0,-3,-4,0,-3,1,0,-2,-4,0,-2,3,-3,-2,0,-2,0,-4,0,-2,-3,-3,-2,3,-2,-6,-2,-3,0,-1,-4,-1,-3,-1,-1,-2,-4,-3,-2,1,1,-2,-2,-2,-3,-1,-1,0,-3,-3,-2,-1,-2,-2,-1,-1,-2,-2,-1,-2,-4,-4,-2,1,-5
2020-03-15,-4,-4,-5,-4,-4,-5,1,-12,-3,-6,1,0,-6,0,-9,2,-8,-8,-6,-6,-6,-8,-5,-3,-5,-2,-3,-5,4,-1,-2,-2,-2,2,0,-3,-3,-8,-4,-5,-3,-2,-4,-8,-3,-8,-1,-3,-6,-4,0,-11,0,-4,-4,-4,-7,-3,6,-4,0,-4,-5,-2,-4,1,-3,-4,-2,-1,-2,-4,0,-6,0,-1,-2,0,-3,-5,-2,-1,-5,-4,-5,NA,-6,-2,-3,-3,-2,-3,2,-8,-2,-5,-2,-2,-5,NA,-5,2,-4,2,-2,-4,-4,-3,2,-2,-5,0,-3,NA,-3,-9,-3,-3,-2,-4,-3,-6,-5,-5,-3,-1,-3,-5,-5,-6,-3,-3,-4,-1,-2,-3,-1,-5,-3,-3,-4,-5,-5,-1,-5,-5,-9,-5,-1,-6
