date,JP,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi
2020-03-26,-13,-15,-11,-13,-16,-7,0,-19,-11,-8,-10,-15,-20,-12,-14,-14,-14,-8,-10,-13,-6,-10,-13,-12,-16,-15,-11,-12,-8,-13,-15,-10,-15,-14,-18,-13,-7,0,-9,-10,4,-17,-8,-5,-5,-13,-9,-1
2020-03-27,-19,-21,-19,-20,-23,-16,-14,-25,-18,-23,-17,-23,-24,-19,-20,-23,-17,-18,-19,-19,-19,-19,-22,-22,-20,-19,-20,-17,-13,-22,-20,-20,-21,-19,-25,-19,-18,-14,-19,-16,-15,-25,-16,-17,-19,-21,-22,-13
2020-03-28,-33,-32,-16,-19,-39,-24,-21,-35,-20,-29,-31,-30,-29,-31,-36,-31,-17,-26,-20,-40,-21,-26,-34,-31,-25,-30,-33,-24,-32,-30,-30,-25,-27,-36,-30,-37,-29,-12,-31,-31,-23,-46,-18,-23,-30,-17,-19,-35
2020-03-29,-41,-35,-20,-20,-53,-12,-19,-34,-35,-32,-49,-24,-27,-31,-51,-30,-19,-22,-15,-55,-7,-14,-32,-33,-35,-15,-44,-12,-27,-35,-17,-18,-27,-39,-19,-53,-25,4,-38,-46,-13,-59,-13,-26,-21,-27,-6,-51
2020-03-30,-20,-19,-11,-16,-25,-13,-7,-22,-12,-16,-20,-17,-22,-16,-20,-20,-13,-15,-16,-22,-13,-17,-20,-20,-18,-17,-22,-11,-14,-19,-21,-14,-24,-18,-17,-21,-15,-3,-19,-20,-12,-27,-11,-10,-13,-17,-10,-23
2020-03-31,-20,-20,-17,-16,-25,-11,-13,-23,-16,-19,-22,-19,-20,-17,-22,-23,-13,-13,-13,-22,-15,-15,-22,-23,-22,-16,-24,-11,-15,-21,-21,-16,-24,-18,-14,-22,-18,-3,-21,-20,-14,-27,-15,-14,-17,-18,-12,-25
2020-04-01,-25,-21,-20,-19,-29,-23,-20,-27,-23,-24,-31,-24,-22,-23,-29,-29,-22,-26,-21,-27,-24,-24,-27,-28,-25,-20,-29,-20,-18,-26,-26,-23,-26,-22,-24,-26,-22,-19,-27,-29,-25,-31,-23,-25,-24,-25,-20,-33
2020-04-02,-23,-22,-21,-24,-28,-13,-20,-26,-24,-19,-25,-20,-25,-20,-26,-29,-26,-17,-19,-25,-11,-15,-27,-24,-29,-17,-27,-17,-16,-27,-18,-19,-29,-22,-17,-25,-21,-6,-22,-24,-13,-32,-18,-24,-15,-31,-12,-24
2020-04-03,-25,-24,-25,-27,-30,-18,-20,-31,-27,-22,-25,-24,-25,-21,-28,-27,-24,-22,-23,-26,-16,-19,-28,-27,-29,-20,-29,-21,-14,-26,-23,-23,-32,-24,-22,-26,-23,-12,-27,-28,-16,-33,-17,-20,-16,-29,-18,-24
2020-04-04,-35,-38,-26,-25,-44,-21,-28,-47,-28,-30,-32,-29,-31,-34,-39,-36,-26,-26,-27,-40,-17,-22,-42,-37,-47,-27,-38,-32,-28,-32,-25,-28,-41,-42,-30,-42,-33,-4,-38,-36,-16,-48,-17,-27,-22,-31,-18,-31
2020-04-05,-43,-43,-38,-35,-53,-24,-41,-50,-36,-35,-40,-32,-36,-39,-44,-43,-33,-33,-27,-48,-18,-25,-48,-41,-54,-27,-42,-34,-30,-43,-30,-28,-40,-48,-34,-50,-37,-5,-40,-40,-16,-58,-22,-41,-23,-45,-20,-35
2020-04-06,-24,-21,-20,-25,-28,-18,-23,-29,-18,-23,-26,-18,-23,-20,-24,-29,-22,-19,-19,-25,-20,-18,-28,-25,-28,-16,-26,-18,-16,-25,-20,-19,-35,-23,-19,-26,-22,-6,-25,-25,-16,-32,-16,-20,-14,-36,-16,-27
2020-04-07,-27,-25,-22,-20,-32,-20,-26,-34,-21,-26,-27,-22,-25,-24,-29,-34,-22,-20,-21,-30,-15,-21,-31,-26,-32,-21,-24,-20,-21,-20,-25,-23,-45,-28,-24,-30,-25,-10,-27,-24,-15,-38,-16,-22,-22,-35,-17,-30
2020-04-08,-34,-29,-19,-19,-41,-20,-28,-39,-23,-27,-30,-24,-24,-30,-32,-35,-21,-23,-21,-39,-21,-22,-34,-28,-32,-24,-26,-21,-23,-22,-26,-23,-44,-36,-26,-38,-26,-12,-29,-30,-15,-46,-17,-23,-24,-34,-21,-32
2020-04-09,-36,-30,-23,-24,-43,-22,-30,-42,-25,-28,-32,-25,-26,-34,-35,-38,-23,-24,-23,-42,-18,-24,-36,-29,-36,-25,-27,-24,-26,-24,-27,-25,-49,-38,-30,-41,-28,-13,-30,-35,-19,-49,-22,-28,-27,-41,-21,-34
2020-04-10,-38,-35,-30,-29,-45,-26,-36,-45,-32,-35,-37,-29,-27,-37,-38,-43,-26,-29,-28,-43,-27,-28,-40,-36,-39,-27,-38,-26,-27,-32,-29,-30,-48,-41,-33,-42,-34,-20,-36,-40,-23,-51,-24,-35,-32,-46,-27,-39
2020-04-11,-48,-52,-30,-33,-53,-35,-44,-60,-38,-48,-47,-48,-39,-51,-48,-50,-33,-39,-34,-52,-32,-34,-55,-49,-52,-36,-50,-40,-44,-42,-36,-41,-54,-56,-42,-54,-48,-31,-53,-50,-30,-59,-38,-42,-39,-45,-33,-52
