date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-02-25,-1,0,2,4,2,1,6,1,-4,0,-4,10,-1,0,2,-1,3,1,-2,0,-9,3,-4,-2,-20,0,1,0,5,6,4,3,6,5,6,1,2,-3,-2,-4,6,1,-2,3,3,11,0,-1,1,1,3,-3,5,2,1,-2,-1,-2,-1,-2,3,2,-1,2,3,2,-2,2,-2,0,-3,2,3,-1,2,5,2,-5,-4,-3,-1,1,1,5,0,0,0,-5,2,8,2,4,2,-6,4,-1,5,-3,-1,0,1,1,7,1,-3,7,0,3,8,1,0,2,2,0,-4,-2,-2,10,-1,3,-2,-3,0,2,4,-1,1,0,1,-1,-2,-2,0,0,7,1,-1,-1,4,0,3,1,-2,-1,-1,-4,3,-2,-1,4
2020-02-26,1,2,1,6,2,1,5,7,0,-1,13,0,0,-2,-1,2,2,0,3,1,-2,2,-4,2,-14,-2,-2,-2,4,1,3,3,2,3,-1,1,-1,-5,-2,-1,1,1,-2,4,2,4,3,2,3,2,7,-2,5,-1,-5,-2,-2,-3,1,0,-1,5,-1,5,2,5,2,1,2,0,-4,2,2,6,-2,4,0,1,-2,-4,33,1,5,6,1,0,2,2,2,7,-1,2,0,-2,2,1,3,-2,1,0,1,3,4,0,0,3,7,7,6,-3,0,1,3,0,-5,-2,-2,4,-2,3,4,-2,1,-1,6,0,-4,0,2,3,-1,-1,3,0,3,8,-1,-1,-1,2,-1,1,3,0,2,0,1,-1,-4,0
2020-02-27,2,1,9,10,3,2,2,2,-2,3,1,3,0,2,3,7,-1,0,7,3,2,10,-2,0,12,1,1,6,17,3,7,4,5,7,9,5,2,1,6,5,2,4,2,5,5,7,2,1,4,-2,5,4,5,-1,19,2,0,8,4,3,6,7,-2,2,3,11,8,0,7,3,0,5,2,7,-4,0,1,1,-2,-1,2,5,2,8,0,2,15,4,2,6,2,4,3,2,5,2,7,-3,5,0,0,7,5,1,5,3,7,0,3,2,3,1,8,0,1,-1,4,7,4,3,4,2,2,4,12,3,1,-2,1,8,1,-1,9,4,5,10,2,3,4,4,5,2,3,2,3,2,3,1,0,3
2020-02-28,1,3,4,9,-1,-1,-2,-3,-1,-1,0,-5,-7,1,3,-14,-7,0,-4,0,-10,-2,1,-1,-2,1,0,0,5,0,1,4,0,3,6,2,-2,2,-1,-2,-4,6,4,-3,8,0,0,-5,4,1,6,4,3,3,1,4,-2,3,-1,1,3,-2,-1,8,0,-2,-2,0,1,0,-4,1,2,4,1,3,4,-8,0,0,6,1,4,0,7,13,-8,-7,3,4,-1,1,2,-7,-3,1,1,-2,0,-15,0,-7,6,0,0,10,2,1,0,5,-11,-3,4,0,0,-1,3,-1,-2,1,2,-2,-2,0,1,1,-3,-1,1,-7,-3,-24,-8,-2,4,-10,5,0,-1,5,2,2,-5,1,2,0,4,-1,-1,-7
2020-02-29,1,7,9,9,2,3,6,2,2,-1,15,7,-1,0,1,5,12,3,4,2,-4,5,-3,2,17,1,2,1,16,3,4,6,3,14,5,3,0,0,2,10,5,9,5,6,9,12,1,-1,6,0,7,-5,12,3,-5,0,-2,2,5,4,5,6,4,15,4,-1,10,-1,5,1,2,4,0,-3,7,3,7,6,-1,-5,6,4,8,3,11,20,5,5,5,6,7,7,5,-2,3,5,6,8,2,8,5,4,6,5,6,2,-4,6,3,7,2,-1,8,-16,1,1,4,7,3,3,9,3,2,2,6,6,-1,0,-1,6,-1,-26,2,4,7,-1,6,2,1,8,7,5,-1,3,4,-4,2,2,-3,3
2020-03-01,7,7,13,12,1,5,10,19,3,3,6,4,6,6,7,9,6,5,10,7,-1,8,1,9,27,7,10,9,4,12,7,4,7,5,15,6,13,5,5,5,4,1,-1,2,-2,8,9,7,-1,7,2,7,3,7,0,4,9,5,15,7,7,10,3,16,6,23,14,7,8,8,3,11,8,4,5,11,13,2,1,4,4,-1,8,14,13,NA,1,8,9,5,11,0,9,3,8,6,4,1,5,NA,5,14,23,4,6,8,8,10,4,1,2,12,5,NA,5,6,11,-8,1,-2,9,4,15,8,8,4,9,9,5,5,3,-25,5,10,5,6,6,6,8,8,6,6,6,8,8,8,4,7,6,0
2020-03-02,4,5,9,5,5,3,9,6,1,3,5,1,8,5,3,9,14,4,9,7,9,7,3,7,18,4,4,-2,12,6,11,6,7,7,9,4,4,6,7,6,7,4,8,10,4,14,7,5,4,4,6,2,6,4,3,4,2,1,15,7,0,5,4,11,12,17,13,3,3,4,2,6,5,3,4,4,4,7,3,0,24,8,7,13,6,0,11,5,6,13,5,5,6,4,7,3,9,2,5,0,5,10,10,5,4,27,11,4,9,4,10,10,12,0,5,1,6,11,3,7,4,7,6,5,12,4,3,5,3,7,2,-19,5,5,5,10,4,3,8,6,4,5,4,2,6,1,6,3,1,4
2020-03-03,2,1,11,11,7,4,10,12,2,6,4,7,10,4,1,9,2,2,6,2,4,5,6,2,7,2,0,5,16,10,12,5,8,5,10,2,3,5,8,7,8,8,7,7,3,10,4,5,11,5,5,1,10,5,7,3,-1,1,11,4,4,6,2,11,9,13,7,4,4,4,-1,3,5,7,2,7,3,5,-1,4,2,6,3,12,10,0,5,3,5,13,6,7,3,3,9,2,8,1,3,0,2,7,9,2,5,-2,8,19,5,4,8,7,8,0,4,1,4,16,4,5,2,1,4,2,12,2,3,4,3,4,6,-4,9,7,2,8,3,0,6,3,7,3,3,1,6,-3,5,3,2,8
2020-03-04,2,5,10,9,5,6,18,0,3,6,4,11,0,3,-1,-3,-5,-1,4,2,-1,0,10,1,3,4,1,-8,10,6,1,6,5,7,7,4,4,7,-3,-2,5,4,9,9,5,14,8,0,6,6,12,8,9,4,9,0,-3,0,6,0,0,2,-1,13,16,12,-1,2,6,4,12,3,6,5,0,2,5,5,2,3,4,5,3,5,7,0,0,1,6,19,4,9,3,-7,5,1,7,-2,5,0,-1,1,8,2,-1,-6,3,-4,2,4,-2,3,9,0,1,-1,-4,9,-2,7,7,-1,3,2,11,5,2,4,0,-1,-2,-2,-7,0,4,-4,2,-1,-3,8,6,3,-1,2,-1,-5,-5,0,0,5
2020-03-05,-1,-1,14,10,6,3,7,-2,-2,3,7,6,0,3,-2,4,-13,-1,7,2,-1,4,7,-2,12,4,3,-3,5,7,7,7,9,8,10,36,2,5,3,-5,6,6,7,4,5,13,7,-9,4,-3,6,5,9,3,8,0,-9,2,14,-4,4,7,-4,11,8,18,-5,-7,2,6,-1,3,2,2,-4,-9,4,4,2,2,3,9,3,6,7,2,9,1,4,10,3,4,3,-2,7,1,8,-3,2,0,-2,8,6,1,1,-8,4,-8,4,6,4,1,6,0,4,-6,-2,10,1,5,2,-8,-9,4,9,4,2,-3,-7,4,-3,-9,-4,2,5,7,3,0,-6,4,4,-1,-9,2,-1,-8,0,1,1,5
2020-03-06,5,0,12,12,4,2,4,3,1,-2,7,6,4,3,1,3,8,5,9,7,0,5,5,7,8,6,4,3,-1,9,5,8,7,4,14,6,10,2,3,7,3,8,4,2,7,5,9,7,1,7,3,7,10,5,6,6,1,5,13,4,4,4,4,7,7,14,7,4,1,7,2,8,11,2,3,4,10,0,1,0,4,1,5,16,2,4,4,3,6,5,4,2,6,5,6,6,5,7,6,13,4,6,10,5,-1,5,13,2,9,0,4,8,8,0,4,1,3,2,1,3,2,0,7,5,6,2,1,5,4,1,-1,-1,1,0,2,5,8,6,0,4,1,6,5,5,5,2,10,6,4,1
2020-03-07,0,-2,6,3,-2,2,-1,2,-2,-3,-2,7,5,-4,-5,1,1,-1,1,-1,-8,2,1,3,22,1,-1,-2,4,12,5,4,3,5,17,0,2,0,3,5,3,7,1,0,10,2,6,1,4,2,1,6,6,4,-1,0,-2,-1,19,-1,-2,7,-1,10,4,9,3,0,-1,2,-5,3,8,-3,-3,0,6,-1,0,-4,-2,-1,3,9,4,-7,4,2,5,1,2,0,5,2,7,0,5,5,-1,4,1,7,3,7,2,-6,6,-6,2,-1,0,7,3,7,1,-1,3,0,-3,-2,6,9,8,2,2,-3,-1,4,-2,10,-4,-6,2,-2,-1,1,-2,0,-6,-2,-2,3,0,2,1,-1,3,-1,-2,1
2020-03-08,4,1,13,18,6,3,16,4,-1,2,4,15,3,11,-4,8,4,0,2,7,-5,6,4,7,27,7,11,7,5,11,7,5,8,1,17,25,11,2,1,2,10,2,2,2,17,16,12,4,30,3,5,11,10,5,4,5,-1,9,17,-2,7,7,-2,27,13,15,6,3,2,10,4,10,14,0,2,4,4,-4,5,7,1,-5,1,16,5,NA,4,3,8,9,10,1,8,3,16,2,8,-5,2,NA,2,11,13,4,0,0,8,-3,11,-5,0,9,15,NA,7,2,8,8,-1,1,7,0,9,8,3,0,2,4,-2,2,-2,-6,0,3,4,8,3,4,-3,8,1,1,0,4,4,-3,1,7,7,4
2020-03-09,0,3,9,6,1,-1,9,1,-2,-4,0,0,1,0,-1,2,3,1,0,2,-4,-1,-2,5,9,-2,-4,-7,-1,4,3,4,3,3,5,0,-2,1,3,0,4,0,3,0,3,9,2,3,2,4,1,1,7,-2,2,3,-3,-4,9,-2,-2,2,0,11,3,6,7,2,0,-2,14,0,4,-1,-1,0,-3,0,-2,-1,-1,-1,3,11,2,0,2,-2,5,3,1,2,1,-3,2,-3,6,2,-1,0,-3,3,6,1,-5,3,7,-3,2,-1,1,9,6,0,1,-4,0,4,-2,5,-1,-3,6,-1,6,-1,-4,2,-1,-2,-3,-5,0,0,3,0,-1,-2,0,0,-1,-2,1,-2,1,-4,3,0,-2,1
2020-03-10,-2,3,9,7,4,3,9,-3,-4,1,-1,10,3,1,-2,-3,-6,1,-2,0,-1,1,3,2,2,2,1,-1,1,7,6,3,8,6,6,0,0,2,3,-3,6,4,6,2,-4,5,3,-4,-1,4,-4,3,4,2,2,12,-6,-2,7,-3,4,2,0,6,0,5,1,1,0,0,-2,2,5,1,-1,4,2,1,0,0,1,0,1,5,5,0,-4,-4,4,5,1,0,4,4,3,0,3,-2,1,0,0,5,5,1,-4,8,1,-2,5,1,-2,9,3,0,2,-2,2,6,-1,1,-1,-2,1,2,3,1,0,3,-1,-3,-3,-8,1,2,-1,-1,2,-2,-6,1,2,-2,-2,-4,1,-5,3,1,2,7
2020-03-11,0,0,8,5,2,1,5,2,-4,-2,-3,3,2,3,0,2,-4,3,5,2,3,0,0,4,7,1,-2,-5,-1,5,5,1,1,0,4,0,0,1,0,-1,0,2,1,0,0,4,5,0,-1,6,5,2,4,1,-1,9,-6,-4,8,-2,1,2,-1,6,0,7,1,1,1,0,-2,3,5,-1,-1,3,15,-2,-1,-1,-1,1,1,8,3,0,0,0,5,2,3,1,4,0,3,1,1,-4,1,0,-1,4,4,-1,-1,-1,4,0,2,0,1,5,2,0,0,2,0,-4,0,0,0,-2,4,-1,4,-2,-1,3,0,-1,-3,-5,-4,1,-3,2,-3,-3,-3,-1,-1,0,2,-2,2,-2,5,1,-1,3
2020-03-12,-1,-5,10,3,4,6,-2,-2,-3,-3,0,1,-4,0,0,3,-2,2,2,2,-6,6,-2,2,9,0,-2,-8,-5,5,5,1,4,0,7,3,1,4,1,1,2,5,1,-2,-3,3,4,2,-5,2,-4,-2,1,1,11,9,-8,-1,9,-1,1,4,0,1,-2,14,5,2,5,1,-2,4,3,0,-3,0,1,-3,-3,3,1,-1,3,7,1,0,10,-3,4,-2,5,-2,3,-2,3,0,3,-8,1,-12,-2,6,1,1,-1,-1,-1,-5,-1,-3,7,11,-1,0,5,-1,0,-3,0,0,-1,-5,4,1,3,0,-2,1,1,2,-4,-5,-3,2,-1,-4,-2,0,-8,2,-1,-1,3,-2,-1,-2,7,0,1,3
2020-03-13,-2,-4,9,11,-1,0,8,-2,-6,-8,-2,2,3,1,-5,3,-4,-1,3,-1,-6,1,4,0,7,1,-2,-7,0,7,2,4,6,-1,11,1,4,-4,-2,-2,2,5,4,1,-2,5,6,0,-9,1,1,0,5,4,-3,6,-13,1,8,-2,-2,-2,-3,6,3,6,1,-1,-1,3,-5,3,9,-3,-2,-3,2,-6,-1,-2,3,-7,-3,11,-1,0,9,-3,3,5,2,-1,1,-2,2,-1,2,-13,1,6,-4,1,4,0,-7,-3,10,-6,2,-3,5,8,0,0,2,-3,0,0,-3,0,-2,-11,0,-1,-1,-4,-2,0,-2,-2,-6,-6,-7,-2,-1,2,0,-3,-10,3,-2,-1,-1,0,-1,-5,6,0,2,-4
2020-03-14,-10,-13,5,1,-13,-9,2,-2,-10,-19,-9,2,-5,-6,-11,2,-11,-5,-4,-12,-9,-3,-1,0,21,-7,-8,-19,-5,9,2,-1,0,-3,12,-8,-4,-13,-4,-2,3,-7,-5,-4,1,4,2,-5,-16,-5,-3,-15,-2,-2,-20,-9,-20,-9,8,-7,-3,0,-8,5,1,2,0,-8,-6,-6,-17,-2,2,-18,-8,-7,-7,-7,-8,-13,-6,-8,-9,4,1,2,-2,-11,0,-4,0,-7,-2,-3,4,-7,4,-12,-5,6,-11,7,-8,-4,-7,-10,-2,-16,0,-6,-1,9,2,-33,-3,-8,-3,-4,-5,-5,-7,-19,-2,-4,-7,-4,-11,-7,-8,-7,-15,-15,-2,-5,-10,-2,-7,-9,-11,-1,-8,-10,-5,-7,-4,-11,-2,-6,-10,-8
2020-03-15,-11,-8,7,10,-15,-8,13,-11,-17,-18,-5,7,-8,9,-19,-4,-14,-17,-8,-18,-12,-5,1,-5,19,-5,-4,-20,4,7,4,0,5,-2,14,-8,-2,-17,-11,-12,6,-3,-1,2,8,17,9,-4,-14,-8,2,-12,2,-5,-13,-16,-24,-8,15,-12,-1,-8,-18,10,12,14,-5,-10,-2,1,-17,-5,1,-15,-11,-8,-6,-10,-4,-9,-4,-14,-14,2,-2,NA,-3,-11,-4,4,3,-2,-1,-15,10,-16,4,-23,-8,NA,-21,5,3,-10,-12,-16,0,-20,0,-13,-3,-18,6,NA,-2,-14,-7,0,-10,-4,-6,-17,-9,-4,-2,-5,-6,-9,-12,-9,-17,-21,-10,-5,-5,-9,-7,-18,-16,7,-6,-14,-11,-4,-10,-21,-11,-9,-8,-12
2020-03-16,-3,-6,11,9,3,6,0,-6,-6,-7,-2,5,9,3,-5,9,-1,0,3,-4,-7,2,16,9,15,0,-3,-12,-1,10,13,4,8,0,9,1,-1,-1,4,2,8,-3,0,0,0,5,3,3,-14,2,-4,4,2,1,-13,-4,-14,-4,14,-1,-3,2,-3,7,1,11,8,0,0,0,-5,3,6,1,-4,-3,-1,1,4,2,-3,-6,2,10,0,0,11,-4,1,1,2,-4,6,2,4,-4,7,-12,0,0,-8,8,-2,0,-2,0,9,-7,6,-9,6,10,2,0,2,-4,2,3,1,2,-4,-8,3,1,0,0,-3,-2,-1,-1,-5,-6,3,0,-2,9,-1,-5,-5,0,-2,-3,2,-3,1,-8,9,-2,-1,-1
2020-03-17,-15,-18,4,-1,-11,-2,-5,-22,-12,-30,-9,-5,-6,-3,-14,-11,-22,-12,-13,-19,-26,-13,4,-3,-7,-9,-13,-24,-8,0,1,-6,-2,-8,1,-8,-10,-32,-11,-13,-3,-8,-12,-6,-14,0,-5,-9,-27,-5,-12,-32,-8,-5,-23,-16,-28,-11,-6,-12,-9,-11,-11,-6,-11,-2,-8,-8,-5,-6,-16,-6,-2,-12,-9,-8,-8,-12,-8,-28,-10,-12,-8,-9,-6,0,-10,-18,-7,-5,-2,-12,-1,-12,-3,-12,-3,-24,-10,0,-19,-8,-11,-6,-13,-19,-8,-20,-6,-16,-12,-6,-10,-50,-8,-9,-10,-7,-5,-6,-13,-18,-11,-9,-13,-6,-7,-9,-11,-18,-11,-13,-10,-7,-12,-12,-7,-17,-18,-8,-4,-14,-10,-12,-9,-21,-10,-13,-9,-10
