date,SE,Blekinge County,Dalarna County,Gavleborg County,Gotland County,Halland County,Jamtland County,Jonkoping County,Kalmar County,Kronoberg County,Norrbotten County,Örebro County,Östergötland County,Skåne County,Södermanland County,Stockholm County,Uppsala County,Varmland County,Västerbotten County,Västernorrland County,Västmanland County,Västra Götaland County
2020-03-12,-17,0,6,3,0,-15,0,-22,-20,0,12,-16,-13,-19,-17,-30,1,-7,5,0,0,-25
2020-03-13,-4,0,-6,11,0,-3,14,-25,-15,0,38,7,1,-14,22,-3,12,-3,6,0,0,-9
2020-03-14,59,0,47,53,0,0,83,54,22,0,150,74,72,85,49,21,45,22,92,0,0,104
2020-03-15,-15,-20,-29,-24,0,-23,-5,-18,-7,0,53,-34,-6,-24,-12,-19,-22,-50,-9,-14,-25,-51
2020-03-16,11,0,12,19,0,23,0,3,0,0,12,0,12,14,0,-3,28,15,2,0,0,11
2020-03-17,2,0,5,2,0,0,0,-5,0,0,2,0,24,25,0,-13,-7,-7,-5,0,0,6
2020-03-18,1,0,-2,2,0,4,0,-6,4,0,35,0,10,-11,-19,-20,5,-6,31,0,0,11
2020-03-19,40,0,23,19,0,0,8,18,0,0,13,0,71,85,0,20,73,14,10,0,0,39
2020-03-20,11,0,-4,0,0,63,38,0,15,0,66,9,18,43,10,-18,3,-1,27,0,0,34
2020-03-21,66,0,47,61,0,0,102,60,53,0,0,95,87,99,50,8,47,17,120,0,0,136
2020-03-22,57,35,13,24,0,116,52,59,47,0,35,80,78,37,54,36,50,-3,13,0,0,48
2020-03-23,8,0,-4,-4,0,38,0,5,0,0,2,0,35,35,0,-13,15,-9,9,0,0,3
2020-03-24,22,0,0,2,0,0,0,30,0,0,13,0,65,54,0,0,15,-4,20,0,0,37
2020-03-25,25,0,-5,17,0,54,0,20,0,0,3,0,63,48,0,2,25,-1,16,0,0,29
2020-03-26,48,0,13,14,0,0,0,31,0,0,46,0,100,70,0,26,85,17,28,0,0,67
2020-03-27,43,0,-8,25,0,0,39,33,0,0,51,0,100,89,0,14,57,11,13,0,0,68
2020-03-28,52,0,26,46,0,114,33,59,85,0,69,60,80,96,53,10,54,-2,52,0,0,96
2020-03-29,43,26,1,10,0,74,3,30,21,0,60,59,60,23,46,24,35,0,34,0,0,38
2020-03-30,8,0,-4,4,0,0,0,2,0,0,12,0,30,30,0,-25,-3,5,22,0,0,27
2020-03-31,27,0,11,4,0,0,-17,18,0,0,0,0,61,67,0,5,37,20,5,0,0,49
2020-04-01,27,0,5,0,0,43,0,19,0,0,16,0,45,-1,0,20,64,5,23,0,0,42
2020-04-02,-6,0,-18,-2,0,15,-17,-19,0,0,-4,-12,12,2,0,-15,13,-17,-3,0,0,-10
2020-04-03,6,0,-28,-2,0,30,-16,3,37,0,42,29,48,16,0,-16,3,6,10,0,0,32
2020-04-04,57,0,25,44,0,0,15,61,72,0,115,95,75,75,59,31,72,10,72,0,0,90
2020-04-05,69,0,-12,15,0,0,28,61,81,0,110,34,72,117,41,12,26,-19,67,0,43,75
2020-04-06,92,0,43,0,0,0,0,78,0,0,-2,0,0,116,0,62,0,59,22,0,0,129
2020-04-07,65,0,21,19,0,0,0,0,0,0,38,0,117,144,0,11,41,45,30,0,0,131
2020-04-08,77,0,11,0,0,0,0,66,0,0,33,0,129,113,0,54,91,17,29,0,0,89
2020-04-09,81,0,45,56,0,0,0,72,0,0,112,0,124,121,0,36,91,29,65,0,0,125
2020-04-10,129,0,42,0,0,0,0,121,0,0,0,0,208,197,0,58,131,69,112,0,0,191
2020-04-11,84,0,65,82,0,0,0,101,0,0,0,0,118,98,0,44,103,1,188,0,0,67
