date,ID,Aceh,Bali,Bangka Belitung Islands,Banten,Bengkulu,Central Java,Central Kalimantan,Central Sulawesi,East Java,East Kalimantan,East Nusa Tenggara,Gorontalo,Jakarta,Jambi,Lampung,Maluku,North Kalimantan,North Maluku,North Sulawesi,North Sumatra,Papua,Riau,Riau Islands,South East Sulawesi,South Kalimantan,South Sulawesi,South Sumatra,Special Region of Yogyakarta,West Java,West Kalimantan,West Nusa Tenggara,West Papua,West Sulawesi,West Sumatra
2020-02-25,-2,-1,-1,-3,4,-2,-3,-5,-3,-8,0,-7,-7,-7,1,-2,-7,1,-3,0,-2,-5,0,-1,-4,0,1,-4,-6,2,-9,-1,-4,-4,-1
2020-02-26,-1,-2,2,0,2,-3,-6,0,-8,-3,-2,-9,-2,5,-1,-1,-5,-6,-7,0,-2,-7,-1,-2,-7,1,1,1,-6,1,-6,-2,-10,-6,2
2020-02-27,2,0,7,2,2,1,-3,1,-9,-1,4,-5,-2,5,-1,2,-7,-3,-2,1,-2,-9,1,-2,-4,7,-1,2,3,7,-5,-1,-4,-5,0
2020-02-28,3,-1,1,1,10,6,0,-1,-3,2,4,-9,1,12,1,5,-1,-2,3,11,-3,-9,3,3,-4,17,3,6,5,4,-6,0,-3,-1,1
2020-02-29,6,-1,-10,2,9,-3,-1,-1,0,4,7,-1,5,12,-1,3,1,7,2,7,2,-4,4,9,-1,17,5,5,1,10,1,2,-6,-7,1
2020-03-01,5,2,-12,8,8,0,-3,-2,4,6,7,-1,5,10,2,6,-1,5,-4,-1,4,-2,3,7,-1,14,4,9,1,9,-6,-17,-2,-10,1
2020-03-02,12,5,11,8,16,4,9,7,1,8,7,-3,-6,24,2,9,1,-1,-7,-3,6,-3,6,9,-3,27,5,9,6,18,3,7,1,-3,4
2020-03-03,10,7,3,7,14,1,7,7,2,6,9,-2,5,17,5,8,3,3,2,9,8,-1,6,8,2,15,10,9,11,12,1,4,1,-8,9
2020-03-04,4,6,6,3,-1,10,-2,8,-4,11,6,-4,0,4,2,-1,1,-1,8,7,5,-2,9,7,-4,17,4,4,-1,3,2,0,2,-7,9
2020-03-05,8,7,1,4,9,3,8,3,7,8,4,0,7,8,3,7,11,9,8,7,4,-4,-3,7,1,0,2,8,7,14,-4,1,2,-4,-2
2020-03-06,4,5,-2,2,9,10,6,11,0,-1,6,-2,-9,11,5,6,0,5,6,9,0,-1,7,6,1,11,3,5,8,5,-3,-1,-1,-3,8
2020-03-07,6,8,-6,2,8,4,-1,4,4,0,5,1,9,12,1,5,-11,5,10,6,4,-3,4,8,1,3,8,4,1,12,2,0,-6,-3,4
2020-03-08,4,5,0,2,4,-2,1,10,5,6,5,-5,5,6,3,0,13,0,14,8,2,-5,2,6,-1,9,4,1,3,5,-1,0,7,-9,2
2020-03-09,3,4,-6,3,3,5,5,5,0,1,0,-3,0,6,1,7,7,-2,4,5,2,-3,5,6,1,1,5,4,-9,7,-2,-1,1,2,4
2020-03-10,6,-2,0,3,6,5,7,7,1,8,4,-3,5,6,2,6,-1,-5,5,6,1,-2,5,6,3,6,6,2,10,6,2,0,4,-3,5
2020-03-11,5,5,3,3,1,11,6,7,1,8,5,-3,5,3,1,-1,4,1,11,4,2,-4,4,5,2,3,4,3,-1,8,-1,3,5,1,7
2020-03-12,3,5,-5,5,-2,-7,7,6,2,5,6,-3,5,-2,2,3,4,-1,8,4,0,-2,2,3,2,6,4,4,6,5,-1,0,1,-2,0
2020-03-13,3,4,-5,3,6,9,5,-4,-4,-2,5,-3,6,9,2,8,6,2,13,10,-1,-4,3,1,-2,0,6,4,6,6,-13,-2,-3,4,7
2020-03-14,3,3,1,3,-3,-1,5,8,2,6,6,3,8,2,-1,3,2,5,8,8,1,0,3,4,-8,5,2,4,8,-1,4,3,-1,-2,6
2020-03-15,3,4,-1,5,3,2,-1,4,13,8,5,2,7,3,0,3,8,5,17,9,0,-3,1,3,1,2,6,4,8,2,-3,-2,1,0,7
2020-03-16,2,6,2,7,-9,4,6,5,10,7,7,-4,8,-5,1,8,11,3,11,4,5,-1,4,5,-5,3,6,-2,9,-2,-1,1,7,7,7
2020-03-17,1,4,-5,2,5,-3,-3,2,2,1,3,-2,3,3,-6,1,0,6,8,-2,0,-6,1,2,1,4,5,2,1,2,1,-4,1,-7,1
2020-03-18,0,3,-4,-1,-2,-9,0,2,-1,5,1,-2,4,-3,-3,-6,3,8,12,-5,1,-5,0,-1,-2,4,3,1,-3,1,-7,-1,3,-1,3
2020-03-19,-5,4,-8,0,-6,-7,-5,3,-3,-1,1,2,0,-12,-8,-5,3,1,7,-8,-1,-8,-4,-2,-1,3,1,-4,-13,-7,-10,-4,-1,-8,-5
2020-03-20,-7,1,-7,-7,-10,3,-4,-2,-7,0,-2,0,2,-11,2,-4,0,4,11,-5,-6,-12,-4,-3,-5,-6,-3,0,-9,-9,-16,-4,-4,-2,4
2020-03-21,-5,-3,-9,-5,-6,-10,-7,-7,-5,-3,-10,-2,4,-5,-11,-5,1,1,3,-6,-13,-11,-13,-10,-13,-4,-9,-3,-10,-5,-8,-4,-7,-15,-8
2020-03-22,-15,-6,-13,-13,-18,-22,-15,-16,-8,-10,-14,-5,-6,-22,-6,-9,-16,-12,-3,-17,-17,-19,-18,-14,-18,-8,-13,-7,-24,-16,-22,-9,-14,-11,-18
2020-03-23,-12,-2,-4,-6,-14,-9,-11,-13,-7,-13,-12,-12,2,-19,-7,-5,2,-14,-2,-15,-13,-11,-13,-15,-16,-9,-12,-7,-18,-13,-19,-8,-7,-6,-3
2020-03-24,-11,-4,-10,-3,-7,-11,-8,-6,-3,-7,-13,-19,-3,-18,-7,-11,-7,-15,-6,-15,-12,-17,-14,-10,-19,-4,-10,-5,-22,-13,-13,-5,-9,-15,-5
2020-03-25,-20,-13,-92,-14,-16,-10,-15,-16,-19,-13,-23,-26,-16,-29,-13,-15,-27,-26,-19,-30,-24,-34,-18,-15,-31,-13,-22,-11,-20,-15,-28,-26,-27,-23,-9
2020-03-26,-17,-14,-83,-7,-14,-14,-12,-16,-10,-9,-16,-21,-10,-24,-12,-10,-25,-14,-14,-18,-20,-35,-16,-15,-22,-13,-16,-15,-17,-13,-22,-12,-17,-16,-18
2020-03-27,-17,-7,-23,-16,-10,-11,-16,-20,-14,-15,-20,-25,-10,-17,-15,-14,-25,-10,-16,-19,-20,-37,-19,-16,-25,-21,-17,-13,-26,-12,-23,-22,-20,-18,-10
2020-03-28,-20,-14,-24,-17,-17,-17,-24,-24,-20,-18,-18,-22,-12,-21,-21,-20,-27,-18,-20,-19,-28,-37,-22,-17,-28,-20,-22,-16,-36,-18,-24,-18,-29,-26,-24
2020-03-29,-27,-21,-30,-18,-23,-32,-29,-31,-24,-24,-26,-23,-18,-28,-22,-21,-31,-32,-18,-24,-32,-45,-26,-23,-29,-28,-24,-20,-39,-30,-35,-25,-29,-25,-29
2020-03-30,-20,-25,-25,-14,-20,-18,-17,-20,-21,-13,-18,-20,-14,-26,-17,-13,-23,-22,-19,-26,-22,-37,-17,-15,-26,-20,-25,-17,-28,-20,-24,-17,-22,-21,-17
2020-03-31,-16,-25,-26,-13,-6,-19,-16,-21,-20,-11,-23,-23,-9,-21,-14,-10,-24,-21,-16,-17,-19,-33,-16,-13,-22,-18,-20,-20,-38,-13,-20,-20,-26,-25,-16
2020-04-01,-10,-23,-25,-9,-5,-9,-7,-11,-17,-5,-11,-18,-15,-16,-13,-13,-16,-12,-23,-20,-16,-29,-14,-9,-27,-6,-20,-8,-20,-5,-16,-16,-23,-23,-11
2020-04-02,-13,-18,-27,-9,-8,-16,-10,-13,-15,-10,-14,-14,-4,-19,-12,-12,-14,-15,-1,-16,-17,-29,-17,-10,-17,-11,-16,-13,-25,-9,-20,-16,-20,-17,-16
2020-04-03,-17,-22,-29,-14,-10,-15,-15,-14,-18,-16,-14,-16,-8,-19,-14,-10,-11,-17,-3,-14,-19,-30,-14,-13,-25,-18,-18,-11,-32,-16,-23,-20,-20,-21,-15
2020-04-04,-20,-19,-32,-22,-17,-25,-19,-21,-19,-17,-17,-14,-9,-21,-18,-14,-16,-17,-8,-20,-24,-28,-21,-11,-30,-15,-24,-17,-38,-24,-26,-20,-25,-23,-22
2020-04-05,-24,-19,-33,-18,-21,-22,-25,-23,-22,-18,-22,-20,-12,-27,-29,-18,-21,-26,-11,-21,-28,-37,-27,-17,-24,-21,-23,-27,-37,-25,-36,-23,-26,-21,-27
2020-04-06,-20,-20,-28,-12,-20,-23,-13,-22,-20,-17,-16,-13,-8,-30,-11,-12,-16,-21,-7,-19,-25,-29,-23,-15,-20,-16,-20,-12,-28,-20,-22,-18,-18,-16,-19
2020-04-07,-16,-10,-32,-12,-9,-17,-12,-21,-17,-17,-18,-14,-9,-18,-13,-9,-19,-18,-3,-20,-21,-29,-15,-13,-21,-16,-21,-16,-26,-15,-19,-19,-20,-18,-13
2020-04-08,-17,-16,-30,-15,-15,-12,-12,-17,-18,-11,-21,-11,-13,-23,-14,-13,-18,-18,-5,-22,-20,-30,-21,-15,-20,-15,-27,-15,-27,-15,-22,-19,-14,-20,-13
2020-04-09,-13,-12,-31,-11,-12,-14,-9,-17,0,-9,-13,-3,-4,-17,-14,-8,-7,-14,5,-9,-18,-24,-15,-12,5,-17,-10,-15,-26,-11,-20,-16,-1,-11,-14
2020-04-10,-28,-17,-37,-19,-25,-23,-18,-20,-38,-20,-25,-43,-36,-46,-20,-14,-37,-30,-25,-49,-31,-49,-22,-16,-52,-22,-39,-21,-36,-25,-32,-28,-45,-33,-26
2020-04-11,-24,-15,-35,-22,-23,-22,-19,-27,-28,-19,-22,-27,-31,-34,-19,-15,-23,-20,-15,-32,-27,-34,-23,-19,-48,-28,-36,-23,-36,-23,-30,-21,-31,-33,-22
