date,KE,Baringo County,Bomet County,Bungoma County,Busia County,Embu County,Garissa County,Homa Bay County,Kajiado County,Kakamega County,Kericho County,Kiambu County,Kilifi County,Kirinyaga County,Kisii County,Kisumu County,Kitui County,Kwale County,Laikipia County,Machakos County,Makueni County,Meru County,Migori County,Mombasa County,Muranga County,Nairobi County,Nakuru County,Nandi County,Narok County,Nyandarua County,Nyeri County,Siaya,Taita-Taveta County,Tharaka-Nithi County,Trans-Nzoia County,Turkana County,Uasin Gishu County,Vihiga County,Wajir County
2020-03-11,3,0,13,18,-4,8,0,0,2,8,9,4,-7,4,0,-9,14,-19,-6,-31,3,7,0,2,12,6,4,9,-5,NA,10,30,2,-16,9,-11,7,0,NA
2020-03-12,4,0,0,18,-2,6,0,0,1,-1,16,6,-3,5,-2,-10,12,-22,-1,-2,5,10,6,3,18,5,6,20,-9,0,2,3,-11,-9,15,0,9,0,NA
2020-03-13,5,NA,-2,5,-13,8,0,-14,4,4,13,6,0,1,-3,-9,11,-23,0,-1,-4,4,10,-1,4,7,7,41,0,0,3,11,-16,-19,8,-8,7,0,NA
2020-03-14,1,NA,-5,9,-9,11,0,-13,4,4,12,6,-1,17,-2,-13,2,-25,4,3,12,4,0,-5,19,0,4,-5,-3,NA,6,11,-10,-28,11,-15,5,0,NA
2020-03-15,-1,NA,-6,14,-16,-7,0,-18,4,1,15,7,0,17,-15,-14,-11,-23,-11,0,12,1,6,-6,23,-1,0,25,-7,NA,-1,13,-21,-10,12,-18,4,0,NA
2020-03-16,1,0,-6,14,-16,9,0,-14,3,2,9,5,-7,0,-10,-12,-3,-25,-3,-8,16,5,0,-1,34,0,6,4,-10,0,-4,9,-14,-22,6,-12,6,0,NA
2020-03-17,-5,0,8,14,-12,-3,0,-15,0,-3,-2,3,-11,11,-10,-16,-5,-33,-9,-10,11,-4,0,-7,28,-7,-1,9,-6,0,-1,4,-15,-5,2,-13,4,0,NA
2020-03-18,-7,0,-7,16,-12,-8,0,-5,-5,-11,-2,1,-11,15,-9,-17,9,-27,-9,-11,8,2,0,-8,9,-9,-1,-20,-11,0,2,6,0,-35,10,-16,0,0,NA
2020-03-19,-10,0,-9,6,-10,-10,0,0,-6,-17,-2,-3,-15,7,-12,-20,0,-30,-17,-13,5,2,2,-10,9,-13,-7,-8,-12,0,-5,-5,-5,-33,15,-11,0,0,NA
2020-03-20,-14,0,-12,17,-15,-15,0,-24,-8,-21,-6,-4,-20,18,-12,-24,-2,-30,-10,-36,0,0,15,-15,-1,-18,-10,-12,-20,0,-8,3,-12,-31,12,-10,-6,0,NA
2020-03-21,-19,NA,-16,8,-24,-20,0,-15,-13,-14,-7,-9,-22,-2,-15,-30,-15,-35,-10,-34,-5,-5,0,-21,-1,-23,-15,-12,-19,NA,-12,-6,-12,-26,9,-7,-14,0,NA
2020-03-22,-24,NA,-19,16,-12,-17,0,-7,-21,-21,-6,-14,-27,4,-22,-32,-21,-39,-18,-34,1,-2,4,-28,5,-29,-19,0,-26,NA,-16,-5,-19,-23,7,-14,-19,0,NA
2020-03-23,-23,0,-19,6,-13,-17,0,-24,-12,-25,-11,-14,-22,0,-18,-28,-7,-39,-14,-47,10,-1,0,-20,6,-30,-19,-31,-30,0,-13,9,0,-37,4,-15,-11,0,NA
2020-03-24,-28,0,-23,-1,-23,-28,0,-35,-16,-20,-24,-19,-30,4,-21,-30,-15,-38,-18,-45,6,-8,0,-25,-6,-35,-22,-17,-31,0,-21,-2,-11,-35,4,-17,-23,0,NA
2020-03-25,-30,0,-35,-4,-20,-23,0,-34,-20,-27,-28,-17,-32,1,-17,-34,-4,-46,-19,-47,-1,-12,0,-27,-9,-36,-22,-31,-44,0,-16,9,-20,-53,-2,-20,-27,0,NA
2020-03-26,-34,0,-33,-1,-20,-34,0,-27,-23,-26,-20,-25,-34,2,-20,-36,-15,-44,-23,-50,-11,-16,-19,-32,-8,-41,-25,-16,-47,0,-26,-5,-14,-49,-12,-9,-26,0,NA
2020-03-27,-42,0,-42,-10,-23,-40,0,-41,-31,-31,-30,-32,-48,-8,-32,-44,-22,-55,-31,-53,-20,-21,-15,-47,-22,-49,-34,-34,-58,0,-34,-16,-29,-53,-21,-27,-31,0,NA
2020-03-28,-43,NA,-42,-15,-33,-41,0,-44,-35,-30,-32,-36,-47,-14,-31,-48,-26,-57,-31,-50,-16,-22,-7,-47,-20,-51,-34,-29,-60,NA,-36,-24,-26,-45,-25,-23,-36,-12,NA
2020-03-29,-45,NA,-38,-5,-26,-37,0,-36,-40,-33,-30,-36,-46,-16,-34,-45,-23,-51,-35,-50,-10,-23,-11,-51,-13,-53,-35,-25,-66,NA,-38,-18,-30,-48,-22,-20,-37,0,NA
2020-03-30,-36,0,-35,11,-16,-24,0,-38,-28,-27,-25,-27,-38,-7,-24,-39,-21,-43,-23,-53,-2,-11,0,-37,-2,-45,-26,-41,-62,0,-25,0,-26,-46,-10,-24,-26,0,NA
2020-03-31,-37,0,-36,0,-27,-32,0,-35,-26,-23,-31,-26,-37,-7,-31,-36,-15,-50,-22,-50,-11,-12,-17,-38,-10,-44,-27,-34,-56,0,-25,-3,-35,-43,-9,-22,-28,0,NA
2020-04-01,-38,0,-35,1,-24,-27,0,-25,-29,-30,-28,-27,-38,-7,-27,-37,-16,-50,-23,-49,-23,-13,0,-37,-13,-45,-27,-39,-58,0,-25,8,-37,-64,1,-26,-32,0,NA
2020-04-02,-37,0,-36,2,-27,-26,0,-20,-27,-30,-23,-26,-38,-10,-24,-39,-10,-46,-22,-47,-11,-12,-10,-37,-13,-46,-27,-36,-49,0,-27,-8,-27,-57,1,-26,-26,0,-100
2020-04-03,-39,0,-23,-5,-30,-36,0,-34,-27,-31,-26,-29,-39,0,-31,-43,-19,-54,-23,-49,-18,-17,-4,-41,-18,-47,-28,-19,-54,-29,-31,-11,-35,-53,1,-21,-29,0,NA
2020-04-04,-39,NA,-37,-5,-31,-33,0,-40,-32,-27,-24,-31,-42,-2,-26,-44,-18,-52,-22,-46,-12,-17,0,-42,-14,-47,-30,-26,-52,NA,-29,-9,-20,-58,-3,-21,-28,-12,NA
2020-04-05,-43,NA,-32,-1,-26,-37,0,-24,-37,-32,-23,-35,-45,-7,-26,-47,-21,-55,-30,-45,-7,-20,-7,-49,-9,-52,-35,-24,-50,NA,-36,-8,-33,-52,-3,-25,-35,0,NA
2020-04-06,-35,0,0,0,0,0,0,0,-24,0,0,-24,0,0,0,-39,0,0,0,-49,0,0,0,-37,0,-43,-28,0,0,0,0,0,0,0,0,0,-27,0,NA
2020-04-07,-39,0,0,0,0,0,0,0,-29,0,0,-27,0,0,0,-39,0,0,0,-49,0,0,0,-38,0,-49,-29,0,0,0,-28,0,0,0,0,0,-29,0,NA
2020-04-08,-40,0,0,0,0,0,0,0,-31,0,0,-29,-43,0,0,-39,0,0,0,-48,0,0,0,-43,0,-49,-30,0,0,0,-29,0,0,0,0,0,-29,0,NA
2020-04-09,-40,0,0,0,0,0,0,0,-29,0,0,-29,-42,0,0,-41,0,0,0,-47,0,0,0,-44,0,-48,-32,0,0,0,-30,0,0,0,0,0,-29,0,NA
2020-04-10,-50,0,0,0,0,0,0,0,-33,0,0,-33,-50,0,0,-54,0,0,0,-53,0,0,0,-58,0,-59,-41,0,0,0,-42,0,0,0,0,0,-37,0,NA
2020-04-11,-47,NA,0,0,0,0,0,0,-37,0,0,-38,-52,0,0,-51,0,0,0,-51,0,0,0,-55,0,-54,-38,0,0,NA,-35,0,0,0,0,0,-34,0,NA
