date,total,Banská Bystrica Region,Bratislava Region,Košice Region,Nitra Region,Prešov Region,Trenčín Region
2020-03-30,-61.818976582659836,-54.40380638325747,-68.50374152988527,-62.03327999999999,-55.34015369674978,-56.652948423142064,-51.08751889364005
2020-03-31,-59.396559249675704,-51.93824433386084,-66.05707588221259,-58.367999999999995,-51.44520906210555,-55.29669426720077,-51.72608901695094
2020-04-01,-59.37269306905517,-50.92183285747261,-66.28397660328721,-57.66912,-50.77007257498087,-55.913260872845,-53.97587942150065
2020-04-02,-58.65193441431505,-52.790348691885555,-64.87429552767469,-59.22912,-51.0751271633559,-56.87995266484571,-51.61631986271962
2020-04-03,-59.99003160777296,-56.2436639993512,-66.06286909211236,-59.48448,-53.33386991489768,-58.802755542666034,-54.85689619850505
2020-04-04,-51.587544950637145,-42.215466132094505,-56.326414320553035,-52.33344,-40.25764282574343,-66.31986634314914,-43.713895272449335
2020-04-05,-54.20407388600163,-52.18948138112598,-58.55100692206758,-55.0176,-50.06720385254937,-61.702830918668155,-52.15943854756849
2020-04-06,-53.54775391893696,-48.35883286579064,-60.84415250739616,-51.03744,-48.5763571338137,-47.75746017197534,-44.495642553453244
2020-04-07,-45.51360198271137,-37.37604833192273,-53.62001976237366,-43.3056,-37.35436467431208,-40.6453018535144,-36.20854866618104
2020-04-08,-58.35122053849633,-51.85609077467908,-66.58618905305892,-56.236799999999995,-51.09138399094956,-57.25508679308479,-51.13429009848644
2020-04-09,-60.295518719715794,-51.38896181607585,-68.04897455275274,-59.83776,-53.613104835918094,-60.81789912897597,-54.332867801348584
2020-04-10,-79.46244837606623,-82.59489574387118,-79.42683879591569,-81.03168,-79.57717107093544,-84.72163815684624,-81.3064897963296
2020-04-11,-55.99960620801976,-48.99982168219712,-58.99998068930034,-54.0,-47.99971789622704,-73.00013947294511,-53.99974228111615
