date,PE,Amazonas,Ancash,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao Region,Cusco,Huancavelica,Huanuco,Ica,Junin,La Libertad,Lambayeque,Lima Region,Loreto,Madre de Dios,Metropolitan Municipality of Lima,Moquegua,Pasco,Piura,Puno,San Martin,Tacna,Tumbes,Ucayali
2020-03-18,-82,-63,-84,-64,-67,-84,-79,-88,-80,-65,-83,-87,-78,-78,-89,-81,-61,-65,-83,-85,0,-84,-73,-80,-80,-82,-80
2020-03-19,-83,-66,-85,-66,-74,-84,-84,-90,-82,-71,-82,-89,-80,-80,-89,-83,-68,-64,-84,-88,0,-85,-79,-82,-81,-84,-81
2020-03-20,-84,-69,-87,-66,-71,-85,-86,-90,-84,-76,-82,-88,-83,-82,-90,-84,-68,-71,-85,-88,0,-85,-77,-82,-82,-84,-82
2020-03-21,-84,-65,-87,-74,-73,-83,-85,-89,-83,-69,-84,-89,-82,-83,-90,-87,-67,-70,-85,-88,0,-86,-76,-82,-82,-84,-81
2020-03-22,-84,-65,-91,-65,-77,-84,-86,-92,-83,-71,-82,-91,-86,-84,-91,-90,-69,-64,-83,-92,0,-87,-75,-79,-83,-87,-82
2020-03-23,-84,-66,-88,-65,-74,-84,-86,-91,-85,-79,-84,-89,-83,-81,-89,-84,-69,-69,-85,-88,0,-86,-77,-84,-83,-86,-80
2020-03-24,-85,-71,-89,-69,-75,-84,-85,-91,-85,-74,-83,-87,-81,-80,-89,-83,-70,-65,-86,-89,0,-86,-78,-81,-81,-85,-82
2020-03-25,-85,-67,-88,-70,-74,-83,-85,-92,-84,-69,-82,-88,-82,-81,-88,-83,-69,-65,-86,-89,0,-86,-77,-82,-81,-84,-81
2020-03-26,-84,-67,-85,-70,-75,-84,-86,-91,-84,-69,-84,-88,-82,-82,-88,-83,-65,-66,-85,-89,0,-85,-77,-80,-81,-84,-82
2020-03-27,-83,-68,-86,-70,-72,-83,-86,-90,-83,-69,-82,-87,-80,-80,-89,-84,-62,-71,-83,-87,0,-85,-75,-82,-79,-86,-74
2020-03-28,-82,-63,-88,-72,-72,-82,-86,-91,-83,-71,-83,-87,-81,-82,-89,-85,-68,-70,-82,-87,0,-85,-75,-82,-81,-85,-81
2020-03-29,-83,-65,-90,-62,-74,-82,-86,-91,-83,-76,-79,-90,-84,-84,-91,-88,-69,-71,-82,-91,0,-86,-73,-81,-82,-85,-79
2020-03-30,-82,-68,-88,-72,-71,-84,-86,-89,-83,-75,-83,-87,-84,-82,-88,-83,-69,-66,-82,-88,0,-84,-76,-83,-80,-87,-84
2020-03-31,-83,-68,-88,-71,-71,-86,-86,-89,-84,-70,-82,-86,-81,-82,-89,-81,-69,-67,-84,-88,0,-83,-76,-82,-79,-82,-82
2020-04-01,-84,-67,-87,-70,-72,-86,-85,-90,-84,-76,-86,-87,-83,-80,-88,-81,-69,-65,-84,-88,0,-82,-74,-82,-82,-86,-80
2020-04-02,-84,-73,-85,-70,-73,-84,-85,-91,-84,-73,-83,-88,-81,-80,-89,-82,-69,-64,-84,-88,0,-83,-78,-80,-83,-86,-83
2020-04-03,-85,-71,-87,-72,-73,-86,-87,-91,-86,-76,-86,-89,-83,-83,-90,-85,-69,-73,-85,-91,0,-85,-79,-82,-82,-87,-79
2020-04-04,-86,-72,-89,-76,-78,-87,-87,-90,-87,-78,-87,-90,-84,-85,-92,-88,-75,-77,-86,-91,0,-87,-81,-83,-79,-87,-80
2020-04-05,-93,-91,-94,-76,-90,-89,-92,-95,-93,-84,-89,-96,-92,-92,-96,-95,-80,-81,-93,-94,0,-93,-89,-90,-93,-89,-89
2020-04-06,-83,-83,-88,-72,-74,-85,-85,-91,-85,-74,-84,-88,-83,-82,-90,-85,-71,-68,-83,-88,0,-84,-78,-83,-83,-88,-85
2020-04-07,-85,-82,-87,-73,-77,-87,-88,-91,-86,-74,-84,-89,-83,-82,-90,-84,-69,-75,-86,-91,0,-85,-78,-82,-80,-91,-82
2020-04-08,-81,-74,-82,-61,-64,-84,-83,-90,-81,-67,-82,-87,-81,-77,-87,-78,-64,-63,-82,-88,0,-80,-71,-80,-76,-84,-81
2020-04-09,-94,-89,-94,-83,-91,-90,-92,-95,-92,-84,-91,-96,-91,-90,-96,-92,-77,-81,-95,-94,0,-94,-89,-91,-94,-94,-91
2020-04-10,-95,-89,-94,-79,-91,-92,-93,-96,-94,-84,-92,-96,-92,-91,-97,-94,-85,-78,-96,-95,-79,-94,-90,-92,-94,-93,0
2020-04-11,-81,-73,-86,-70,-73,-85,-85,-90,-84,-69,-83,-88,-81,-81,-89,-85,-69,-60,-81,-90,0,-84,-75,-78,-83,-87,-84
