date,US,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-25,2,7,-1,7,3,3,-2,1,-4,5,5,1,1,9,-3,3,-4,-5,4,24,6,-1,2,5,6,10,-1,6,0,2,10,-1,4,-1,4,4,4,3,4,1,5,3,-5,4,3,3,4,2,5,3,0,-3
2020-02-26,3,11,2,9,5,3,3,2,3,6,4,4,-1,7,-1,2,5,5,3,18,12,1,5,1,6,15,8,5,6,6,6,2,6,0,7,7,3,10,6,5,4,8,6,5,5,6,7,6,7,5,1,5
2020-02-27,4,9,9,6,6,3,2,3,2,6,7,6,-1,10,2,6,0,4,2,13,-9,-1,5,7,4,12,5,8,7,5,5,2,11,0,9,5,2,10,8,2,3,13,8,8,7,8,-6,6,9,3,4,9
2020-02-28,5,10,8,7,6,2,4,3,1,3,5,7,-1,9,7,9,6,15,3,10,9,1,7,15,8,10,13,8,11,2,4,2,9,0,13,9,7,13,7,4,7,15,9,9,7,10,8,6,6,3,8,17
2020-02-29,7,20,12,7,8,1,4,6,10,-5,6,12,-1,11,10,16,9,12,13,13,15,0,11,28,6,17,11,12,10,4,13,2,7,-1,13,11,7,13,6,5,5,15,10,16,9,9,17,6,5,7,10,19
2020-03-01,7,21,16,8,11,-1,2,10,1,2,7,8,0,16,12,14,7,17,13,15,26,2,11,23,6,24,11,14,9,0,23,3,11,0,11,7,11,14,9,6,9,25,11,13,7,5,6,9,9,18,11,-13
2020-03-02,2,5,6,4,3,0,0,2,4,4,3,0,-2,3,0,5,-3,2,-1,8,9,-1,2,5,2,5,1,6,3,-1,9,1,9,-1,7,2,2,6,2,2,-1,8,8,3,4,5,7,2,-3,5,0,-18
2020-03-03,3,5,3,6,4,2,3,5,5,3,3,0,-3,7,2,9,-1,9,6,6,12,1,4,8,3,8,5,11,1,-1,16,2,8,0,3,3,7,7,2,3,2,4,9,4,3,2,13,2,-2,6,4,-18
2020-03-04,2,2,8,7,3,-1,2,4,7,5,1,-2,-6,7,4,8,5,12,6,5,8,3,0,9,4,4,11,7,8,4,7,2,7,0,3,7,7,10,6,4,-1,5,11,5,0,6,5,5,-2,9,5,10
2020-03-05,2,4,4,5,6,-1,0,5,8,3,2,-1,-4,13,2,8,3,9,5,8,8,1,1,9,-1,10,6,9,8,1,8,3,8,0,2,5,8,10,4,5,4,2,10,7,5,5,9,4,-8,8,4,8
2020-03-06,2,10,9,8,6,-4,1,2,-1,1,-1,5,-3,8,4,8,14,16,2,9,5,-3,-1,7,3,11,13,8,14,-2,3,-3,8,-3,6,6,5,10,-1,-1,-1,12,13,6,6,4,7,3,-12,5,8,16
2020-03-07,7,18,9,9,10,-6,4,7,15,3,2,9,-4,11,13,19,18,18,15,13,9,4,0,14,7,23,13,11,13,0,9,2,12,0,8,10,13,15,4,7,-3,18,15,15,11,7,25,8,-6,14,15,21
2020-03-08,5,20,9,7,12,-4,1,10,14,9,1,4,-2,14,10,17,17,18,11,16,32,5,0,14,7,22,14,12,15,0,20,2,9,0,8,9,14,11,5,8,4,24,10,13,6,5,13,7,-5,25,15,4
2020-03-09,-1,9,3,4,2,-7,1,2,4,0,-1,0,-3,5,-5,5,0,0,2,8,8,-1,-3,3,-5,8,-4,7,-1,0,7,-4,10,-4,4,1,7,5,1,1,-3,7,6,5,1,2,8,-1,-15,7,-4,8
2020-03-10,-3,4,2,2,6,-13,-2,0,2,-3,1,-3,-4,11,-2,5,6,5,1,5,6,-2,-7,5,-1,8,1,6,4,-6,5,-7,9,-7,1,6,2,9,3,-2,-6,8,10,3,3,-2,3,-1,-15,4,4,8
2020-03-11,-2,7,3,-2,2,-10,-1,-3,1,0,-1,0,-6,6,-2,6,9,16,3,10,5,-2,-10,4,-2,12,10,6,8,-1,4,-8,8,-8,2,12,4,15,1,0,-7,10,10,3,4,0,2,0,-16,7,3,6
2020-03-12,-6,8,-1,-6,4,-18,-8,-9,0,-13,-2,-2,-9,7,-5,5,5,11,-1,5,4,-7,-17,2,-8,12,1,8,8,-8,2,-14,10,-13,-1,4,2,14,-3,-4,-9,11,8,1,1,-2,-2,-3,-20,8,2,10
2020-03-13,-10,7,0,-7,2,-21,-17,-18,-9,-21,-8,-5,-8,2,-6,5,11,11,-1,0,-9,-13,-26,-3,-7,9,6,1,2,-11,-13,-20,3,-19,-4,4,1,8,-11,-11,-21,10,4,0,-5,-9,-20,-8,-28,6,2,3
2020-03-14,-10,12,1,-2,-1,-24,-15,-12,-3,-30,-10,-4,-9,-2,-8,1,-1,3,-1,-1,-6,-11,-19,-5,-10,10,-3,-5,-10,-9,-4,-16,8,-20,-4,-6,-4,7,-16,-8,-16,10,-16,1,-2,-8,-5,-6,-22,5,-2,8
2020-03-15,-13,6,7,-3,1,-23,-18,-19,-16,-39,-13,-13,-11,2,-13,0,1,5,-3,0,0,-19,-26,-8,-15,10,-5,0,-5,-17,-7,-24,6,-25,-14,-7,-6,4,-14,-15,-21,16,-4,-5,-7,-4,-32,-17,-22,13,-7,0
2020-03-16,-22,2,-6,-9,-6,-31,-23,-25,-15,-43,-16,-20,-15,-2,-27,-3,-5,-3,-9,-7,-11,-28,-41,-17,-27,4,-13,2,-4,-19,-11,-35,4,-36,-15,-8,-9,-2,-16,-26,-32,-1,-5,-7,-13,-17,-23,-25,-31,1,-16,3
2020-03-17,-26,-1,-12,-9,-6,-34,-29,-30,-21,-55,-18,-21,-22,-2,-30,-3,-2,-3,-6,-17,-18,-33,-50,-19,-26,2,-11,0,-1,-23,-14,-41,3,-42,-18,-2,-10,-3,-20,-34,-40,-2,1,-9,-16,-22,-26,-25,-33,-2,-11,4
2020-03-18,-30,-3,-12,-21,-9,-39,-32,-30,-24,-59,-26,-24,-27,-6,-39,-9,-4,0,-11,-17,-18,-37,-50,-24,-35,0,-10,-11,-8,-29,-17,-43,-2,-44,-23,-7,-15,2,-24,-37,-41,-4,0,-13,-19,-33,-29,-30,-36,-4,-21,-2
2020-03-19,-36,-8,-21,-23,-10,-43,-57,-40,-39,-63,-33,-29,-31,-9,-43,-13,-15,-8,-16,-24,-30,-41,-59,-30,-45,-3,-19,-14,-22,-45,-30,-50,-6,-50,-28,-17,-19,-6,-28,-42,-53,-9,-21,-16,-25,-33,-37,-34,-41,-10,-27,-27
2020-03-20,-37,-14,-24,-25,-13,-46,-48,-41,-37,-62,-38,-30,-34,-16,-41,-15,-16,-9,-19,-33,-36,-42,-56,-32,-43,-12,-18,-16,-18,-49,-37,-49,-10,-50,-29,-19,-19,-11,-31,-43,-47,-13,-16,-22,-30,-35,-48,-36,-42,-19,-28,-8
2020-03-21,-36,-13,-25,-26,-12,-47,-44,-38,-38,-59,-42,-27,-40,-10,-39,-13,-14,-9,-16,-36,-37,-38,-50,-32,-43,-15,-17,-13,-9,-48,-31,-48,-10,-50,-29,-29,-22,-9,-26,-40,-43,-16,-19,-16,-32,-28,-44,-34,-37,-17,-28,9
2020-03-22,-44,-22,-30,-33,-22,-52,-47,-48,-53,-64,-49,-42,-43,-11,-54,-26,-24,-17,-28,-40,-35,-45,-59,-41,-50,-21,-30,-20,-21,-57,-38,-61,-16,-59,-42,-30,-26,-17,-31,-46,-51,-23,-23,-30,-37,-31,-53,-43,-44,-18,-39,-11
2020-03-23,-47,-22,-37,-33,-18,-52,-47,-53,-50,-72,-46,-43,-44,-20,-55,-21,-19,-16,-26,-39,-38,-56,-66,-40,-52,-19,-31,-24,-17,-54,-38,-67,-20,-69,-41,-24,-26,-17,-40,-58,-59,-25,-17,-27,-34,-37,-46,-49,-50,-25,-34,-4
2020-03-24,-46,-18,-39,-31,-17,-52,-47,-46,-46,-71,-46,-40,-50,-14,-53,-19,-17,-16,-25,-36,-40,-51,-68,-50,-50,-13,-33,-22,-14,-51,-36,-60,-19,-63,-38,-18,-31,-14,-44,-51,-55,-23,-12,-29,-32,-39,-39,-43,-52,-23,-35,-9
2020-03-25,-47,-15,-42,-32,-18,-52,-50,-51,-50,-75,-48,-39,-56,-19,-50,-23,-15,-12,-23,-35,-42,-58,-70,-46,-53,-13,-24,-24,-13,-51,-36,-65,-23,-66,-39,-22,-27,-9,-43,-55,-59,-21,-23,-26,-37,-40,-43,-49,-54,-27,-37,-12
2020-03-26,-48,-19,-42,-36,-18,-53,-57,-48,-41,-73,-51,-43,-66,-26,-55,-27,-20,-19,-27,-39,-42,-52,-68,-51,-52,-17,-30,-26,-15,-56,-36,-62,-26,-64,-43,-24,-29,-16,-46,-50,-55,-24,-20,-27,-39,-43,-48,-46,-59,-28,-39,-14
2020-03-27,-49,-24,-50,-39,-22,-54,-60,-51,-48,-70,-55,-45,-66,-33,-53,-32,-21,-21,-32,-44,-51,-51,-67,-52,-51,-23,-30,-29,-19,-57,-47,-63,-33,-64,-45,-25,-33,-22,-49,-52,-54,-27,-24,-30,-42,-43,-55,-49,-61,-36,-39,-13
2020-03-28,-49,-25,-50,-37,-26,-53,-59,-55,-55,-70,-59,-43,-70,-29,-50,-31,-27,-26,-28,-46,-48,-53,-63,-56,-64,-25,-32,-37,-24,-54,-49,-67,-29,-67,-44,-32,-34,-20,-45,-55,-55,-32,-31,-27,-43,-40,-58,-44,-56,-32,-46,-7
2020-03-29,-51,-30,-55,-41,-22,-54,-60,-64,-57,-68,-63,-52,-72,-34,-55,-34,-28,-20,-34,-49,-56,-51,-73,-55,-64,-29,-34,-37,-18,-62,-63,-70,-31,-68,-51,-36,-33,-23,-47,-52,-67,-34,-31,-35,-47,-44,-71,-50,-56,-31,-50,-14
2020-03-30,-50,-25,-49,-37,-25,-53,-56,-53,-47,-72,-55,-47,-64,-31,-54,-27,-18,-26,-31,-45,-52,-52,-72,-55,-56,-23,-34,-36,-18,-56,-50,-66,-30,-69,-45,-29,-32,-28,-48,-55,-62,-30,-22,-32,-45,-42,-55,-49,-60,-29,-37,-10
2020-03-31,-49,-26,-45,-35,-21,-52,-52,-51,-49,-77,-52,-46,-64,-28,-54,-25,-17,-20,-29,-42,-41,-60,-69,-52,-52,-21,-30,-35,-13,-51,-41,-67,-22,-69,-46,-25,-28,-20,-44,-54,-57,-27,-17,-32,-39,-41,-45,-51,-58,-28,-34,-9
2020-04-01,-48,-20,-43,-37,-18,-51,-54,-49,-44,-76,-53,-44,-66,-28,-50,-24,-13,-18,-27,-38,-45,-56,-69,-49,-54,-17,-25,-37,-13,-50,-41,-65,-24,-67,-45,-30,-27,-13,-42,-50,-58,-26,-20,-28,-38,-40,-45,-50,-56,-26,-30,-12
2020-04-02,-51,-25,-50,-40,-21,-54,-63,-54,-46,-77,-55,-46,-69,-31,-52,-26,-22,-24,-30,-44,-56,-56,-73,-48,-58,-21,-32,-39,-22,-57,-50,-67,-26,-69,-47,-42,-28,-20,-46,-53,-62,-29,-34,-31,-43,-46,-55,-52,-59,-31,-31,-21
2020-04-03,-51,-29,-47,-41,-27,-53,-60,-59,-52,-74,-59,-50,-68,-33,-49,-27,-26,-28,-32,-48,-59,-54,-74,-49,-61,-29,-32,-38,-26,-57,-58,-67,-30,-70,-46,-35,-28,-28,-46,-54,-64,-33,-32,-35,-47,-46,-63,-52,-60,-36,-34,-11
2020-04-04,-50,-33,-50,-43,-31,-54,-57,-53,-50,-71,-64,-53,-73,-30,-49,-31,-23,-30,-30,-52,-60,-50,-64,-54,-55,-37,-37,-37,-22,-57,-49,-62,-31,-65,-48,-39,-26,-29,-45,-49,-58,-39,-31,-33,-52,-42,-60,-51,-53,-34,-35,-5
2020-04-05,-54,-40,-52,-47,-33,-59,-58,-61,-56,-71,-70,-59,-76,-36,-52,-35,-28,-30,-37,-54,-59,-53,-68,-53,-58,-37,-40,-40,-25,-64,-57,-67,-33,-68,-55,-44,-39,-30,-44,-51,-59,-41,-36,-42,-53,-49,-69,-56,-56,-36,-40,-21
2020-04-06,-52,-29,-49,-41,-25,-60,-55,-52,-45,-75,-59,-52,-68,-31,-54,-27,-24,-26,-33,-47,-51,-55,-69,-53,-58,-30,-39,-37,-21,-59,-46,-65,-30,-69,-46,-33,-28,-25,-44,-53,-58,-33,-23,-35,-46,-47,-52,-54,-57,-33,-35,-15
2020-04-07,-51,-31,-48,-39,-24,-57,-53,-50,-49,-78,-56,-50,-67,-25,-50,-22,-18,-20,-28,-44,-47,-57,-70,-54,-54,-26,-32,-33,-15,-55,-42,-66,-26,-69,-44,-29,-28,-19,-42,-53,-60,-31,-17,-33,-42,-44,-48,-50,-56,-28,-23,-13
2020-04-08,-51,-30,-49,-41,-24,-58,-54,-54,-44,-77,-57,-49,-68,-25,-53,-24,-16,-17,-30,-42,-48,-55,-73,-48,-57,-26,-29,-33,-20,-54,-46,-67,-28,-70,-44,-30,-26,-14,-41,-53,-64,-30,-23,-32,-42,-43,-52,-49,-55,-27,-37,-12
2020-04-09,-54,-31,-48,-41,-25,-62,-56,-59,-52,-78,-58,-51,-69,-29,-55,-28,-23,-24,-34,-45,-56,-58,-75,-56,-60,-27,-34,-33,-22,-57,-53,-70,-31,-73,-47,-34,-33,-20,-43,-57,-68,-32,-24,-35,-44,-46,-60,-53,-56,-32,-37,-13
2020-04-10,-54,-37,-49,-43,-30,-59,-56,-59,-58,-77,-61,-53,-72,-30,-53,-34,-22,-23,-39,-54,-58,-60,-73,-58,-57,-36,-33,-34,-21,-59,-58,-72,-35,-72,-52,-34,-36,-24,-44,-60,-63,-40,-26,-39,-48,-46,-64,-56,-56,-39,-38,-10
2020-04-11,-49,-35,-52,-45,-34,-53,-53,-54,-48,-69,-65,-53,-74,-35,-46,-29,-28,-23,-36,-54,-55,-49,-64,-51,-51,-38,-36,-46,-21,-55,-51,-65,-36,-65,-49,-43,-28,-27,-41,-50,-57,-45,-42,-36,-49,-43,-64,-49,-50,-39,-34,-15
