date,RO,Alba County,Arad County,Argeș County,Bacău County,Bihor County,Bistrița-Năsăud County,Botoșani County,Brăila County,Brașov County,Bucharest,Buzău County,Călărași County,Caraș-Severin County,Cluj County,Constanța County,Covasna County,Dâmbovița County,Dolj County,Galați,Giurgiu County,Gorj County,Harghita County,Hunedoara County,Ialomița County,Iași County,Ilfov County,Maramureș County,Mehedinți County,Mureș County,Neamț County,Olt County,Prahova,Sălaj,Satu Mare County,Sibiu,Suceava County,Teleorman County,Timiș County,Tulcea County,Vâlcea County,Vaslui County,Vrancea County
2020-03-07,-2,-1,0,-2,-3,0,0,-3,-3,-2,-3,-2,-2,1,-1,-3,0,-2,-1,-3,-2,0,-1,-1,-3,-4,-2,0,-1,-1,-2,-2,-2,0,0,-2,-2,-3,1,-3,-2,-4,-4
2020-03-08,-2,0,-1,-1,0,-2,-2,-2,-2,-1,-3,-1,-2,0,-3,-3,0,-1,-1,-3,-1,0,-1,0,-3,-3,-2,-1,0,-2,-1,-1,-1,0,-2,-1,-1,-2,-1,0,-1,-2,-1
2020-03-09,0,0,-1,1,0,-1,-1,0,-1,0,1,0,0,0,-1,-2,0,1,1,-1,1,1,0,0,0,-1,0,0,1,0,0,1,1,0,-1,0,0,1,0,-2,2,0,0
2020-03-10,0,-1,-1,-1,0,-2,-3,-1,0,0,1,0,0,1,-2,-1,0,-1,1,0,1,0,-1,0,-1,-1,1,-2,1,-1,-1,0,-1,-2,-3,-1,0,1,-1,-1,-1,2,0
2020-03-11,3,2,3,2,3,4,3,3,3,2,3,3,2,3,3,1,2,1,2,2,1,1,4,2,2,2,4,4,2,3,3,1,2,3,5,2,3,1,3,2,2,2,3
2020-03-12,4,2,3,4,3,3,4,2,2,2,7,2,2,2,4,2,2,3,2,3,2,2,4,2,1,4,7,4,1,3,3,1,3,3,3,3,3,1,5,2,2,2,3
2020-03-13,4,2,3,2,2,3,3,4,1,3,9,2,1,4,6,3,2,2,1,2,1,2,2,2,1,5,8,5,2,3,4,1,3,3,3,3,5,0,6,1,1,3,1
2020-03-14,4,1,2,2,2,2,2,2,1,4,8,2,2,3,4,4,0,3,3,2,3,1,2,2,1,4,8,3,0,2,3,2,3,0,2,2,3,3,4,1,2,1,1
2020-03-15,6,4,4,6,6,4,0,4,5,6,9,7,0,0,4,7,0,6,6,6,0,5,0,5,0,6,8,4,0,3,6,6,6,0,0,4,5,5,5,0,5,6,0
2020-03-16,10,6,6,7,8,7,6,7,7,9,16,8,8,6,12,9,7,8,9,8,9,6,6,7,7,12,16,8,5,7,9,7,9,7,7,8,8,7,10,6,7,7,8
2020-03-17,10,6,7,8,8,8,7,7,7,11,18,8,8,7,14,10,8,8,8,8,9,5,8,8,7,13,18,8,6,9,9,6,9,7,7,8,8,6,11,7,7,8,8
2020-03-18,11,7,9,9,9,9,8,7,8,11,18,9,9,7,15,10,8,9,9,8,8,6,9,8,8,13,18,9,6,9,9,6,10,8,9,9,9,6,13,7,7,6,9
2020-03-19,12,8,10,11,10,11,9,7,9,12,19,9,9,8,16,11,10,9,10,9,9,7,11,9,8,14,19,10,7,11,11,8,11,9,9,11,10,8,14,8,7,8,9
2020-03-20,11,8,9,10,8,9,7,8,8,12,19,8,8,10,15,11,8,9,9,9,8,8,8,8,8,14,17,8,7,9,9,7,11,6,8,10,11,7,13,7,7,9,7
2020-03-21,7,4,7,6,6,6,5,7,7,9,11,6,6,6,9,9,0,6,6,6,5,5,7,5,5,9,10,6,0,7,7,4,6,0,7,6,9,4,8,5,5,5,5
2020-03-22,10,11,9,9,12,9,0,0,11,13,11,11,0,0,11,11,0,9,7,10,0,8,0,9,0,13,11,10,0,10,13,8,9,0,0,10,13,0,10,0,9,0,0
2020-03-23,19,17,16,20,17,17,16,16,15,19,25,17,18,14,23,17,17,17,19,16,19,16,16,15,16,21,25,16,16,17,18,17,17,17,17,18,19,16,19,14,16,15,17
2020-03-24,19,17,17,20,16,16,16,16,16,20,26,16,18,16,23,17,18,17,18,16,19,15,15,15,16,20,26,15,16,17,17,12,18,15,16,18,20,13,19,15,16,15,17
2020-03-25,22,20,22,24,19,21,20,19,19,22,29,19,19,18,26,18,21,19,21,18,20,18,20,18,18,24,29,20,19,20,21,18,20,20,20,21,24,16,24,17,19,17,20
2020-03-26,23,20,23,25,19,22,20,19,19,23,30,19,19,19,28,20,22,20,22,20,20,20,21,18,18,24,30,20,19,21,21,20,21,21,20,22,23,19,25,18,19,18,20
2020-03-27,22,18,21,23,18,19,17,19,18,22,30,18,18,19,26,19,20,19,21,19,18,20,18,17,17,23,28,18,20,19,19,19,21,16,18,20,24,17,23,16,18,18,17
2020-03-28,16,12,15,17,13,13,0,14,15,17,21,14,14,0,18,16,0,14,17,14,14,15,0,12,0,16,19,13,0,14,14,14,15,0,13,14,16,13,17,0,14,13,0
2020-03-29,15,0,15,15,15,14,0,0,0,17,18,15,0,0,17,16,0,14,14,16,0,0,0,14,0,17,16,13,0,14,16,13,14,0,0,15,17,0,16,0,0,0,0
2020-03-30,21,17,21,21,17,20,17,19,17,22,28,16,17,16,25,18,18,18,19,17,17,17,17,16,16,24,27,19,16,19,19,15,19,18,20,20,22,14,23,15,16,17,18
2020-03-31,22,19,21,23,18,19,18,18,18,23,29,18,18,17,26,18,21,19,20,19,19,18,19,17,17,24,28,18,18,20,19,17,20,17,19,22,23,16,23,16,18,17,20
2020-04-01,21,18,22,24,17,19,17,17,18,23,28,18,17,16,26,17,19,18,21,17,18,18,19,17,17,23,28,18,19,19,18,18,20,17,19,21,21,15,24,16,18,14,18
2020-04-02,21,18,22,24,18,20,17,17,17,23,29,16,16,16,26,18,20,18,20,18,17,18,19,17,15,23,28,18,17,20,18,17,20,18,19,22,21,16,25,16,17,16,18
2020-04-03,20,17,21,21,16,18,15,17,17,22,28,16,15,17,25,17,17,18,18,17,16,17,16,16,15,22,26,17,17,18,17,15,20,15,17,20,22,13,23,14,16,17,15
2020-04-04,14,11,14,14,11,12,0,12,14,17,19,12,13,12,15,15,0,14,14,13,13,12,0,11,0,14,18,11,0,13,12,12,14,0,12,14,15,11,16,0,13,10,12
2020-04-05,15,0,14,14,15,13,0,0,0,17,18,15,0,0,15,15,0,14,13,15,0,0,0,13,0,16,16,12,0,13,14,12,14,0,0,15,16,0,15,0,0,0,0
2020-04-06,20,17,20,20,16,18,15,16,17,22,27,16,17,14,24,17,18,18,18,17,18,15,16,16,16,22,27,17,14,19,17,14,19,16,18,20,20,15,22,15,16,16,17
2020-04-07,20,17,21,21,16,17,15,15,16,22,27,15,16,15,24,17,17,17,17,17,17,14,16,15,15,22,27,16,14,19,16,13,18,15,17,20,20,13,22,14,15,14,16
2020-04-08,19,17,21,20,15,17,15,14,17,21,26,15,15,13,23,15,15,15,16,16,15,13,16,15,15,20,26,16,13,18,15,12,18,14,17,19,18,11,22,13,14,12,15
2020-04-09,19,17,21,21,16,18,16,14,16,21,27,14,15,14,24,16,16,16,16,17,15,14,16,15,14,21,26,16,13,18,16,13,18,16,17,20,18,13,23,15,14,13,15
2020-04-10,18,16,20,18,15,17,13,15,15,20,26,13,13,16,23,15,18,15,15,15,13,14,19,14,13,20,24,15,13,17,15,12,17,15,18,19,20,11,21,12,13,14,13
2020-04-11,12,10,12,12,10,11,8,9,11,15,17,9,11,10,14,13,0,11,10,11,10,10,0,9,10,12,16,10,0,12,11,8,12,0,12,11,13,8,14,0,10,9,9
