date,MX,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico City,Michoacán,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,State of Mexico,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
2020-02-27,1,0,2,0,-4,-4,1,-1,-3,3,-3,0,0,1,1,-2,2,-1,1,-4,-2,0,0,-2,2,1,2,-8,1,3,-6,-3,-2
2020-02-28,3,1,6,7,-2,0,4,8,-1,2,-3,2,3,3,3,1,2,1,7,0,1,3,2,4,-2,3,7,2,9,5,-2,-1,-4
2020-02-29,6,10,5,9,4,2,6,11,1,5,0,5,6,6,5,2,5,2,10,2,4,5,6,5,0,7,5,6,8,9,3,3,3
2020-03-01,6,9,3,10,5,0,7,13,2,3,-1,6,9,6,6,3,7,2,11,2,6,7,3,9,3,7,6,5,10,9,7,1,5
2020-03-02,1,0,-2,4,5,-3,3,4,-2,-2,-5,-3,1,0,2,-2,2,1,5,-1,1,0,2,-1,-2,-1,2,5,5,1,1,2,-5
2020-03-03,1,-1,5,3,2,-5,-4,0,-2,-5,-4,-3,1,0,3,-2,0,-3,4,-1,-2,0,0,-1,0,1,3,1,3,-1,-1,0,-7
2020-03-04,1,-1,4,1,1,-5,0,2,-4,0,-4,-3,1,1,0,0,1,0,4,-2,1,0,0,0,-1,3,2,0,5,0,1,1,-6
2020-03-05,2,0,4,0,-2,-4,4,1,-3,2,0,-4,1,1,1,-2,1,0,3,-3,1,2,1,0,0,4,3,-2,4,0,-2,1,-2
2020-03-06,-1,-5,3,1,-4,-7,1,0,-9,-4,-6,-6,-4,-1,-1,-6,-2,0,2,-4,-1,-1,-3,-6,-8,2,0,-2,3,-3,-5,-4,-5
2020-03-07,1,1,2,3,-1,-3,1,4,-3,-3,-4,-3,0,2,0,-2,-2,3,5,-3,-1,0,1,0,-4,4,0,-2,4,0,-3,0,-3
2020-03-08,3,7,6,4,3,-4,2,5,-1,-1,-1,0,6,3,4,2,3,6,7,-1,3,5,1,6,1,-1,4,1,5,3,1,0,2
2020-03-09,-11,-12,-7,-8,-7,-10,-6,-9,-11,-14,-13,-9,-6,-14,-17,-9,-8,-9,-10,-7,-12,-13,-7,-15,-15,-8,-8,-3,-3,-6,-9,-12,-12
2020-03-10,-2,-2,-13,-1,-2,-7,4,0,-7,-4,-7,-6,-1,-2,-1,-3,-1,-3,2,-3,-3,-2,-2,-2,-2,4,0,0,-1,-5,-4,-2,-7
2020-03-11,-1,-1,2,0,-4,-7,2,2,-7,0,-7,-5,-1,-1,-1,-2,0,0,4,-3,-2,-1,-2,0,-2,2,0,-4,1,-3,-3,0,-6
2020-03-12,1,1,-3,1,-2,-4,3,4,-4,1,-1,-4,1,1,1,0,2,1,4,-2,0,1,0,1,1,-7,2,1,4,-2,-1,1,-2
2020-03-13,2,1,1,4,4,2,4,7,-3,-1,-2,1,4,1,0,-2,6,6,4,1,1,-2,1,-1,2,7,6,8,7,2,3,-1,-2
2020-03-14,2,4,0,8,2,3,3,8,3,2,-1,9,6,1,-3,2,11,11,2,4,2,0,3,6,4,7,2,7,6,7,8,-1,5
2020-03-15,0,-2,-1,4,-2,0,2,3,-1,-4,-3,16,16,-4,-4,4,18,13,-5,4,0,2,-4,5,4,6,0,0,2,5,10,-12,5
2020-03-16,-11,-13,-11,-8,-11,-6,-3,-7,-4,-16,-13,1,5,-17,-23,-5,8,2,-22,-5,-8,-13,-11,-10,-10,-9,-3,-7,-3,-3,0,-22,-7
2020-03-17,-7,-8,-3,-6,-9,-5,-3,-7,-11,-9,-10,-7,-1,-11,-10,-4,-1,-6,-14,-2,-7,-7,-10,-5,-5,-10,-1,-2,-9,-5,-4,-19,-7
2020-03-18,-13,-17,-20,-9,-11,-8,-14,-8,-19,-11,-14,-10,-4,-15,-16,-8,-5,-10,-21,-6,-10,-15,-14,-10,-10,-30,-5,-6,-14,-9,-8,-24,-8
2020-03-19,-17,-24,-21,-13,-18,-10,-14,-18,-30,-18,-17,-16,-5,-21,-22,-13,-11,-17,-28,-9,-14,-20,-18,-15,-13,-23,-6,-11,-20,-11,-13,-29,-10
2020-03-20,-23,-34,-23,-18,-24,-17,-18,-26,-40,-28,-23,-25,-14,-28,-27,-21,-20,-25,-34,-15,-23,-26,-25,-23,-21,-29,-12,-17,-24,-18,-19,-37,-25
2020-03-21,-31,-37,-31,-26,-33,-25,-28,-34,-44,-33,-28,-30,-23,-40,-35,-24,-24,-34,-42,-22,-26,-33,-32,-28,-28,-35,-19,-29,-34,-16,-26,-45,-33
2020-03-22,-37,-46,-37,-39,-41,-34,-34,-45,-53,-44,-35,-34,-28,-53,-37,-31,-29,-42,-48,-28,-33,-41,-42,-34,-36,-43,-22,-42,-41,-23,-32,-55,-42
2020-03-23,-31,-36,-31,-34,-35,-28,-26,-34,-39,-34,-27,-28,-24,-46,-35,-26,-20,-33,-37,-24,-28,-32,-38,-31,-30,-33,-20,-31,-30,-19,-26,-41,-36
2020-03-24,-35,-39,-33,-38,-40,-31,-31,-38,-41,-38,-30,-30,-26,-48,-39,-29,-23,-37,-38,-27,-34,-35,-42,-34,-33,-34,-25,-37,-34,-23,-31,-44,-40
2020-03-25,-37,-42,-36,-41,-43,-34,-39,-40,-42,-37,-32,-31,-29,-45,-42,-30,-25,-38,-40,-30,-35,-36,-46,-35,-35,-37,-28,-41,-35,-23,-33,-45,-41
2020-03-26,-37,-42,-38,-42,-44,-35,-42,-40,-41,-37,-32,-33,-30,-39,-44,-32,-27,-39,-41,-33,-37,-37,-47,-36,-36,-38,-30,-42,-34,-25,-33,-46,-41
2020-03-27,-39,-45,-37,-44,-43,-38,-46,-40,-44,-40,-35,-36,-31,-40,-47,-37,-32,-41,-40,-35,-38,-38,-50,-39,-39,-39,-30,-41,-34,-28,-36,-48,-46
2020-03-28,-40,-43,-40,-45,-45,-38,-48,-41,-43,-39,-38,-38,-33,-39,-47,-36,-34,-42,-41,-37,-38,-39,-51,-38,-39,-40,-32,-42,-38,-25,-37,-50,-42
2020-03-29,-45,-51,-44,-53,-50,-46,-54,-51,-51,-47,-45,-42,-37,-46,-49,-41,-39,-48,-49,-41,-44,-45,-59,-43,-46,-50,-36,-52,-46,-33,-43,-59,-47
2020-03-30,-35,-40,-34,-42,-39,-32,-39,-36,-34,-36,-33,-32,-27,-33,-43,-31,-27,-36,-37,-31,-34,-35,-50,-35,-36,-40,-27,-37,-32,-23,-31,-44,-40
2020-03-31,-35,-40,-43,-39,-39,-35,-38,-36,-33,-34,-33,-32,-27,-34,-44,-29,-28,-34,-35,-31,-36,-36,-50,-34,-34,-39,-26,-39,-31,-24,-30,-42,-38
2020-04-01,-37,-43,-42,-45,-41,-37,-41,-37,-34,-33,-35,-35,-29,-35,-48,-30,-29,-35,-35,-33,-36,-38,-53,-34,-36,-41,-28,-39,-31,-25,-31,-52,-41
2020-04-02,-47,-50,-51,-55,-48,-46,-48,-46,-42,-39,-42,-43,-38,-45,-59,-39,-38,-46,-47,-43,-47,-46,-60,-43,-43,-47,-38,-52,-40,-35,-41,-60,-46
2020-04-03,-56,-60,-58,-62,-54,-54,-56,-55,-52,-48,-51,-53,-48,-54,-67,-47,-49,-56,-54,-51,-57,-56,-70,-52,-52,-54,-48,-60,-49,-44,-51,-69,-54
2020-04-04,-57,-59,-61,-64,-55,-56,-59,-58,-54,-48,-54,-56,-48,-55,-67,-48,-52,-59,-57,-53,-56,-57,-70,-52,-53,-57,-50,-61,-55,-42,-52,-72,-53
2020-04-05,-62,-66,-65,-71,-59,-63,-64,-66,-61,-56,-62,-61,-53,-62,-69,-54,-56,-67,-65,-57,-62,-63,-76,-57,-61,-64,-54,-68,-62,-48,-58,-77,-57
2020-04-06,-54,-56,-59,-66,-52,-53,-54,-53,-48,-46,-51,-51,-43,-53,-65,-44,-45,-55,-56,-49,-52,-55,-70,-50,-54,-54,-46,-59,-50,-38,-47,-68,-49
2020-04-07,-53,-55,-61,-66,-54,-52,-52,-54,-47,-46,-50,-51,-40,-51,-63,-42,-44,-55,-54,-48,-51,-53,-70,-49,-53,-53,-44,-60,-50,-40,-47,-66,-50
2020-04-08,-52,-53,-59,-67,-55,-53,-51,-51,-47,-43,-48,-51,-39,-49,-63,-41,-43,-54,-52,-50,-50,-51,-70,-46,-53,-52,-42,-60,-49,-38,-45,-65,-48
2020-04-09,-58,-62,-61,-73,-59,-60,-58,-60,-57,-56,-56,-58,-42,-59,-70,-51,-47,-64,-60,-56,-55,-58,-73,-55,-64,-60,-48,-65,-54,-41,-51,-67,-59
2020-04-10,-71,-79,-76,-77,-70,-73,-73,-72,-69,-73,-71,-70,-59,-71,-78,-67,-62,-73,-70,-68,-70,-72,-77,-71,-73,-71,-63,-76,-64,-65,-65,-78,-74
2020-04-11,-66,-66,-66,-76,-64,-69,-68,-69,-65,-62,-65,-66,-57,-64,-74,-60,-60,-72,-66,-65,-65,-67,-75,-64,-71,-71,-60,-70,-63,-58,-59,-73,-64
