date,US,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-03-02,-1,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-3,0,0,0,-2,1,-1,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,-2,0,-2,-1,0,-1,0,0,-1,-1,-1,1,-1,-1,1,-1,0,1,0,0
2020-03-03,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-2,-1,-2,-2,-1,-1,-1,0,-2,-2,-1,-1,-1,-1,0,-1,0,0,0,-1,-2,-1,0,-1,0,-1,0,-2,0,1,0,1,-1,0,-1
2020-03-04,-1,1,0,-1,-2,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-3,-1,1,0,-1,0,-1,-1,1,-4,0,-2,-1,0,-1,-1,0,-1,-1,-1,-2,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,-1,-1
2020-03-05,-1,1,0,-1,-2,0,-1,-1,-1,0,0,2,0,-1,-1,-1,0,-1,-2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,-2,-1,-1,-1,3,0,-2,-2,-1,-1,-1,2,-1,0,-1
2020-03-06,-1,-1,1,-1,-2,0,-1,1,1,1,0,-2,0,-1,-1,0,-4,-5,0,-1,0,1,1,1,0,-2,-3,-1,-2,0,1,2,-2,1,-1,0,0,-2,1,1,1,-2,-1,-1,-2,-1,1,0,3,2,0,-1
2020-03-07,-1,-2,-1,-2,-2,1,-2,-1,-1,-1,-1,-2,0,-1,-3,-3,-3,-3,-2,-2,0,-1,-1,-2,-1,-3,-3,-1,-2,0,-1,-1,-3,-1,-2,-2,-2,-2,0,-1,0,-2,-2,-3,-2,-1,-1,-1,1,-1,-2,-3
2020-03-08,-1,-1,-1,-2,-2,0,0,0,-1,-1,1,-1,1,-1,-2,-2,-3,-1,-2,-2,-2,-1,0,-2,-2,-2,-2,0,-2,0,-1,0,0,-1,-1,-1,-2,0,0,-2,-1,-1,-2,-2,-1,-1,-2,-1,1,-2,-2,0
2020-03-09,0,-1,2,0,2,1,-1,-1,-1,1,0,-1,1,-3,1,0,1,1,0,0,0,0,0,0,1,1,2,-1,2,1,-1,0,-2,0,-1,0,0,1,0,0,-1,-1,0,0,2,0,0,0,3,0,1,-1
2020-03-10,1,0,2,2,-1,3,0,0,0,0,0,1,1,-1,0,0,0,0,1,0,1,0,1,0,1,0,-1,-1,1,1,1,1,-1,1,0,0,0,-1,0,1,0,0,-1,1,1,-1,1,0,4,0,0,-1
2020-03-11,0,-1,2,3,-1,2,-1,0,0,2,0,0,1,-1,0,0,-1,-2,0,-2,0,0,1,0,1,0,-3,0,0,1,1,1,-1,1,-1,-1,0,-2,0,0,1,-1,-1,0,1,-1,1,0,4,0,0,-1
2020-03-12,1,-1,2,4,-1,4,1,2,0,3,0,0,2,-1,1,1,0,0,1,-1,0,1,3,1,2,0,0,-1,2,1,1,3,0,2,0,0,0,-2,1,1,1,-1,1,0,1,0,1,0,5,0,1,0
2020-03-13,3,0,3,4,2,5,5,6,3,5,2,1,2,0,1,1,-2,0,2,0,4,3,8,4,3,1,0,2,3,3,4,6,3,5,0,2,2,3,4,3,4,-1,3,2,4,3,4,3,7,1,2,3
2020-03-14,3,0,1,2,4,6,5,3,2,4,2,2,2,3,3,3,3,3,3,2,2,3,4,4,4,-1,3,4,7,3,2,4,2,4,1,3,4,3,6,3,3,0,8,2,2,4,3,3,6,2,3,3
2020-03-15,3,2,0,1,3,6,4,5,3,6,3,3,3,3,3,2,1,3,3,2,2,5,5,3,3,1,2,4,4,3,3,5,3,4,3,3,3,2,4,3,4,1,4,3,3,4,3,5,4,2,2,2
2020-03-16,8,4,4,5,7,11,7,9,7,16,6,7,7,1,8,6,5,7,7,5,6,10,12,9,8,4,6,5,7,7,7,11,5,10,5,6,7,6,7,8,9,4,7,6,7,8,6,9,9,5,6,4
2020-03-17,11,7,7,8,8,14,13,14,11,19,8,11,12,7,12,8,8,9,8,9,11,14,17,11,11,6,7,7,10,9,12,16,9,14,9,7,10,8,10,13,14,7,8,8,10,10,11,11,13,6,9,6
2020-03-18,13,8,9,12,8,17,14,14,12,21,10,12,12,9,16,12,12,9,10,9,11,16,17,13,15,7,8,10,11,14,13,17,11,16,10,10,12,8,11,14,14,9,9,9,12,17,13,13,14,7,14,7
2020-03-19,15,10,10,13,10,18,22,17,14,22,12,13,14,10,17,13,15,12,11,11,14,17,21,15,18,9,13,11,15,17,17,21,13,18,11,14,14,11,12,16,17,10,14,9,13,16,15,14,15,9,16,14
2020-03-20,16,14,12,14,11,21,21,18,15,22,14,13,16,10,17,14,13,11,13,15,17,18,20,18,19,12,13,12,16,20,18,21,13,20,11,17,16,13,13,19,18,10,15,13,17,16,18,15,15,12,18,15
2020-03-21,12,8,8,10,8,16,13,11,11,13,11,9,12,7,13,10,10,9,9,12,10,12,12,11,14,9,9,8,11,15,11,14,10,13,8,13,11,9,8,13,11,7,10,8,13,10,11,11,10,9,12,9
2020-03-22,11,9,6,8,9,14,10,11,10,12,11,10,11,5,14,9,9,9,9,10,8,11,12,9,11,9,9,7,9,13,9,15,8,13,9,9,8,9,8,10,11,9,7,8,11,7,9,10,9,8,10,8
2020-03-23,17,14,14,13,13,21,16,21,17,27,15,16,16,9,21,14,15,13,14,15,15,22,21,17,17,12,14,11,13,18,17,26,13,26,14,13,16,13,15,21,18,13,11,15,15,15,17,19,17,14,16,11
2020-03-24,19,15,16,15,14,22,18,21,18,25,16,18,20,13,22,16,16,17,16,18,18,21,24,25,20,14,18,13,15,19,21,24,17,25,15,16,20,13,18,21,19,16,13,17,17,17,20,17,20,13,19,13
2020-03-25,19,13,18,15,12,22,19,22,21,28,17,17,22,14,21,19,16,15,15,17,17,24,26,23,20,13,14,14,14,20,20,27,18,26,15,16,19,12,18,22,21,14,16,15,20,18,20,21,21,16,20,14
2020-03-26,20,14,17,16,12,23,22,21,18,27,18,18,25,17,22,20,17,18,15,18,17,22,25,25,20,13,17,14,16,21,19,26,19,25,16,16,20,14,19,21,19,15,16,14,20,19,22,19,23,15,21,15
2020-03-27,21,16,19,18,13,24,25,22,20,27,20,18,25,18,23,22,16,15,18,20,19,23,26,27,21,14,18,15,17,22,20,27,19,27,16,19,22,16,20,23,21,14,18,16,21,18,24,20,24,18,23,17
2020-03-28,15,9,11,12,10,18,17,15,16,17,14,12,18,12,15,13,13,12,9,14,11,16,15,17,19,9,12,13,13,16,13,19,14,18,10,12,14,11,14,17,14,9,15,9,15,13,14,12,16,9,16,11
2020-03-29,12,9,10,10,7,15,13,15,12,14,13,11,16,10,13,11,10,9,9,11,10,13,16,12,14,9,9,10,8,14,13,16,11,16,10,9,10,9,12,12,14,9,8,8,13,10,13,11,13,8,13,8
2020-03-30,19,14,18,14,14,21,19,21,17,26,17,16,21,14,20,18,14,17,16,17,18,20,24,24,20,13,16,14,14,18,20,26,16,26,15,15,19,17,17,21,20,13,13,15,20,17,22,18,21,15,18,12
2020-03-31,20,17,18,16,13,22,20,22,20,28,19,20,23,18,22,19,16,17,18,18,17,25,25,25,21,15,17,17,15,19,20,27,17,26,19,17,20,15,18,22,21,16,15,18,20,18,21,21,23,15,20,13
2020-04-01,20,14,18,17,11,22,21,21,19,28,18,18,23,17,21,19,15,16,17,17,17,25,25,25,22,13,14,18,15,20,21,27,18,26,18,18,20,14,18,21,21,15,15,16,20,19,22,21,22,15,19,15
2020-04-02,21,16,19,18,13,23,24,23,20,29,19,19,23,18,22,19,18,19,17,19,22,25,27,24,24,14,18,18,19,21,23,28,19,27,18,22,20,16,19,22,22,16,21,16,21,21,24,21,23,16,20,19
2020-04-03,22,16,20,19,15,23,25,26,22,29,22,20,24,18,22,20,18,19,18,20,23,26,30,26,27,16,19,19,20,22,25,30,18,30,17,24,20,20,19,24,26,15,22,18,23,20,26,22,23,17,23,17
2020-04-04,15,11,12,13,12,18,16,15,15,17,16,16,18,12,15,13,12,14,10,16,14,16,16,17,16,13,13,12,13,17,14,18,13,18,12,15,12,14,14,15,15,11,14,11,18,14,14,14,14,9,14,11
2020-04-05,13,12,9,11,8,16,12,13,12,15,15,13,16,10,12,10,8,10,9,12,10,14,14,11,12,11,10,9,9,15,11,16,10,15,11,11,11,10,11,12,13,10,9,10,14,10,11,12,12,8,10,9
2020-04-06,20,16,17,17,13,24,19,21,18,28,19,19,22,13,20,18,16,17,17,18,17,23,23,24,21,15,18,14,15,20,19,26,16,26,16,17,18,16,17,21,19,15,14,16,20,19,20,20,20,15,19,13
2020-04-07,21,18,18,17,14,24,21,22,20,28,20,21,23,16,21,18,15,17,16,18,18,25,25,25,21,17,17,15,16,21,20,27,18,26,18,18,19,16,17,21,21,17,14,17,21,19,21,20,22,15,19,14
2020-04-08,21,17,18,18,12,24,21,23,20,28,20,20,23,15,22,18,16,16,17,17,18,24,26,24,22,16,15,15,16,21,22,28,18,27,17,18,18,14,17,21,23,17,17,17,21,19,23,21,21,15,20,14
2020-04-09,22,18,18,18,13,26,22,25,21,30,21,21,24,16,23,20,19,19,18,18,19,26,28,26,24,17,19,14,18,22,24,30,19,29,18,19,21,16,17,23,24,18,18,17,21,20,24,21,22,16,21,14
2020-04-10,24,20,19,20,15,26,23,28,25,31,23,22,27,16,24,23,17,17,21,24,18,28,29,30,25,20,19,16,19,24,25,33,20,32,21,23,24,18,18,27,25,19,19,20,24,20,27,24,22,20,25,16
2020-04-11,14,10,10,14,10,18,14,15,14,17,15,13,18,11,14,12,12,11,10,14,10,15,16,16,14,11,12,15,11,16,13,18,14,18,11,15,12,12,12,15,15,11,15,10,16,12,15,13,14,10,13,12
