date,BG,Blagoevgrad Province,Burgas,Dobrich Province,Gabrovo,Haskovo Province,Jambol,Kardzhali Province,Kyustendil Province,Lovec,Montana Province,Pazardzhik,Pernik,Pleven Province,Plovdiv Province,Razgrad,Ruse,Shumen Province,Silistra,Sliven Province,Smoljan,Sofia City Province,Sofia Province,Stara Zagora,Targovishte Province,Varna,Veliko Tarnovo Province,Vidin,Vraca
2020-03-09,-14,-16,-13,-12,-17,-14,-11,-16,-16,-17,-17,-17,-14,-20,-13,-17,-15,-19,-21,-14,-20,-13,-15,-12,-20,-12,-14,-15,-18
2020-03-10,-15,-15,-14,-12,-17,-16,-12,-21,-13,-18,-16,-15,-12,-22,-14,-21,-15,-20,-22,-16,-16,-13,-15,-13,-21,-14,-17,-19,-18
2020-03-11,-14,-13,-13,-11,-15,-14,-13,-22,-10,-17,1,-15,-14,-20,-12,-18,-14,-18,-19,-16,-16,-13,-14,-12,-19,-13,-14,-14,-15
2020-03-12,-9,-1,3,2,-12,0,-11,-1,2,-15,2,-2,-13,-19,-11,0,-14,-4,-14,-13,-2,-13,-6,-13,-3,-12,-15,2,-14
2020-03-13,-13,-4,-13,-3,-15,-3,-11,-3,2,-15,-5,-7,-12,-19,-12,-5,-15,-7,-15,-14,-3,-17,-9,-13,-7,-13,-15,-3,-17
2020-03-14,-17,-21,-16,-12,-10,-17,-13,-19,-19,-15,-15,-16,-14,-21,-17,-15,-17,-13,-7,-17,-15,-21,-16,-11,-8,-16,-15,-12,-17
2020-03-15,-27,-34,-30,-19,-26,-28,-20,-28,-27,-28,-23,-27,-20,-27,-27,-18,-24,-20,-22,-20,-29,-29,-24,-23,-19,-29,-29,-22,-25
2020-03-16,-35,-33,-33,-26,-24,-31,-27,-34,-33,-27,-30,-31,-30,-31,-30,-28,-28,-29,-32,-29,-33,-43,-32,-28,-30,-35,-29,-29,-30
2020-03-17,-41,-39,-38,-31,-28,-37,-30,-41,-33,-34,-32,-34,-36,-37,-37,-34,-33,-34,-34,-35,-39,-51,-38,-36,-36,-42,-34,-34,-36
2020-03-18,-43,-44,-40,-34,-29,-40,-34,-43,-36,-36,-26,-37,-39,-38,-38,-36,-34,-36,-36,-37,-43,-53,-40,-38,-40,-44,-36,-36,-37
2020-03-19,-43,-45,-40,-35,-28,-39,-34,-42,-38,-35,-34,-38,-40,-39,-38,-34,-34,-38,-37,-37,-44,-54,-40,-38,-38,-45,-38,-38,-39
2020-03-20,-43,-45,-41,-37,-30,-38,-34,-43,-35,-35,-35,-39,-39,-37,-38,-36,-35,-36,-38,-38,-44,-54,-42,-39,-39,-44,-38,-36,-39
2020-03-21,-32,-43,-32,-29,-26,-31,-27,-36,-34,-25,-29,-33,-29,-28,-33,-21,-28,-24,-16,-29,-38,-36,-31,-28,-23,-34,-27,-24,-25
2020-03-22,-32,-46,-35,-30,-25,-31,-24,-30,-31,-25,-19,-35,-22,-26,-32,-21,-27,-25,-22,-27,-44,-37,-34,-29,-23,-35,-29,-22,-24
2020-03-23,-48,-47,-46,-42,-33,-44,-39,-47,-45,-40,-39,-42,-46,-42,-43,-42,-40,-42,-43,-42,-46,-58,-46,-42,-44,-48,-42,-43,-44
2020-03-24,-51,-48,-50,-43,-36,-46,-41,-51,-45,-41,-43,-45,-49,-47,-46,-47,-45,-45,-44,-45,-48,-60,-48,-44,-48,-51,-45,-50,-49
2020-03-25,-49,-47,-48,-41,-34,-46,-40,-52,-42,-40,-30,-43,-46,-44,-44,-44,-41,-43,-42,-43,-48,-59,-47,-43,-45,-50,-44,-45,-47
2020-03-26,-49,-48,-46,-40,-33,-46,-40,-56,-43,-40,-38,-44,-46,-43,-44,-40,-40,-41,-41,-41,-49,-59,-46,-42,-44,-49,-43,-44,-44
2020-03-27,-46,-46,-44,-39,-35,-44,-37,-52,-40,-38,-35,-43,-42,-39,-42,-37,-40,-39,-39,-41,-47,-57,-43,-41,-41,-47,-42,-37,-42
2020-03-28,-33,-44,-33,-27,-24,-30,-30,-42,-34,-27,-24,-34,-27,-29,-34,-22,-31,-24,-20,-31,-35,-38,-32,-30,-24,-33,-31,-25,-28
2020-03-29,-29,-43,-35,-19,-17,-27,-20,-39,-24,-21,-13,-32,-21,-22,-29,-10,-25,-20,-12,-25,-41,-34,-31,-29,-19,-34,-28,-25,-18
2020-03-30,-44,-42,-41,-35,-31,-41,-36,-50,-37,-34,-33,-38,-38,-38,-40,-35,-36,-40,-37,-38,-43,-55,-40,-36,-39,-44,-38,-37,-38
2020-03-31,-46,-44,-43,-36,-33,-43,-37,-52,-36,-36,-35,-40,-39,-40,-42,-41,-38,-39,-39,-41,-44,-56,-42,-38,-41,-45,-40,-41,-40
2020-04-01,-47,-45,-44,-38,-33,-44,-38,-51,-41,-38,-27,-42,-44,-42,-43,-42,-39,-41,-40,-42,-44,-58,-45,-39,-42,-46,-42,-42,-42
2020-04-02,-47,-47,-44,-38,-34,-47,-39,-53,-41,-38,-36,-44,-45,-41,-44,-38,-39,-41,-37,-40,-50,-58,-44,-39,-41,-47,-41,-41,-42
2020-04-03,-45,-43,-42,-36,-35,-42,-36,-47,-36,-34,-33,-42,-40,-39,-41,-35,-39,-36,-37,-38,-44,-55,-42,-36,-37,-45,-39,-35,-37
2020-04-04,-36,-46,-33,-26,-32,-40,-31,-47,-39,-29,-25,-41,-31,-30,-41,-25,-31,-30,-17,-34,-46,-40,-35,-34,-23,-35,-30,-25,-27
2020-04-05,-35,-46,-39,-24,-28,-38,-29,-46,-36,-26,-21,-41,-28,-27,-37,-19,-27,-23,-12,-32,-49,-39,-35,-33,-24,-36,-30,-24,-23
2020-04-06,-44,-41,-42,-36,-38,-41,-36,-47,-37,-34,-34,-38,-40,-39,-40,-35,-38,-37,-38,-38,-45,-55,-42,-36,-39,-45,-37,-38,-37
2020-04-07,-45,-41,-42,-33,-35,-41,-36,-48,-34,-34,-34,-38,-39,-40,-40,-37,-38,-37,-36,-37,-44,-56,-42,-36,-38,-45,-38,-37,-37
2020-04-08,-44,-41,-41,-33,-34,-41,-34,-46,-33,-34,-22,-38,-39,-39,-39,-36,-38,-36,-34,-35,-41,-55,-41,-36,-38,-44,-37,-36,-37
2020-04-09,-43,-41,-40,-35,-34,-40,-31,-44,-34,-33,-34,-38,-38,-38,-39,-36,-38,-36,-35,-36,-42,-55,-41,-35,-36,-44,-37,-35,-35
2020-04-10,-42,-39,-39,-34,-35,-38,-33,-42,-31,-32,-31,-39,-37,-37,-39,-35,-38,-35,-36,-34,-41,-53,-40,-35,-35,-43,-38,-34,-34
2020-04-11,-28,-37,-28,-22,-27,-25,-24,-33,-29,-25,-15,-27,-23,-26,-31,-20,-28,-22,-10,-26,-32,-32,-29,-22,-21,-29,-25,-17,-19
