date,BG,Blagoevgrad Province,Burgas,Dobrich Province,Gabrovo,Haskovo Province,Jambol,Kardzhali Province,Kyustendil Province,Lovec,Montana Province,Pazardzhik,Pernik,Pleven Province,Plovdiv Province,Razgrad,Ruse,Shumen Province,Silistra,Sliven Province,Smoljan,Sofia City Province,Sofia Province,Stara Zagora,Targovishte Province,Varna,Veliko Tarnovo Province,Vidin,Vraca
2020-02-28,-2,-6,12,6,-8,0,0,-3,-8,-17,0,-3,0,-10,-2,0,25,-4,0,9,2,-6,-6,8,0,12,1,0,-17
2020-02-29,-3,5,-27,-8,-9,-11,0,-9,20,-15,10,-1,0,5,-5,0,24,-27,0,-10,24,8,-2,-13,0,-27,-7,0,7
2020-03-01,71,70,63,10,0,49,0,45,52,0,0,94,0,95,103,0,0,0,0,0,50,65,83,61,0,39,73,0,48
2020-03-02,40,52,48,22,0,32,0,25,0,0,0,48,0,70,45,0,0,0,0,22,57,32,35,41,0,71,60,0,38
2020-03-03,86,53,114,64,0,32,0,39,0,0,0,75,0,0,110,0,0,0,0,0,58,60,144,52,0,185,84,0,76
2020-03-04,3,-17,32,10,0,9,0,-11,0,0,0,2,0,3,0,0,0,0,0,4,2,-7,2,7,0,49,7,0,-8
2020-03-05,2,5,3,3,0,0,0,8,0,0,0,6,0,16,6,0,0,0,0,-4,9,-2,1,2,0,14,2,0,4
2020-03-06,14,3,25,23,22,10,0,12,0,4,0,18,0,41,21,0,42,0,0,19,6,10,14,19,0,34,21,0,9
2020-03-07,13,-1,28,35,12,6,0,-8,-1,8,4,24,-27,17,25,0,53,49,0,31,7,-1,19,15,0,40,27,0,-10
2020-03-08,12,-21,29,40,0,20,0,14,-22,-2,0,25,0,-16,44,0,14,0,0,0,-12,-14,0,34,0,29,11,0,-8
2020-03-09,-6,-24,26,19,0,11,0,10,0,0,0,-16,0,-22,-11,0,-9,0,0,-4,-5,-22,-11,18,0,53,-11,0,-14
2020-03-10,-15,-28,4,-11,-18,7,0,10,-24,-12,0,-12,0,-29,-25,0,-19,-24,0,-8,-8,-28,-16,10,0,-8,-21,0,-16
2020-03-11,18,23,30,20,0,38,0,15,0,0,0,22,0,31,28,0,0,0,0,13,6,2,22,30,0,52,24,0,21
2020-03-12,46,44,45,25,0,38,0,32,0,0,0,48,0,84,66,0,0,0,0,0,11,47,26,43,0,70,35,0,52
2020-03-13,21,17,29,32,26,24,0,19,0,37,0,33,0,45,18,0,0,0,0,11,-7,19,32,23,0,26,14,0,31
2020-03-14,-19,-9,-27,-19,-27,5,0,-14,4,-15,-4,-1,0,-35,-19,0,-44,-27,0,-21,-12,-19,-12,-12,0,-26,-32,0,-17
2020-03-15,-49,-45,-65,-43,-37,-43,0,-34,-40,-34,0,-40,0,-50,-51,0,-50,-49,0,0,-42,-60,-35,-38,0,-63,-53,0,-32
2020-03-16,-22,-18,-24,-19,0,1,0,-17,0,0,0,-11,0,-5,-22,0,-11,-25,0,-24,-13,-35,-5,-12,0,-12,-23,0,-1
2020-03-17,-21,-28,-15,-25,-5,4,0,-15,0,-9,0,-16,0,-9,-27,0,-12,-26,0,-32,-16,-34,-3,-17,0,-28,-25,0,0
2020-03-18,-25,-21,-20,-23,0,3,0,-23,0,0,0,-19,0,-1,-29,0,-9,0,0,-32,-14,-42,1,-24,0,-15,-27,0,11
2020-03-19,-13,-18,0,-23,0,13,0,-10,0,0,0,1,0,19,-10,0,7,0,0,-26,-1,-27,0,-14,0,-1,-22,0,23
2020-03-20,-20,-27,-15,-27,-4,1,0,-18,12,8,0,-10,0,7,-29,0,-4,-15,0,-37,-14,-28,5,-18,0,-16,-28,0,14
2020-03-21,-46,-45,-53,-50,-36,-26,-42,-42,-38,-27,-14,-45,-27,-30,-56,0,-31,-42,0,-43,-28,-51,-36,-43,0,-56,-42,0,-16
2020-03-22,-46,-42,-51,-58,-23,-22,0,-25,-45,-31,0,-49,0,-46,-52,0,-59,-40,0,-42,-40,-59,-40,-39,0,-55,-42,0,-23
2020-03-23,-56,-52,-64,-53,-38,-32,0,-44,0,-31,0,-49,0,-53,-62,0,-55,-55,0,-51,-24,-67,-36,-50,0,-53,-51,0,-29
2020-03-24,-59,-54,-68,-51,-43,-35,0,-50,-50,-44,0,-52,0,-63,-64,0,-50,-62,0,-58,-37,-71,-45,-47,0,-59,-60,0,-33
2020-03-25,-53,-42,-59,-43,-32,-34,0,-44,0,-35,0,-48,0,-49,-57,0,-41,-46,0,-45,-30,-69,-34,-41,0,-45,-51,0,-27
2020-03-26,-48,-42,-41,-38,-26,-34,0,-40,-39,-32,0,-40,0,-32,-47,0,-28,-41,0,-49,-33,-64,-37,-41,0,-35,-45,0,-22
2020-03-27,-45,-46,-32,-31,-32,-25,0,-43,-35,-25,0,-40,0,-35,-52,0,-20,-38,0,-42,-35,-58,-36,-39,0,-27,-41,0,-24
2020-03-28,-47,-51,-39,-36,-43,-29,0,-49,-43,-36,-18,-46,-37,-37,-58,0,-21,-34,0,-40,-42,-53,-52,-43,0,-53,-43,0,-27
2020-03-29,-32,-32,-40,-38,-16,-14,0,-27,-35,-16,0,-29,0,-16,-33,0,-14,-26,0,0,-42,-42,-28,-27,0,-54,-24,0,-3
2020-03-30,-36,-30,-28,-30,0,-5,0,-29,0,0,0,-26,0,-22,-47,0,-26,-30,0,-39,-15,-53,-10,-28,0,-29,-24,0,-1
2020-03-31,-50,-45,-54,-42,-23,-25,0,-44,-31,-19,0,-42,0,-47,-59,0,-48,-45,0,-50,-27,-65,-26,-46,0,-53,-45,0,-20
2020-04-01,-55,-46,-58,-37,-39,-34,0,-39,-38,-30,0,-49,0,-54,-62,0,-39,-46,0,-49,-36,-71,-35,-47,0,-47,-45,0,-31
2020-04-02,-50,-44,-51,-36,0,-42,0,-43,-39,-27,0,-43,0,-35,-57,0,-28,-46,0,-43,-40,-65,-29,-46,0,-41,-40,0,-20
2020-04-03,-44,-43,-34,-32,-22,-21,0,-35,-39,-12,0,-34,0,-30,-53,0,-20,-44,0,-33,-35,-58,-23,-39,0,-37,-34,0,-14
2020-04-04,-64,-65,-69,-49,-50,-57,-53,-65,-59,-43,-29,-67,-46,-48,-77,0,-51,-59,0,-55,-59,-74,-58,-61,0,-64,-54,0,-34
2020-04-05,-53,-54,-67,-53,-30,-54,0,-57,-55,-34,0,-55,0,-37,-63,0,-39,-49,0,-47,-63,-63,-49,-47,0,-62,-44,0,-20
2020-04-06,-41,-41,-48,-31,0,-24,0,-43,0,0,0,-32,0,-23,-45,0,-32,-43,0,-39,-27,-57,-17,-34,0,-35,-24,0,-3
2020-04-07,-36,-36,-30,-26,-16,-5,0,-27,-19,0,0,-26,0,-28,-45,0,-10,-36,0,-36,-24,-57,-6,-30,0,-32,-21,0,0
2020-04-08,-30,-27,-23,-20,0,4,0,-24,0,0,0,-22,0,-12,-40,0,4,-31,0,-23,-16,-52,-1,-20,0,-16,-16,0,15
2020-04-09,-22,-19,-6,-18,0,7,0,-17,0,0,0,-13,0,11,-30,0,0,0,0,-28,-9,-44,1,-21,0,-10,-11,0,26
2020-04-10,-28,-29,-7,-10,-8,0,0,-21,-8,13,0,-12,0,-5,-44,0,-4,-31,0,-28,-21,-46,3,-25,0,-14,-24,0,13
2020-04-11,-38,-36,-44,-29,-24,-10,0,-33,-28,-4,4,-32,0,-16,-53,0,-17,-39,0,-29,-24,-50,-25,-34,0,-44,-30,0,4
