"country" "grocerypharmacy" "parks" "residential" "retailrecreation" "transitstations" "workplace" "avg"
"HR" 72.83307 "81.91686" 84.00024 41.93847 37.96396 47.99988 56.947124
"HU" 92.93845 "96.41566" 72.43706 49.78261 41.76527 43.22573 60.029824
"ID" 57.26282 "42.39439" 63.94988 41.3453 32.64709 50.94972 49.230962
"IE" 73.70996 "72.97785" 64.7104 17.86835 15.70991 31.70962 40.741648
"IL" 87.11355 "133.81903" 84.00007 58.68997 40.9998 55.00006 65.16069
"IN" 47.51965 "50.9228" 70.00024 31.31113 33.87195 36.33206 43.807006
"IQ" 85.71023 "79.28883" 70.95702 78.43807 81.90894 77.01564 78.80598
"IT" 69.39162 "74.56872" 69.24009 59.68645 50.59083 61.35824 62.053446
"JM" 57.35145 "38.21607" 51.42997 40.5691 41.5213 41.31311 46.436986
"JO" 66.64717 "42.57169" 73.32449 35.13489 12.74936 33.44678 44.260538
"JP" 70.73432 "88.53882" 57.68517 57.96096 43.63347 53.24315 56.651414
"KE" 52.70981 "62.71022" 64.71016 38.70989 44.70989 56.71004 51.509958
"KG" 22.71096 "43.63526" 58.56966 29.2076 18.4544 21.56999 30.102522
"KR" 80.90658 "121.86433" 73.03287 55.94883 58.5622 69.35251 67.560598
"KW" 61.23987 "42.24005" 71.66748 33.23987 39.24008 51.29903 51.337266
"KZ" 42.02616 "54.66491" 66.3257 27.58543 35.986 32.86667 40.957992
"LA" 61.3137 "74.95723" 83.00019 41.81808 33.84149 80.00023 59.994738
"LB" 68.99989 "59.14872" 84.00037 37.53061 26.26863 51.99993 53.759886
"LK" 62.99557 "64.91781" 57.77182 42.62598 45.60168 41.70006 50.139022
"LU" 54.96421 "60.94986" NA 9.40121 NA NA 32.18271
"LY" 72.2402 "66.2397" 87.8598 49.24016 48.23993 68.53681 65.22338
"MD" 36.56962 "38.64874" 59.42985 22.57184 17.43079 30.43021 33.286462
"ML" 70.79721 "78.0455" 75.71036 65.93881 53.77418 81.70988 69.586088
"MM" 35.46427 "57.0903" 58.94974 25.14821 24.95184 32.9501 35.492832
"MN" 92.13366 "90.16999" 76.19 64.68506 68.47249 70.42982 74.382206
"MU" 37.13255 "25.85965" 60.78492 25.87949 28.87741 48.23206 40.181286
"MX" 59.7098 "31.70988" 65.70975 19.71038 22.71029 36.7099 40.910024
"MY" 59.30339 "37.20494" 51.53714 31.14079 33.31393 34.43123 41.945296
"MZ" 45.52004 "27.51979" 48.51992 33.52011 30.52008 53.51995 42.32002
"NA" 34.66979 "25.67008" 48.67009 22.87142 12.0548 28.67001 29.387222
"NE" 52.66995 "47.76732" 55.66959 44.76048 34.69252 56.67037 48.892582
"NG" 45.95031 "39.94974" 61.94975 28.94964 32.95017 53.94969 44.749912
"NI" 40.68172 "22.34846" 13.92486 52.13299 51.52183 56.12566 42.877412
"NL" 77.29403 "151.38215" 69.63584 50.94455 27.81239 38.39943 52.817248
"NO" 83.70988 "156.58601" 76.71035 42.70988 32.27211 49.71008 57.02246
"NZ" 67.00023 "30.91398" 76.00018 35.38183 44.60005 62.17233 57.030924
"OM" 53.00022 "46.99983" 80.1811 38.99968 29 63.03176 52.842552
"PA" 39.51445 "23.86811" 54.85628 35.10218 30.30582 28.22353 37.600452
"PE" 36.03234 "14.18961" 51.7104 10.22807 9.56559 18.71004 25.249288
"PG" 92.50258 "80.31361" NA 81.7192 61.78899 91.67621 81.921745
"PH" 48.73542 "37.98635" 55.81556 43.21369 37.72869 47.47693 46.594058
"PK" 57.56977 "66.51762" 80.99999 54.47532 54.44183 51.99991 59.897364
"PL" 61.64392 "50.7052" 78.23981 38.70445 31.30375 47.23991 51.426368
"PR" 48.92442 "20.59724" 57.31122 14.65928 12.63855 25.30973 31.76864
"PT" 55.23969 "42.89972" 69.2403 17.48234 21.53798 37.23982 40.148026
"PY" 42.24003 "26.57941" 63.24039 24.73983 21.30379 36.23973 37.552754
"QA" 60.24023 "47.23998" 73.99751 32.28577 35.23961 57.96329 51.945282
"RO" 54.95069 "51.24979" 73.04681 37.65216 37.47453 48.52981 50.3308
"RW" 43.99962 "88.52691" 75.00034 38.44532 41.46023 62.99993 52.381088
"SA" 59.24012 "27.71211" 70.84257 25.22839 19.54445 46.50308 44.271722
"SE" 37.38028 "136.55954" 46.38007 31.23379 16.37987 29.4145 32.157702
"SG" 56.48496 "37.06643" 28.17069 26.26029 24.77351 36.62945 34.46378
"SI" 64.84565 "69.57026" 85.0001 31.28355 52.99969 53.99969 57.625736
"SK" 73.70985 "81.76474" 73.71012 27.48196 29.71039 46.71021 50.264506
"SV" 42.15615 "30.22694" 48.1576 35.39011 32.61775 38.36387 39.337096
"TH" 65.20224 "29.92064" 68.70967 35.66876 24.07909 63.71023 51.473998
"TR" 49.95485 "96.84158" 63.86194 46.74525 40.74594 40.67607 48.39681
"TT" 53.7103 "24.29627" 63.71036 24.67023 24.97383 32.70999 39.954942
"TW" 47.62 "70.98264" 38.12391 37.08412 32.09412 45.71547 40.127524
"TZ" 59.61561 "57.36528" 60.40012 47.56174 52.9217 29.28312 49.956458
"UG" 49.00034 "80.11804" 70.00018 31.99992 30.00016 51.00006 46.400132
"US" 69.18982 "60.18968" 62.19011 34.06322 28.43718 38.19024 46.414114
"UY" 35.28997 "15.98048" 44.75958 12.55227 14.84069 25.44072 26.576646
"VE" 39.70999 "33.46788" 65.71034 26.26252 25.37236 45.71031 40.553104
"VN" 67.00027 "59.66505" 80.23083 59.39904 56.86194 76.22715 67.943846
"ZA" 66.78843 "48.37366" 72.99974 29.44655 23.19699 44.00028 47.286398
"ZM" 33.22546 "45.52567" 34.62036 23.9577 23.53627 31.62009 29.391976
"ZW" 41.50651 "44.96648" 53.53251 28.39083 21.99684 30.10021 35.10538
