"g1name","g2name","value"
"NLD","AUT",0.226531934099615
"NOR","AUT",0.167822086402493
"NZL","AUT",0.579134861228592
"PER","AUT",0.570297424296421
"POL","AUT",0.29607456307311
"PRT","AUT",0.455069187173795
"ROU","AUT",0.254427449598774
"SAU","AUT",0.410464615434227
"SWE","AUT",0.230676197543605
"SVN","AUT",0.463723430697439
"SVK","AUT",0.0674241164776351
"USA","AUT",0.133871578598242
"URY","AUT",0.535129022444851
"ZAF","AUT",0.224691062699534
"ARE","AUS",0.409290784852555
"ARG","AUS",0.322377436176576
"AUT","AUS",0.199695088994831
"AUS","AUS",0
"BEL","AUS",0.282908128029746
"BGR","AUS",0.470117598976729
"BRA","AUS",0.269110738011386
"CAN","AUS",0.125551191901898
"CHE","AUS",0.336113459029897
"CHL","AUS",0.339840103734289
"COL","AUS",0.477356991941219
"CZE","AUS",0.182850149892427
"DEU","AUS",0.177663366867252
"DNK","AUS",0.325623487627872
"EST","AUS",0.464850065431117
"EGY","AUS",0.259477282409315
"ESP","AUS",0.499452980448589
"FIN","AUS",0.189474542108397
"FRA","AUS",0.315327438051065
"GBR","AUS",0.34300501863338
"GRC","AUS",0.313353216178186
"HRV","AUS",0.423820390306379
"HUN","AUS",0.201631955136525
"IDN","AUS",0.184607068761793
"IRL","AUS",0.391570519235015
"ITA","AUS",0.33316294446655
"JPN","AUS",0.133348645212044
"KEN","AUS",0.700819152363517
"KWT","AUS",0.289551825088814
"LTU","AUS",0.284394114859374
"LVA","AUS",0.40562470921502
"MUS","AUS",0.373203753442692
"MEX","AUS",0.307622536885496
"NGA","AUS",0.626384231729657
"NLD","AUS",0.188749265225486
"NOR","AUS",0.184498745662669
"NZL","AUS",0.52514702676449
"PER","AUS",0.508489947637851
"POL","AUS",0.245933227251183
"PRT","AUS",0.414368048255297
"ROU","AUS",0.222797052685996
"SAU","AUS",0.303193146417603
"SWE","AUS",0.163278982516723
"SVN","AUS",0.431509989879435
"SVK","AUS",0.204522217423169
"USA","AUS",0.118261181156599
"URY","AUS",0.418553130248954
"ZAF","AUS",0.229282688831556
"ARE","BEL",0.281218858801923
"ARG","BEL",0.0758080995765489
"AUT","BEL",0.342576479817206
"AUS","BEL",0.282908128029746
"BEL","BEL",0
"BGR","BEL",0.495129071807669
"BRA","BEL",0.0308916102817731
"CAN","BEL",0.236595944059353
"CHE","BEL",0.478076871613672
"CHL","BEL",0.20311741295073
"COL","BEL",0.420254131050652
"CZE","BEL",0.300408976049887
"DEU","BEL",0.112424415996159
"DNK","BEL",0.0544939098081138
"EST","BEL",0.485827721691706
"EGY","BEL",0.434517078448834
"ESP","BEL",0.403398758546128
"FIN","BEL",0.253298334661497
"FRA","BEL",0.0430476638579841
"GBR","BEL",0.350824114390672
"GRC","BEL",0.0385778500885546
"HRV","BEL",0.44416524613223
"HUN","BEL",0.171072782956066
"IDN","BEL",0.152142698451593
"IRL","BEL",0.36820312291002
"ITA","BEL",0.0646599183761471
"JPN","BEL",0.336465873123685
"KEN","BEL",0.908952546545442
"KWT","BEL",0.0846916567272144
"LTU","BEL",0.326826891635793
"LVA","BEL",0.580226567481265
"MUS","BEL",0.447205653857945
"MEX","BEL",0.0481178731176833
"NGA","BEL",0.767201487596232
"NLD","BEL",0.123235454908642
"NOR","BEL",0.1822284828919
"NZL","BEL",0.491069903233626
"PER","BEL",0.446697771151251
"POL","BEL",0.0679257319971402
"PRT","BEL",0.306261913774009
"ROU","BEL",0.102910910144316
"SAU","BEL",0.197476294460386
"SWE","BEL",0.249726286674744
"SVN","BEL",0.534791826215993
"SVK","BEL",0.2940301722192
"USA","BEL",0.281968199628725
"URY","BEL",0.43272495993973
"ZAF","BEL",0.161440325517706
"ARE","BGR",0.309634054762515
"ARG","BGR",0.480248828212951
"AUT","BGR",0.479310439677438
"AUS","BGR",0.470117598976729
"BEL","BGR",0.495129071807669
"BGR","BGR",0
"BRA","BGR",0.477964757344955
"CAN","BGR",0.422495249127162
"CHE","BGR",0.352657448274743
"CHL","BGR",0.360645861175585
"COL","BGR",0.27083815270414
"CZE","BGR",0.472049076241595
"DEU","BGR",0.463584694432344
"DNK","BGR",0.51010415177592
"EST","BGR",0.171178699296545
"EGY","BGR",0.31777291419574
"ESP","BGR",0.29258066406609
"FIN","BGR",0.361501056985141
"FRA","BGR",0.494277781876585
"GBR","BGR",0.240990351819291
"GRC","BGR",0.494291032597551
"HRV","BGR",0.0982361177271371
"HUN","BGR",0.418462816229606
"IDN","BGR",0.417629737243923
"IRL","BGR",0.169880017606546
"ITA","BGR",0.484231855366825
"JPN","BGR",0.468269214791575
"KEN","BGR",0.584532281491941
"KWT","BGR",0.421795190565179
"LTU","BGR",0.253750336180102
"LVA","BGR",0.374673704380465
"MUS","BGR",0.133075719347286
"MEX","BGR",0.486120449633401
"NGA","BGR",0.537012523961166
"NLD","BGR",0.456374095379523
"NOR","BGR",0.437140327687527
"NZL","BGR",0.169824461836266
"PER","BGR",0.217499350863333
"POL","BGR",0.477264928857767
"PRT","BGR",0.25321740801897
"ROU","BGR",0.429517327351296
"SAU","BGR",0.378616194843524
"SWE","BGR",0.347755945540284
"SVN","BGR",0.307993401691239
"SVK","BGR",0.48019125620927
"USA","BGR",0.444034834262567
"URY","BGR",0.287076994363721
"ZAF","BGR",0.425003576640503
"ARE","BRA",0.271846845467258
"ARG","BRA",0.0650431319857265
"AUT","BRA",0.338880754745913
"AUS","BRA",0.269110738011386
"BEL","BRA",0.0308916102817731
"BGR","BRA",0.477964757344955
"BRA","BRA",0
"CAN","BRA",0.225837188663293
"CHE","BRA",0.464535755678567
"CHL","BRA",0.192753091093738
"COL","BRA",0.400211274370231
"CZE","BRA",0.29624334136284
"DEU","BRA",0.106486488919553
"DNK","BRA",0.0618415626118269
"EST","BRA",0.471989372752389
"EGY","BRA",0.420883861754814
"ESP","BRA",0.394278724559404
"FIN","BRA",0.23084451100651
"FRA","BRA",0.0508886546280822
"GBR","BRA",0.339819970838997
"GRC","BRA",0.04636407104231
"HRV","BRA",0.429909698561515
"HUN","BRA",0.166636232453371
"IDN","BRA",0.133049923422259
"IRL","BRA",0.35528139238286
"ITA","BRA",0.0704618226889529
"JPN","BRA",0.324289300466614
"KEN","BRA",0.890279028709833
"KWT","BRA",0.071565295269512
"LTU","BRA",0.307590668654726
"LVA","BRA",0.563674767222203
"MUS","BRA",0.427164963823781
"MEX","BRA",0.0407879763842001
"NGA","BRA",0.746106046710613
"NLD","BRA",0.114997990528799
"NOR","BRA",0.176339875546645
"NZL","BRA",0.473445594097359
"PER","BRA",0.431332014206871
"POL","BRA",0.0588408869972
"PRT","BRA",0.289716826432104
"ROU","BRA",0.0945565072872526
"SAU","BRA",0.183362244250594
"SWE","BRA",0.233830135187234
"SVN","BRA",0.515908699042049
"SVK","BRA",0.291418107825981
"USA","BRA",0.27297793322773
"URY","BRA",0.412497672388593
"ZAF","BRA",0.152453759622987
"ARE","CAN",0.35137427975896
"ARG","CAN",0.274290371431997
"AUT","CAN",0.189120808969822
"AUS","CAN",0.125551191901898
"BEL","CAN",0.236595944059353
"BGR","CAN",0.422495249127162
"BRA","CAN",0.225837188663293
"CAN","CAN",0
"CHE","CAN",0.317185101318278
"CHL","CAN",0.287489395692466
"COL","CAN",0.414335099588639
"CZE","CAN",0.164387165682656
"DEU","CAN",0.139352020016261
"DNK","CAN",0.274747826290238
"EST","CAN",0.417131854286905
"EGY","CAN",0.247829433761527
"ESP","CAN",0.446310115654751
"FIN","CAN",0.17051465586831
"FRA","CAN",0.26470862741588
"GBR","CAN",0.280184901523529
"GRC","CAN",0.261586280099968
"HRV","CAN",0.371543961874967
"HUN","CAN",0.130903876570597
"IDN","CAN",0.146020800406376
"IRL","CAN",0.329457031593173
"ITA","CAN",0.27945771072518
"JPN","CAN",0.141244938420833
"KEN","CAN",0.70175588084687
"KWT","CAN",0.231005112462033
"LTU","CAN",0.259765002607367
"LVA","CAN",0.387234151614697
"MUS","CAN",0.327170549778187
"MEX","CAN",0.261539927264808
"NGA","CAN",0.602763950790449
"NLD","CAN",0.14198842505511
"NOR","CAN",0.129260105249498
"NZL","CAN",0.476089524559607
"PER","CAN",0.455742076112419
"POL","CAN",0.203451294566156
"PRT","CAN",0.356710264555905
"ROU","CAN",0.158781706076698
"SAU","CAN",0.268997532475831
"SWE","CAN",0.0830017119994721
"SVN","CAN",0.371402128430533
"SVK","CAN",0.176808982659893
"USA","CAN",0.122549748225638
"URY","CAN",0.393526513248893
"ZAF","CAN",0.172391335773356
"ARE","CHE",0.399885505068024
"ARG","CHE",0.499830624119788
"AUT","CHE",0.419937967345306
"AUS","CHE",0.336113459029897
"BEL","CHE",0.478076871613672
"BGR","CHE",0.352657448274743
"BRA","CHE",0.464535755678567
"CAN","CHE",0.317185101318278
"CHE","CHE",0
"CHL","CHE",0.385722860328808
"COL","CHE",0.390862090602983
"CZE","CHE",0.424074906351735
"DEU","CHE",0.410776979416889
"DNK","CHE",0.501979916743771
"EST","CHE",0.277831907826695
"EGY","CHE",0.139864972261257
"ESP","CHE",0.414144917725326
"FIN","CHE",0.363017015477726
"FRA","CHE",0.500253351924645
"GBR","CHE",0.253610476121279
"GRC","CHE",0.49746658104889
"HRV","CHE",0.311526943346921
"HUN","CHE",0.401869428151362
"IDN","CHE",0.409371134014308
"IRL","CHE",0.310686826181792
"ITA","CHE",0.495666926642334
"JPN","CHE",0.292952287931265
"KEN","CHE",0.507113433624053
"KWT","CHE",0.45323143131396
"LTU","CHE",0.320468594964406
"LVA","CHE",0.157850069427298
"MUS","CHE",0.275629897419273
"MEX","CHE",0.48932493205927
"NGA","CHE",0.398925644773486
"NLD","CHE",0.425267067698508
"NOR","CHE",0.417976261504581
"NZL","CHE",0.394896705522807
"PER","CHE",0.387863232961047
"POL","CHE",0.464425695102634
"PRT","CHE",0.434534468500812
"ROU","CHE",0.421830541073294
"SAU","CHE",0.361471099230877
"SWE","CHE",0.269392891897072
"SVN","CHE",0.302290386835446
"SVK","CHE",0.441305036058048
"USA","CHE",0.366779970399833
"URY","CHE",0.280590887096547
"ZAF","CHE",0.448139368414015
"ARE","CHL",0.0930908979377061
"ARG","CHL",0.200140960740759
"AUT","CHL",0.408538445583378
"AUS","CHL",0.339840103734289
"BEL","CHL",0.20311741295073
"BGR","CHL",0.360645861175585
"BRA","CHL",0.192753091093738
"CAN","CHL",0.287489395692466
"CHE","CHL",0.385722860328808
"CHL","CHL",0
"COL","CHL",0.291300683647328
"CZE","CHL",0.377499068701999
"DEU","CHL",0.2351716345258
"DNK","CHL",0.201931312417959
"EST","CHL",0.313908990172858
"EGY","CHL",0.37000567769739
"ESP","CHL",0.206146786196343
"FIN","CHL",0.287795099809235
"FRA","CHL",0.195455037162716
"GBR","CHL",0.206578878333627
"GRC","CHL",0.20055359808763
"HRV","CHL",0.30150589266951
"HUN","CHL",0.241922487243292
"IDN","CHL",0.243954184594429
"IRL","CHL",0.211589152480152
"ITA","CHL",0.172839907235543
"JPN","CHL",0.385354770951927
"KEN","CHL",0.832621013569293
"KWT","CHL",0.159791065159335
"LTU","CHL",0.283350502659701
"LVA","CHL",0.490867933734308
"MUS","CHL",0.345355540661149
"MEX","CHL",0.192284699206604
"NGA","CHL",0.675502342360736
"NLD","CHL",0.238686853707621
"NOR","CHL",0.274693933281803
"NZL","CHL",0.330457248898229
"PER","CHL",0.274425710616525
"POL","CHL",0.211139239542015
"PRT","CHL",0.199246400370262
"ROU","CHL",0.205086395814168
"SAU","CHL",0.127738942397053
"SWE","CHL",0.239474415570835
"SVN","CHL",0.471956210127858
"SVK","CHL",0.372407165299227
"USA","CHL",0.355083504315713
"URY","CHL",0.29904504970575
"ZAF","CHL",0.262812886810541
"ARE","COL",0.255640070789215
"ARG","COL",0.380593065695896
"AUT","COL",0.555850308314376
"AUS","COL",0.477356991941219
"BEL","COL",0.420254131050652
"BGR","COL",0.27083815270414
"BRA","COL",0.400211274370231
"CAN","COL",0.414335099588639
"CHE","COL",0.390862090602983
"CHL","COL",0.291300683647328
"COL","COL",0
"CZE","COL",0.530881787860591
"DEU","COL",0.430376124426106
"DNK","COL",0.408348874286616
"EST","COL",0.285675995167604
"EGY","COL",0.415343567031574
"ESP","COL",0.274846612808535
"FIN","COL",0.348268195301849
"FRA","COL",0.41200750554216
"GBR","COL",0.297040551830005
"GRC","COL",0.407359337296738
"HRV","COL",0.288241562810297
"HUN","COL",0.425987850829751
"IDN","COL",0.387105678789755
"IRL","COL",0.249361150713549
"ITA","COL",0.394525085635048
"JPN","COL",0.460059790207094
"KEN","COL",0.720789798147865
"KWT","COL",0.358515014454722
"LTU","COL",0.288560073128783
"LVA","COL",0.448074818235141
"MUS","COL",0.261153028050572
"MEX","COL",0.39334324961451
"NGA","COL",0.507326408922701
"NLD","COL",0.43111904681193
"NOR","COL",0.446834210179577
"NZL","COL",0.171101766508014
"PER","COL",0.161657223276385
"POL","COL",0.423409179385551
"PRT","COL",0.203396829056177
"ROU","COL",0.396591677245053
"SAU","COL",0.286249004575094
"SWE","COL",0.345789458243962
"SVN","COL",0.3291919461488
"SVK","COL",0.536463732212066
"USA","COL",0.480563519667674
"URY","COL",0.188231167734815
"ZAF","COL",0.417810971323307
"ARE","CZE",0.433197721192218
"ARG","CZE",0.344926958342359
"AUT","CZE",0.0465929297897819
"AUS","CZE",0.182850149892427
"BEL","CZE",0.300408976049887
"BGR","CZE",0.472049076241595
"BRA","CZE",0.29624334136284
"CAN","CZE",0.164387165682656
"CHE","CZE",0.424074906351735
"CHL","CZE",0.377499068701999
"COL","CZE",0.530881787860591
"CZE","CZE",0
"DEU","CZE",0.201466078531639
"DNK","CZE",0.349324828171171
"EST","CZE",0.49199689397054
"EGY","CZE",0.311239117951923
"ESP","CZE",0.524851544344797
"FIN","CZE",0.240428289940965
"FRA","CZE",0.324369883899445
"GBR","CZE",0.357676331067182
"GRC","CZE",0.326034113368228
"HRV","CZE",0.419742787283598
"HUN","CZE",0.148704902192287
"IDN","CZE",0.204883059443068
"IRL","CZE",0.39641164527621
"ITA","CZE",0.346718701744433
"JPN","CZE",0.243042956698188
"KEN","CZE",0.737100072597897
"KWT","CZE",0.293104996626571
"LTU","CZE",0.326561599432009
"LVA","CZE",0.470493156147315
"MUS","CZE",0.392605492123835
"MEX","CZE",0.332503558310273
"NGA","CZE",0.717044292388279
"NLD","CZE",0.183391095892191
"NOR","CZE",0.124309832048141
"NZL","CZE",0.561979908278191
"PER","CZE",0.550263084158459
"POL","CZE",0.252564927879282
"PRT","CZE",0.425370533545112
"ROU","CZE",0.21254813795304
"SAU","CZE",0.379027697202025
"SWE","CZE",0.209225431184052
"SVN","CZE",0.461245080228316
"SVK","CZE",0.0372467588853211
"USA","CZE",0.115695709725048
"URY","CZE",0.517149338064838
"ZAF","CZE",0.181113595310493
"ARE","DEU",0.312508593352893
"ARG","DEU",0.164380329932747
"AUT","DEU",0.241612694172028
"AUS","DEU",0.177663366867252
"BEL","DEU",0.112424415996159
"BGR","DEU",0.463584694432344
"BRA","DEU",0.106486488919553
"CAN","DEU",0.139352020016261
"CHE","DEU",0.410776979416889
"CHL","DEU",0.2351716345258
"COL","DEU",0.430376124426106
"CZE","DEU",0.201466078531639
"DEU","DEU",0
"DNK","DEU",0.16171531220928
"EST","DEU",0.45964919765771
"EGY","DEU",0.34876815600216
"ESP","DEU",0.426565308252769
"FIN","DEU",0.186261944337455
"FRA","DEU",0.146870429621428
"GBR","DEU",0.318922058805224
"GRC","DEU",0.144340698446763
"HRV","DEU",0.410969100381291
"HUN","DEU",0.099308879829587
"IDN","DEU",0.0877724597078965
"IRL","DEU",0.350286887375897
"ITA","DEU",0.167599927720527
"JPN","DEU",0.239196659639417
"KEN","DEU",0.822057458429671
"KWT","DEU",0.133658362949547
"LTU","DEU",0.278581617255404
"LVA","DEU",0.504090293456607
"MUS","DEU",0.396162987864563
"MEX","DEU",0.145854367329465
"NGA","DEU",0.711996383134007
"NLD","DEU",0.0486672616312929
"NOR","DEU",0.0974001780725654
"NZL","DEU",0.490399750835115
"PER","DEU",0.457350334861582
"POL","DEU",0.0868541603269825
"PRT","DEU",0.325920971184701
"ROU","DEU",0.0677276413861497
"SAU","DEU",0.215135584418481
"SWE","DEU",0.171050895804469
"SVN","DEU",0.476673527505288
"SVK","DEU",0.202831037238739
"USA","DEU",0.17339877932218
"URY","DEU",0.418065611443448
"ZAF","DEU",0.112130426589955
"ARE","DNK",0.277037957069864
"ARG","DNK",0.0572596767594162
"AUT","DNK",0.391968738309439
"AUS","DNK",0.325623487627872
"BEL","DNK",0.0544939098081138
"BGR","DNK",0.51010415177592
"BRA","DNK",0.0618415626118269
"CAN","DNK",0.274747826290238
"CHE","DNK",0.501979916743771
"CHL","DNK",0.201931312417959
"COL","DNK",0.408348874286616
"CZE","DNK",0.349324828171171
"DEU","DNK",0.16171531220928
"DNK","DNK",0
"EST","DNK",0.497952540616617
"EGY","DNK",0.469108631211802
"ESP","DNK",0.399161358347308
"FIN","DNK",0.283450496884046
"FRA","DNK",0.039719153948649
"GBR","DNK",0.368589886241614
"GRC","DNK",0.0323339837713383
"HRV","DNK",0.462163492890085
"HUN","DNK",0.215170032315024
"IDN","DNK",0.189946002664397
"IRL","DNK",0.381117242552279
"ITA","DNK",0.0428115580140361
"JPN","DNK",0.372580884822658
"KEN","DNK",0.937611638321213
"KWT","DNK",0.100213957602301
"LTU","DNK",0.351841635150369
"LVA","DNK",0.60450640192364
"MUS","DNK",0.466371183156118
"MEX","DNK",0.0370020601964719
"NGA","DNK",0.775051843936289
"NLD","DNK",0.16918565056705
"NOR","DNK",0.228755028562208
"NZL","DNK",0.490390365152307
"PER","DNK",0.442140170153502
"POL","DNK",0.106377704394264
"PRT","DNK",0.304660829311447
"ROU","DNK",0.144727285371852
"SAU","DNK",0.201469021944695
"SWE","DNK",0.281269331994901
"SVN","DNK",0.54967725045756
"SVK","DNK",0.341702284673917
"USA","DNK",0.329891431211887
"URY","DNK",0.434297526236307
"ZAF","DNK",0.201368487442113
"ARE","EST",0.264144476363514
"ARG","EST",0.484818754231963
"AUT","EST",0.497708657250089
"AUS","EST",0.464850065431117
"BEL","EST",0.485827721691706
"BGR","EST",0.171178699296545
"BRA","EST",0.471989372752389
"CAN","EST",0.417131854286905
"CHE","EST",0.277831907826695
"CHL","EST",0.313908990172858
"COL","EST",0.285675995167604
"CZE","EST",0.49199689397054
"DEU","EST",0.45964919765771
"DNK","EST",0.497952540616617
"EST","EST",0
"EGY","EST",0.288794928699257
"ESP","EST",0.211074634144594
"FIN","EST",0.409538560318154
"FRA","EST",0.487107991899129
"GBR","EST",0.159357941629803
"GRC","EST",0.489495284645311
"HRV","EST",0.11866422157887
"HUN","EST",0.422774447326321
"IDN","EST",0.441702127874904
"IRL","EST",0.135838417071769
"ITA","EST",0.471574195420907
"JPN","EST",0.468819994217177
"KEN","EST",0.61293178157025
"KWT","EST",0.426172563818228
"LTU","EST",0.31836348285317
"LVA","EST",0.32803241574128
"MUS","EST",0.213496456511087
"MEX","EST",0.48213556240533
"NGA","EST",0.516523038610275
"NLD","EST",0.458514192022386
"NOR","EST",0.45210107939775
"NZL","EST",0.201406091264225
"PER","EST",0.199393516842046
"POL","EST",0.473742830281342
"PRT","EST",0.301855357417582
"ROU","EST",0.433493774542054
"SAU","EST",0.352104849689109
"SWE","EST",0.338718403930117
"SVN","EST",0.358278917379059
"SVK","EST",0.496210543352028
"USA","EST",0.467139335822275
"URY","EST",0.256642902267979
"ZAF","EST",0.456768476817954
"ARE","EGY",0.390324814747599
"ARG","EGY",0.461410633214341
"AUT","EGY",0.30106856284278
"AUS","EGY",0.259477282409315
"BEL","EGY",0.434517078448834
"BGR","EGY",0.31777291419574
"BRA","EGY",0.420883861754814
"CAN","EGY",0.247829433761527
"CHE","EGY",0.139864972261257
"CHL","EGY",0.37000567769739
"COL","EGY",0.415343567031574
"CZE","EGY",0.311239117951923
"DEU","EGY",0.34876815600216
"DNK","EGY",0.469108631211802
"EST","EGY",0.288794928699257
"EGY","EGY",0
"ESP","EGY",0.423295308234351
"FIN","EGY",0.29180029215557
"FRA","EGY",0.457610379544496
"GBR","EGY",0.229640424983186
"GRC","EGY",0.456522476073416
"HRV","EGY",0.270771132646523
"HUN","EGY",0.32005156556846
"IDN","EGY",0.339339740813921
"IRL","EGY",0.282843665249397
"ITA","EGY",0.459748404860866
"JPN","EGY",0.240596239107185
"KEN","EGY",0.50278614203471
"KWT","EGY",0.403801145248626
"LTU","EGY",0.263668074334536
"LVA","EGY",0.191580977127415
"MUS","EGY",0.22949769062308
"MEX","EGY",0.451010078736418
"NGA","EGY",0.474458798923099
"NLD","EGY",0.354821884970847
"NOR","EGY",0.329783033475311
"NZL","EGY",0.40764410872797
"PER","EGY",0.409067588877712
"POL","EGY",0.407250507753168
"PRT","EGY",0.403356540058872
"ROU","EGY",0.357618155938484
"SAU","EGY",0.355626134077441
"SWE","EGY",0.2051024227839
"SVN","EGY",0.295851020201997
"SVK","EGY",0.330584782715856
"USA","EGY",0.267429953709297
"URY","EGY",0.332639795287585
"ZAF","EGY",0.365903198792278
"ARE","ESP",0.124299994860244
"ARG","ESP",0.390472901155231
"AUT","ESP",0.545399896866851
"AUS","ESP",0.499452980448589
"BEL","ESP",0.403398758546128
"BGR","ESP",0.29258066406609
"BRA","ESP",0.394278724559404
"CAN","ESP",0.446310115654751
"CHE","ESP",0.414144917725326
"CHL","ESP",0.206146786196343
"COL","ESP",0.274846612808535
"CZE","ESP",0.524851544344797
"DEU","ESP",0.426565308252769
"DNK","ESP",0.399161358347308
"EST","ESP",0.211074634144594
"EGY","ESP",0.423295308234351
"ESP","ESP",0
"FIN","ESP",0.429294525962759
"FRA","ESP",0.391620081263159
"GBR","ESP",0.217081287027041
"GRC","ESP",0.396516323998215
"HRV","ESP",0.242070823211288
"HUN","ESP",0.408591186903831
"IDN","ESP",0.421219139559014
"IRL","ESP",0.174283035958127
"ITA","ESP",0.365972029098959
"JPN","ESP",0.528893213478584
"KEN","ESP",0.816051496057053
"KWT","ESP",0.347363302612256
"LTU","ESP",0.359123771335165
"LVA","ESP",0.503592329868303
"MUS","ESP",0.345714656215968
"MEX","ESP",0.389336596571663
"NGA","ESP",0.66933204894774
"NLD","ESP",0.426803727576804
"NOR","ESP",0.443787578517239
"NZL","ESP",0.225702788425088
"PER","ESP",0.162982352560013
"POL","ESP",0.409507366335759
"PRT","ESP",0.231481502526039
"ROU","ESP",0.391032750737551
"SAU","ESP",0.279079200112515
"SWE","ESP",0.37716836538096
"SVN","ESP",0.496568132742667
"SVK","ESP",0.52079892498493
"USA","ESP",0.505801384909517
"URY","ESP",0.29130862215451
"ZAF","ESP",0.43147093242209
"ARE","FIN",0.332692110851329
"ARG","FIN",0.249913818813214
"AUT","FIN",0.270350849644691
"AUS","FIN",0.189474542108397
"BEL","FIN",0.253298334661497
"BGR","FIN",0.361501056985141
"BRA","FIN",0.23084451100651
"CAN","FIN",0.17051465586831
"CHE","FIN",0.363017015477726
"CHL","FIN",0.287795099809235
"COL","FIN",0.348268195301849
"CZE","FIN",0.240428289940965
"DEU","FIN",0.186261944337455
"DNK","FIN",0.283450496884046
"EST","FIN",0.409538560318154
"EGY","FIN",0.29180029215557
"ESP","FIN",0.429294525962759
"FIN","FIN",0
"FRA","FIN",0.271774504286651
"GBR","FIN",0.312830639385248
